Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
73,Юнион Берлин,Э. Франкфурт,Тобиас Райхель,2.3,3.4,2.9,28,2,2,979,1230,-251,44,56,12,16,2,3,402,508,79,57,17,19,18,10,52,65,19,31,13,18,4,5,10,20,173,161,15,13,7,5,8,10,7,3,4-2-3-1,6.94,3-4-1-2,6.89,17.18,6.03,,,3.0,20.0,12.0,13.125,15.5,14.75
74,Дортмунд,Кельн,Бенджамин Брэнд,1.2,6.5,12.0,22,0,1,2182,441,1741,69,31,11,11,1,2,732,327,67,88,13,6,15,13,48,46,11,16,18,15,6,2,11,19,149,140,16,6,5,5,14,4,2,2,4-2-3-1,7.11,5-3-2,6.7,5.59,17.33,,,4.333333333333333,26.0,9.5,10.875,16.0,14.875
75,Аугсбург,Фрайбург,Роберт Шредер,2.4,3.5,2.87,23,0,0,1102,853,249,59,41,15,8,3,1,579,399,86,77,20,20,12,7,49,53,21,24,11,12,4,1,5,14,161,148,10,10,2,5,6,7,4,3,4-2-2-2,6.79,3-4-3,6.72,10.86,16.91,,,4.5,25.5,10.0,10.25,14.0,11.625
76,РБ Лейпциг,Билефельд,Роберт Хартманн,1.25,6.0,13.0,29,1,0,1563,1101,462,58,42,14,15,2,2,570,405,46,79,14,17,19,20,67,61,25,22,19,19,6,7,11,10,148,162,15,14,6,3,12,10,3,4,3-4-2-1,7.04,4-2-3-1,6.68,9.68,15.38,,,4.0,28.5,11.0,12.0,12.0,10.5
77,Штутгарт,Бавария М.,Вред Осмерс,9.0,7.0,1.25,24,1,2,727,1319,-592,42,58,11,13,0,0,413,564,39,68,13,21,17,12,44,43,12,9,7,19,4,3,19,20,151,151,15,14,4,6,10,8,5,6,3-4-2-1,6.93,4-2-3-1,7.1,14.48,7.35,,,4.666666666666667,25.666666666666668,11.25,13.125,9.0,10.125
78,Мгладбах,Шальке 04,Мануэль Грефе,1.36,5.0,8.0,22,2,1,1798,840,958,56,44,8,14,2,3,553,407,46,52,14,23,16,22,59,44,11,14,21,11,5,4,6,9,128,149,18,13,9,2,15,7,3,6,4-2-3-1,6.87,4-2-3-1,6.57,9.38,15.17,,,3.75,20.25,11.25,11.125,12.25,12.25
79,Леверкузен,Герта,Даниэль Шлагер,1.9,3.9,3.6,35,0,0,1353,416,937,58,42,16,19,2,1,512,367,56,64,21,11,19,11,54,52,10,11,15,18,6,1,6,13,139,139,16,5,1,3,6,3,10,2,4-3-3,6.92,4-4-2,6.76,6.88,12.25,,,4.666666666666667,27.666666666666668,15.0,12.625,16.75,14.375
80,Майнц 05,Хоффенхайм,Саша Стегеманн,3.0,4.0,2.1,26,1,0,662,1757,-1095,35,65,16,10,0,0,343,649,70,60,29,21,13,14,55,54,20,18,19,19,11,5,18,13,173,169,9,10,3,4,8,8,1,2,3-4-2-1,6.7,4-3-1-2,6.82,15.86,5.61,,,3.75,27.0,14.25,12.75,13.75,14.625
81,Герта,Юнион Берлин,Феликс Брых,2.7,3.25,2.62,24,0,1,1912,429,1483,68,32,15,9,1,3,645,301,65,58,20,10,15,14,50,58,20,16,12,19,9,2,7,5,143,137,10,5,7,1,7,4,3,1,4-2-3-1,6.77,3-4-1-2,6.92,5.72,26.69,,,2.0,20.5,12.0,14.88888888888889,14.25,13.0
82,Кельн,Вольфсбург,Свен Яблонски,3.75,3.5,2.0,23,2,1,338,1666,-1328,39,61,12,11,0,1,369,565,79,56,13,24,9,10,47,42,17,12,13,10,3,8,8,8,159,149,6,16,3,6,4,9,2,7,3-1-4-2,6.72,4-2-3-1,6.98,19.61,8.79,,,4.0,30.666666666666668,14.2,14.444444444444445,13.25,12.666666666666666
83,Билефельд,Майнц 05,Марко Фриц,3.0,3.5,2.3,33,2,0,1038,1011,27,48,52,16,17,3,2,483,493,104,73,15,22,6,20,71,63,31,26,19,11,2,3,19,16,178,192,12,15,5,5,5,10,7,5,4-4-2,6.68,3-4-2-1,6.72,7.05,9.57,,,3.75,22.75,9.0,11.0,11.25,13.11111111111111
84,Э. Франкфурт,Дортмунд,Гвидо Винкманн,3.3,4.0,2.0,19,1,0,477,1397,-920,42,58,14,5,6,1,428,584,68,49,15,10,12,15,44,54,16,16,22,19,6,5,21,11,173,177,9,16,1,5,4,8,5,8,3-4-3,6.9,3-4-2-1,7.09,12.66,11.53,,,4.333333333333333,21.0,14.0,14.88888888888889,12.25,10.88888888888889
85,Фрайбург,Мгладбах,Тобиас Стилер,3.4,3.8,2.0,31,1,1,1319,866,453,39,61,12,19,1,2,366,579,68,52,20,16,13,16,62,42,17,16,17,9,5,5,19,10,133,147,22,12,7,4,17,6,5,6,3-4-3,6.74,4-2-3-1,6.9,13.15,9.0,,,3.6666666666666665,28.666666666666668,9.25,11.22222222222222,11.0,10.77777777777778
86,Бавария М.,РБ Лейпциг,Дэниел Зиберт,1.61,4.5,4.75,13,2,2,1930,520,1410,61,39,5,8,0,1,636,400,62,72,26,8,7,9,32,36,11,12,9,13,10,2,9,15,184,148,9,7,5,4,6,5,3,2,4-2-3-1,7.1,4-3-3,7.03,12.47,23.0,,,4.75,25.0,11.25,10.444444444444445,13.0,12.22222222222222
87,Бремен,Штутгарт,Фрэнк Вилленборг,2.87,3.5,2.4,25,0,1,946,661,285,53,47,10,15,4,4,545,481,66,74,22,15,16,22,73,57,23,19,24,15,2,4,9,22,189,187,13,11,3,6,8,6,5,5,4-2-3-1,6.78,3-1-4-2,6.9,8.36,10.79,,,4.666666666666667,25.33333333333333,13.75,13.11111111111111,15.0,12.88888888888889
88,Шальке 04,Леверкузен,Бенджамин Кортус,7.0,4.333333333333334,1.45,27,0,1,724,1997,-1273,35,65,16,11,2,3,311,559,58,69,11,18,10,15,44,60,13,18,15,18,2,8,15,7,143,139,15,25,4,9,8,15,7,10,4-2-3-1,6.56,4-3-3,6.93,11.87,7.7,,,4.666666666666667,27.0,12.25,12.444444444444445,11.2,13.0
89,Хоффенхайм,Аугсбург,Флориан Бадстабнер,1.75,4.0,4.333333333333334,24,1,1,1098,863,235,55,45,15,9,0,1,533,424,49,67,23,23,14,17,43,55,11,14,18,16,4,3,12,12,134,148,10,12,7,2,8,7,2,5,4-3-1-2,6.83,4-2-2-2,6.79,9.04,20.0,,,4.0,32.0,15.5,14.11111111111111,10.5,10.77777777777778
90,Вольфсбург,Э. Франкфурт,Маркус Шмидт,2.4,3.5,2.87,22,0,0,1961,483,1478,54,46,10,12,5,2,475,406,74,67,27,11,19,12,54,43,23,17,10,8,8,1,20,14,180,161,18,7,9,4,11,3,7,4,4-2-3-1,6.97,3-1-4-2,6.89,7.69,15.64,,,5.666666666666667,25.33333333333333,12.2,12.5,15.6,14.8
91,Майнц 05,Кельн,Феликс Цвайер,2.4,3.6,2.87,26,0,0,1338,697,641,60,40,15,11,4,4,524,350,50,83,27,19,12,12,42,40,13,14,9,8,5,3,12,17,157,135,15,9,4,6,9,5,6,4,3-4-2-1,6.72,3-1-4-2,6.73,9.75,20.8,,,2.5,22.5,14.6,13.5,14.75,14.2
92,Дортмунд,Штутгарт,Кристиан Дингерт,1.45,4.75,6.5,24,1,1,1812,1019,793,71,29,11,13,2,3,744,290,54,38,19,6,18,20,48,47,7,5,16,18,8,2,9,22,146,120,12,18,4,10,6,12,6,6,3-4-2-1,7.08,3-1-4-2,6.89,5.8,20.44,,,5.5,23.5,9.8,10.3,15.0,13.1
93,Мгладбах,Герта,Роберт Хартманн,2.15,3.6,3.3,26,0,0,1779,528,1251,55,45,9,17,3,2,427,369,38,58,37,6,15,10,57,47,19,17,12,17,13,2,14,9,146,128,16,7,4,3,11,3,5,4,4-2-3-1,6.88,4-2-3-1,6.78,10.62,11.65,,,4.0,28.666666666666668,10.6,11.6,17.2,14.9
94,РБ Лейпциг,Бремен,Сёрен Аисты,1.33,5.25,9.5,28,2,0,1237,798,439,55,45,17,11,3,1,595,469,32,45,9,20,13,7,45,46,14,12,12,14,1,6,11,13,123,139,15,10,7,2,7,4,8,6,4-2-3-1,7.01,3-4-2-1,6.78,9.03,17.95,,,3.6666666666666665,25.33333333333333,11.6,11.8,12.6,12.8
95,Фрайбург,Билефельд,Вред Осмерс,1.72,3.8,4.333333333333334,29,0,0,1309,774,535,47,53,16,13,3,0,462,514,77,84,20,18,15,11,44,64,15,26,8,16,5,4,12,10,144,154,16,5,7,2,14,3,2,2,3-4-3,6.76,4-1-3-2,6.7,11.1,11.83,,,3.5,25.25,9.8,11.3,12.6,11.5
96,Юнион Берлин,Бавария М.,Бастиан Данкерт,8.5,6.0,1.28,25,1,0,388,1701,-1313,32,68,17,8,3,2,317,655,59,68,13,25,10,14,47,54,20,21,11,10,4,7,12,6,153,176,12,12,5,5,9,5,3,7,4-1-4-1,6.86,4-2-3-1,7.06,29.33,6.21,,,3.75,25.75,12.0,12.6,9.8,9.9
97,Аугсбург,Шальке 04,Мануэль Грефе,2.05,3.5,3.5,30,1,0,588,1193,-605,40,60,17,13,3,4,323,472,63,67,14,15,14,16,65,59,26,22,15,17,2,3,11,8,159,167,9,16,4,4,6,11,3,5,4-4-2,6.78,4-1-4-1,6.56,14.85,5.7,,,4.0,20.6,11.0,10.6,12.6,12.8
98,Леверкузен,Хоффенхайм,Мартин Петерсен,1.7,4.2,4.2,25,2,0,1209,898,311,60,40,12,13,3,6,597,378,52,51,10,17,22,15,50,45,9,11,18,15,6,5,9,14,123,143,13,11,8,4,10,6,3,5,4-3-3,6.98,4-1-3-2,6.85,9.5,15.48,,,4.0,19.0,15.25,12.8,13.0,14.2
99,Э. Франкфурт,Мгладбах,Бенджамин Кортус,2.75,3.8,2.37,33,3,1,735,1252,-517,39,61,18,15,6,4,330,499,64,77,12,19,17,10,68,57,29,23,13,10,4,5,13,8,162,172,10,8,3,5,6,6,4,2,3-4-2-1,6.88,4-2-3-1,6.88,9.09,5.63,,,4.75,27.0,14.0,14.545454545454543,12.6,11.363636363636363
100,Герта,Майнц 05,Матиас Йолленбек,1.9,3.8,3.75,28,0,0,1227,422,805,64,36,17,11,3,1,583,310,62,64,19,16,23,10,39,49,9,8,6,17,5,4,21,25,152,146,11,5,0,0,7,4,4,1,4-3-3,6.78,5-3-2,6.73,5.24,17.32,,,1.0,26.0,12.6,15.090909090909092,12.4,13.636363636363637
101,Штутгарт,Юнион Берлин,Саша Стегеманн,1.9,3.6,3.8,29,0,1,1512,825,687,62,38,15,14,3,3,507,303,58,68,10,11,11,14,54,58,19,20,17,18,2,3,14,17,160,151,14,15,5,5,12,10,2,5,3-1-4-2,6.92,5-3-2,6.86,7.4,12.5,,,3.0,26.8,11.2,13.090909090909092,13.2,13.0
102,Бремен,Дортмунд,Роберт Шредер,6.0,4.75,1.44,23,1,1,682,1554,-872,45,55,10,13,3,2,487,582,73,47,15,10,11,14,46,46,15,14,14,12,4,4,22,16,145,140,6,15,3,9,3,10,3,5,3-5-2,6.77,4-2-3-1,7.04,14.82,12.74,,,4.333333333333333,24.666666666666668,13.0,12.636363636363637,10.8,10.363636363636363
103,Шальке 04,Фрайбург,Свен Яблонски,3.25,3.5,2.15,24,0,0,760,780,-20,54,46,15,9,2,1,488,404,51,65,13,19,17,13,55,54,22,12,12,20,2,3,4,9,143,131,10,11,2,3,4,9,6,2,4-2-3-1,6.57,3-4-3,6.78,10.6,12.2,,,3.25,28.75,13.0,12.818181818181818,12.8,11.727272727272728
104,Хоффенхайм,РБ Лейпциг,Даниэль Шлагер,4.5,4.5,1.61,30,0,0,641,1119,-478,44,56,16,14,3,0,419,524,57,69,16,14,10,18,52,55,16,19,18,11,5,5,19,14,145,170,6,4,2,3,6,2,0,2,4-2-3-1,6.8,3-4-2-1,7.01,7.64,12.63,,,4.25,29.5,15.4,14.090909090909092,12.0,12.272727272727272
105,Кельн,Леверкузен,Тобиас Стилер,4.75,4.5,1.6,24,0,2,344,1793,-1449,33,67,11,13,1,1,324,650,60,61,13,13,13,15,51,42,12,16,20,11,2,6,13,11,131,136,7,14,0,7,4,9,3,5,3-1-4-2,6.75,4-2-3-1,6.98,18.0,7.0,,,3.5,29.25,13.833333333333334,13.909090909090908,11.166666666666666,12.727272727272728
106,Билефельд,Аугсбург,Патрик Иттрих,2.6,3.3,2.7,28,0,0,861,669,192,48,52,13,15,1,2,401,423,91,67,19,21,18,17,69,73,33,29,17,23,1,3,11,8,185,191,12,9,2,2,6,3,6,6,4-4-2,6.71,3-4-1-2,6.77,7.69,8.59,,,4.0,26.33333333333333,10.4,11.636363636363637,10.2,11.181818181818182
107,Бавария М.,Вольфсбург,Марко Фриц,1.3,6.0,8.5,30,1,1,1011,1089,-78,59,41,14,16,3,1,492,333,53,65,19,20,25,16,68,56,15,15,20,16,7,7,10,11,150,143,11,17,2,6,10,10,1,7,4-1-4-1,7.05,4-2-3-1,6.98,5.97,12.82,,,4.0,24.8,10.0,9.727272727272728,12.8,12.272727272727272
108,Юнион Берлин,Дортмунд,Вред Осмерс,4.75,4.0,1.65,16,0,0,679,1590,-911,29,71,9,7,1,1,282,703,57,64,17,12,9,21,36,57,9,22,18,16,8,6,14,16,168,166,12,16,5,3,8,11,4,5,4-1-4-1,6.85,4-2-3-1,7.03,21.89,5.21,,,3.4,26.0,12.833333333333334,13.083333333333334,11.166666666666666,10.583333333333334
109,Майнц 05,Бремен,Гвидо Винкманн,2.3,3.25,3.1,26,0,0,569,1563,-994,43,57,15,11,2,2,419,565,62,55,21,21,11,15,47,50,14,12,16,17,2,5,22,16,136,142,8,13,1,7,3,4,5,9,3-1-4-2,6.74,4-3-1-2,6.76,13.65,9.33,,,5.0,20.5,14.666666666666666,13.416666666666666,12.333333333333334,12.416666666666666
110,Мгладбах,Хоффенхайм,Фрэнк Вилленборг,1.85,4.0,3.8,36,1,0,718,982,-264,47,53,14,22,1,3,440,484,65,55,12,15,16,9,50,51,8,20,12,14,3,3,10,16,125,130,15,16,5,5,7,11,8,5,4-2-3-1,6.85,4-2-3-1,6.79,12.28,8.03,,,5.5,25.25,10.333333333333334,11.666666666666666,13.0,14.25
111,Аугсбург,Э. Франкфурт,Дэниел Зиберт,3.8,3.8,1.9,20,0,0,573,1293,-720,45,55,10,10,1,4,423,492,64,73,15,23,21,13,61,60,16,28,22,17,2,4,15,14,178,188,15,15,4,6,10,12,5,3,4-4-2,6.79,3-4-2-1,6.87,11.64,8.7,,,4.0,22.6,12.0,11.5,15.0,14.833333333333334
112,Шальке 04,Билефельд,Бастиан Данкерт,2.3,3.25,3.2,36,0,0,540,1059,-519,45,55,17,19,6,5,334,402,65,84,12,13,26,16,81,82,33,30,20,29,1,6,18,8,164,173,9,9,2,3,3,7,6,2,4-2-3-1,6.57,4-4-2,6.71,10.71,4.28,,,4.0,25.6,13.333333333333334,13.0,12.666666666666666,11.75
113,РБ Лейпциг,Кельн,Феликс Брых,1.33,5.0,8.5,19,0,0,2233,111,2122,64,36,11,8,1,0,669,386,52,85,27,5,10,13,49,49,26,12,14,17,8,2,4,13,163,144,18,4,6,1,14,2,4,2,4-2-3-1,7.0,4-3-3,6.73,9.15,31.92,,,2.4,21.2,12.5,12.416666666666666,14.0,13.666666666666666
114,Леверкузен,Бавария М.,Феликс Цвайер,3.5,4.2,1.85,19,1,1,663,811,-148,50,50,13,6,1,1,521,496,74,62,17,20,24,20,48,51,11,13,16,16,5,7,16,9,164,173,7,14,2,3,3,10,4,4,4-3-3,6.99,4-2-3-1,7.05,10.24,16.1,,,3.6,23.2,14.6,12.75,9.5,10.083333333333334
115,Фрайбург,Герта,Тобиас Райхель,2.55,3.4,2.75,25,1,0,1465,840,625,41,59,9,16,0,0,341,489,68,72,24,14,12,15,53,62,13,27,24,19,7,3,12,11,160,144,17,9,9,3,13,7,4,2,3-4-2-1,6.81,4-3-3,6.79,13.17,5.08,,,5.0,28.0,10.833333333333334,11.5,17.166666666666668,15.25
116,Вольфсбург,Штутгарт,Флориан Бадстабнер,2.62,3.6,2.5,22,0,0,878,1112,-234,47,53,15,7,2,3,426,467,70,50,18,21,8,19,52,49,14,22,25,5,4,6,17,9,148,171,13,9,5,2,10,7,3,2,4-2-2-2,6.95,4-2-3-1,6.91,8.81,20.73,,,3.0,29.33333333333333,11.833333333333334,12.583333333333334,14.666666666666666,13.25
117,Хоффенхайм,Фрайбург,Роберт Хартманн,2.05,3.75,3.2,36,0,3,1695,559,1136,70,30,14,22,2,2,613,262,54,63,26,11,27,14,76,57,23,20,13,19,8,3,15,18,140,122,15,10,6,5,11,7,4,3,4-2-3-1,6.81,3-4-3,6.83,6.85,10.16,,,4.25,28.0,15.5,14.846153846153848,12.166666666666666,11.307692307692308
118,Кельн,Аугсбург,Сёрен Аисты,2.2,3.3,3.3,32,0,0,815,1117,-302,45,55,20,12,2,3,369,468,66,57,24,13,14,19,63,56,20,14,20,13,8,3,11,11,155,136,12,11,2,4,6,6,6,5,3-1-4-2,6.74,3-4-3,6.79,9.09,8.36,,,3.75,26.0,13.428571428571429,13.23076923076923,11.0,11.384615384615383
119,Билефельд,Мгладбах,Саша Стегеманн,5.5,4.0,1.6,15,0,0,433,2424,-1991,42,58,8,7,2,1,394,535,86,70,16,28,17,20,50,56,22,25,11,11,3,14,10,15,158,154,7,24,0,6,4,15,3,9,4-4-2,6.73,4-2-3-1,6.84,15.75,15.27,,,3.5,27.166666666666668,10.833333333333334,12.307692307692308,13.0,11.846153846153848
120,Э. Франкфурт,Леверкузен,Феликс Брых,3.25,3.9,2.05,15,1,1,569,1294,-725,34,66,9,6,0,0,320,604,57,84,15,23,21,23,58,63,20,16,20,23,2,7,13,16,162,168,11,7,4,2,8,5,3,2,3-4-2-1,6.88,4-3-3,6.97,13.37,6.44,,,2.1666666666666665,20.83333333333333,14.666666666666666,14.461538461538462,11.428571428571429,12.76923076923077
121,Бремен,Юнион Берлин,Тобиас Стилер,3.0,3.2,2.45,29,0,2,1155,713,442,57,43,15,14,2,4,539,394,70,85,19,16,15,6,43,51,20,21,6,12,6,5,17,16,178,186,11,9,2,2,7,4,4,5,4-2-3-1,6.79,5-3-2,6.85,7.12,15.24,,,3.2,28.2,12.5,12.307692307692308,13.333333333333334,12.76923076923077
122,Герта,Шальке 04,Свен Яблонски,1.7,3.8,5.0,29,1,0,2023,548,1475,62,38,11,18,2,2,454,275,56,42,29,15,24,7,58,42,13,13,11,15,9,5,7,8,126,116,21,11,9,4,12,4,9,7,4-3-3,6.77,4-2-3-1,6.58,7.25,11.0,,,3.2,27.8,13.333333333333334,15.307692307692308,12.666666666666666,13.307692307692308
