,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
10,ЦСКА,Оренбург,Евгений Андреевич Турбин,1.4,4.2,9.0,22,2,1,2031,263,1768,65,35,8,14,3,3,600,317,70,46,21,11,19,7,72,49,30,21,13,18,9,2,11,9,144,142,20,7,5,2,11,4,9,3,3-4-2-1,6.73,5-4-1,6.75,7.68,18.5,,,4.0,20,10,14.0,18.0,18.0
11,Ростов,Спартак,Кирилл Левников,2.45,3.0,3.2,27,1,1,1343,676,667,48,52,11,16,2,3,354,400,83,64,24,8,7,14,57,52,20,22,19,12,8,3,11,7,158,154,18,15,7,4,10,6,8,9,4-2-3-1,6.85,4-2-3-1,6.96,10.1,7.26,,,4.0,28.0,16.0,16.0,10,13.0
12,Урал,Ахмат,Алексей Васильевич Сухой,2.75,3.0,2.75,25,1,0,1333,1247,86,43,57,13,12,1,1,371,480,56,40,14,15,14,18,61,58,22,18,19,19,4,6,12,8,139,126,15,14,7,1,10,5,5,9,4-4-2,6.81,3-5-1-1,7.06,10.67,8.39,,,4.0,20,13.0,13.0,10,24.0
13,Локомотив,Тамбов,Станислав Васильев,1.3,4.75,12.0,33,2,1,1462,672,790,54,46,16,17,3,4,504,421,84,60,19,12,23,17,75,53,35,11,13,16,2,4,12,10,133,142,17,9,6,2,8,3,9,6,4-2-3-1,6.79,4-4-2,6.78,7.0,13.0,,,4.0,20,19.0,19.0,14.0,14.0
14,Динамо,Рубин Казань,Виталий Мешков,1.66,3.25,6.0,24,0,0,1789,1007,782,52,48,14,10,3,7,431,397,58,81,26,17,15,18,63,58,26,21,22,18,6,6,12,14,140,164,25,12,6,4,14,4,11,8,4-2-3-1,6.76,4-1-4-1,6.83,6.64,20.27,,,7.0,45.0,10,17.0,12.0,12.0
15,Сочи,Зенит,Алексей Валерьевич Матюнин,5.0,3.75,1.66,22,0,1,423,1209,-786,45,55,14,8,2,0,414,525,75,90,25,18,1,10,33,51,21,16,6,15,4,4,10,10,136,111,8,19,1,5,8,15,0,4,5-4-1,6.88,4-2-3-1,6.89,18.24,15.93,,,4.0,20,10,10.0,10,16.0
16,Динамо,Урал,Павел Кукуян,1.65,3.75,5.25,21,2,0,1135,696,439,48,52,9,12,2,1,400,417,65,53,10,22,14,24,77,51,30,20,27,15,4,5,13,20,140,153,18,13,7,2,12,5,6,8,4-2-3-1,6.85,4-2-3-1,7.0,8.52,9.47,,,8.0,33.0,14.0,15.5,10,13.0
17,Уфа,Крылья Советов,Василий Казарцев,2.3,3.1,3.25,23,2,1,672,1622,-950,32,68,17,6,1,2,295,601,63,80,10,34,8,11,41,62,22,27,10,14,2,7,16,10,124,150,8,14,5,3,7,8,1,6,3-4-2-1,6.69,4-2-3-1,6.86,18.28,8.47,,,4.0,20,11.0,10.0,10,15.5
18,Тамбов,Спартак,Михаил Вилков,4.5,3.5,1.8,27,1,0,438,1569,-1131,35,65,15,12,3,4,296,547,63,54,9,21,11,25,58,47,18,8,21,11,3,8,10,10,116,129,9,23,5,4,7,8,2,15,4-1-4-1,6.68,4-2-3-1,6.88,9.09,7.8,,,5.0,31.0,10,15.5,16.0,14.5
19,Краснодар,Сочи,Сергей Лапочкин,1.33,4.75,9.0,22,2,0,1932,549,1383,63,37,7,15,2,3,558,315,58,53,13,14,14,7,45,37,16,10,9,17,7,6,12,16,123,128,22,14,9,5,11,7,11,7,4-3-3,6.91,5-3-2,6.68,8.12,14.55,,,3.0,32.0,10,17.5,10.0,12.0
20,Оренбург,Зенит,Сергей Карасев,5.5,3.8,1.61,26,0,1,1106,1052,54,40,60,13,13,2,3,348,542,44,73,30,21,4,16,41,42,12,13,16,8,7,4,17,6,113,105,19,14,4,4,8,8,11,6,5-4-1,6.61,4-4-2,7.13,13.09,15.27,,,1.0,22.0,10,16.0,8.0,12.0
21,Арсенал,Ростов,Алексей Валерьевич Матюнин,2.9,3.0,2.6,28,0,1,1235,1368,-133,50,50,13,15,3,3,334,345,76,78,30,15,14,8,63,57,31,27,9,13,8,2,16,8,145,148,18,15,6,8,8,7,10,8,4-2-3-1,7.01,4-2-3-1,6.83,11.0,6.91,,,2.0,22.0,15.0,15.5,10,13.5
22,ЦСКА,Локомотив,Владислав Безбородов,2.1,3.3,3.5,30,1,0,1053,709,344,50,50,19,11,4,2,426,422,70,66,11,11,18,23,60,77,22,16,18,27,7,2,11,16,163,151,13,10,4,1,4,5,9,5,3-4-2-1,6.98,4-1-4-1,6.9,6.16,8.45,,,5.0,34.0,8.0,11.0,10,17.5
23,Рубин Казань,Ахмат,Сергей Иванов,2.8,2.87,2.8,30,0,0,1621,669,952,59,41,14,16,2,3,539,355,64,59,12,13,23,15,61,50,12,12,19,17,4,4,12,12,130,135,16,9,7,4,6,5,10,4,4-1-4-1,6.87,3-5-1-1,6.78,8.56,12.54,,,4.0,20,10,11.0,12.0,18.0
24,Урал,Ростов,Станислав Васильев,2.87,3.2,2.5,22,1,0,674,1761,-1087,40,60,11,11,3,2,329,493,81,75,26,32,10,10,46,68,17,38,12,14,5,7,10,8,170,173,14,22,5,7,9,13,5,9,4-2-3-1,6.86,4-2-3-1,6.84,12.0,8.11,,,7.0,33.0,13.0,12.666666666666666,15.0,14.0
25,Крылья Советов,Локомотив,Трубин Евгений,4.2,3.4,1.85,40,0,1,530,1661,-1131,46,54,17,23,5,2,351,404,54,50,19,18,9,16,62,54,17,17,18,13,4,8,15,8,130,136,10,20,4,9,9,11,1,9,4-2-3-1,6.86,4-2-3-1,6.9,9.59,6.86,,,4.0,20,15.5,12.333333333333334,11.0,15.333333333333334
26,Спартак,Динамо,Владислав Безбородов,2.87,3.1,2.5,27,0,0,380,1660,-1280,32,68,11,16,4,3,300,616,52,56,8,17,34,20,58,64,9,19,16,27,2,8,17,4,154,151,12,25,3,5,6,9,6,16,4-2-3-1,6.83,4-2-3-1,6.99,20.93,3.83,,,5.5,32.0,13.0,13.666666666666666,17.0,13.333333333333334
27,Зенит,Краснодар,Алексей Игоревич Еськов,1.7,4.0,4.5,33,0,0,1366,409,957,52,48,11,22,2,4,448,414,75,54,29,9,15,15,55,48,12,17,18,17,6,2,9,15,156,150,15,5,5,1,8,2,7,3,4-4-2,7.16,4-3-3,7.06,8.83,9.25,,,4.0,20,16.0,12.333333333333334,17.5,14.0
28,Тамбов,Арсенал,Сергей Иванов,2.62,3.1,2.8,38,0,1,1165,777,388,49,51,15,23,4,2,388,404,67,61,14,9,9,11,68,56,22,14,21,23,4,1,15,7,138,136,13,7,2,2,9,4,4,3,4-2-3-1,6.83,4-2-3-1,6.91,8.2,8.91,,,5.0,30.0,15.0,15.333333333333334,16.0,14.666666666666666
29,Рубин Казань,ЦСКА,Василий Казарцев,4.0,3.2,2.0,33,0,1,860,1223,-363,47,53,11,22,3,3,344,408,55,58,23,11,11,15,61,50,14,18,21,15,2,7,12,13,148,148,18,12,3,5,11,6,7,6,4-1-4-1,7.0,3-4-2-1,6.91,13.92,5.0,,,3.0,23.0,14.0,12.0,14.0,13.666666666666666
30,Сочи,Уфа,Алексей Васильевич Сухой,2.3,3.2,3.2,29,0,0,1133,624,509,59,41,12,17,2,2,571,396,102,59,18,7,4,6,50,46,23,24,8,8,6,2,11,11,114,109,7,7,0,3,6,7,1,0,5-3-2,6.64,3-4-2-1,6.72,12.61,17.71,,,2.0,25.0,14.0,13.0,9.0,12.333333333333334
31,Ахмат,Оренбург,Николай Волошин,1.83,3.5,4.333333333333334,30,0,0,993,648,345,52,48,20,10,3,2,465,423,65,72,15,13,25,15,72,69,24,19,23,26,2,4,7,13,164,163,7,8,2,1,5,4,2,4,3-5-1-1,6.74,5-4-1,6.62,6.97,8.77,,,4.0,20,24.0,17.333333333333332,16.0,15.0
32,Оренбург,Тамбов,Павел Кукуян,1.9,3.3,4.2,27,0,1,1748,655,1093,61,39,12,15,1,2,552,358,57,92,30,8,9,7,46,43,14,16,14,12,5,3,8,11,151,156,21,9,10,5,11,5,10,4,5-4-1,6.56,4-2-3-1,6.82,9.74,13.33,,,5.5,27.0,13.0,13.75,15.5,15.25
33,Динамо,Зенит,Трубин Евгений,3.6,3.2,2.1,29,0,1,1052,847,205,49,51,14,15,5,3,410,427,55,54,16,12,14,29,51,76,13,21,19,24,7,6,20,17,142,139,14,13,4,3,6,9,8,4,4-2-3-1,7.0,4-4-2,7.07,5.26,7.81,,,7.0,40.0,11.5,14.0,10.5,12.0
34,Краснодар,Рубин Казань,Сергей Лапочкин,1.53,3.8,6.5,30,1,0,1367,1038,329,45,55,13,17,4,3,363,428,59,75,12,24,14,10,53,41,20,10,11,13,5,5,20,10,125,135,14,13,2,2,9,8,5,5,4-3-3,6.96,4-1-4-1,6.97,9.63,7.58,,,4.0,27.0,7.0,16.0,11.0,11.75
35,Арсенал,Уфа,Михаил Вилков,2.2,3.1,3.5,29,1,0,1078,820,258,55,45,12,17,1,1,422,351,74,68,16,11,21,10,60,67,26,23,10,26,5,7,12,9,145,142,18,9,4,1,8,6,10,3,4-2-3-1,6.91,5-3-2,6.75,6.91,8.31,,,6.0,29.0,14.0,16.75,13.0,13.5
36,Локомотив,Урал,Николай Волошин,1.4,4.0,9.0,24,2,0,1375,767,608,49,51,10,14,1,3,388,385,66,61,8,21,12,8,72,46,24,14,25,17,5,5,23,8,126,174,22,15,8,3,13,9,9,6,4-2-3-1,6.87,4-2-3-1,6.82,6.28,8.9,,,5.0,30.0,17.5,17.25,12.0,12.25
37,ЦСКА,Сочи,Виталий Мешков,1.36,4.5,9.0,21,0,0,2046,298,1748,70,30,8,13,1,3,637,278,70,77,30,5,18,6,73,66,35,36,17,20,10,3,12,15,189,151,19,10,6,1,11,3,8,7,3-4-2-1,6.92,5-3-2,6.73,6.14,17.82,,,8.5,34.5,13.5,15.75,12.5,12.75
38,Ахмат,Спартак,Алексей Васильевич Сухой,2.3,3.2,3.1,30,0,2,859,1081,-222,45,55,17,13,4,2,374,460,46,55,17,9,22,28,54,68,13,12,16,23,7,3,18,12,153,142,9,12,1,7,5,3,4,9,5-4-1,6.75,4-2-3-1,6.86,10.57,6.18,,,3.0,27.0,22.0,18.0,14.0,13.0
39,Ростов,Крылья Советов,Василий Казарцев,1.53,3.8,6.5,24,1,0,1506,818,688,52,48,15,9,3,0,395,350,56,76,19,15,12,6,51,57,20,27,18,13,6,4,9,13,149,149,16,12,4,2,8,7,8,5,4-2-3-1,6.9,4-2-3-1,6.85,9.94,13.62,,,4.5,28.0,13.5,13.25,6.0,13.5
40,Оренбург,Сочи,Михаил Вилков,2.25,3.0,3.5,28,0,0,710,1452,-742,42,58,15,13,3,3,337,467,67,79,28,27,9,10,56,63,30,31,12,14,4,5,13,13,164,167,14,16,2,6,7,6,7,10,4-3-3,6.62,4-3-3,6.78,12.0,7.47,,,4.666666666666667,29.0,12.5,13.4,12.666666666666666,12.8
41,Урал,Крылья Советов,Сергей Иванов,2.37,3.1,3.2,33,0,1,1022,930,92,55,45,21,12,4,3,436,357,56,66,35,15,6,4,41,51,17,24,11,12,3,5,4,23,140,121,13,13,6,5,8,12,5,1,4-2-3-1,6.71,4-2-3-1,6.84,15.62,20.27,,,5.5,34.0,12.333333333333334,12.6,7.5,12.6
42,Тамбов,Краснодар,Николай Волошин,4.75,3.5,1.75,29,0,1,555,1481,-926,41,59,15,14,4,1,364,505,78,57,9,15,7,12,49,49,12,14,20,16,3,9,11,11,142,140,10,17,1,6,3,6,7,11,4-2-3-1,6.81,4-3-3,6.97,11.76,8.27,,,4.5,27.0,15.0,15.2,19.0,15.4
43,Зенит,Ахмат,Алексей Валерьевич Матюнин,1.3,4.75,9.5,28,0,0,2177,256,1921,63,37,17,11,3,3,460,282,54,73,32,6,7,7,39,43,18,10,9,16,7,2,13,11,131,120,21,6,5,2,16,5,5,1,4-4-2,7.12,3-5-1-1,6.66,4.93,17.0,,,4.0,25.0,13.5,12.6,14.0,17.8
44,Рубин Казань,Арсенал,Владислав Безбородов,2.3,3.0,3.5,32,0,0,927,606,321,56,44,14,18,2,2,425,327,67,65,10,9,11,14,62,45,21,10,20,16,1,4,8,11,149,153,9,12,2,3,4,6,5,6,4-1-4-1,6.9,4-3-3,6.91,5.96,11.55,,,6.0,30.333333333333332,12.5,12.8,19.5,15.8
45,Уфа,Ростов,Евгений Андреевич Турбин,2.87,3.0,2.62,22,1,0,934,866,68,45,55,12,10,3,3,317,381,82,64,16,16,11,10,69,78,38,47,15,16,4,2,11,13,162,154,14,15,4,3,8,6,6,9,5-4-1,6.76,4-2-3-1,6.93,9.19,6.26,,,6.0,22.0,14.0,14.2,13.0,13.6
46,Динамо,Локомотив,Василий Казарцев,3.25,3.0,2.37,32,1,1,757,829,-72,48,52,13,19,2,5,357,384,63,51,17,8,21,17,52,58,10,20,14,17,4,3,9,15,145,121,12,20,6,7,3,6,9,14,4-4-2,6.91,4-2-3-1,7.01,15.23,6.92,,,4.0,26.666666666666668,12.333333333333334,14.0,17.0,15.8
47,Спартак,ЦСКА,Сергей Карасев,2.75,3.1,2.62,30,0,0,964,1188,-224,46,54,13,17,1,2,326,372,58,78,9,13,28,17,81,72,30,22,24,30,6,7,20,7,149,174,21,14,8,5,13,8,8,6,4-2-3-1,6.9,3-4-2-1,6.94,7.09,4.46,,,3.0,24.0,12.0,13.0,18.0,14.2
48,Тамбов,Динамо,Игорь Панин,4.0,3.1,2.05,24,0,1,1148,725,423,52,48,10,14,2,1,517,463,66,91,14,6,7,11,47,43,20,13,10,15,5,0,12,14,160,146,14,14,5,4,9,8,5,6,3-4-2-1,6.77,4-4-2,6.87,15.88,15.39,,,4.0,20,15.0,15.166666666666666,16.5,13.833333333333334
49,Уфа,Зенит,Сергей Иванов,5.75,3.5,1.65,26,0,0,447,2372,-1925,30,70,15,11,3,4,235,521,69,69,14,40,11,15,56,54,25,32,14,6,4,12,17,7,129,159,8,22,5,4,4,15,4,7,5-4-1,6.82,4-4-2,7.1,12.74,5.74,,,6.0,33.666666666666664,13.333333333333334,13.833333333333334,12.0,13.333333333333334
50,Краснодар,Локомотив,Владислав Безбородов,2.75,3.2,2.6,28,1,1,1343,806,537,61,39,14,14,2,3,465,286,67,72,17,8,18,9,51,44,14,13,13,13,5,3,10,12,144,134,18,15,6,3,9,4,9,11,4-3-3,6.98,5-4-1,7.02,5.81,10.6,,,5.5,30.75,10.0,15.166666666666666,17.666666666666668,16.333333333333332
51,ЦСКА,Ахмат,Василий Казарцев,1.55,3.6,7.0,26,1,0,1374,436,938,49,51,13,13,3,4,398,395,71,86,5,8,5,6,51,53,16,23,17,15,4,2,12,14,156,171,19,5,7,2,12,2,7,3,3-4-2-1,6.91,3-5-1-1,6.67,7.52,12.0,,,4.75,28.0,11.666666666666666,14.666666666666666,13.0,16.666666666666668
52,Ростов,Рубин Казань,Виталий Мешков,1.83,3.2,4.75,24,1,1,2200,153,2047,54,46,12,12,1,0,418,368,74,73,33,9,7,9,48,52,24,21,11,18,9,0,17,12,136,135,31,6,10,2,17,1,14,5,4-2-3-1,6.88,4-1-4-1,6.92,10.25,15.54,,,7.0,30.0,14.0,13.0,13.0,13.0
53,Крылья Советов,Спартак,Сергей Лапочкин,2.9,3.1,2.5,35,1,0,454,1820,-1366,36,64,18,17,3,6,267,475,63,38,10,16,5,20,47,55,9,13,20,13,2,8,7,7,125,135,9,27,4,8,5,11,4,16,4-2-3-1,6.89,4-2-3-1,6.92,8.04,6.7,,,5.0,28.0,16.0,12.5,13.666666666666666,13.0
54,Арсенал,Оренбург,Алексей Васильевич Сухой,2.05,3.2,3.8,25,1,0,1285,1305,-20,55,45,9,16,0,1,429,336,70,61,18,23,14,13,65,44,25,21,12,6,4,8,9,8,136,122,12,15,6,9,4,11,8,4,4-3-3,6.86,4-3-3,6.67,12.67,13.0,,,4.0,28.0,13.333333333333334,16.166666666666668,14.0,13.666666666666666
55,Урал,Сочи,Сергей Карасев,2.4,3.1,3.0,21,1,1,1633,708,925,52,48,8,13,2,1,500,462,83,73,28,10,19,12,55,46,18,17,17,16,7,2,4,11,152,153,24,12,6,2,9,5,15,7,4-2-3-1,6.69,5-3-2,6.8,19.46,13.9,,,3.0,26.0,14.5,14.0,12.75,12.833333333333334
56,Крылья Советов,Динамо,Владислав Безбородов,3.8,3.1,2.1,27,0,0,1066,1026,40,49,51,14,13,2,3,471,479,64,80,19,17,16,17,69,51,30,15,16,14,4,6,11,10,156,166,14,14,2,5,7,6,7,8,4-2-3-1,6.88,4-1-4-1,6.92,9.43,12.14,,,5.4,30.2,16.5,13.285714285714286,15.666666666666666,13.857142857142858
57,Уфа,Оренбург,Игорь Панин,2.37,2.9,3.3,22,0,1,1417,892,525,59,41,12,10,3,4,514,355,74,79,26,11,9,16,56,59,20,22,22,21,6,3,11,10,156,140,14,16,8,6,7,7,7,9,5-4-1,6.86,4-4-2,6.68,6.78,12.44,,,3.0,24.0,13.75,14.0,14.5,14.0
58,Рубин Казань,Сочи,Николай Волошин,2.05,3.1,4.0,19,0,1,1518,833,685,59,41,9,10,3,3,542,376,56,81,27,17,18,13,46,55,8,20,14,18,7,2,19,25,148,136,20,14,3,5,6,8,14,6,4-1-4-1,6.91,4-3-3,6.77,8.09,11.17,,,4.666666666666667,27.666666666666668,13.0,12.857142857142858,12.8,12.857142857142858
59,Локомотив,Ростов,Сергей Лапочкин,1.72,3.4,5.25,30,0,1,1312,1012,300,56,44,14,16,2,3,404,307,77,73,14,15,20,9,64,54,22,18,14,16,6,3,10,16,149,155,23,14,7,4,12,7,11,7,4-2-3-1,6.98,4-2-3-1,6.92,5.33,5.28,,,6.0,29.75,15.0,16.0,12.0,12.857142857142858
60,Ахмат,Тамбов,Сергей Карасев,1.95,3.2,4.333333333333334,37,0,1,2588,137,2451,71,29,18,19,1,3,626,267,79,62,32,3,13,3,66,61,26,21,16,21,11,0,9,20,154,124,27,5,6,1,14,1,13,4,4-4-1-1,6.65,3-4-3,6.76,4.96,11.42,,,3.0,24.75,20.333333333333332,16.142857142857142,15.333333333333334,14.428571428571429
61,Урал,Краснодар,Алексей Васильевич Сухой,3.6,3.5,2.0,20,1,2,565,1616,-1051,38,62,9,11,1,2,334,556,62,54,19,13,6,12,41,43,15,15,12,13,4,5,18,8,151,146,11,19,3,6,7,12,4,7,4-2-3-1,6.74,4-4-2,6.97,19.29,6.91,,,3.25,27.25,13.2,13.142857142857142,17.75,15.0
62,Арсенал,ЦСКА,Евгений Андреевич Турбин,4.5,3.5,1.8,27,1,1,573,1725,-1152,49,51,11,16,2,1,366,365,74,71,14,17,14,11,58,49,17,11,15,20,5,9,13,15,153,148,13,24,4,9,5,15,8,9,4-3-3,6.91,3-1-4-2,6.94,10.07,5.23,,,6.0,22.0,12.25,15.142857142857142,17.666666666666668,14.428571428571429
63,Спартак,Зенит,Виталий Мешков,3.6,3.3,2.1,40,0,1,1365,743,622,58,42,19,21,2,5,483,344,60,81,21,16,10,6,65,61,22,20,18,22,6,4,9,16,146,136,20,11,3,3,6,9,14,2,4-2-3-1,6.93,4-4-2,7.07,6.88,10.18,,,5.5,28.5,12.333333333333334,13.571428571428571,11.75,13.0
64,Зенит,Арсенал,Павел Кукуян,1.28,5.25,12.0,36,1,0,2011,351,1660,63,37,23,13,1,3,603,353,63,51,16,3,9,0,54,45,20,13,15,10,2,2,15,10,125,117,14,10,7,4,9,2,5,8,4-4-2,7.06,4-3-3,6.91,6.13,39.0,,,4.666666666666667,27.0,14.666666666666666,14.0,19.0,14.625
65,Спартак,Урал,Сергей Иванов,1.45,3.75,8.5,30,1,0,1437,606,831,62,38,15,15,3,3,529,307,65,77,14,14,24,10,62,62,20,18,8,24,6,1,7,11,159,133,11,14,3,7,8,10,3,4,4-2-3-1,6.91,4-4-2,6.71,6.7,13.62,,,6.25,31.75,14.0,14.25,13.0,12.625
66,Сочи,Локомотив,Игорь Панин,4.333333333333334,3.4,1.85,26,0,1,685,1161,-476,49,51,16,10,3,2,442,454,75,77,12,15,6,11,47,59,20,23,16,15,0,4,10,11,137,153,16,20,2,5,7,8,9,12,4-3-3,6.83,4-2-3-1,6.95,10.05,11.6,,,5.0,23.0,13.0,12.5,16.75,15.75
67,Оренбург,Рубин Казань,Сергей Лапочкин,2.05,3.2,3.8,23,0,0,871,1165,-294,34,66,11,12,2,4,295,556,57,67,20,24,5,9,40,28,13,9,14,5,3,5,13,10,129,145,18,14,5,3,14,7,4,7,5-4-1,6.72,4-1-4-1,6.86,17.05,8.86,,,5.8,29.8,13.333333333333334,13.5,12.75,12.375
68,Тамбов,ЦСКА,Михаил Вилков,8.0,4.2,1.4,22,0,0,690,1780,-1090,37,63,9,13,1,3,318,540,79,58,10,15,16,19,64,57,19,22,23,17,5,8,17,12,132,152,14,21,3,7,9,11,5,10,3-4-2-1,6.77,3-1-4-2,6.95,12.27,6.08,,,5.0,28.75,13.75,15.0,17.25,14.625
69,Краснодар,Крылья Советов,Сергей Карасев,1.44,4.333333333333334,6.5,37,1,1,1539,732,807,56,44,20,17,4,2,471,357,49,68,13,10,16,7,38,53,11,12,5,19,3,4,12,19,129,130,22,13,7,5,16,7,6,6,4-1-4-1,6.98,4-2-3-1,6.9,8.96,11.52,,,3.2,27.2,11.333333333333334,14.5,9.0,13.375
70,Динамо,Уфа,Виталий Мешков,1.6,3.6,6.0,24,0,0,2112,275,1837,70,30,14,10,1,2,644,279,88,80,26,3,21,14,65,51,27,22,14,10,8,0,10,9,168,152,23,10,7,4,14,4,9,6,4-2-3-1,6.91,5-4-1,6.85,4.38,31.27,,,5.8,30.8,12.5,13.75,14.333333333333334,13.75
71,Ростов,Ахмат,Николай Волошин,1.65,3.6,5.5,22,0,1,1989,364,1625,51,49,7,15,1,0,443,426,57,82,22,6,6,9,41,37,18,18,7,8,8,0,8,12,130,129,21,6,9,3,8,2,13,4,4-3-3,6.92,4-2-3-1,6.7,18.54,18.55,,,5.0,25.5,13.5,13.25,13.0,16.375
