,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
32,Челси,Борнмут,Ли Мейсон,1.3,6.0,11.0,17,0,0,2301,580,1721,72,28,10,7,2,2,704,252,50,38,25,15,14,13,46,39,19,13,12,14,7,6,7,13,143,130,24,8,6,1,10,5,14,3,4-3-3,0.0,3-4-3,0.0,8.21,21.24,,,5.0,28.0,12.0,9.333333333333334,10.0,11.0
33,Кристал Пэлас,Саутгемптон,Мартин Аткинсон,2.54,3.25,3.1,23,0,0,1384,1551,-167,50,50,11,12,1,1,432,423,72,81,24,22,13,13,68,56,33,20,16,19,7,4,12,9,147,141,20,19,6,6,13,11,7,8,4-4-2,0.0,4-4-2,0.0,11.94,10.09,,,3.0,21.666666666666668,6.0,9.333333333333334,20.0,14.333333333333334
34,Эвертон,Хаддерсфилд,Стюарт Аттвелл,1.5699999999999998,3.9,7.5,27,1,1,1043,729,314,57,43,13,14,3,3,464,335,57,66,19,20,11,12,57,81,27,31,15,30,4,3,8,17,145,149,11,9,1,6,8,4,3,5,4-2-3-1,0.0,5-4-1,0.0,8.52,9.34,,,8.0,24.0,8.0,8.333333333333334,4.0,7.0
35,Вест Хэм,Вулверхэмптон,Крис Кавана,2.62,3.3,2.9,21,0,0,1014,1627,-613,47,53,10,11,2,1,444,495,53,63,18,16,16,20,56,72,15,24,22,25,4,4,9,12,143,137,13,15,3,6,8,6,5,9,4-2-3-1,0.0,3-4-2-1,0.0,14.33,10.35,,,2.5,19.5,14.0,12.0,8.0,9.666666666666666
36,Манчестер Сити,Ньюкасл,Кевин Френд,1.11,11.0,26.0,18,1,1,3621,246,3375,78,22,5,13,0,0,767,217,42,60,21,4,13,9,42,46,12,15,9,18,4,0,6,17,135,110,24,3,8,2,16,2,8,1,4-1-3-2,0.0,5-4-1,0.0,8.82,30.46,,,2.0,24.5,9.0,10.333333333333334,16.0,14.333333333333334
37,Кардифф,Арсенал,Энтони Тейлор,6.0,4.5,1.5699999999999998,26,1,1,1091,2564,-1473,27,73,12,14,3,4,234,635,48,62,19,19,4,11,50,51,24,22,12,11,3,9,15,11,126,144,14,17,3,11,10,11,4,6,4-4-2,0.0,4-2-3-1,0.0,16.36,4.5,,,3.0,20.666666666666668,14.0,11.0,9.0,12.0
38,Бернли,Манчестер Юнайтед,Джонатан Мосс,6.5,3.9,1.61,20,0,2,886,1943,-1057,46,54,7,13,2,3,437,513,61,71,23,18,5,10,48,38,21,19,12,6,2,5,6,6,120,113,9,21,2,9,5,13,4,8,4-4-1-1,0.0,4-3-3,0.0,21.0,10.75,,,4.0,25.0,8.0,8.333333333333334,13.0,11.666666666666666
39,Уотфорд,Тоттенхэм,Андре Марринер,5.25,3.9,1.72,17,0,0,965,2599,-1634,34,66,9,8,2,1,289,532,74,58,11,32,16,18,57,57,26,15,15,23,3,10,21,8,163,186,7,11,3,2,4,5,3,6,4-2-2-2,0.0,3-1-4-2,0.0,11.24,5.08,,,2.5,16.0,12.0,14.333333333333334,14.0,12.333333333333334
40,Тоттенхэм,Ливерпуль,Майкл Оливер,3.1,3.6,2.37,33,0,1,1017,1400,-383,60,40,17,16,0,0,549,356,66,58,12,10,15,9,42,47,15,10,9,17,5,4,6,6,153,133,11,17,3,10,7,14,4,3,4-3-1-2,0.0,4-3-3,0.0,10.33,19.79,,,2.3333333333333335,20.666666666666668,9.0,11.25,12.5,11.75
41,Борнмут,Лестер,Крэйг Поусон,2.37,3.4,3.25,28,3,0,1121,1698,-577,46,54,13,15,3,4,360,398,59,68,9,28,11,9,46,62,15,22,12,20,4,6,6,16,156,154,10,14,5,8,7,11,3,3,4-4-2,0.0,4-2-3-1,0.0,16.92,7.0,,,3.3333333333333335,24.0,11.5,10.0,9.5,9.5
42,Челси,Кардифф,Джонатан Мосс,1.14,9.0,23.0,18,2,1,2556,579,1977,76,24,8,10,0,0,766,227,67,68,15,10,13,9,48,50,18,23,10,13,5,4,7,24,131,132,18,6,7,2,15,5,3,1,4-3-3,0.0,4-4-1-1,0.0,4.0,18.36,,,4.333333333333333,23.333333333333332,11.0,9.5,9.5,11.25
43,Хаддерсфилд,Кристал Пэлас,Грэм Скотт,3.5,3.1,2.4,28,0,1,1694,473,1221,58,42,11,17,1,2,494,363,72,56,30,10,11,9,64,47,24,18,17,13,5,3,5,9,136,122,15,7,2,2,9,6,6,1,3-4-3,0.0,4-3-3,0.0,11.84,15.94,,,2.5,24.0,8.5,8.75,11.0,9.75
44,Манчестер Сити,Фулхэм,Стюарт Аттвелл,1.08,13.0,34.0,14,2,0,2993,430,2563,64,36,7,7,0,0,736,400,47,65,20,11,17,15,46,35,10,8,16,14,10,4,12,16,120,122,28,9,9,3,18,2,10,7,4-3-3,0.0,4-3-3,0.0,10.86,38.18,,,7.0,25.5,7.0,9.0,9.5,9.75
45,Ньюкасл,Арсенал,Ли Проберт,4.333333333333334,3.9,1.85,24,0,0,780,1370,-590,36,64,13,11,0,0,327,598,74,63,24,15,6,11,57,58,24,24,20,15,10,4,11,7,159,140,4,12,2,2,4,8,0,4,4-4-1-1,0.0,4-2-3-1,0.0,14.75,7.1,,,4.5,24.0,13.5,14.0,11.5,12.5
46,Уотфорд,Манчестер Юнайтед,Майк Дин,4.5,3.6,1.9,20,0,2,1303,1442,-139,42,58,9,11,2,3,387,520,60,76,21,21,12,13,60,44,18,22,25,11,6,8,9,11,143,157,14,9,5,6,6,6,8,3,4-2-2-2,0.0,4-3-3,0.0,12.77,10.06,,,3.0,19.0,11.0,13.0,13.0,12.0
47,Вулверхэмптон,Бернли,Андре Марринер,1.75,3.6,5.75,19,0,0,2584,493,2091,58,42,10,9,2,4,567,395,78,81,24,12,10,10,51,68,23,37,13,17,8,2,9,12,146,140,30,7,7,2,20,2,10,5,3-4-2-1,0.0,4-4-2,0.0,17.38,17.94,,,2.6666666666666665,16.333333333333332,10.5,10.0,8.5,8.0
48,Эвертон,Вест Хэм,Мартин Аткинсон,2.1,3.5,3.8,27,1,2,1778,868,910,55,45,15,12,2,5,458,380,61,75,22,5,21,20,60,60,15,17,22,19,4,2,10,15,165,149,16,9,4,4,8,7,8,2,4-2-3-1,0.0,4-1-4-1,0.0,6.63,11.09,,,2.75,22.0,10.5,9.5,11.0,11.5
49,Саутгемптон,Брайтон,Энтони Тейлор,2.04,3.3,4.2,23,1,0,1479,1213,266,51,49,10,13,2,3,468,442,77,72,13,18,13,11,55,52,17,25,16,14,1,4,20,13,137,152,14,12,5,4,8,8,6,4,4-4-2,0.0,4-1-4-1,0.0,9.35,16.0,,,4.0,22.0,11.5,13.75,15.0,14.5
50,Фулхэм,Уотфорд,Мартин Аткинсон,2.8,3.5,2.6,20,0,1,1091,1466,-375,60,40,11,9,2,1,524,335,71,83,26,26,7,9,55,42,28,17,14,11,8,8,14,18,183,183,15,11,3,6,9,8,6,3,4-3-3,0.0,4-2-2-2,0.0,8.29,12.08,,,3.6,23.0,10.0,9.2,19.0,12.2
51,Бернли,Борнмут,Энтони Тейлор,3.4,3.4,2.3,23,2,0,1203,1607,-404,37,63,17,6,2,0,360,604,88,47,20,26,2,16,44,57,25,21,15,8,3,8,15,8,158,165,12,19,5,5,10,7,2,12,4-4-1-1,0.0,4-4-2,0.0,10.31,17.33,,,4.2,22.2,7.5,8.2,8.5,10.6
52,Кардифф,Манчестер Сити,Майкл Оливер,25.0,9.0,1.14,10,0,3,50,3479,-3429,21,79,6,4,1,1,218,799,53,40,7,23,5,15,32,32,10,9,16,12,1,9,14,11,108,118,2,21,2,10,1,18,1,3,4-4-1-1,0.0,4-3-3,0.0,67.5,7.64,,,1.75,23.75,13.0,11.0,11.0,8.6
53,Кристал Пэлас,Ньюкасл,Андре Марринер,2.1,3.3,4.0,19,0,0,2313,752,1561,61,39,8,11,1,1,481,299,60,74,21,15,21,10,72,49,17,15,29,25,9,5,8,17,171,157,16,6,4,3,9,4,7,2,4-3-3,0.0,4-4-1-1,0.0,7.35,9.34,,,3.5,17.0,8.5,11.2,14.5,13.8
54,Лестер,Хаддерсфилд,Дэвид Кут,1.72,3.6,6.0,26,1,1,2027,637,1390,62,38,10,16,2,1,589,357,59,69,15,14,11,13,67,46,25,20,23,11,3,1,11,12,124,159,18,9,8,2,11,5,7,4,4-2-3-1,0.0,5-4-1,0.0,6.96,17.68,,,3.0,19.0,9.5,10.6,9.0,9.2
55,Ливерпуль,Саутгемптон,Пол Тирни,1.18,8.0,19.0,17,3,0,1830,527,1303,60,40,7,10,0,2,750,479,44,73,13,14,17,5,41,45,9,17,14,21,5,4,7,16,151,127,12,7,4,1,9,6,3,1,4-2-3-1,0.0,4-1-4-1,0.0,17.4,24.37,,,4.0,24.0,11.0,12.6,16.0,13.0
56,Манчестер Юнайтед,Вулверхэмптон,Кевин Френд,1.61,4.0,6.5,22,1,0,1576,839,737,64,36,5,17,1,1,684,379,68,51,23,9,11,12,57,48,17,24,16,13,5,4,5,17,151,136,15,11,6,8,5,5,10,6,4-3-3,0.0,3-4-2-1,0.0,16.58,17.86,,,1.3333333333333333,22.333333333333332,11.0,11.8,9.5,10.0
57,Брайтон,Тоттенхэм,Крис Кавана,5.25,4.0,1.7,24,0,1,660,2482,-1822,28,72,15,9,2,1,255,658,53,50,14,15,12,14,41,43,13,9,13,16,5,7,13,14,118,114,8,16,4,7,4,11,4,5,4-1-4-1,0.0,4-2-3-1,0.0,16.67,4.58,,,2.6666666666666665,20.0,14.0,14.2,12.0,12.4
58,Вест Хэм,Челси,Майк Дин,6.5,4.5,1.53,20,0,0,380,3078,-2698,28,72,11,9,2,1,297,758,61,41,11,28,10,18,46,38,10,12,22,8,1,8,15,8,123,154,6,17,1,6,3,12,3,5,4-3-3,0.0,4-3-3,0.0,27.0,5.69,,,3.6666666666666665,19.333333333333332,12.0,11.6,8.0,9.2
59,Арсенал,Эвертон,Джонатан Мосс,1.4,5.25,8.0,29,0,0,1473,1327,146,62,38,17,12,2,1,555,315,75,45,15,27,12,19,55,63,21,15,19,20,5,9,9,18,147,146,9,10,5,6,5,5,4,5,4-2-3-1,0.0,4-2-3-1,0.0,4.87,17.17,,,3.25,22.0,13.5,12.2,8.5,10.6
60,Вест Хэм,Манчестер Юнайтед,Майкл Оливер,4.0,3.6,2.0,24,2,0,1244,1698,-454,49,51,12,12,0,1,455,457,80,51,17,35,7,21,51,47,11,19,25,9,4,9,9,9,118,139,8,9,3,4,5,5,3,4,4-1-4-1,0.0,5-3-2,0.0,13.05,11.33,,,1.8,21.0,11.666666666666666,11.5,12.333333333333334,10.666666666666666
61,Арсенал,Уотфорд,Энтони Тейлор,1.5,4.75,7.0,28,0,0,1194,1500,-306,63,37,11,17,2,2,542,298,57,67,22,27,15,12,60,59,26,22,10,20,6,6,7,15,150,146,9,14,2,5,6,10,3,4,4-2-3-1,0.0,4-2-2-2,0.0,9.0,10.3,,,3.8333333333333335,22.333333333333332,14.666666666666666,13.0,14.0,11.666666666666666
62,Эвертон,Фулхэм,Роджер Ист,1.64,4.2,5.5,26,0,0,2405,477,1928,51,49,13,13,0,3,388,391,50,44,30,8,12,19,62,58,16,20,26,18,12,1,21,14,145,135,19,6,6,0,13,3,6,3,4-2-3-1,0.0,4-4-1-1,0.0,8.31,10.0,,,3.0,20,12.0,10.833333333333334,8.666666666666666,9.5
63,Хаддерсфилд,Тоттенхэм,Крэйг Поусон,6.5,4.0,1.6,33,0,2,1423,918,505,52,48,17,16,2,2,420,388,79,74,21,8,12,15,67,69,22,31,24,16,3,0,15,13,185,166,9,10,5,6,4,10,5,0,3-5-1-1,0.0,3-4-2-1,0.0,6.14,14.27,,,4.25,25.0,9.333333333333334,10.333333333333334,11.25,11.833333333333334
64,Манчестер Сити,Брайтон,Ли Мейсон,1.08,13.0,34.0,14,1,0,3873,161,3712,80,20,4,10,0,3,850,210,41,59,29,8,18,8,52,28,14,8,15,15,10,3,12,10,109,109,28,4,8,1,19,4,9,0,4-3-3,0.0,4-1-4-1,0.0,6.05,33.0,,,4.5,22.5,7.0,7.833333333333333,14.333333333333334,14.333333333333334
65,Ньюкасл,Лестер,Саймон Хупер,2.8,3.25,2.75,16,0,1,708,1929,-1221,41,59,11,5,0,0,376,525,60,74,14,23,10,12,54,67,21,31,24,22,5,9,10,9,161,181,6,12,1,5,4,9,2,3,4-4-1-1,0.0,4-2-3-1,0.0,11.67,9.1,,,3.0,20,13.333333333333334,13.333333333333334,11.333333333333334,10.5
66,Вулверхэмптон,Саутгемптон,Стюарт Аттвелл,1.95,3.4,4.5,18,0,0,1834,1136,698,48,52,11,7,3,1,425,444,53,43,15,18,22,16,54,63,18,13,19,32,8,6,11,13,134,132,14,17,6,6,10,7,4,10,3-4-2-1,0.0,4-4-2,0.0,10.52,12.24,,,4.666666666666667,21.666666666666668,10.333333333333334,11.166666666666666,14.0,12.5
67,Челси,Ливерпуль,Андре Марринер,2.8,3.5,2.6,16,1,0,786,2147,-1361,47,53,7,9,0,2,558,616,51,75,12,20,8,11,37,42,11,13,13,15,4,4,12,12,135,150,10,13,4,6,9,7,1,6,4-3-3,0.0,4-3-3,0.0,40.56,15.3,,,3.2,17.4,10.0,9.166666666666666,13.666666666666666,11.666666666666666
68,Кардифф,Бернли,Мартин Аткинсон,2.5,3.1,3.3,26,0,0,2625,406,2219,54,46,11,15,1,3,318,287,73,85,31,8,5,4,94,64,67,39,9,12,10,2,8,10,185,167,20,3,5,2,13,2,7,1,4-4-1-1,0.0,4-4-1-1,0.0,6.18,6.92,,,3.5,22.5,10.666666666666666,10.166666666666666,8.666666666666666,9.666666666666666
69,Борнмут,Кристал Пэлас,Майк Дин,2.3,3.5,3.25,21,1,0,1394,980,414,44,56,9,12,3,4,425,532,53,60,13,16,13,10,41,43,14,9,12,19,3,3,9,12,141,132,11,10,5,2,8,3,3,7,4-4-2,0.0,4-3-3,0.0,15.05,13.0,,,3.5,19.5,12.0,9.833333333333334,13.0,10.666666666666666
70,Брайтон,Вест Хэм,Кевин Френд,2.7,3.3,2.87,20,1,0,515,1542,-1027,35,65,12,8,3,2,282,514,63,56,11,18,18,8,53,45,21,16,17,12,2,9,12,8,135,137,9,17,4,4,6,11,3,6,4-4-1-1,0.0,4-1-4-1,0.0,12.95,8.87,,,1.5,22.25,14.333333333333334,13.714285714285714,11.333333333333334,11.571428571428571
