,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
119,Майнц 05,Вольфсбург,Флориан Бадстабнер,2.2,3.4,3.3,28,3,0,1053,1240,-187,41,59,18,10,1,1,270,382,51,49,17,23,13,18,49,61,13,22,19,12,6,5,17,14,167,165,12,15,4,0,8,9,4,6,3-5-2,6.86,3-4-3,6.87,6.03,6.06,,,3.4,22.2,15.142857142857142,14.76923076923077,14.333333333333334,13.692307692307692
120,Билефельд,Кельн,Феликс Брых,3.0,3.4,2.3,24,1,1,964,858,106,42,58,14,10,1,1,367,497,65,72,16,21,13,9,42,45,20,12,7,12,7,1,12,15,183,175,18,10,5,3,10,8,8,2,4-2-3-1,6.74,4-2-3-1,6.87,14.17,11.85,,,3.1666666666666665,24.166666666666668,14.285714285714286,13.538461538461538,11.166666666666666,12.153846153846153
121,Леверкузен,Фюрт,Тобиас Райхель,1.2,7.0,13.0,21,7,1,1641,712,929,60,40,13,8,0,1,521,344,46,44,12,8,29,8,57,37,15,7,15,15,4,3,9,14,126,134,13,8,8,3,11,4,2,4,4-2-3-1,6.87,4-4-1-1,6.61,7.04,11.16,,,2.25,24.0,10.166666666666666,10.0,13.0,14.153846153846153
122,Аугсбург,Бохум,Дениз Айтекин,2.15,3.5,3.3,15,2,3,1698,624,1074,53,47,9,6,0,2,399,376,71,69,37,16,14,18,41,59,17,25,13,16,13,6,13,15,165,155,16,12,7,6,14,6,2,6,4-4-2,6.7,4-3-3,6.79,8.35,13.41,,,4.166666666666667,26.166666666666668,12.166666666666666,12.538461538461538,13.857142857142858,12.538461538461538
123,Дортмунд,Бавария М.,Феликс Цвайер,3.5,4.0,1.91,20,2,3,624,1254,-630,47,53,10,10,2,2,450,506,50,50,11,14,11,24,47,44,14,10,16,11,4,6,18,12,149,152,12,17,4,6,8,10,4,7,4-1-3-2,6.94,4-2-3-1,7.11,10.96,10.32,,,5.166666666666667,24.166666666666668,8.857142857142858,10.76923076923077,9.166666666666666,7.6923076923076925
124,Штутгарт,Герта,Бенджамин Брэнд,2.0,3.5,3.75,26,2,2,1184,1034,150,54,46,10,16,0,1,541,461,71,40,20,23,20,8,43,45,13,11,8,18,7,5,11,8,151,135,10,15,3,6,7,8,3,7,3-5-2,6.84,4-4-2,6.69,13.26,14.13,,,2.25,25.5,11.285714285714286,12.615384615384615,13.0,12.846153846153847
125,Мгладбах,Фрайбург,Роберт Хартманн,1.8,3.75,4.333333333333334,27,0,6,1059,1029,30,65,35,12,15,2,1,547,296,50,67,11,11,18,8,55,50,16,19,13,17,3,3,3,14,137,132,17,13,3,7,12,10,5,3,3-4-1-2,6.88,4-4-2,6.92,6.0,16.14,,,4.2,27.0,11.0,10.923076923076923,13.714285714285714,12.615384615384615
126,Кельн,Аугсбург,Патрик Иттрих,1.67,4.0,4.75,26,0,2,1717,541,1176,65,35,11,15,2,4,472,260,61,67,36,15,20,12,48,55,12,22,12,15,9,4,8,11,169,148,14,12,3,4,10,6,4,6,4-1-3-2,6.88,4-4-2,6.7,7.31,12.27,,,4.6,27.4,13.0,12.0,12.857142857142858,12.285714285714286
127,Бавария М.,Майнц 05,Бенджамин Кортус,1.2,7.5,12.0,19,2,1,1898,497,1401,65,35,9,10,3,3,688,365,65,52,20,18,45,19,68,65,12,15,19,31,7,2,12,12,156,164,20,8,8,4,16,3,4,5,4-2-3-1,7.09,3-5-2,6.87,6.62,16.24,,,4.0,26.25,6.428571428571429,7.857142857142857,14.333333333333334,15.0
128,Герта,Билефельд,Тобиас Вельц,1.95,3.4,4.0,25,2,0,1715,587,1128,61,39,10,15,1,1,505,313,59,60,20,26,23,17,71,57,26,20,17,21,6,4,12,11,165,163,20,9,9,0,15,5,5,4,4-2-2-2,6.7,4-2-3-1,6.75,7.45,7.28,,,3.25,26.5,12.666666666666666,13.071428571428571,12.666666666666666,13.571428571428571
129,РБ Лейпциг,Мгладбах,Бастиан Данкерт,1.8,4.0,4.0,33,4,1,1306,804,502,53,47,18,15,3,2,482,428,45,37,12,7,11,26,44,63,8,18,15,11,6,0,10,11,122,127,19,11,10,5,14,8,5,3,3-4-1-2,6.9,4-3-3,6.84,8.87,8.75,,,4.4,28.8,10.571428571428571,11.285714285714286,10.857142857142858,11.0
130,Фрайбург,Хоффенхайм,Фрэнк Вилленборг,2.2,3.5,3.2,22,1,2,1169,1371,-202,42,58,13,9,4,3,369,502,71,61,16,23,4,12,50,49,31,21,11,11,6,7,14,6,154,154,15,13,6,5,9,7,6,6,4-4-1-1,6.95,3-4-3,6.88,11.6,18.9,,,5.2,23.8,11.333333333333334,12.785714285714286,12.857142857142858,12.928571428571429
131,Бохум,Дортмунд,Матиас Йолленбек,6.5,4.75,1.44,26,1,1,414,2419,-2005,32,68,8,18,0,3,283,580,74,47,9,31,7,20,51,41,12,15,18,8,0,15,22,8,134,162,5,20,3,7,5,16,0,4,4-1-4-1,6.81,4-2-3-1,6.92,19.76,7.5,,,3.4,27.8,11.0,12.071428571428571,13.0,10.714285714285714
132,Вольфсбург,Штутгарт,Саша Стегеманн,2.0,3.5,3.75,26,0,2,1261,841,420,52,48,17,9,2,2,437,410,70,77,27,15,20,10,60,54,21,20,17,14,5,3,14,6,167,163,18,11,4,3,10,7,8,4,4-2-3-1,6.85,3-4-2-1,6.84,7.06,13.21,,,3.0,21.0,13.142857142857142,13.428571428571429,14.166666666666666,12.428571428571429
133,Фюрт,Юнион Берлин,Марко Фриц,4.0,3.6,1.91,18,1,0,358,2288,-1930,37,63,12,6,3,0,360,581,69,90,6,37,13,12,46,50,22,23,11,10,3,7,9,6,142,161,5,15,3,6,4,9,1,6,4-3-3,6.57,3-5-2,6.82,22.47,15.85,,,2.5,20.5,15.5,13.714285714285714,11.166666666666666,11.357142857142858
134,Э. Франкфурт,Леверкузен,Свен Яблонски,2.9,3.75,2.25,22,5,2,1450,751,699,44,56,11,11,0,3,387,507,74,51,21,13,16,19,38,49,14,16,12,17,7,4,12,10,144,156,17,11,7,4,13,7,4,4,3-4-2-1,6.8,4-2-3-1,6.91,11.35,15.67,,,3.3333333333333335,19.333333333333332,10.833333333333334,12.642857142857142,9.857142857142858,10.214285714285714
135,Штутгарт,Бавария М.,Роберт Шредер,9.0,6.0,1.29,14,0,5,491,1904,-1413,43,57,7,7,1,1,477,631,49,56,6,10,17,25,55,41,7,7,31,14,1,3,13,11,134,137,13,25,1,12,8,17,5,8,3-1-4-2,6.84,4-2-3-1,7.09,13.7,11.73,,,4.5,26.166666666666668,11.125,12.2,9.285714285714286,7.933333333333334
136,Майнц 05,Герта,Вред Осмерс,1.95,3.4,3.8,24,4,0,2936,90,2846,68,32,10,14,0,2,557,272,72,50,32,7,13,11,51,49,16,21,14,10,4,2,17,11,168,147,21,5,10,1,14,4,7,1,3-5-2,6.86,4-4-2,6.73,4.59,17.19,,,2.8333333333333335,22.166666666666668,15.5,14.666666666666666,13.375,12.866666666666667
137,Билефельд,Бохум,Бенджамин Брэнд,2.2,3.4,3.2,22,2,0,1138,631,507,51,49,13,9,2,2,392,378,62,97,19,14,15,10,70,75,33,36,19,21,6,2,12,12,199,199,13,5,4,3,8,4,5,1,4-3-1-2,6.74,4-1-4-1,6.81,8.48,7.46,,,2.0,25.6,14.25,13.666666666666666,12.875,11.8
138,Вольфсбург,Кельн,Роберт Хартманн,2.1,3.6,3.3,27,2,3,832,1392,-560,38,62,18,9,3,2,259,428,53,53,17,26,15,12,52,59,16,14,16,18,9,5,17,9,132,147,19,17,5,6,12,10,7,7,4-2-3-1,6.84,4-1-3-2,6.87,8.53,6.08,,,4.0,27.0,13.625,13.666666666666666,11.0,11.933333333333334
139,Мгладбах,Э. Франкфурт,Мартин Петерсен,2.05,3.8,3.3,27,2,3,1768,870,898,58,42,8,19,2,5,494,365,50,59,20,13,26,24,61,55,14,10,11,19,7,1,12,8,138,132,18,12,8,4,12,10,6,2,3-4-2-1,6.83,3-4-2-1,6.81,7.19,9.09,,,4.0,24.2,11.142857142857142,11.266666666666667,14.0,12.533333333333333
140,Юнион Берлин,Фрайбург,Дениз Айтекин,2.4,3.4,2.9,23,0,0,1223,923,300,54,46,10,13,1,1,487,411,82,51,21,17,6,7,46,50,23,25,6,11,4,3,9,16,166,136,19,12,5,3,13,7,6,5,3-1-4-2,6.82,3-4-3,6.93,11.68,14.76,,,3.857142857142857,24.571428571428573,11.5,11.0,13.875,12.8
141,Леверкузен,Хоффенхайм,Тобиас Стилер,1.91,3.8,3.75,20,2,2,1201,1686,-485,45,55,14,6,5,3,420,506,62,52,19,24,21,16,42,53,18,12,9,19,6,3,10,7,141,147,16,18,9,6,14,15,2,3,4-2-3-1,6.88,3-4-1-2,6.89,18.93,11.21,,,3.8,24.8,10.571428571428571,10.266666666666667,12.375,12.666666666666666
142,Дортмунд,Фюрт,Даниэль Шлагер,1.1,10.0,23.0,20,3,0,1590,605,985,68,32,10,10,2,2,695,318,63,60,19,16,20,15,50,48,13,9,20,22,5,8,9,14,145,134,12,8,5,1,9,7,3,1,4-2-3-1,6.92,4-3-3,6.59,7.88,22.3,,,4.0,22.333333333333332,9.0,11.2,12.375,13.6
143,Аугсбург,РБ Лейпциг,Флориан Бадстабнер,7.5,5.25,1.36,23,1,1,552,1659,-1107,31,69,15,8,2,0,290,674,62,36,16,22,8,16,42,43,11,9,19,7,6,8,11,11,117,128,9,12,1,3,7,12,2,0,4-4-2,6.72,3-4-1-2,6.91,12.7,11.5,,,3.1666666666666665,23.166666666666668,11.714285714285714,12.466666666666667,12.0,11.733333333333333
144,Бавария М.,Вольфсбург,Тобиас Вельц,1.18,8.0,13.0,14,4,0,2659,242,2417,63,37,10,4,0,0,734,418,29,45,21,13,33,21,57,52,5,7,27,22,5,3,14,22,152,145,25,9,9,2,17,9,8,0,4-2-3-1,7.1,3-4-2-1,6.83,5.78,20.62,,,3.0,26.2,6.75,7.875,13.714285714285714,13.9375
145,Хоффенхайм,Мгладбах,Свен Яблонски,1.95,4.0,3.5,15,1,1,2133,594,1539,60,40,6,9,2,2,545,378,64,56,38,8,16,14,41,39,13,14,10,9,15,3,5,19,145,118,22,11,7,5,16,8,6,3,3-4-3,6.9,4-2-3-1,6.83,17.6,23.86,,,3.2857142857142856,19.714285714285715,13.0,12.25,11.375,11.0625
146,Э. Франкфурт,Майнц 05,Феликс Брых,2.5,3.4,2.8,20,1,0,998,926,72,52,48,11,9,0,1,479,449,102,56,23,23,12,25,60,67,21,30,21,14,8,6,15,12,198,191,14,11,4,5,10,7,4,4,3-4-2-1,6.82,3-5-2,6.89,8.43,13.6,,,3.0,24.142857142857142,10.857142857142858,12.9375,13.714285714285714,14.375
147,РБ Лейпциг,Билефельд,Фрэнк Вилленборг,1.2,7.0,13.0,22,0,2,2767,320,2447,78,22,6,16,0,2,799,229,36,60,35,3,20,9,68,38,20,15,21,15,10,1,7,11,163,142,17,4,4,4,13,4,4,0,3-5-2,6.91,4-2-3-1,6.76,5.05,20.7,,,5.5,23.5,11.5,11.5,13.0,13.625
148,Фюрт,Аугсбург,Саша Стегеманн,3.5,3.5,2.05,21,0,0,885,1134,-249,47,53,8,13,2,3,344,381,68,60,21,24,17,24,51,59,13,25,18,17,6,5,12,2,173,154,3,14,1,4,1,12,2,2,4-3-1-2,6.58,4-4-2,6.72,9.42,8.82,,,3.142857142857143,21.714285714285715,15.0,13.375,13.125,12.625
149,Бохум,Юнион Берлин,Тобиас Райхель,3.6,3.5,2.05,22,0,1,1130,658,472,55,45,13,9,2,0,518,431,104,81,17,15,5,10,48,54,30,27,7,7,1,5,10,12,157,155,13,9,3,3,8,8,5,1,4-3-3,6.79,3-4-1-2,6.83,11.35,22.57,,,2.0,23.4,10.571428571428571,11.625,10.428571428571429,10.9375
150,Герта,Дортмунд,Марко Фриц,5.0,4.333333333333334,1.6,23,3,2,1008,1557,-549,41,59,4,19,0,1,376,553,71,52,13,20,9,12,46,37,13,11,12,16,1,5,22,3,143,166,13,11,5,4,8,9,5,2,4-2-2-2,6.71,4-2-3-1,6.93,20.71,9.74,,,2.5714285714285716,20.142857142857142,12.285714285714286,12.9375,13.714285714285714,11.125
151,Фрайбург,Леверкузен,Бенджамин Кортус,2.5,3.6,2.63,14,2,1,987,932,55,43,57,6,8,2,3,397,522,55,61,17,19,6,18,39,42,15,17,15,8,4,8,15,10,135,156,15,7,5,4,10,4,5,3,4-2-3-1,6.94,4-3-2-1,6.88,15.55,12.79,,,4.4,24.8,11.571428571428571,12.8125,10.0,10.5
152,Кельн,Штутгарт,Бастиан Данкерт,1.8,3.9,4.1,30,1,0,1051,686,365,51,49,17,13,3,1,450,431,65,65,19,13,20,25,56,55,10,8,22,19,2,1,12,11,150,161,10,5,3,1,9,4,1,1,4-1-3-2,6.87,3-4-2-1,6.82,7.94,8.72,,,4.5,29.5,12.75,11.75,13.428571428571429,11.875
153,Бавария М.,Мгладбах,Дэниел Зиберт,1.29,6.5,8.5,29,1,2,1745,698,1047,62,38,18,11,0,1,664,415,57,57,20,11,31,24,58,67,14,14,20,25,6,6,11,22,190,176,18,10,7,4,12,9,6,1,4-2-3-1,7.11,3-1-4-2,6.84,5.78,13.86,,,4.333333333333333,24.0,7.111111111111111,8.0,11.11111111111111,10.941176470588236
154,Хоффенхайм,Аугсбург,Бенджамин Кортус,1.5,4.5,6.0,24,3,1,1177,743,434,58,42,17,7,1,0,545,393,65,74,21,17,18,13,37,63,18,19,10,22,2,4,5,14,165,153,13,10,5,3,8,6,5,4,3-1-4-2,6.91,4-2-2-2,6.74,7.39,17.94,,,4.5,23.0,12.125,11.882352941176471,13.11111111111111,12.647058823529411
155,Леверкузен,Юнион Берлин,Матиас Йолленбек,1.75,3.9,4.333333333333334,19,2,2,2285,774,1511,65,35,8,11,1,2,556,299,63,63,30,18,25,19,51,51,19,12,9,17,11,5,7,13,142,138,19,19,8,7,13,16,6,3,4-2-3-1,6.87,3-1-4-2,6.84,7.35,20.59,,,3.3333333333333335,27.5,11.0,10.352941176470589,10.25,10.823529411764707
156,РБ Лейпциг,Майнц 05,Дениз Айтекин,1.73,3.8,4.75,16,4,1,2291,97,2194,69,31,6,10,0,2,742,342,46,39,17,5,10,11,35,39,0,12,17,19,6,1,5,12,126,117,15,2,7,1,10,2,5,0,3-4-1-2,6.91,3-5-2,6.89,15.8,22.0,,,3.625,24.375,10.88888888888889,11.176470588235293,13.125,14.058823529411764
157,Фрайбург,Билефельд,Вред Осмерс,1.73,3.6,5.0,11,2,2,1340,1503,-163,49,51,6,5,2,1,426,441,68,63,17,22,18,15,64,51,30,23,18,13,7,12,10,21,172,189,18,15,6,5,13,11,5,4,4-2-3-1,6.94,4-3-3,6.76,18.0,8.0,,,2.7142857142857144,22.428571428571427,10.875,12.411764705882353,13.375,13.764705882352942
158,Фюрт,Штутгарт,Феликс Брых,3.5,3.4,2.1,21,0,0,597,1498,-901,39,61,8,13,0,1,383,592,63,65,9,27,26,21,55,56,12,19,20,21,1,5,5,4,143,148,10,17,3,3,5,13,5,4,4-3-1-2,6.6,3-4-2-1,6.82,21.31,8.8,,,2.75,23.625,14.125,13.058823529411764,13.375,11.941176470588236
159,Э. Франкфурт,Дортмунд,Роберт Шредер,4.333333333333334,4.0,1.73,20,2,3,781,2290,-1509,36,64,14,6,3,2,372,655,76,47,13,31,14,27,39,51,11,11,14,8,4,11,20,8,143,157,12,20,5,8,8,17,4,3,3-4-2-1,6.84,4-3-3,6.91,21.44,14.79,,,4.142857142857143,24.428571428571427,10.875,12.823529411764707,14.375,11.588235294117647
160,Герта,Кельн,Тобиас Стилер,2.7,3.4,2.55,25,1,3,782,1166,-384,53,47,9,16,3,1,442,392,69,58,23,19,27,25,61,58,11,7,17,25,10,4,11,22,162,163,11,14,5,7,8,11,3,3,4-2-2-2,6.72,4-1-3-2,6.88,12.79,5.04,,,4.5,24.0,11.25,12.411764705882353,10.75,12.058823529411764
161,Бохум,Вольфсбург,Даниэль Шлагер,3.2,3.3,2.3,33,1,0,1254,655,599,51,49,15,18,1,2,419,409,83,71,20,16,19,25,83,68,33,20,25,23,4,2,13,7,176,181,12,12,3,3,7,5,5,7,4-3-3,6.79,3-4-2-1,6.82,5.95,7.83,,,4.0,22.0,10.875,11.705882352941176,12.5,13.352941176470589
162,Дортмунд,Фрайбург,Флориан Бадстабнер,1.44,4.75,5.75,16,5,1,2071,356,1715,66,34,8,8,2,0,680,346,41,59,20,9,21,21,55,52,20,15,16,15,9,2,12,13,142,139,20,5,7,4,17,4,3,1,4-3-3,6.92,4-4-2,6.92,7.92,23.05,,,3.0,23.142857142857142,9.11111111111111,11.277777777777779,13.777777777777779,12.055555555555555
163,Кельн,Бавария М.,Тобиас Вельц,5.5,5.75,1.4,17,0,4,916,1519,-603,50,50,6,11,1,0,472,485,43,55,22,19,14,29,52,52,12,15,24,18,5,12,16,11,153,169,12,23,3,9,9,19,3,4,4-1-3-2,6.88,4-2-3-1,7.1,9.81,13.36,,,2.5,24.166666666666668,13.222222222222221,12.277777777777779,9.0,8.555555555555555
164,Юнион Берлин,Хоффенхайм,Мартин Петерсен,2.9,3.4,2.38,21,2,1,493,1375,-882,42,58,10,11,0,3,391,546,65,78,17,26,10,17,52,38,20,16,16,5,0,8,12,7,155,162,9,11,4,4,9,7,0,4,3-5-2,6.84,3-1-4-2,6.91,22.92,10.95,,,4.5,24.666666666666668,11.333333333333334,10.833333333333334,11.666666666666666,12.166666666666666
165,Майнц 05,Бохум,Фрэнк Вилленборг,1.62,3.75,6.0,33,1,0,1683,926,757,53,47,19,14,3,3,428,386,74,99,22,15,11,9,60,56,25,20,17,14,7,3,16,12,206,182,19,12,6,4,9,10,10,2,3-5-2,6.86,4-3-3,6.81,7.11,10.39,,,5.0,23.285714285714285,14.88888888888889,13.833333333333334,12.444444444444445,11.88888888888889
166,Штутгарт,РБ Лейпциг,Даниэль Шлагер,6.0,4.2,1.5699999999999998,25,0,2,1652,678,974,50,50,12,13,3,1,516,515,53,64,19,6,26,21,72,50,17,12,23,18,5,1,10,17,152,141,16,7,8,3,11,5,5,2,3-4-2-1,6.83,3-4-2-1,6.92,9.91,13.82,,,3.875,23.375,10.666666666666666,12.0,11.5,10.88888888888889
167,Вольфсбург,Герта,Роберт Хартманн,1.95,3.5,3.8,24,0,0,1096,950,146,47,53,12,12,1,1,417,481,71,55,15,12,15,29,67,54,21,12,29,19,3,2,11,10,168,169,9,6,3,1,6,4,3,2,3-4-2-1,6.81,4-4-2,6.72,7.72,8.0,,,4.142857142857143,27.0,14.11111111111111,13.61111111111111,13.444444444444445,12.222222222222221
168,Мгладбах,Леверкузен,Саша Стегеманн,3.0,4.0,2.1,26,1,2,999,1279,-280,55,45,8,18,2,3,459,370,50,70,18,19,14,32,57,62,13,19,19,17,5,7,11,13,142,137,17,32,6,14,8,23,9,9,3-4-2-1,6.85,4-2-3-1,6.87,10.05,12.4,,,3.375,21.625,10.75,10.944444444444445,9.777777777777779,10.222222222222221
169,Аугсбург,Э. Франкфурт,Свен Яблонски,2.7,3.5,2.55,26,1,1,1129,1641,-512,49,51,12,14,3,3,419,451,64,63,33,25,28,15,57,61,15,17,14,25,4,3,9,12,178,153,10,14,5,4,7,10,3,4,4-4-2,6.74,3-4-2-1,6.83,14.39,6.55,,,3.375,19.125,12.125,12.333333333333334,14.555555555555555,12.88888888888889
170,Билефельд,Фюрт,Кристиан Дингерт,1.91,3.3,4.2,22,2,2,1123,992,131,44,56,16,6,4,1,362,466,66,72,17,15,12,23,72,78,28,27,33,20,3,5,5,16,193,195,13,6,5,3,8,4,5,2,4-2-3-1,6.76,4-3-1-2,6.61,7.11,9.13,,,4.0,25.666666666666668,14.11111111111111,13.277777777777779,12.11111111111111,12.777777777777779
171,Э. Франкфурт,Билефельд,Тобиас Райхель,1.73,3.75,4.75,17,0,2,1981,290,1691,68,32,7,10,4,2,659,319,65,77,34,5,24,19,65,63,27,26,15,19,10,1,15,15,200,181,18,8,7,5,16,7,2,1,3-4-2-1,6.84,4-3-3,6.76,4.06,14.14,,,2.0,23.166666666666668,11.222222222222221,12.947368421052632,12.444444444444445,13.421052631578947
172,Хоффенхайм,Дортмунд,Дениз Айтекин,3.3,4.2,1.91,21,2,3,1459,487,972,58,42,14,7,2,2,609,456,60,48,26,8,22,9,37,53,11,13,9,21,7,3,13,9,147,130,16,4,3,2,10,3,6,1,3-4-1-2,6.9,4-3-3,6.94,11.27,18.67,,,3.4444444444444446,23.444444444444443,12.666666666666666,12.105263157894736,13.444444444444445,11.105263157894736
173,Леверкузен,Аугсбург,Даниэль Шлагер,1.4,4.75,7.0,15,5,1,2077,503,1574,67,33,8,7,1,2,633,308,35,66,16,13,25,11,46,44,17,9,10,23,9,5,8,12,139,119,22,14,12,5,18,10,4,4,4-1-4-1,6.88,4-4-2,6.74,11.4,18.26,,,3.888888888888889,23.555555555555557,10.666666666666666,10.631578947368421,12.5,12.31578947368421
174,Мгладбах,Юнион Берлин,Феликс Брых,1.95,3.5,3.8,30,1,2,1428,751,677,60,40,11,19,1,2,617,409,55,70,11,15,22,12,59,47,14,16,15,17,4,1,9,5,145,145,11,6,5,3,5,5,6,1,3-4-2-1,6.85,3-5-2,6.85,11.38,14.11,,,2.5555555555555554,23.333333333333332,10.444444444444445,10.789473684210526,10.333333333333334,10.789473684210526
175,Фрайбург,Штутгарт,Тобиас Стилер,1.8,3.6,4.5,19,2,0,1462,706,756,50,50,12,7,1,1,477,489,61,75,27,16,12,15,47,41,23,14,11,7,6,3,4,1,150,144,15,6,4,1,11,3,4,3,4-4-1-1,6.89,3-4-2-1,6.83,13.0,19.43,,,4.428571428571429,24.142857142857142,10.333333333333334,11.842105263157896,13.333333333333334,12.0
176,Фюрт,Майнц 05,Роберт Шредер,4.5,3.5,1.85,27,2,1,957,1491,-534,42,58,12,15,1,1,337,467,66,56,13,23,22,10,70,58,17,22,27,20,7,7,15,6,164,194,9,18,5,5,5,10,4,8,4-3-1-2,6.63,3-5-2,6.87,8.93,6.24,,,4.25,23.875,13.444444444444445,12.421052631578947,12.777777777777779,14.105263157894736
177,Бохум,Кельн,Матиас Йолленбек,3.3,3.4,2.2,23,2,2,1377,632,745,54,46,11,12,0,3,467,387,95,60,20,23,12,6,41,44,18,19,7,11,1,5,12,7,158,161,17,8,7,3,11,6,6,2,4-3-3,6.81,4-1-3-2,6.87,12.06,17.13,,,3.2857142857142856,26.285714285714285,11.333333333333334,12.0,11.333333333333334,11.947368421052632
178,РБ Лейпциг,Вольфсбург,Дэниел Зиберт,1.53,4.2,6.0,33,2,0,1203,668,535,54,46,17,16,5,1,476,397,29,53,13,17,11,22,51,62,15,14,14,15,4,3,15,15,159,161,11,10,3,3,3,5,8,5,3-4-2-1,6.93,3-4-2-1,6.81,7.28,13.94,,,3.857142857142857,24.714285714285715,10.4,11.0,13.11111111111111,13.526315789473685
179,Герта,Бавария М.,Бастиан Данкерт,11.0,7.0,1.2,18,1,4,225,3658,-3433,30,70,9,9,1,0,322,763,63,40,7,20,17,25,48,56,8,9,22,23,4,9,17,16,123,119,5,30,2,19,5,22,0,8,5-3-2,6.72,3-2-4-1,7.12,28.0,4.72,,,4.428571428571429,29.571428571428573,11.0,12.210526315789474,9.222222222222221,8.68421052631579
180,Герта,Бохум,Марко Фриц,2.3,3.3,3.2,37,1,1,965,954,11,52,48,15,22,3,1,442,392,71,90,12,21,15,15,59,60,14,16,19,24,4,7,8,19,178,172,13,10,3,3,3,6,10,4,4-4-2,6.71,4-1-4-1,6.82,7.12,6.59,,,2.375,20.5,10.8,12.05,12.6,11.95
181,Кельн,Фрайбург,Феликс Брых,2.5,3.5,2.7,29,1,0,911,1260,-349,43,57,14,15,2,2,345,471,72,76,20,22,9,19,57,65,27,25,10,13,8,8,11,14,161,183,12,15,4,2,7,7,5,8,4-1-3-2,6.86,4-4-2,6.89,11.55,4.27,,,2.6,24.0,12.5,11.95,13.2,11.85
182,Майнц 05,Хоффенхайм,Кристиан Дингерт,2.63,3.3,2.6,25,2,0,641,1505,-864,41,59,12,13,0,2,376,538,52,50,16,17,17,24,51,49,17,16,18,15,5,3,9,13,143,143,10,16,4,3,8,14,2,2,3-5-2,6.86,3-4-2-1,6.89,17.67,11.11,,,4.25,24.75,15.3,14.15,11.6,12.2
183,Билефельд,Мгладбах,Бенджамин Кортус,3.6,3.5,2.05,25,1,1,660,1880,-1220,39,61,14,11,3,3,321,506,69,54,15,23,20,15,54,67,16,22,22,24,5,11,13,13,170,170,11,21,5,4,7,14,4,7,4-2-3-1,6.78,3-4-2-1,6.85,9.87,5.19,,,4.0,23.142857142857142,14.3,13.25,11.1,10.8
184,Аугсбург,Юнион Берлин,Вред Осмерс,2.8,3.25,2.6,23,2,0,1380,1237,143,48,52,7,16,0,2,389,409,71,66,11,27,12,13,58,53,25,23,15,19,4,6,6,7,147,158,14,14,8,4,8,10,6,4,4-2-2-2,6.73,3-5-2,6.84,14.88,9.61,,,2.75,21.0,12.11111111111111,12.05,11.2,11.2
185,Штутгарт,Э. Франкфурт,Саша Стегеманн,2.38,3.4,2.9,19,2,3,868,1704,-836,53,47,7,12,0,0,455,401,78,59,17,22,24,21,68,57,24,16,21,28,3,14,14,6,159,171,15,15,5,6,12,9,3,6,4-4-2,6.82,3-5-2,6.84,8.19,9.63,,,3.5555555555555554,22.11111111111111,10.8,11.75,14.5,12.65
186,Бавария М.,РБ Лейпциг,Свен Яблонски,1.4,5.75,6.0,23,3,2,1542,483,1059,58,42,11,12,1,3,622,449,34,42,16,5,19,22,48,52,10,9,15,18,2,0,13,14,126,131,23,12,7,7,16,9,7,3,3-4-2-1,7.12,3-4-2-1,6.92,8.56,22.47,,,3.6666666666666665,19.88888888888889,8.2,8.7,11.666666666666666,11.3
187,Дортмунд,Леверкузен,Дэниел Зиберт,1.91,4.2,3.3,18,2,5,1808,955,853,64,36,8,10,1,1,635,341,33,59,16,14,18,20,51,45,11,11,19,18,7,6,9,20,152,134,14,10,6,7,6,8,8,2,4-3-3,6.94,4-2-3-1,6.9,8.58,14.36,,,4.125,25.75,9.0,10.9,10.6,10.5
188,Вольфсбург,Фюрт,Мартин Петерсен,1.65,3.75,6.0,24,4,1,1478,813,665,57,43,11,13,1,2,491,374,56,56,11,10,13,18,47,45,13,15,13,11,2,3,10,6,116,134,14,8,6,5,8,5,6,3,3-4-2-1,6.81,4-3-3,6.64,14.57,20.0,,,4.285714285714286,24.142857142857142,13.9,13.65,11.5,12.4
