,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
29,Ницца,Марсель,Клемент Терпин,2.9,3.3,2.4,24,1,1,1053,714,339,45,55,16,8,6,4,434,535,48,60,9,14,21,16,43,50,10,10,14,16,6,5,15,6,117,116,11,7,3,1,9,5,2,2,4-4-2,6.99,3-5-1-1,6.97,12.86,12.45,,,6.0,28.0,10.0,11.5,5.0,5.5
30,Нант,Лион,Бризар Джером,4.333333333333334,4.0,1.7,18,0,1,1095,1281,-186,36,64,7,11,2,2,317,593,58,53,21,12,18,19,48,66,14,26,17,20,6,6,16,9,140,152,18,12,5,5,10,10,8,2,4-2-3-1,6.8,4-2-3-1,6.84,19.1,6.36,,,4.0,27.5,18.0,15.0,17.0,12.333333333333334
31,Ницца,Бордо,Джереми Пиньяр,1.8,4.0,4.2,29,4,0,991,1238,-247,43,57,18,11,3,2,402,520,58,63,9,15,19,21,57,51,11,13,22,12,3,0,11,12,119,130,11,13,5,4,9,7,2,6,4-4-2,7.06,5-3-2,6.74,9.25,15.0,,,1.5,20.0,13.0,13.0,11.0,14.333333333333334
32,Марсель,Сент-Этьен,Бенуа Милло,1.62,3.8,5.0,29,3,1,1590,750,840,64,36,11,18,1,3,631,333,37,45,11,21,18,18,52,47,5,9,20,19,5,4,6,11,101,109,19,11,5,7,14,7,5,4,3-3-1-3,6.96,4-3-3,6.81,9.19,12.41,,,4.0,20,6.0,6.333333333333333,17.0,13.666666666666666
33,Труа,АС Монако,Йохан Хамель,5.0,3.75,1.7,22,1,2,1086,990,96,49,51,11,11,1,2,472,498,69,61,24,12,28,19,65,62,17,16,22,25,5,3,19,10,167,173,12,7,3,4,7,6,5,1,3-4-2-1,6.7,4-2-3-1,6.8,8.37,7.53,,,2.0,23.5,3.0,10.333333333333334,15.0,10.666666666666666
34,Анже,Ренн,Энтони Готье,2.75,3.1,2.63,24,2,0,1275,595,680,53,47,14,10,1,2,537,488,47,48,25,14,18,11,46,40,10,7,19,16,3,1,6,8,101,97,16,7,4,2,10,5,6,2,3-4-1-2,7.02,4-2-3-1,6.82,15.84,24.5,,,0.0,20.0,11.0,11.333333333333334,16.0,13.0
35,Клермон,Мец,Хаким Бен эль Салем Хадж,1.62,4.0,5.5,26,2,2,1442,900,542,60,40,11,15,1,2,527,348,51,58,26,19,20,11,51,47,11,12,15,20,6,3,6,16,154,139,16,12,4,4,14,9,2,3,4-2-3-1,6.97,3-4-3,6.8,11.81,10.09,,,5.0,32.0,6.0,7.0,11.0,13.0
36,Ленс,Лорьян,Вилли Делайод,1.6,3.8,6.0,20,2,2,1502,679,823,54,46,10,10,2,4,476,412,42,51,26,11,19,16,57,45,21,10,13,15,8,4,14,16,151,134,19,14,9,7,12,6,7,8,3-4-1-2,6.93,5-3-2,6.68,10.43,10.67,,,5.0,24.0,10.0,12.666666666666666,13.5,14.666666666666666
37,Страсбург,Брест,Ромен Лиссорг,1.95,3.4,4.0,22,3,1,1042,1260,-218,49,51,12,10,1,1,473,482,62,58,11,21,13,16,57,47,19,18,17,13,1,9,17,14,144,162,11,11,5,5,7,9,4,2,5-3-2,6.65,4-3-3,6.73,13.38,12.9,,,4.0,17.0,17.0,17.333333333333332,12.0,9.0
38,Лилль,Монпелье,Амори Делерю,1.6,4.0,5.5,34,2,1,1016,841,175,45,55,15,19,3,7,347,428,49,64,8,16,13,19,55,62,15,19,16,21,3,4,7,6,144,167,15,6,4,2,10,3,5,3,4-4-2,6.71,4-2-3-1,6.87,9.52,8.5,,,6.0,22.5,9.0,9.666666666666666,12.0,10.0
39,Реймс,ПСЖ,Франсуа Летексье,13.0,7.0,1.18,26,0,2,659,1388,-729,33,67,13,13,1,3,343,726,32,34,16,11,15,19,51,52,7,12,21,18,3,3,17,12,119,121,11,12,4,3,8,7,3,5,3-1-4-2,6.83,4-3-3,7.1,16.11,5.76,,,4.0,20,12.0,11.333333333333334,11.0,9.333333333333334
40,Лорьян,Лилль,Клемент Терпин,3.4,3.4,2.15,24,2,1,1010,984,26,44,56,13,11,2,2,457,611,61,55,21,10,9,19,35,53,7,15,16,14,2,5,8,3,125,117,14,9,7,3,11,4,3,5,5-3-2,6.72,4-4-2,6.72,19.14,15.0,,,8.0,26.0,17.0,13.5,10.0,11.0
41,ПСЖ,Клермон,Микаэль Лесаж,1.29,5.75,9.5,22,4,0,952,751,201,52,48,13,9,0,1,579,529,37,42,9,22,30,18,56,49,6,6,22,19,4,4,13,12,109,134,13,14,7,2,10,8,3,6,4-3-3,7.1,4-2-3-1,6.92,10.44,12.0,,,3.0,23.0,6.0,10.25,7.5,8.0
42,АС Монако,Марсель,Стефани Фраппар,1.83,3.6,4.333333333333334,25,0,2,817,964,-147,51,49,17,8,4,1,494,461,45,56,9,9,12,26,42,60,10,10,18,17,3,2,5,9,131,126,7,13,0,5,5,10,2,3,4-4-2,6.82,3-3-3-1,7.0,8.88,17.75,,,4.0,26.0,8.5,10.75,6.5,7.5
43,Монпелье,Сент-Этьен,Бенуа Бастьен,2.45,3.6,2.7,32,2,0,675,566,109,42,58,15,17,1,4,264,377,45,48,28,23,18,19,60,59,17,17,19,17,7,6,5,10,146,138,11,14,4,2,8,6,3,8,4-2-3-1,6.79,4-2-3-1,6.77,7.63,5.04,,,5.0,23.0,9.0,12.25,17.5,14.75
44,Бордо,Ленс,Луис Мигель Бранко Годиньо,3.1,3.5,2.25,19,2,3,1130,907,223,55,45,8,11,3,2,508,402,44,51,8,21,13,18,39,42,11,10,9,14,2,7,11,10,124,115,10,13,3,5,8,8,2,5,4-1-3-2,6.64,3-4-1-2,6.93,12.58,16.35,,,4.0,20,16.0,13.5,14.0,12.0
45,Мец,Труа,Пьер Гайюст,2.3,3.3,3.0,29,0,2,1342,546,796,63,37,15,14,2,1,600,358,50,61,15,8,9,10,59,52,25,12,17,19,2,1,10,12,133,137,17,10,2,5,11,3,6,7,3-4-3,6.8,5-4-1,6.71,6.66,16.87,,,2.0,24.0,14.0,13.5,14.0,10.5
46,Брест,Анже,Джереми Стинат,2.55,3.4,2.8,28,1,1,1218,784,434,49,51,19,9,2,2,466,496,59,69,17,14,28,26,55,58,12,6,19,21,5,3,11,10,124,127,12,8,6,2,6,4,6,4,4-2-3-1,6.71,3-4-1-2,7.04,10.15,13.33,,,4.0,30.0,7.5,9.25,11.5,12.0
47,Ренн,Реймс,Томас Леонард,1.7,3.4,5.5,29,0,2,1218,663,555,64,36,18,11,1,2,564,318,58,71,18,17,16,9,42,53,13,14,11,16,4,6,5,12,145,147,10,7,1,3,6,6,4,1,4-3-3,6.74,3-1-4-2,6.81,6.79,16.16,,,4.5,20.0,11.5,12.25,11.0,11.75
48,Нант,Ницца,Бенуа Милло,2.8,3.3,2.55,20,0,2,1455,591,864,50,50,7,13,2,3,415,425,64,42,27,13,17,17,54,42,18,9,16,18,8,3,7,9,138,129,19,9,7,3,13,6,6,3,4-2-3-1,6.77,4-4-2,7.13,10.67,13.69,,,4.0,29.0,12.5,13.0,13.0,14.25
49,Лион,Страсбург,Рудди Буке,1.5,4.5,6.0,19,3,1,1126,821,305,59,41,8,11,2,1,569,376,51,39,11,35,20,6,49,44,18,15,8,18,4,6,12,16,126,135,14,12,7,4,8,12,6,0,4-2-3-1,6.9,5-3-2,6.74,12.73,15.68,,,4.0,17.0,10.0,12.0,18.0,16.0
50,Страсбург,Мец,Эрик Ваттелье,1.85,3.6,4.2,24,3,0,720,1176,-456,46,54,16,8,2,4,368,438,63,41,13,22,13,17,51,52,10,9,23,17,3,7,19,15,128,141,10,15,6,5,8,4,2,11,5-3-2,6.71,3-4-2-1,6.8,8.97,7.9,,,3.0,17.0,15.333333333333334,15.0,13.0,13.8
51,Ленс,Лилль,Бенуа Милло,2.45,3.25,2.9,20,1,0,1038,702,336,47,53,12,8,2,2,396,454,52,63,18,14,14,14,39,36,13,9,8,8,4,3,11,8,132,140,13,6,4,2,7,5,6,1,3-4-1-2,6.91,4-4-2,6.74,12.5,20.18,,,4.5,24.5,10.0,11.8,10.333333333333334,11.0
52,Сент-Этьен,Бордо,Энтони Готье,1.85,3.6,4.2,21,1,2,1373,798,575,55,45,9,12,1,4,410,355,54,75,32,10,31,33,60,66,5,14,27,24,7,2,10,14,181,157,12,13,5,3,8,8,4,5,3-4-2-1,6.74,5-3-2,6.62,5.15,9.08,,,1.5,22.0,12.0,15.2,11.0,12.4
53,Ницца,АС Монако,Франсуа Летексье,3.1,3.4,2.3,29,2,2,1028,789,239,49,51,17,12,2,3,420,448,54,41,16,9,20,11,34,46,5,7,9,17,5,2,16,7,114,110,12,8,3,3,8,7,4,1,4-4-2,7.13,3-4-3,6.76,14.63,14.79,,,4.0,26.0,14.666666666666666,14.0,13.0,12.0
54,Анже,Нант,Амори Делерю,2.05,3.25,3.9,26,1,4,1478,557,921,66,34,10,16,2,2,568,286,55,53,19,18,31,27,66,67,14,18,26,25,10,5,11,11,139,138,10,8,5,4,7,8,3,0,3-4-3,6.99,4-2-3-1,6.76,7.37,13.44,,,7.333333333333333,26.333333333333332,12.5,11.4,13.5,11.8
55,Клермон,Брест,Бастьен Дешепи,1.8,3.8,4.2,26,1,1,1121,796,325,58,42,7,19,1,1,565,410,50,61,20,17,8,13,52,45,10,14,19,15,3,5,1,11,117,115,7,5,4,1,6,3,1,2,4-2-3-1,6.82,4-2-3-1,6.73,19.0,11.32,,,4.0,22.5,8.5,8.2,11.0,11.2
56,Реймс,Лорьян,Хаким Бен эль Салем Хадж,2.15,3.3,3.4,26,0,0,758,787,-29,43,57,12,14,2,3,388,522,43,68,14,21,31,14,49,46,7,6,11,21,5,6,8,14,132,125,10,6,2,3,4,2,6,4,3-1-4-2,6.84,5-3-2,6.74,13.25,6.75,,,4.0,29.0,12.5,11.6,12.333333333333334,13.4
57,Труа,Монпелье,Флоран Батта,2.38,3.6,2.88,27,1,1,512,1200,-688,42,58,16,11,4,4,364,493,63,64,9,24,17,18,53,49,16,10,16,16,1,6,7,7,117,136,8,6,3,2,3,2,5,4,3-5-1-1,6.77,4-2-3-1,6.84,14.22,7.69,,,3.5,27.5,7.0,11.2,15.5,12.8
58,Марсель,Ренн,Вилли Делайод,1.91,3.5,3.8,22,2,0,1661,453,1208,65,35,5,17,0,2,542,291,56,44,23,16,16,7,48,37,12,14,13,15,6,7,11,3,106,102,17,13,6,2,9,10,8,3,3-3-3-1,7.03,4-4-2,6.71,13.0,11.63,,,5.5,22.0,8.5,7.6,13.0,13.4
59,ПСЖ,Лион,Клемент Терпин,1.29,6.0,9.5,32,2,1,1466,485,981,54,46,13,19,3,1,513,438,28,55,21,10,34,27,64,54,8,6,17,17,10,4,8,9,105,97,14,12,5,5,9,5,5,7,4-2-3-1,7.13,4-2-3-1,6.93,8.22,12.71,,,6.666666666666667,25.333333333333332,9.5,10.8,14.0,11.2
60,АС Монако,Сент-Этьен,Бризар Джером,1.44,4.5,7.0,29,3,1,2271,405,1866,66,34,16,13,1,1,592,298,46,58,23,14,18,20,62,66,17,15,22,23,6,3,12,22,154,140,14,8,6,2,9,3,5,5,3-4-2-1,6.74,4-2-3-1,6.73,4.2,12.65,,,4.0,24.333333333333332,11.333333333333334,12.0,17.333333333333332,14.166666666666666
61,Нант,Брест,Томас Леонард,2.0,3.5,3.6,21,3,1,1127,765,362,42,58,8,13,1,2,362,515,66,60,16,16,16,26,48,51,16,19,15,12,4,4,9,10,143,139,14,10,6,2,10,5,4,5,4-4-1-1,6.8,4-1-4-1,6.74,13.52,16.08,,,4.0,23.0,10.666666666666666,12.5,13.666666666666666,12.5
62,Лилль,Реймс,Йохан Хамель,1.73,3.5,5.25,30,2,1,1043,916,127,53,47,16,14,2,1,412,359,64,53,15,15,13,17,48,52,13,11,17,14,4,4,7,12,129,127,7,11,4,5,4,7,3,4,4-4-2,6.72,5-3-2,6.84,7.0,12.88,,,2.3333333333333335,23.0,12.0,10.5,11.0,11.666666666666666
63,Монпелье,Бордо,Микаэль Лесаж,2.0,3.75,3.5,18,3,3,1349,964,385,55,45,10,8,0,2,479,408,52,77,32,16,27,32,46,63,13,15,10,14,6,6,5,12,137,129,15,15,6,7,9,6,6,9,4-2-3-1,6.82,3-4-2-1,6.67,8.62,14.79,,,2.3333333333333335,22.666666666666668,11.0,12.5,11.333333333333334,12.333333333333334
64,Ренн,Клермон,Бенуа Бастьен,1.95,3.4,4.0,19,6,0,2059,576,1483,56,44,14,5,1,1,521,407,57,39,16,20,11,14,45,47,11,16,20,9,5,7,5,8,118,131,21,4,10,1,12,3,9,1,4-3-3,6.7,4-2-3-1,6.81,7.88,27.25,,,5.0,27.5,13.666666666666666,14.0,8.0,8.0
65,Анже,Марсель,Рудди Буке,3.1,3.2,2.3,16,0,0,709,909,-200,41,59,9,7,1,3,468,697,53,57,13,12,26,24,53,59,10,14,23,19,4,2,13,14,125,137,9,6,1,1,5,5,4,1,3-4-1-2,6.91,3-4-3,7.05,15.78,11.65,,,3.5,18.0,11.666666666666666,11.166666666666666,7.0,7.166666666666667
66,Лорьян,Ницца,Ромен Лиссорг,3.5,3.5,2.1,28,1,0,665,1717,-1052,36,64,12,16,2,4,301,541,62,50,14,28,20,24,50,60,6,18,17,18,6,5,11,10,134,138,8,13,1,1,3,8,5,5,5-3-2,6.78,4-4-2,7.04,12.6,5.62,,,3.0,19.5,15.0,13.5,13.0,14.5
67,Мец,ПСЖ,Джереми Пиньяр,11.0,6.0,1.22,24,1,2,308,1937,-1629,26,74,12,12,6,2,239,717,49,37,12,13,11,21,34,44,7,8,12,13,3,3,17,5,115,126,6,15,2,5,5,8,1,7,4-5-1,6.76,4-3-1-2,7.1,23.17,6.0,,,2.6666666666666665,23.0,14.333333333333334,12.833333333333334,11.666666666666666,11.166666666666666
68,Лион,Труа,Стефани Фраппар,1.3,5.75,10.0,16,3,1,1831,366,1465,69,31,7,9,1,3,649,281,46,43,13,14,22,15,47,40,10,6,17,20,7,3,9,14,128,115,15,12,8,7,11,7,4,5,4-2-3-1,6.89,3-4-2-1,6.76,10.63,21.9,,,4.5,25.5,9.333333333333334,12.5,14.0,12.0
69,Ленс,Страсбург,Джереми Стинат,2.1,3.6,3.4,21,0,1,1497,789,708,60,40,14,7,2,3,666,447,47,51,20,15,14,12,35,55,10,18,8,15,7,3,12,11,126,110,17,6,4,1,14,5,3,1,3-4-1-2,6.93,5-3-2,6.8,11.88,32.69,,,4.0,29.333333333333332,10.666666666666666,11.833333333333334,14.5,15.166666666666666
70,Сент-Этьен,Ницца,Амори Делерю,3.3,3.5,2.1,22,0,3,1235,1333,-98,60,40,9,13,0,2,496,332,75,53,20,16,23,25,61,63,16,18,19,19,2,9,10,9,175,177,11,14,6,9,5,11,6,3,3-4-3,6.71,4-4-2,6.99,5.61,10.74,,,6.5,26.25,11.0,14.0,14.0,14.714285714285714
71,Страсбург,Лилль,Франсуа Летексье,3.2,3.1,2.38,29,1,2,1146,1116,30,58,42,17,12,4,4,446,336,55,50,28,14,13,11,45,65,20,26,8,16,8,8,13,13,148,118,10,16,3,7,8,8,2,8,5-3-2,6.86,4-4-2,6.74,8.22,14.21,,,4.5,27.5,15.5,14.0,9.75,11.285714285714286
72,Лион,Лорьян,Бастьен Дешепи,1.25,6.0,10.0,19,1,1,1175,873,302,53,47,9,10,1,2,483,436,34,57,17,12,15,17,38,38,7,10,10,8,9,3,8,10,112,99,12,12,2,5,9,3,3,9,4-2-3-1,6.93,5-3-2,6.79,12.62,35.75,,,3.3333333333333335,23.666666666666668,8.75,11.714285714285714,12.75,13.285714285714286
