,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
10,Удинезе,Венеция,Ливио Маринелли,1.75,3.6,4.75,19,3,0,944,857,87,44,56,11,8,2,3,426,529,53,60,15,17,21,15,41,45,7,12,15,17,7,2,13,9,134,134,21,11,10,3,14,8,7,3,3-5-1-1,6.71,4-3-3,6.53,30.25,8.11,,,4.0,20,13.0,13.0,22.0,22.0
11,Верона,Интер,Джанлука Манганьелло,5.0,4.333333333333334,1.6,25,1,3,636,1533,-897,43,57,13,12,2,2,341,446,52,59,13,21,23,14,45,63,16,16,9,26,6,4,14,10,139,128,8,15,1,7,6,9,2,6,3-4-2-1,6.68,3-5-1-1,7.33,10.96,6.73,,,4.0,20,11.0,11.0,10,18.0
12,Аталанта,Болонья,Даниэле Орсато,1.29,5.75,9.5,25,0,0,1559,329,1230,59,41,11,14,2,5,546,373,53,70,20,14,20,20,66,58,30,13,12,21,5,5,9,14,164,154,22,4,3,1,12,3,10,1,3-4-2-1,6.96,4-3-3,6.83,6.19,12.15,,,4.0,20,10,13.0,10,13.0
13,Лацио,Специя,Федерико Диониси,1.3,5.75,9.5,21,6,1,1786,486,1300,61,39,12,9,0,2,695,429,45,44,9,9,9,13,36,28,8,2,12,5,4,2,7,6,83,106,18,5,10,2,11,2,7,3,4-3-3,7.14,3-4-2-1,6.96,10.61,53.67,,,4.0,20,10,10.0,15.0,15.0
14,Фиорентина,Торино,Маурицио Мариани,1.85,3.8,3.8,41,2,1,1523,585,938,58,42,13,28,4,5,416,306,78,62,19,11,5,11,63,44,23,16,12,10,3,3,6,13,126,128,9,5,6,1,6,5,3,0,4-3-3,6.45,3-4-1-2,6.75,7.62,7.0,,,4.0,20,10,15.0,10,17.0
15,Ювентус,Эмполи,Давиде Герсини,1.22,6.5,11.0,16,0,1,1510,608,902,55,45,10,6,2,3,412,342,75,56,37,20,19,11,49,46,18,12,14,17,8,9,11,5,141,146,18,11,5,3,10,8,8,3,4-3-1-2,6.79,4-3-1-2,6.59,9.26,14.31,,,4.0,20,10,14.0,10,13.0
16,Дженоа,Наполи,Марко Ди Белло,5.5,4.2,1.5699999999999998,32,1,2,609,1968,-1359,39,61,17,15,2,3,358,581,46,48,15,13,23,19,56,64,10,11,18,23,4,5,19,13,138,131,6,13,3,8,4,8,2,5,3-5-2,6.56,4-3-3,6.85,12.88,6.03,,,4.0,20,10,7.0,10,5.0
17,Сассуоло,Сампдория,Хуан Лука Сакки,2.05,3.6,3.4,22,0,0,1607,723,884,63,37,8,14,2,2,582,329,59,52,15,21,24,13,46,47,7,14,10,21,8,6,9,13,143,144,19,11,5,2,10,5,9,6,4-2-3-1,6.92,4-2-3-1,6.79,9.13,10.03,,,4.0,20,10,12.0,10,17.0
18,Милан,Кальяри,Серра Марко,1.45,4.2,6.5,24,4,1,1730,533,1197,57,43,13,11,1,5,517,392,46,40,22,14,15,12,35,44,11,14,6,12,8,3,6,4,99,91,18,7,5,2,10,6,8,1,4-2-3-1,6.97,3-5-2,6.85,16.94,17.95,,,4.0,20,10,15.0,10,17.0
19,Салернитана,Рома,Росарио Абиссо,7.0,4.5,1.44,23,0,4,84,2944,-2860,20,80,12,11,2,2,172,714,46,57,10,27,4,13,40,40,15,17,13,6,1,10,11,8,116,123,5,28,0,9,4,18,1,10,5-4-1,6.53,4-2-3-1,7.12,19.5,4.0,,,4.0,20,10,15.0,10,12.0
20,Эмполи,Венеция,Антонио Рапуано,1.65,4.0,5.0,33,1,2,2086,541,1545,68,32,12,21,2,5,532,256,70,63,36,9,21,13,61,55,11,20,16,19,8,2,9,7,153,123,22,10,6,3,12,9,10,1,4-1-3-2,6.79,4-3-3,6.6,5.5,13.23,,,9.0,28.0,13.0,9.5,15.0,15.0
21,Наполи,Ювентус,Массимилиано Иррати,2.05,3.5,3.5,30,2,1,2418,345,2073,67,33,14,16,2,1,627,312,40,42,28,6,12,23,52,48,12,9,18,11,13,1,3,4,109,102,25,8,6,4,15,6,10,2,4-3-3,7.0,4-3-3,6.84,5.09,23.62,,,4.0,20,5.0,10.0,14.0,12.0
22,Аталанта,Фиорентина,Валерио Марини,1.6,4.2,5.25,32,1,2,2051,456,1595,55,45,13,19,4,4,492,425,42,72,29,9,19,16,51,48,15,9,11,18,10,3,8,6,122,106,13,7,5,2,13,6,0,1,3-4-2-1,6.96,4-3-3,6.65,12.29,12.61,,,3.0,25.0,11.0,12.0,15.0,14.0
23,Сампдория,Интер,Даниэле Орсато,5.5,4.0,1.6,25,2,2,1010,770,240,52,48,12,13,4,4,398,386,47,51,27,8,9,13,40,39,11,13,12,9,4,4,11,10,121,123,14,8,3,3,10,5,4,3,4-4-2,6.87,3-5-2,7.17,8.38,33.43,,,7.0,25.0,17.0,15.5,12.0,15.0
24,Кальяри,Дженоа,Лука Дж. Пайретто,2.0,3.5,3.75,30,2,3,734,1131,-397,52,48,15,15,2,3,490,439,50,49,12,24,7,15,49,45,12,10,20,15,2,6,4,6,134,133,9,11,3,3,6,5,3,6,3-5-2,6.69,3-5-2,6.62,13.35,17.11,,,5.0,27.0,17.0,14.0,7.0,12.0
25,Специя,Удинезе,Марко Гуида,3.5,3.4,2.1,26,0,1,1347,734,613,56,44,12,14,1,2,461,369,51,56,21,12,22,18,62,39,12,6,24,14,4,5,3,10,112,123,19,9,6,4,7,5,12,4,4-3-3,6.58,3-5-2,6.96,7.74,13.05,,,4.0,32.0,10,12.0,10,12.0
26,Торино,Салернитана,Джанлука Аурелиано,1.65,4.0,4.75,21,4,0,1586,743,843,60,40,10,11,0,2,493,328,63,55,27,20,9,8,43,38,19,18,10,9,7,4,14,10,134,139,15,8,7,2,12,4,3,4,3-4-2-1,6.67,3-5-2,6.48,7.9,15.94,,,8.0,27.0,17.0,22.5,15.0,13.5
27,Милан,Лацио,Даниэле Чиффи,2.25,3.5,3.1,28,2,0,1093,547,546,47,53,10,18,1,4,459,541,52,25,18,9,25,17,59,52,8,15,15,21,5,1,17,10,118,119,19,8,3,5,10,4,9,4,4-2-3-1,6.96,4-3-3,7.19,12.67,8.79,,,4.0,30.0,13.0,14.0,10.0,11.0
28,Рома,Сассуоло,Симона Соцца,1.6,4.5,5.0,18,2,1,1253,1327,-74,49,51,7,11,2,1,445,458,45,42,15,11,13,13,32,24,5,3,8,9,4,6,3,12,95,103,17,14,6,7,13,9,4,5,4-2-3-1,7.19,4-2-3-1,6.95,17.21,22.0,,,3.0,23.0,12.0,11.5,12.0,10.0
29,Болонья,Верона,Ивано Пеццуто,2.15,3.5,3.25,35,1,0,1260,608,652,42,58,14,21,1,3,318,454,56,57,23,14,19,13,64,59,21,22,11,17,6,2,15,10,134,128,15,5,3,0,8,3,7,2,4-2-3-1,6.87,3-4-2-1,6.59,8.17,4.34,,,4.0,27.0,13.0,13.5,10,12.0
30,Сассуоло,Торино,Марко Пиччинини,1.73,4.0,4.5,26,0,1,691,1499,-808,53,47,7,19,0,4,453,402,65,49,11,15,15,9,52,37,15,12,8,12,6,3,10,11,144,119,10,18,2,6,5,12,5,6,4-2-3-1,6.91,3-4-2-1,6.88,12.63,8.68,,,4.0,20,8.0,10.333333333333334,28.0,18.333333333333332
31,Дженоа,Фиорентина,Ливио Маринелли,3.4,3.4,2.15,29,1,2,252,1984,-1732,35,65,13,16,4,4,322,584,43,73,8,27,18,13,49,48,10,11,14,20,1,11,12,4,113,125,9,16,3,5,4,9,5,7,4-2-3-1,6.67,4-3-3,6.7,19.78,5.94,,,5.0,19.0,17.0,13.0,17.0,15.666666666666666
32,Интер,Болонья,Джованни Айрольди,1.33,5.25,8.5,20,6,1,1270,795,475,45,55,10,10,0,3,430,524,39,40,12,17,19,12,40,39,7,7,12,14,5,1,10,5,83,97,19,7,11,2,14,5,5,2,3-5-2,7.04,4-2-3-1,6.91,27.91,10.78,,,4.0,20,18.0,14.333333333333334,14.0,13.666666666666666
33,Салернитана,Аталанта,Паоло Валери,11.0,6.0,1.25,34,0,1,770,888,-118,42,58,21,13,4,4,371,531,32,58,17,14,11,9,49,48,18,17,13,12,6,4,8,13,144,130,10,10,1,3,4,7,6,3,3-4-1-2,6.44,3-4-2-1,6.87,13.27,6.84,,,4.0,20,12.0,12.666666666666666,13.0,12.333333333333334
34,Эмполи,Сампдория,Маурицио Мариани,2.6,3.5,2.6,20,0,3,1434,1063,371,54,46,10,10,2,2,398,360,51,75,34,15,16,19,33,49,8,11,10,18,8,8,9,11,153,138,15,14,4,7,8,10,7,4,4-3-1-2,6.8,4-4-2,6.84,7.52,9.41,,,9.0,41.0,12.5,10.333333333333334,14.0,14.333333333333334
35,Венеция,Специя,Росарио Абиссо,2.3,3.3,3.2,23,1,2,733,1250,-517,45,55,13,10,4,1,365,462,68,67,22,23,14,15,57,56,23,15,17,18,3,10,11,10,146,157,14,12,3,3,7,4,7,8,4-4-2,6.67,4-2-3-1,6.72,9.54,15.93,,,4.0,23.0,10,17.0,12.0,12.0
36,Верона,Рома,Фабио Мареска,3.3,3.5,2.15,27,3,2,1242,935,307,52,48,14,13,4,2,440,385,53,66,7,19,12,13,48,66,22,25,7,19,3,8,10,9,149,165,10,15,6,2,4,7,6,8,3-4-2-1,6.63,4-2-3-1,7.14,8.73,9.76,,,4.0,20,12.0,15.0,11.0,10.0
37,Лацио,Кальяри,Давиде Герсини,1.44,4.5,7.0,14,2,2,2569,273,2296,73,27,3,11,1,3,686,256,39,71,34,6,21,19,51,41,12,10,11,16,10,1,7,19,144,128,28,10,10,3,18,6,10,4,4-3-3,7.01,3-5-2,6.65,6.56,13.79,,,5.0,16.0,12.0,13.333333333333334,11.0,14.333333333333334
38,Ювентус,Милан,Даниэле Довери,1.91,3.75,3.8,29,1,1,752,1071,-319,44,56,13,16,1,1,392,486,72,46,9,23,14,22,50,44,5,11,21,14,4,4,7,9,104,107,9,13,4,3,7,5,2,8,4-4-2,6.75,4-2-3-1,7.02,12.0,9.72,,,4.0,20,10.0,13.333333333333334,15.0,12.666666666666666
39,Удинезе,Наполи,Лоренцо Манганелли,4.333333333333334,3.6,1.83,21,0,4,502,1812,-1310,38,62,10,11,2,1,384,642,34,52,11,12,11,17,31,42,10,9,3,8,2,5,8,6,84,84,9,18,1,8,1,13,8,5,3-5-2,6.93,4-3-3,6.99,24.82,14.5,,,4.0,20,12.0,12.666666666666666,15.0,11.333333333333334
40,Болонья,Дженоа,Франческо Фурно,1.8,3.6,4.5,29,2,2,1375,808,567,60,40,14,15,3,4,535,350,43,54,15,15,22,12,61,39,19,7,14,14,7,2,5,7,133,131,17,11,6,6,15,7,2,4,4-2-3-1,6.76,4-2-3-1,6.66,7.35,17.47,,,5.0,32.0,13.5,12.75,11.0,13.0
41,Аталанта,Сассуоло,Давиде Масса,1.45,4.5,6.5,32,2,1,1433,921,512,48,52,16,16,2,2,451,498,54,60,18,18,20,25,55,59,11,10,21,21,5,5,9,8,138,155,14,8,5,1,8,6,6,2,3-4-1-2,6.88,4-1-4-1,6.88,7.5,10.7,,,4.0,20,12.0,12.5,11.5,9.5
42,Фиорентина,Интер,Майкл Фаббри,4.2,3.8,1.75,26,1,3,1200,1117,83,53,47,11,15,2,3,497,429,57,35,15,18,9,8,29,33,5,10,6,9,4,8,13,5,95,96,14,17,6,5,5,13,9,4,4-3-3,6.75,3-5-2,7.06,17.73,16.44,,,4.0,20,13.0,15.75,12.5,13.25
43,Салернитана,Верона,Массимилиано Иррати,3.8,3.3,2.05,30,2,2,1255,896,359,50,50,13,17,2,3,369,384,54,64,29,15,20,16,67,56,22,12,18,25,4,5,15,9,168,150,15,10,4,5,12,7,3,3,3-4-1-2,6.51,3-4-2-1,6.64,9.44,6.04,,,3.0,30.0,16.5,14.75,21.0,14.75
44,Специя,Ювентус,Джанлука Аурелиано,8.0,5.0,1.36,24,2,3,996,2529,-1533,40,60,14,10,2,1,346,514,53,70,11,29,19,19,46,69,10,23,19,23,5,15,4,6,122,131,10,26,5,9,7,16,3,10,4-2-3-1,6.76,4-4-2,6.81,17.41,7.23,,,5.0,24.0,12.0,11.5,15.0,13.25
45,Кальяри,Эмполи,Марко Ди Белло,2.0,3.75,3.5,28,0,2,894,1151,-257,50,50,15,13,2,1,434,438,69,44,28,19,19,9,50,44,17,13,10,12,7,4,9,9,146,137,15,17,1,5,9,7,6,10,3-5-2,6.7,4-3-1-2,6.73,13.59,9.0,,,5.0,32.0,16.0,13.5,6.0,10.25
46,Милан,Венеция,Ивано Пеццуто,1.25,6.0,11.0,25,2,0,1931,331,1600,67,33,12,13,0,2,637,314,47,51,18,9,30,14,64,47,11,16,22,17,4,4,9,17,124,138,14,8,4,2,8,4,6,4,4-2-3-1,6.97,4-3-3,6.68,6.57,15.5,,,4.0,31.0,11.5,13.5,17.0,16.0
47,Сампдория,Наполи,Паоло Валери,4.75,4.0,1.67,17,0,4,894,1229,-335,48,52,10,7,2,1,456,514,52,53,24,15,15,14,33,34,5,6,13,14,5,5,9,11,121,97,13,17,5,9,5,8,8,9,4-4-2,6.97,4-3-3,7.09,16.16,17.43,,,8.0,34.0,14.5,13.25,13.0,11.25
48,Торино,Лацио,Росарио Абиссо,2.9,3.4,2.38,28,1,1,1293,739,554,46,54,19,9,3,3,370,453,64,61,22,11,17,11,51,73,23,25,14,22,6,5,15,10,148,152,16,6,5,2,10,2,6,4,3-4-2-1,6.91,4-3-3,7.02,7.13,10.69,,,4.5,23.0,13.5,18.5,14.0,10.75
49,Рома,Удинезе,Антонио Рапуано,1.44,4.5,6.5,30,1,0,1506,1115,391,52,48,22,8,4,1,505,469,49,51,18,16,15,22,47,58,12,8,19,16,6,6,9,13,128,135,12,8,2,3,6,6,6,2,4-2-3-1,7.02,3-5-2,6.78,8.2,16.44,,,8.0,30.5,9.5,10.75,14.0,12.0
50,Специя,Милан,Джанлука Манганьелло,6.0,4.0,1.55,24,1,2,394,1792,-1398,37,63,12,12,2,2,285,505,55,52,13,15,17,19,41,54,11,10,12,20,2,4,9,4,128,130,8,18,2,5,5,12,3,6,4-1-4-1,6.73,4-2-3-1,7.02,15.89,5.07,,,4.0,25.0,13.0,12.0,15.5,13.2
51,Интер,Аталанта,Фабио Мареска,1.83,3.75,4.0,24,2,2,1231,1369,-138,49,51,13,11,3,5,403,416,53,57,19,22,9,4,41,46,20,25,8,8,4,11,6,18,121,121,19,22,6,5,16,14,3,8,3-5-2,7.07,3-4-1-2,6.88,15.31,10.19,,,6.0,27.0,14.0,13.6,13.0,13.2
52,Дженоа,Верона,Даниэле Довери,2.63,3.25,2.7,26,3,3,831,752,79,49,51,13,13,3,1,405,437,50,56,21,13,18,10,42,52,11,19,10,12,3,2,14,12,155,152,10,13,3,7,4,8,6,5,4-2-3-1,6.65,3-4-3,6.68,10.17,10.48,,,2.0,29.0,15.0,13.4,19.0,15.2
53,Ювентус,Сампдория,Джованни Айрольди,1.33,5.25,8.5,38,3,2,1323,586,737,51,49,22,16,4,3,463,453,67,48,11,13,20,10,41,58,11,16,6,15,4,2,12,12,134,128,16,5,6,3,9,3,7,2,4-4-2,6.87,4-4-2,6.88,8.48,9.92,,,3.0,20.0,11.5,12.6,12.0,12.6
54,Эмполи,Болонья,Пьеро Джакомелли,2.75,3.5,2.45,37,4,2,1182,1979,-797,37,63,15,22,2,2,273,456,46,49,16,26,11,11,47,45,4,14,14,10,2,10,11,6,105,120,15,20,7,5,11,12,4,8,4-3-1-2,6.78,4-2-3-1,6.76,10.24,7.07,,,4.0,20,11.666666666666666,10.8,12.0,13.0
55,Сассуоло,Салернитана,Антонио Джуа,1.33,5.0,9.5,32,1,0,1091,1021,70,58,42,16,16,3,3,463,327,56,55,16,24,21,20,48,61,13,20,7,12,4,8,17,11,118,128,17,12,6,5,6,8,11,4,4-2-3-1,6.83,4-3-1-2,6.58,4.9,10.58,,,4.0,20,7.5,10.8,13.0,14.4
56,Удинезе,Фиорентина,Давиде Герсини,3.0,3.25,2.45,25,0,1,956,826,130,45,55,14,11,2,3,472,573,46,69,15,12,33,14,60,51,9,14,21,19,4,1,4,5,130,124,12,8,5,2,6,4,6,4,3-5-2,6.78,4-3-3,6.73,14.04,8.88,,,4.5,15.0,11.333333333333334,11.2,16.666666666666668,14.8
57,Лацио,Рома,Марко Гуида,2.45,3.4,2.88,25,3,2,747,1552,-805,49,51,12,13,2,4,435,441,41,66,9,25,20,26,57,62,14,13,19,20,1,9,4,11,110,127,10,20,4,8,8,17,2,3,4-3-3,6.98,4-2-3-1,7.01,14.22,10.96,,,3.5,29.0,7.5,10.4,12.0,13.0
58,Наполи,Кальяри,Марко Пиччинини,1.22,7.0,11.0,22,2,0,1988,295,1693,68,32,12,10,2,1,740,333,35,48,15,14,19,11,41,40,11,13,9,13,6,4,7,14,97,112,17,6,7,1,7,3,10,3,4-3-3,7.15,4-2-3-1,6.71,10.1,33.43,,,4.0,26.0,9.5,10.4,11.0,13.8
59,Венеция,Торино,Лоренцо Маджони,3.5,3.25,2.15,27,1,1,976,911,65,44,56,9,18,1,4,360,474,63,63,16,17,15,13,61,61,13,22,19,21,4,1,5,19,147,145,7,8,1,3,5,4,2,4,4-4-2,6.64,3-4-2-1,6.87,13.38,7.56,,,4.0,20,13.0,15.4,23.5,18.6
60,Кальяри,Венеция,Мануэль Вольпи,1.75,3.6,4.75,34,1,1,787,931,-144,42,58,15,19,2,5,370,498,69,57,14,21,6,10,53,48,19,22,12,8,2,4,9,9,121,142,9,11,3,4,2,8,7,3,3-5-2,6.68,4-4-2,6.66,11.43,13.8,,,5.0,23.0,15.666666666666666,13.166666666666666,16.0,14.333333333333334
61,Салернитана,Дженоа,Маурицио Мариани,2.7,3.1,2.8,32,1,0,1158,1200,-42,49,51,15,17,2,2,368,383,41,50,27,23,18,19,58,59,20,14,15,19,9,8,8,11,153,131,10,18,4,3,7,12,3,6,4-3-1-2,6.62,3-5-2,6.65,11.53,6.23,,,6.5,30.5,15.333333333333334,14.666666666666666,12.333333333333334,13.333333333333334
62,Торино,Ювентус,Паоло Валери,4.333333333333334,3.3,1.91,34,0,1,1159,1112,47,47,53,20,14,3,1,399,450,46,72,19,11,10,15,57,61,16,27,20,8,4,6,15,7,142,141,13,10,2,3,8,5,5,5,3-4-2-1,6.86,4-4-2,6.85,7.14,15.31,,,5.5,25.5,15.333333333333334,18.5,13.333333333333334,14.166666666666666
63,Сассуоло,Интер,Лука Дж. Пайретто,5.0,4.5,1.6,29,1,2,1356,1232,124,56,44,10,19,4,2,492,386,44,41,16,19,17,9,48,54,10,17,10,21,6,8,9,9,137,118,12,18,8,3,8,14,4,4,4-2-3-1,6.87,3-5-2,7.03,18.5,8.31,,,5.0,28.5,10.333333333333334,11.666666666666666,13.333333333333334,13.5
64,Болонья,Лацио,Давиде Масса,3.1,3.4,2.3,21,3,0,866,1328,-462,41,59,5,16,2,5,417,618,61,42,16,19,21,22,63,41,14,13,21,14,3,3,15,10,114,127,10,8,3,4,5,4,5,4,3-4-2-1,6.73,4-3-3,6.98,13.76,8.76,,,4.0,32.0,13.666666666666666,14.5,12.333333333333334,10.666666666666666
65,Верона,Специя,Джакомо Камплоне,1.55,4.333333333333334,5.5,26,4,0,513,1380,-867,45,55,15,11,1,1,404,480,40,43,3,17,17,29,59,61,14,15,23,19,1,5,8,12,127,127,6,12,4,4,2,8,4,4,3-4-3,6.69,4-2-3-1,6.69,11.43,6.47,,,4.0,20,12.666666666666666,14.833333333333334,11.333333333333334,12.0
66,Сампдория,Удинезе,Даниэле Орсато,2.1,3.3,3.6,27,3,3,1308,1212,96,54,46,12,15,4,5,416,344,51,37,19,20,17,28,56,59,12,15,20,17,6,8,18,9,124,125,12,18,3,7,8,12,4,6,4-4-2,6.83,3-5-2,6.77,4.94,10.74,,,7.5,25.0,13.0,13.166666666666666,11.0,11.666666666666666
67,Фиорентина,Наполи,Симона Соцца,3.8,3.6,1.95,29,1,2,1271,1037,234,54,46,16,13,3,3,455,404,55,61,26,6,18,19,47,51,12,12,15,13,8,2,4,6,128,110,10,12,3,6,6,8,4,4,4-4-2,6.76,4-2-3-1,7.16,8.43,21.54,,,3.0,20.5,12.0,14.166666666666666,11.0,10.666666666666666
68,Рома,Эмполи,Джованни Айрольди,1.36,5.5,7.0,26,2,0,1900,584,1316,64,36,11,15,2,3,617,330,50,33,17,19,21,12,41,44,7,9,11,17,5,5,7,8,95,102,18,11,7,3,14,6,4,5,4-2-3-1,6.96,4-3-1-2,6.81,12.0,13.08,,,5.0,29.0,13.666666666666666,13.0,9.5,11.5
69,Аталанта,Милан,Марко Ди Белло,2.15,3.5,3.3,28,2,3,1364,789,575,56,44,13,15,1,4,459,366,44,51,20,10,19,28,58,53,10,8,22,16,9,5,8,9,142,140,17,13,6,7,11,8,6,5,3-4-1-2,6.88,4-2-3-1,7.02,8.0,8.31,,,4.0,30.0,13.333333333333334,12.833333333333334,14.333333333333334,13.0
70,Специя,Салернитана,Давиде Масса,2.0,3.4,3.8,28,2,1,1723,500,1223,58,42,13,15,2,3,443,327,65,62,26,12,16,17,53,59,20,22,13,14,10,2,7,8,160,144,18,15,5,4,12,9,6,6,4-2-3-1,6.65,4-3-1-2,6.67,8.25,9.7,,,5.5,26.5,12.666666666666666,11.857142857142858,14.0,14.714285714285714
71,Лацио,Интер,Массимилиано Иррати,3.3,3.4,2.2,25,3,1,1162,898,264,52,48,13,12,3,6,565,503,55,59,15,25,16,16,43,45,10,7,11,13,7,3,12,9,85,108,19,12,8,4,13,8,6,4,4-3-3,6.9,3-5-1-1,7.03,15.71,15.83,,,4.0,30.0,9.0,11.428571428571429,14.75,14.285714285714286
72,Милан,Верона,Алессандро Пронтера,1.5699999999999998,4.2,5.5,31,3,2,1515,828,687,55,45,11,20,1,4,413,347,51,49,22,10,16,16,74,54,17,18,27,17,5,4,9,8,145,160,17,10,4,5,9,8,8,2,4-2-3-1,7.0,3-4-2-1,6.74,6.26,7.31,,,4.0,20,11.666666666666666,13.285714285714286,17.0,14.857142857142858
