Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
141,Э. Франкфурт,Кельн,Дениз Айтекин,1.9,3.8,3.8,22,2,1,1177,1477,-300,43,57,12,10,2,4,342,441,73,70,26,31,20,18,58,69,26,27,11,20,7,10,13,20,181,165,17,21,6,9,11,9,6,12,3-4-1-2,6.93,4-2-3-1,6.7,12.83,6.96,,,3.0,25.83333333333333,14.0,13.2,16.625,15.666666666666666
142,Фрайбург,Бавария М.,Саша Стегеманн,12.0,7.5,1.18,14,0,1,858,2215,-1357,35,65,6,8,0,3,331,602,72,61,16,40,16,18,53,53,19,23,17,14,6,8,17,9,154,180,15,22,5,10,12,14,3,8,4-4-2,6.91,4-3-3,7.11,23.93,5.92,,,4.166666666666667,25.0,9.285714285714286,9.8,8.285714285714286,9.933333333333334
143,Вольфсбург,Шальке 04,Мартин Петерсен,2.0,3.6,3.5,25,0,0,1877,782,1095,53,47,14,11,1,1,399,354,65,84,32,13,26,12,75,64,30,22,16,23,12,5,17,9,151,147,29,8,11,2,20,6,9,2,4-1-4-1,6.84,4-3-1-2,6.87,8.08,6.42,,,4.75,29.5,14.0,15.266666666666667,13.285714285714286,12.6
144,Хоффенхайм,Дортмунд,Феликс Цвайер,4.333333333333334,4.5,1.66,20,0,1,570,1011,-441,48,52,8,12,0,1,552,587,68,60,12,19,10,20,49,35,14,11,17,9,0,8,13,7,131,136,11,12,3,5,7,10,4,2,4-3-3,6.81,3-4-3,7.04,12.24,19.05,,,3.857142857142857,23.857142857142858,11.125,11.5,9.125,9.3125
145,Кельн,Бремен,Даниэль Шлагер,1.9,3.8,3.8,31,1,0,1237,892,345,53,47,11,20,1,4,476,401,57,73,16,20,20,18,77,57,25,19,22,17,1,7,18,17,166,168,7,6,1,1,3,2,4,4,4-1-4-1,6.73,3-4-3,6.77,6.93,7.97,,,3.0,24.5,14.571428571428571,15.3125,12.75,12.25
146,Майнц 05,Леверкузен,Патрик Иттрих,3.6,4.0,1.9,18,0,0,929,1142,-213,39,61,9,9,0,2,317,503,60,51,16,22,18,16,51,49,16,15,19,18,6,6,15,13,164,168,20,14,2,4,11,7,9,7,4-2-3-1,6.76,4-1-4-1,6.91,14.52,5.53,,,5.2,30.6,14.0,14.125,12.0,11.5625
147,Бавария М.,Вольфсбург,Кристиан Дингерт,1.18,7.5,13.0,16,0,0,2199,355,1844,68,32,7,9,2,2,577,275,50,63,41,11,22,13,54,47,20,15,13,15,12,6,6,11,155,146,18,10,8,3,11,4,7,6,4-3-3,7.12,4-3-3,6.86,7.75,19.83,,,4.666666666666667,23.666666666666668,11.375,9.8125,16.714285714285715,15.1875
148,Шальке 04,Фрайбург,Феликс Брых,1.85,3.8,4.0,22,1,0,1642,1094,548,58,42,10,12,1,1,458,316,63,62,16,17,21,11,62,53,18,26,13,14,7,5,7,13,139,120,20,19,6,7,5,12,15,7,4-2-3-1,6.87,4-2-2-2,6.91,8.58,12.5,,,3.5,22.0,12.0,12.5,10.25,9.5625
149,РБ Лейпциг,Аугсбург,Дэниел Зиберт,1.25,6.5,10.0,18,0,1,2816,170,2646,74,26,8,10,1,3,608,206,59,61,33,10,43,16,70,56,21,12,17,28,11,4,14,15,166,140,22,6,7,2,18,4,4,2,4-2-2-2,7.05,4-2-2-2,6.74,4.32,11.17,,,4.428571428571429,23.428571428571427,12.0,11.6875,11.625,12.0625
150,Герта,Мгладбах,Вред Осмерс,2.8,3.6,2.37,23,0,0,302,1210,-908,40,60,12,11,2,2,356,518,74,38,11,20,11,12,50,45,19,20,14,10,1,7,14,8,146,143,7,11,0,5,4,9,3,2,4-1-4-1,6.8,4-3-1-2,6.99,19.06,10.0,,,4.333333333333333,23.5,14.142857142857142,13.9375,13.714285714285714,13.375
151,Фортуна,Юнион Берлин,Бенджамин Кортус,3.0,3.4,2.3,32,1,0,1521,901,620,47,53,12,20,2,4,406,453,69,57,31,32,26,11,70,65,30,27,12,21,7,5,8,11,159,143,22,17,8,6,11,10,11,7,4-3-3,6.7,3-4-2-1,6.83,16.56,10.09,,,4.0,27.4,10.428571428571429,12.75,15.142857142857142,15.8125
152,Падерборн,Э. Франкфурт,Маркус Шмидт,3.1,4.0,2.0,22,2,0,760,1146,-386,50,50,11,11,3,2,402,375,59,62,13,26,23,24,65,53,21,19,15,12,3,8,3,17,156,162,19,20,5,5,11,12,8,8,4-4-2,6.67,4-4-1-1,6.92,19.2,8.52,,,4.0,26.33333333333333,15.25,13.6875,12.285714285714286,13.125
153,Шальке 04,Мгладбах,Дениз Айтекин,2.6,3.6,2.55,33,0,0,1569,877,692,45,55,15,18,3,4,352,429,63,53,20,22,31,28,82,66,28,16,20,21,8,8,13,10,163,154,15,14,7,5,13,5,2,9,4-3-1-2,6.87,4-2-3-1,6.99,6.59,5.76,,,3.4285714285714284,25.285714285714285,11.77777777777778,12.352941176470589,13.375,13.235294117647058
154,Хоффенхайм,Э. Франкфурт,Саша Стегеманн,2.3,3.8,2.8,23,0,1,1626,623,1003,64,36,10,13,2,2,612,329,63,66,29,20,16,14,49,70,18,24,9,26,8,6,10,14,164,139,12,13,5,3,8,8,4,5,4-3-3,6.82,4-4-1-1,6.91,7.9,13.3,,,4.0,23.428571428571427,10.77777777777778,11.294117647058824,12.125,13.0
155,Кельн,Вольфсбург,Марко Фриц,3.1,3.4,2.25,29,2,0,1126,1497,-371,48,52,11,18,3,3,360,383,77,50,18,22,10,36,80,79,27,28,29,20,8,5,14,15,169,171,12,18,7,8,10,9,2,9,4-2-3-1,6.75,4-3-3,6.85,8.21,5.56,,,4.0,26.142857142857142,14.125,15.058823529411764,15.75,14.823529411764708
156,Майнц 05,Фрайбург,Свен Яблонски,2.15,3.7,3.1,25,0,2,1867,629,1238,58,42,15,10,4,2,458,331,56,69,28,16,21,12,65,60,26,27,14,13,7,5,8,15,165,159,24,13,8,5,14,10,10,3,4-2-3-1,6.76,3-4-3,6.91,7.83,10.82,,,4.5,29.666666666666668,13.375,13.823529411764708,10.444444444444445,9.705882352941176
157,Аугсбург,Дортмунд,Мануэль Грефе,5.5,4.75,1.5,10,1,0,625,1662,-1037,29,71,5,5,0,1,320,781,59,57,6,12,11,18,28,41,3,10,16,14,2,6,11,12,143,151,13,17,5,8,4,10,9,7,4-2-3-1,6.72,3-4-3,7.02,24.64,9.1,,,2.5,22.166666666666668,12.5,11.941176470588236,9.444444444444445,9.470588235294118
158,Фортуна,Бремен,Феликс Брых,2.62,3.5,2.6,29,0,0,1322,1103,219,48,52,17,12,4,5,412,453,67,64,31,20,7,18,55,70,23,27,14,15,6,4,20,16,176,177,18,13,2,4,10,5,8,8,4-2-3-1,6.73,3-4-3,6.76,7.29,9.57,,,3.333333333333333,22.0,10.625,12.705882352941176,13.555555555555555,12.705882352941176
159,РБ Лейпциг,Юнион Берлин,Бастиан Данкерт,1.25,6.5,10.0,26,0,1,1681,532,1149,65,35,6,20,1,3,627,311,53,64,17,17,22,17,71,63,21,33,18,15,4,4,3,13,166,163,19,14,8,4,12,10,7,4,4-2-3-1,7.05,3-4-2-1,6.84,8.82,13.81,,,4.333333333333333,31.166666666666668,11.5,11.470588235294118,15.75,16.058823529411764
160,Герта,Бавария М.,Тобиас Стилер,10.0,6.5,1.25,22,0,0,173,2766,-2593,32,68,7,15,3,1,344,689,63,53,6,38,23,19,62,64,22,19,12,23,0,4,10,12,148,145,7,20,1,11,5,16,2,4,4-1-4-1,6.82,4-2-3-1,7.13,25.53,4.54,,,3.625,24.875,13.875,13.823529411764708,8.25,9.647058823529411
161,Падерборн,Леверкузен,Дэниел Зиберт,4.75,4.5,1.61,20,0,3,774,1301,-527,36,64,8,12,3,1,365,658,45,65,15,20,25,39,60,72,10,14,24,23,6,4,5,11,156,146,13,12,7,6,7,10,6,2,4-2-2-2,6.69,4-2-3-1,6.92,12.86,8.0,,,4.375,22.75,14.77777777777778,13.529411764705882,11.625,11.411764705882351
162,Дортмунд,Кельн,Вред Осмерс,1.28,6.0,8.5,13,2,0,1369,586,783,60,40,6,7,1,1,698,455,54,54,6,15,24,12,52,35,11,9,17,12,1,3,8,12,123,117,14,11,9,5,12,6,2,5,3-4-3,7.03,4-2-3-1,6.77,19.75,21.95,,,4.285714285714286,23.428571428571427,9.5,9.22222222222222,15.88888888888889,14.833333333333334
163,Юнион Берлин,Аугсбург,Бибиана Штайнхаус,2.15,3.6,3.3,27,0,0,806,1508,-702,46,54,18,9,4,1,364,419,85,76,13,22,12,15,65,62,35,27,15,11,4,5,12,8,168,182,12,24,3,7,7,14,5,10,3-4-1-2,6.83,4-2-3-1,6.71,10.36,10.69,,,3.5,20.0,16.333333333333332,16.27777777777778,11.444444444444445,11.555555555555555
164,Мгладбах,Майнц 05,Феликс Цвайер,1.5699999999999998,4.5,5.0,21,1,1,1957,601,1356,71,29,7,14,1,3,625,241,57,60,25,18,25,18,61,62,15,20,15,24,6,3,7,19,177,142,15,13,5,9,11,9,4,4,4-2-3-1,6.97,4-2-3-1,6.77,5.67,15.17,,,3.5,23.375,13.11111111111111,13.5,14.22222222222222,13.88888888888889
165,Э. Франкфурт,РБ Лейпциг,Дэниел Зиберт,4.333333333333334,4.5,1.65,17,0,0,472,1874,-1402,33,67,7,10,1,2,280,570,86,65,13,20,6,21,56,57,18,24,24,10,4,6,23,7,143,172,7,23,5,4,6,12,1,11,4-4-1-1,6.92,3-4-2-1,7.06,11.57,10.29,,,4.333333333333333,22.444444444444443,13.77777777777778,13.0,11.444444444444445,11.166666666666666
166,Фрайбург,Падерборн,Кристиан Дингерт,1.65,4.333333333333334,4.333333333333334,18,0,0,1611,815,796,64,36,11,7,4,3,548,302,86,61,34,15,22,20,60,73,26,28,17,24,6,6,10,10,155,145,19,17,5,3,15,10,4,7,3-4-2-1,6.92,4-1-4-1,6.68,6.0,14.33,,,4.571428571428571,22.571428571428573,8.875,9.72222222222222,12.125,13.22222222222222
167,Вольфсбург,Герта,Маркус Шмидт,1.72,3.75,4.75,16,0,0,1814,611,1203,59,41,8,8,0,1,546,381,65,72,33,13,16,20,47,64,12,24,19,22,9,4,7,14,176,169,20,9,7,4,9,5,11,4,4-3-3,6.85,4-1-4-1,6.78,7.88,22.85,,,4.142857142857143,25.714285714285715,14.0,15.0,13.77777777777778,13.444444444444445
168,Бавария М.,Шальке 04,Мануэль Грефе,1.14,8.0,15.0,8,2,0,3194,153,3041,75,25,3,5,0,0,822,271,56,57,39,3,25,17,47,38,9,9,18,18,9,2,7,13,138,117,24,7,14,1,16,5,8,2,4-2-3-1,7.15,4-3-1-2,6.9,8.43,35.62,,,2.2857142857142856,20.428571428571427,10.88888888888889,9.944444444444445,13.0,12.5
169,Бремен,Хоффенхайм,Мартин Петерсен,2.4,3.75,2.7,31,0,0,1110,789,321,53,47,16,15,2,2,490,440,67,73,34,14,17,15,51,62,17,16,11,21,7,4,11,12,169,136,16,11,3,5,6,8,10,3,3-1-4-2,6.78,5-3-2,6.82,8.52,12.05,,,4.2,28.6,11.75,12.666666666666666,11.875,11.22222222222222
170,Леверкузен,Фортуна,Даниэль Шлагер,1.33,5.5,8.0,21,1,0,2012,721,1291,66,34,10,11,0,3,593,285,60,72,26,23,32,10,61,52,19,13,8,21,8,5,11,18,144,134,27,12,11,3,22,8,5,4,4-2-3-1,6.94,4-1-4-1,6.73,6.59,14.5,,,3.4,25.8,11.22222222222222,11.444444444444445,14.555555555555555,12.944444444444445
171,Герта,Шальке 04,Саша Стегеманн,2.8,3.4,2.45,18,0,0,448,1289,-841,42,58,9,9,1,1,360,520,74,80,18,14,23,23,60,58,17,21,22,15,3,7,14,12,179,161,9,13,0,5,7,6,2,7,4-1-4-1,6.8,4-3-1-2,6.87,17.21,7.12,,,4.0,23.375,13.11111111111111,13.157894736842104,12.11111111111111,12.105263157894736
172,Хоффенхайм,Леверкузен,Дениз Айтекин,3.0,4.2,2.05,18,1,1,563,1681,-1118,35,65,8,10,3,3,293,548,67,63,15,28,21,23,55,64,16,20,20,19,4,10,15,5,152,160,14,22,6,11,9,15,5,7,3-4-2-1,6.84,4-2-3-1,6.96,11.44,5.28,,,3.875,26.25,10.7,11.421052631578949,11.666666666666666,11.36842105263158
173,Майнц 05,Бавария М.,Бастиан Данкерт,15.0,9.0,1.14,24,1,3,451,1601,-1150,31,69,14,10,3,1,297,696,64,75,24,19,11,18,44,62,11,24,19,14,6,4,6,11,156,159,8,13,3,5,4,9,4,4,4-2-3-1,6.77,4-2-3-1,7.18,19.13,6.86,,,4.285714285714286,30.428571428571427,13.555555555555555,13.894736842105264,9.0,9.578947368421051
174,Дортмунд,Юнион Берлин,Бенджамин Кортус,1.22,6.5,11.0,15,2,0,1639,398,1241,66,34,7,8,0,1,712,357,48,34,11,14,24,12,39,42,6,8,11,18,5,3,10,11,120,129,13,5,7,0,8,2,5,3,3-4-2-1,7.05,3-4-2-1,6.84,14.63,19.61,,,4.333333333333333,28.166666666666668,9.11111111111111,9.052631578947368,16.22222222222222,16.36842105263158
175,Аугсбург,Бремен,Марко Фриц,2.15,3.8,3.1,27,0,1,1363,486,877,50,50,8,19,2,5,387,379,54,64,23,17,14,8,66,32,27,13,12,9,5,3,17,17,142,161,15,7,4,1,10,4,5,3,4-2-2-2,6.71,3-4-3,6.77,11.84,11.42,,,4.25,26.5,11.666666666666666,11.421052631578949,13.4,12.842105263157896
176,Фортуна,Э. Франкфурт,Фрэнк Вилленборг,3.4,3.8,2.0,20,0,0,999,489,510,53,47,8,12,2,1,466,406,73,61,25,17,12,9,45,42,20,13,8,16,4,4,12,6,157,146,8,6,1,4,3,6,5,0,3-5-2,6.73,4-2-3-1,6.94,13.16,15.11,,,3.7142857142857135,22.714285714285715,11.333333333333334,12.842105263157896,12.22222222222222,12.68421052631579
177,РБ Лейпциг,Мгладбах,Тобиас Стилер,1.53,4.75,5.25,28,0,2,1754,651,1103,63,37,13,15,1,5,597,345,47,55,28,12,15,20,48,47,13,11,12,10,4,4,12,17,149,144,19,7,8,4,10,7,9,0,4-2-3-1,7.04,3-4-1-2,6.98,8.17,16.14,,,3.6666666666666665,24.55555555555556,10.88888888888889,11.105263157894736,13.88888888888889,13.157894736842104
178,Кельн,Фрайбург,Роберт Кампка,1.9,3.6,3.75,25,1,0,1641,787,854,45,55,14,11,3,1,337,430,59,56,31,18,10,7,59,52,33,22,9,12,10,6,12,3,141,142,24,9,9,2,15,6,9,3,4-2-3-1,6.75,3-4-3,6.92,9.37,13.77,,,4.6,26.6,13.77777777777778,14.421052631578949,10.4,9.789473684210526
179,Падерборн,Вольфсбург,Патрик Иттрих,3.6,4.0,1.9,33,1,2,736,1387,-651,46,54,15,18,3,3,358,406,60,71,14,22,19,17,57,58,15,16,16,16,3,7,13,8,154,155,10,9,7,5,6,8,4,1,4-3-3,6.7,4-3-3,6.84,8.22,6.48,,,4.666666666666667,28.5,14.1,12.894736842105264,16.0,14.63157894736842
180,Э. Франкфурт,Аугсбург,Мануэль Грефе,1.9,3.8,3.6,14,1,0,1311,597,714,59,41,8,6,1,0,540,366,80,65,23,14,14,19,62,37,20,10,30,10,1,4,5,21,164,182,13,8,9,5,9,4,4,4,4-4-1-1,6.93,4-2-2-2,6.72,8.04,19.71,,,2.0,18.875,13.1,12.65,11.2,11.25
181,Шальке 04,Падерборн,Феликс Брых,1.6,4.5,4.75,14,0,0,1410,1128,282,66,34,6,8,2,3,530,244,50,49,13,30,29,20,64,60,26,13,17,28,11,10,13,9,144,152,15,15,4,4,10,8,5,7,4-3-1-2,6.87,4-3-3,6.69,4.29,14.77,,,3.9,22.7,12.1,11.95,11.555555555555555,13.0
182,Герта,Майнц 05,Мартин Петерсен,1.95,3.6,3.6,30,0,1,1401,554,847,68,32,14,16,4,1,653,300,79,46,30,19,20,13,66,60,13,18,22,19,10,1,13,7,151,135,13,11,3,3,9,7,4,4,3-5-2,6.81,3-4-3,6.75,5.48,16.81,,,4.166666666666667,29.0,12.7,12.95,14.2,13.9
183,Фрайбург,Хоффенхайм,Свен Яблонски,2.62,3.6,2.5,26,1,0,1025,1533,-508,49,51,10,16,3,3,455,439,53,37,21,37,13,8,49,41,15,17,12,11,5,10,14,11,131,138,12,20,6,6,10,12,2,8,4-2-2-2,6.9,5-3-2,6.85,15.19,14.72,,,4.714285714285714,29.0,9.11111111111111,9.85,12.22222222222222,11.25
184,Вольфсбург,Фортуна,Тобиас Стилер,1.53,4.2,6.0,25,0,1,1033,789,244,48,52,11,14,0,1,452,482,74,79,20,21,8,12,51,44,25,16,7,9,3,5,9,9,153,152,12,10,5,2,8,7,4,3,4-3-2-1,6.85,3-1-4-2,6.73,18.19,11.45,,,3.9,24.9,13.4,14.8,14.2,12.6
185,Бремен,Юнион Берлин,Даниэль Шлагер,2.15,3.4,3.3,25,0,0,1089,673,416,69,31,8,17,4,3,683,284,49,61,21,20,22,9,48,72,13,32,10,28,5,5,10,16,160,138,14,11,3,5,9,9,5,2,3-4-3,6.75,3-4-2-1,6.81,7.39,13.47,,,3.333333333333333,25.0,12.22222222222222,13.15,15.4,15.95
186,Леверкузен,Дортмунд,Маркус Шмидт,3.6,4.5,1.8,20,2,2,882,938,-56,51,49,9,11,2,1,526,491,64,64,15,18,14,14,53,51,13,15,26,19,3,7,15,13,151,149,8,12,5,6,7,10,1,2,3-4-2-1,6.97,4-2-3-1,7.06,10.0,10.91,,,3.75,24.5,11.1,11.3,9.0,8.95
187,Бавария М.,РБ Лейпциг,Марко Фриц,1.4,5.5,5.75,22,0,0,1647,309,1338,69,31,8,14,2,2,734,316,87,65,30,14,34,14,65,62,19,18,14,27,11,3,6,19,180,157,11,9,3,1,9,8,2,1,4-2-3-1,7.18,3-4-3,7.03,8.15,16.19,,,4.555555555555555,26.55555555555556,10.1,9.6,11.3,11.2
188,Мгладбах,Кельн,Дениз Айтекин,1.85,3.9,3.9,28,1,0,1211,1154,57,53,47,13,15,1,2,540,459,55,72,21,31,20,10,63,52,28,23,10,12,6,3,14,22,153,146,12,15,5,3,8,11,4,4,4-2-3-1,6.96,4-2-3-1,6.82,13.9,14.3,,,4.111111111111111,25.33333333333333,12.5,13.25,15.0,14.4
189,Дортмунд,Э. Франкфурт,Бастиан Данкерт,1.36,5.25,7.0,11,1,0,1845,166,1679,63,37,7,4,0,1,748,436,49,55,20,8,21,14,40,34,8,7,16,14,5,0,11,14,141,139,17,1,7,0,7,0,10,1,3-4-3,7.04,4-2-3-1,6.96,10.92,33.87,,,4.25,29.625,8.9,9.047619047619047,12.2,12.428571428571429
190,Хоффенхайм,Вольфсбург,Сёрен Аисты,2.37,3.5,2.87,21,1,1,1230,1069,161,57,43,8,13,2,2,530,391,57,68,20,16,22,20,66,46,26,11,16,17,4,4,9,10,137,138,14,14,6,6,11,9,3,5,3-1-4-2,6.85,4-3-3,6.84,9.96,14.71,,,4.25,25.5,10.454545454545457,11.476190476190476,16.2,14.61904761904762
191,Юнион Берлин,Леверкузен,Вред Осмерс,3.1,3.5,2.25,23,1,1,1029,528,501,39,61,10,13,2,2,330,514,79,80,25,13,14,25,70,70,29,28,23,16,6,4,17,10,183,187,21,13,7,5,15,9,6,4,3-4-2-1,6.83,3-4-3,6.96,8.08,6.55,,,4.0,22.125,16.5,16.0,11.5,11.19047619047619
192,Аугсбург,Фрайбург,Патрик Иттрих,2.05,3.6,3.4,27,1,0,329,2070,-1741,27,73,22,5,4,1,234,658,45,67,16,21,11,12,35,51,16,19,10,7,0,3,14,9,134,141,9,20,3,5,4,13,5,7,4-2-2-2,6.7,4-2-2-2,6.91,17.68,13.13,,,4.857142857142857,29.142857142857142,11.3,11.0,10.454545454545457,9.857142857142858
193,РБ Лейпциг,Бремен,Бенджамин Кортус,1.22,7.0,11.0,22,2,0,1339,514,825,51,49,10,12,1,1,561,541,56,63,26,13,17,12,51,39,10,11,17,11,8,1,14,8,149,141,10,8,3,1,8,5,2,3,3-4-1-2,7.03,3-4-2-1,6.75,13.32,13.19,,,3.857142857142857,26.285714285714285,11.1,11.333333333333334,13.909090909090908,12.904761904761903
194,Падерборн,Герта,Бибиана Штайнхаус,2.4,3.5,2.9,28,0,1,1072,1208,-136,52,48,15,13,2,2,406,369,79,82,27,21,37,14,63,71,19,24,12,23,5,8,9,13,177,149,21,16,4,6,8,11,13,5,4-3-3,6.7,3-1-4-2,6.81,9.62,7.65,,,4.0,22.33333333333333,14.181818181818182,12.761904761904765,13.2,13.0
195,Фортуна,Мгладбах,Дэниел Зиберт,3.8,4.0,1.83,22,1,1,706,995,-289,50,50,11,11,2,2,416,403,75,50,14,14,12,19,39,52,14,18,8,10,2,5,14,6,100,106,9,17,4,6,6,11,3,6,3-1-4-2,6.74,3-4-2-1,6.97,12.21,14.15,,,4.2,21.9,11.0,12.666666666666666,14.0,13.238095238095235
196,Кельн,Бавария М.,Феликс Цвайер,8.5,6.5,1.28,22,0,3,713,2298,-1585,38,62,12,10,1,3,350,571,70,61,21,19,22,30,61,56,16,10,20,14,1,6,16,7,126,128,13,24,5,8,11,15,2,9,4-2-3-1,6.78,4-2-3-1,7.17,14.08,7.59,,,3.555555555555556,23.11111111111111,13.8,14.428571428571429,9.1,9.523809523809524
197,Майнц 05,Шальке 04,Гвидо Винкманн,2.7,3.6,2.55,20,0,0,845,928,-83,38,62,8,12,2,2,298,482,66,74,20,15,17,18,64,51,23,12,23,19,3,6,4,11,173,171,15,8,5,3,9,5,6,3,3-4-2-1,6.76,4-3-1-2,6.87,12.74,4.87,,,2.2,21.4,13.6,14.0,11.8,11.666666666666666
198,Бавария М.,Падерборн,Маркус Шмидт,1.05,13.0,34.0,13,1,1,2506,167,2339,71,29,4,9,1,3,699,272,54,76,35,7,40,11,63,44,15,9,16,28,11,1,9,10,179,150,18,5,9,4,15,5,3,0,3-4-2-1,7.18,4-4-1-1,6.7,6.77,32.67,,,3.6666666666666665,24.0,9.909090909090908,9.545454545454543,11.2,12.863636363636363
199,Мгладбах,Хоффенхайм,Феликс Брых,1.53,4.5,5.25,21,1,0,1181,1115,66,48,52,10,11,4,4,468,500,33,44,19,17,16,22,52,48,13,14,21,12,8,8,9,10,118,116,16,21,10,4,13,14,3,7,4-3-3,6.98,4-2-2-2,6.85,14.87,13.05,,,4.0,21.90909090909091,12.545454545454543,13.136363636363637,12.6,11.318181818181818
200,Герта,Кельн,Даниэль Шлагер,2.55,3.4,2.7,22,0,3,919,1182,-263,61,39,12,10,2,2,534,342,66,72,25,14,14,17,53,61,19,13,17,24,5,3,14,13,167,155,9,17,1,11,5,12,4,5,3-1-4-2,6.81,4-2-3-1,6.77,4.63,21.47,,,3.857142857142857,25.0,12.818181818181818,13.0,15.0,14.318181818181818
201,Фрайбург,Фортуна,Фрэнк Вилленборг,1.85,3.8,3.8,23,0,1,1242,629,613,60,40,13,10,1,4,498,332,61,64,29,12,23,14,71,64,31,23,14,18,7,4,8,7,163,145,16,9,4,4,8,3,8,6,4-2-3-1,6.92,5-3-2,6.73,9.67,14.14,,,3.625,22.375,9.2,9.636363636363637,14.181818181818182,12.590909090909092
202,Бремен,Дортмунд,Марко Фриц,7.0,5.25,1.4,21,0,0,514,1198,-684,36,64,13,8,0,0,413,731,45,45,12,17,10,20,45,49,13,9,17,14,2,6,17,9,115,138,8,12,2,6,1,8,7,4,3-4-3,6.74,3-4-3,7.05,21.87,15.87,,,4.5,26.1,11.8,12.863636363636363,9.181818181818182,8.954545454545455
203,Шальке 04,РБ Лейпциг,Саша Стегеманн,4.2,4.0,1.75,17,0,1,509,1394,-885,53,47,10,7,2,3,490,430,57,54,9,16,25,24,53,57,12,8,18,22,2,5,18,17,140,137,3,24,2,8,2,16,1,8,4-3-1-2,6.87,3-1-4-2,7.04,5.78,9.25,,,3.7777777777777777,22.77777777777778,11.545454545454543,11.681818181818182,11.545454545454543,11.272727272727272
204,Леверкузен,Аугсбург,Свен Яблонски,1.5,4.5,6.0,23,1,0,1469,554,915,76,24,10,13,2,4,851,261,71,61,11,11,20,12,68,34,22,10,20,14,2,3,5,22,154,144,9,8,4,3,6,4,3,4,3-4-3,6.96,5-4-1,6.7,6.19,19.57,,,4.875,28.625,10.909090909090908,11.272727272727272,10.727272727272728,11.5
205,Вольфсбург,Майнц 05,Бенджамин Кортус,1.8,3.9,4.2,23,2,0,1319,1281,38,56,44,11,12,0,2,479,361,52,61,17,22,25,22,60,64,13,17,23,24,4,14,14,16,158,163,17,17,6,3,9,12,8,5,4-4-2,6.84,3-4-2-1,6.77,7.29,9.11,,,3.625,25.75,13.181818181818182,14.545454545454543,14.363636363636363,13.727272727272728
206,Э. Франкфурт,Юнион Берлин,Дениз Айтекин,1.75,3.8,4.5,25,0,0,1975,775,1200,64,36,10,15,3,4,505,282,60,78,48,23,8,16,70,59,32,31,19,10,14,6,16,16,184,177,21,11,3,7,15,9,6,2,4-2-3-1,6.92,3-4-2-1,6.83,3.39,11.91,,,4.0,25.6,12.636363636363637,12.045454545454543,15.545454545454543,15.727272727272728
207,Фортуна,Герта,Тобиас Стилер,2.1,3.5,3.4,22,3,0,745,1148,-403,49,51,11,11,2,2,466,463,72,67,16,22,16,19,43,65,15,25,9,12,3,5,9,12,135,140,14,15,5,7,7,10,7,5,5-3-2,6.74,4-4-2,6.8,12.68,12.58,,,3.636363636363636,24.90909090909091,11.0,12.478260869565217,13.181818181818182,12.956521739130435
208,Хоффенхайм,Бавария М.,Кристиан Дингерт,7.0,6.0,1.33,10,0,4,0,0,0,34,66,3,7,0,0,334,641,43,53,6,19,14,20,32,35,2,6,17,13,1,7,10,10,105,102,4,25,1,11,3,21,1,4,4-2-3-1,6.86,4-2-3-1,7.18,22.88,8.68,,,4.875,22.0,10.25,11.304347826086955,9.181818181818182,9.304347826086955
209,Майнц 05,Падерборн,Вред Осмерс,1.72,4.0,4.2,23,2,0,916,911,5,44,56,7,16,1,3,353,444,66,52,18,21,37,23,78,60,23,12,20,32,5,8,6,11,183,171,8,9,3,4,4,4,4,5,4-4-2,6.76,4-3-3,6.7,11.0,6.29,,,4.0,22.22222222222222,13.090909090909092,13.652173913043478,11.0,12.695652173913045
210,Дортмунд,Фрайбург,Роберт Хартманн,1.22,6.5,12.0,14,1,0,1170,870,300,64,36,5,9,1,0,790,424,47,55,10,15,27,13,42,41,7,10,9,17,6,4,10,10,112,112,16,13,2,4,6,9,10,4,3-4-2-1,7.06,3-4-2-1,6.91,14.63,22.48,,,3.6,23.6,8.727272727272727,8.91304347826087,10.0,9.782608695652174
