,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
155,Ювентус,Удинезе,Фабрицио Паскуа,1.25,6.0,11.0,16,3,0,1875,963,912,65,35,11,5,2,1,783,393,41,59,16,22,15,14,38,32,8,6,16,9,9,8,7,14,105,123,24,11,9,6,15,8,9,3,4-3-1-2,6.99,3-5-2,6.79,11.37,42.91,,,4.0,26.0,14.428571428571429,14.133333333333333,13.857142857142858,15.6
156,Милан,Сассуоло,Джанлука Манганьелло,1.5,4.75,5.75,30,0,0,1437,968,469,49,51,14,16,5,4,428,445,38,46,18,9,20,23,42,62,6,9,10,24,8,3,14,8,140,124,23,18,9,6,15,9,8,9,4-3-3,6.85,4-2-3-1,6.85,9.54,6.0,,,4.333333333333333,25.0,14.142857142857142,14.866666666666667,13.285714285714286,13.466666666666667
157,Рома,СПАЛ,Антонио Джуа,1.33,5.0,9.5,29,0,1,2545,427,2118,67,33,12,17,1,3,596,291,72,55,27,5,20,5,47,47,11,18,8,13,8,3,8,7,112,105,25,7,9,3,13,5,12,2,4-2-3-1,6.92,3-5-2,6.81,9.85,16.26,,,6.0,31.6,16.571428571428573,15.133333333333333,15.0,14.0
158,Фиорентина,Интер,Маурицио Мариани,3.6,3.4,2.1,33,0,1,1399,633,766,52,48,15,18,3,4,459,442,50,51,39,11,9,20,55,48,17,14,12,6,5,1,11,14,129,113,13,6,5,5,6,5,7,1,3-5-2,6.86,3-5-2,7.01,10.5,8.36,,,5.875,31.125,13.857142857142858,14.133333333333333,17.571428571428573,15.133333333333333
159,Кальяри,Лацио,Фабио Мареска,4.75,4.1,1.66,22,1,0,564,1846,-1282,39,61,12,10,4,3,346,504,70,72,12,51,12,12,41,49,17,20,12,11,2,9,11,10,127,151,13,16,3,5,8,13,5,3,4-3-2-1,6.86,3-5-2,7.06,15.65,8.45,,,5.5,22.666666666666668,14.5,14.866666666666667,12.571428571428571,11.933333333333334
160,Сампдория,Ювентус,Джанлука Рокки,6.5,4.5,1.5,24,1,2,563,1549,-986,29,71,7,17,5,2,295,735,70,67,19,23,14,16,49,52,12,23,15,15,5,5,17,10,142,144,14,11,3,4,7,8,7,3,4-4-2,6.79,4-3-1-2,7.01,18.12,5.15,,,6.75,30.75,14.75,15.0625,13.875,13.9375
161,Фиорентина,Рома,Даниэле Орсато,3.3,3.5,2.15,36,1,2,734,1081,-347,42,58,20,16,4,3,340,476,49,66,15,10,12,17,41,56,5,11,14,15,5,4,9,12,131,123,12,13,4,6,4,9,8,4,3-5-2,6.87,4-2-3-1,6.93,10.73,7.08,,,6.571428571428571,28.428571428571427,14.0,14.1875,13.875,14.9375
162,Удинезе,Кальяри,Марко Пиччинини,2.15,3.25,3.6,27,1,0,853,1034,-181,40,60,13,14,3,4,397,586,55,50,20,20,24,16,60,53,19,14,12,15,2,1,10,5,133,128,14,14,2,1,11,8,3,6,3-5-2,6.79,4-3-2-1,6.85,15.19,9.23,,,5.714285714285714,28.285714285714285,17.125,14.9375,15.285714285714286,14.6875
163,Интер,Дженоа,Лука Дж. Пайретто,1.44,4.5,7.0,23,2,0,1943,529,1414,49,51,11,12,1,4,485,505,50,38,20,12,12,13,41,35,6,6,16,8,6,3,12,18,122,126,17,9,9,3,11,1,6,8,3-5-2,7.0,4-3-1-2,6.73,8.95,21.14,,,6.0,27.857142857142858,13.0,15.3125,13.75,15.3125
164,Торино,СПАЛ,Майкл Фаббри,1.6,3.75,6.0,40,1,1,1482,749,733,48,52,23,17,4,4,345,381,62,62,27,18,18,18,55,73,15,20,12,17,10,3,9,16,162,136,14,12,6,4,10,8,4,4,3-4-2-1,6.88,3-5-2,6.79,5.57,5.03,,,6.0,28.428571428571427,15.25,16.0,15.25,14.1875
