,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
14,Атлетик,футбольный клуб Барселона,Хуан Мартинес Мунуэра,4.2,3.8,1.75,25,1,1,1199,1047,152,33,67,15,10,1,2,269,589,47,71,27,16,6,12,36,47,15,11,9,13,13,2,7,6,129,125,16,9,7,3,10,8,6,1,4-4-2,6.89,4-3-3,7.07,13.21,6.06,,,4.0,20,10,19.0,10,11.0
15,Реал Сосьедад,Райо Вальекано,Сантьяго Хайме Латре,1.44,4.333333333333334,8.5,34,1,0,1356,488,868,61,39,19,15,3,4,437,268,53,52,16,17,20,16,56,61,18,17,15,19,5,4,8,12,124,105,13,9,8,1,11,4,2,5,4-1-4-1,6.54,4-2-3-1,6.29,5.11,9.96,,,6.0,26.0,10,18.0,7.0,7.0
16,Атл. Мадрид,Эльче,Рикардо де Бургос Бенгоэчеа,1.29,5.25,11.0,26,1,0,738,700,38,42,58,16,10,2,2,421,582,57,61,7,12,9,24,50,42,7,6,27,12,2,1,8,4,105,125,8,4,4,2,5,1,3,3,3-1-4-2,6.91,5-3-2,6.85,11.76,16.19,,,4.0,20,10,9.0,10,13.0
17,Леванте,Реал Мадрид,Гильермо Куадра Фернандес,5.75,4.5,1.53,24,3,3,639,1673,-1034,39,61,17,7,3,2,350,560,57,41,20,25,23,17,32,50,5,6,12,17,4,6,3,9,114,115,8,20,4,5,6,10,2,10,4-3-3,6.6,4-3-3,7.25,12.4,8.35,,,4.0,20,10,16.0,10.0,10.0
18,Хетафе,Севилья,Хосе Мария Санчес Мартинес,3.1,2.9,2.55,28,0,1,735,1116,-381,39,61,18,10,3,2,301,495,64,90,21,16,7,12,52,43,26,14,12,6,5,4,6,14,125,124,12,9,0,3,5,7,7,2,4-4-2,6.72,4-2-3-1,7.34,11.71,10.31,,,4.0,20,10,15.0,10,14.0
19,Осасуна,Сельта,Хавьер Альберола Рохас,2.45,3.1,3.0,27,0,0,995,303,692,46,54,19,8,4,3,440,521,75,77,20,10,21,20,69,64,29,17,19,13,1,2,25,14,168,175,15,4,7,0,10,0,5,4,4-1-4-1,6.93,4-1-3-2,6.61,6.04,14.93,,,4.0,20,18.0,18.0,10,11.0
20,Мальорка,Эспаньол,Исидро Диас де Мера Эскудерос,2.8,2.9,2.75,33,1,0,1002,1000,2,47,53,16,17,4,3,353,393,47,38,7,10,19,13,58,52,17,10,15,19,2,2,5,5,122,123,12,8,6,3,6,4,6,4,4-2-3-1,6.79,4-4-2,6.83,9.35,8.04,,,1.0,21.0,12.0,13.5,12.0,11.0
21,Валенсия,Алавес,Мигель Анхель Ортис Ариас,1.7,3.5,5.25,35,3,0,993,904,89,49,51,20,15,1,4,353,373,76,68,16,16,8,20,50,64,16,25,14,7,4,4,6,8,129,145,9,9,4,2,8,5,1,4,4-4-2,6.77,4-4-2,6.57,6.73,8.13,,,6.0,30.0,24.0,18.0,10,14.0
22,Сельта,Атлетик,Антонио Матеу,2.38,3.2,3.0,23,0,1,1223,522,701,62,38,12,11,2,1,517,314,103,73,26,19,14,15,71,50,27,21,25,13,5,4,13,11,187,186,13,6,0,2,10,6,3,0,4-1-3-2,6.77,4-4-2,6.79,4.06,11.83,,,4.0,30.0,11.0,9.5,19.0,17.0
23,Эльче,Севилья,Валентин Писарро Гомес,5.0,3.5,1.75,15,1,1,479,2151,-1672,29,71,6,9,2,0,261,650,56,77,16,29,12,16,51,46,18,20,16,10,5,3,10,12,125,127,7,18,4,5,6,13,1,5,5-3-2,6.73,4-3-3,7.1,33.92,5.67,,,4.0,22.0,13.0,11.5,10.0,12.0
24,Реал Сосьедад,Леванте,Хосе Луис Мунуэра Монтеро,1.5,4.2,6.5,30,1,0,792,620,172,52,48,17,13,1,1,458,421,50,64,9,15,18,17,54,55,17,6,13,21,2,2,6,13,121,128,7,6,2,0,7,1,0,5,4-1-4-1,6.74,4-4-2,6.6,9.93,8.66,,,10.0,20.0,19.0,18.5,16.0,16.5
25,Бетис,Реал Мадрид,Алехандро Эрнандес,3.75,3.8,1.91,28,0,1,753,1038,-285,51,49,15,13,5,3,521,496,56,48,13,18,25,37,65,64,11,11,26,20,3,7,12,15,139,151,12,13,6,3,4,9,8,4,4-2-3-1,6.78,4-3-3,7.06,6.97,9.74,,,6.0,29.0,12.0,15.0,8.5,8.5
26,футбольный клуб Барселона,Хетафе,Пабло Гонсалес Фуэртес,1.36,4.75,8.0,38,2,1,1044,476,568,67,33,16,22,3,1,685,337,64,66,10,11,16,9,53,56,7,18,18,18,3,2,8,19,144,133,7,8,3,3,5,3,2,5,4-3-3,7.02,4-4-2,6.71,5.47,10.53,,,5.0,40.0,11.0,10.5,15.0,16.5
27,Кадис,Осасуна,Адриан Кордеро Вега,3.4,3.0,2.25,15,2,3,329,2303,-1974,27,73,9,6,4,0,222,612,68,65,20,38,11,21,46,66,16,35,17,10,4,11,15,3,149,183,7,14,3,4,4,9,3,5,4-1-4-1,6.73,4-1-4-1,6.95,16.28,5.73,,,4.0,32.0,10.0,10.0,10,18.5
28,Райо Вальекано,Гранада,Хесус Хиль Мансано,2.05,3.3,3.8,33,4,0,1286,970,316,47,53,19,14,1,4,333,385,63,76,19,15,19,11,60,49,23,14,13,13,5,6,9,7,151,158,19,9,6,3,11,5,8,4,4-2-3-1,6.54,4-3-3,6.82,6.61,7.3,,,8.0,39.0,10,11.0,21.0,17.5
29,Атл. Мадрид,Вильярреал,Сезар Сото Градо,1.73,3.5,5.5,17,2,2,2107,343,1764,49,51,11,6,5,2,416,472,39,61,36,4,18,17,33,55,8,13,12,24,16,0,7,15,127,115,23,2,4,2,15,2,8,0,3-1-4-2,6.98,4-4-2,6.91,13.95,17.46,,,4.0,20,16.0,12.5,10.0,14.5
30,Леванте,Райо Вальекано,Хавьер Альберола Рохас,2.15,3.25,3.6,30,1,1,422,1596,-1174,45,55,14,16,3,4,335,402,56,52,12,21,17,11,56,55,17,14,17,20,2,5,10,13,138,124,7,22,2,6,4,13,3,9,4-3-3,6.62,4-2-3-1,6.77,9.87,5.54,,,7.0,27.0,17.0,15.333333333333334,11.0,13.666666666666666
31,Атлетик,Мальорка,Хорхе Фигероа Васкес,1.75,3.5,5.0,20,2,0,1599,690,909,48,52,7,13,1,2,358,408,55,70,27,10,9,24,49,54,16,21,16,13,7,2,8,9,158,149,19,7,5,1,16,1,3,6,4-4-2,6.78,4-2-3-1,6.8,10.04,7.04,,,7.0,20.0,15.0,15.0,15.0,14.333333333333334
32,Эспаньол,Атл. Мадрид,Хуан Мартинес Мунуэра,4.75,3.4,1.85,21,1,2,874,1402,-528,42,58,10,11,1,4,376,516,54,42,15,20,17,22,48,53,10,13,22,16,6,3,15,9,122,139,9,13,3,3,5,8,4,5,4-5-1,6.77,3-4-2-1,6.87,9.59,7.19,,,3.0,25.0,10.0,13.0,9.0,12.0
33,Осасуна,Валенсия,Рикардо де Бургос Бенгоэчеа,2.25,3.1,3.5,34,1,4,967,805,162,57,43,20,14,4,2,418,313,64,66,18,17,6,15,46,66,20,23,9,11,4,4,11,6,151,145,11,10,2,4,6,6,5,4,4-1-4-1,6.92,4-4-2,6.9,4.96,12.27,,,4.0,26.0,18.5,14.333333333333334,12.0,18.666666666666668
34,Кадис,Реал Сосьедад,Алехандро Мунис Руис,6.0,3.5,1.62,19,0,2,198,2271,-2073,22,78,10,9,4,0,180,635,51,41,9,19,6,18,44,51,14,20,17,10,2,8,15,9,121,138,6,16,1,4,4,12,2,4,4-4-2,6.67,4-1-4-1,6.77,26.13,3.04,,,6.0,29.0,9.5,9.666666666666666,18.0,18.0
35,Реал Мадрид,Сельта,Хосе Мария Санчес Мартинес,1.4,5.25,7.0,24,5,2,1781,684,1097,60,40,8,16,2,3,613,413,53,58,19,11,27,10,51,38,7,6,13,17,7,3,5,6,121,116,15,11,11,4,15,8,0,3,4-4-2,7.05,4-1-3-2,6.8,11.7,18.15,,,5.0,28.0,10,10.0,8.0,10.333333333333334
36,Хетафе,Эльче,Марио Мелеро Лопес,1.73,3.2,6.5,20,0,1,1167,561,606,56,44,6,14,2,4,507,405,64,81,33,11,4,24,49,41,13,12,21,7,8,2,11,7,146,146,10,8,1,3,4,4,6,4,3-1-4-2,6.68,3-5-2,6.74,8.28,18.75,,,4.0,20,18.0,18.333333333333332,10.0,9.666666666666666
37,Гранада,Бетис,Гильермо Куадра Фернандес,3.1,3.3,2.3,21,1,2,745,1264,-519,43,57,7,14,1,2,359,492,60,56,21,16,21,17,45,50,9,15,12,15,6,8,11,13,137,125,11,19,2,9,5,12,6,7,4-3-3,6.66,4-2-3-1,6.78,17.5,7.39,,,5.0,24.0,14.0,16.333333333333332,18.0,15.0
38,Вильярреал,Алавес,Валентин Писарро Гомес,1.36,5.0,8.5,30,5,2,1901,515,1386,62,38,16,14,0,2,535,314,51,73,13,16,8,4,39,56,9,25,12,15,6,2,6,7,113,112,24,4,10,2,20,2,4,2,4-4-2,6.89,4-4-2,6.72,8.17,16.15,,,3.0,18.5,19.0,11.666666666666666,15.0,14.333333333333334
39,Севилья,футбольный клуб Барселона,Карлос Дель Серро Гранде,2.4,3.25,3.1,28,1,1,457,1668,-1211,41,59,15,13,2,3,354,491,65,48,9,23,12,19,43,61,12,16,14,19,4,9,4,8,130,124,5,23,1,7,4,12,1,11,4-3-3,6.91,4-3-3,6.92,12.57,8.38,,,6.0,26.0,14.0,11.0,10.0,12.333333333333334
40,Сельта,Кадис,Исидро Диас де Мера Эскудерос,1.4,4.5,8.5,16,1,2,2202,378,1824,78,22,8,8,3,2,681,195,71,76,36,11,18,12,54,58,26,23,12,20,7,1,7,10,183,158,14,7,4,3,8,4,6,3,4-1-3-2,6.72,4-1-4-1,6.64,3.35,24.19,,,4.0,27.0,11.5,11.75,10.0,9.75
41,Райо Вальекано,Хетафе,Адриан Кордеро Вега,2.5,3.0,3.1,36,3,0,1009,937,72,50,50,20,16,6,7,308,313,71,66,21,16,16,16,53,69,18,24,12,16,5,3,13,7,134,154,11,13,5,3,7,5,4,8,4-2-3-1,6.79,4-4-2,6.69,8.73,5.0,,,4.0,23.5,19.0,14.25,18.5,15.25
42,Атл. Мадрид,Атлетик,Хесус Хиль Мансано,1.65,3.4,6.5,23,0,0,1232,410,822,55,45,10,13,6,2,489,409,91,64,21,16,23,17,56,42,15,12,14,13,5,5,9,7,130,137,14,6,2,0,8,4,6,2,3-1-4-2,6.87,4-4-2,6.84,12.1,11.73,,,6.5,36.0,13.5,11.75,15.0,13.0
43,Эльче,Леванте,Мигель Анхель Ортис Ариас,2.3,3.1,3.4,24,1,1,560,1351,-791,54,46,10,14,2,2,431,373,52,54,25,20,18,18,48,42,13,8,17,20,4,7,10,5,114,118,9,11,2,6,6,8,3,3,5-3-2,6.78,3-5-2,6.64,22.45,16.44,,,5.5,32.5,9.5,10.75,14.5,15.0
44,Алавес,Осасуна,Алехандро Эрнандес,3.4,3.0,2.35,25,0,2,922,1198,-276,56,44,11,14,4,3,446,355,74,70,28,20,21,5,68,60,37,22,10,26,2,8,21,15,203,176,8,13,3,5,3,8,5,5,4-4-2,6.56,4-3-3,6.78,5.42,6.94,,,7.0,28.5,14.0,14.25,6.0,15.75
45,Мальорка,Вильярреал,Карлос Дель Серро Гранде,3.3,3.25,2.25,27,0,0,304,1117,-813,34,66,11,16,2,3,281,551,49,47,8,12,10,15,54,47,14,17,20,10,3,1,9,5,118,136,10,11,1,3,8,9,2,2,4-4-2,6.76,4-3-3,6.9,11.96,6.36,,,5.5,27.0,14.0,14.0,8.0,12.75
46,Реал Сосьедад,Севилья,Антонио Матеу,2.4,3.1,3.2,27,0,0,848,1144,-296,47,53,16,11,2,3,350,395,59,58,18,20,15,12,54,48,19,13,16,16,5,6,5,2,125,124,11,11,4,4,5,8,6,3,4-4-2,6.86,4-3-3,7.05,8.96,15.92,,,3.5,26.5,18.0,15.75,9.5,12.0
47,Бетис,Эспаньол,Сезар Сото Градо,1.83,3.5,4.333333333333334,22,2,2,1925,551,1374,60,40,13,9,4,4,475,315,40,46,25,15,17,18,50,50,12,12,20,19,10,4,10,9,113,122,23,11,9,4,18,8,5,3,4-2-3-1,6.81,4-1-4-1,6.74,6.96,14.61,,,7.0,17.0,13.5,14.75,14.5,12.25
48,Валенсия,Реал Мадрид,Пабло Гонсалес Фуэртес,4.5,3.8,1.75,28,1,2,607,1538,-931,39,61,14,14,1,5,325,543,56,44,24,14,11,21,43,47,7,7,15,13,2,5,12,7,123,115,12,18,4,10,8,12,4,6,4-4-2,6.9,4-4-1-1,7.09,11.37,12.7,,,4.5,39.0,22.0,17.5,10.0,9.5
49,футбольный клуб Барселона,Гранада,Сантьяго Хайме Латре,1.29,5.75,9.5,35,1,1,2875,248,2627,77,23,15,20,3,6,639,196,26,59,54,10,25,8,71,56,24,22,15,15,12,4,8,8,136,125,17,5,6,2,13,4,4,1,4-3-3,6.97,4-1-4-1,6.67,3.24,11.7,,,6.5,30.0,13.5,12.5,17.5,14.0
50,Хетафе,Атл. Мадрид,Гильермо Куадра Фернандес,6.5,3.5,1.62,26,1,2,491,1998,-1507,31,69,15,11,4,5,253,544,67,73,11,28,9,10,38,63,12,27,14,15,2,5,19,15,155,173,7,12,1,4,4,8,3,4,5-3-2,6.66,4-2-3-1,6.88,12.13,6.31,,,4.0,22.5,12.0,15.4,10.0,11.4
51,Атлетик,Райо Вальекано,Хосе Луис Мунуэра Монтеро,1.75,3.5,5.0,36,1,2,731,886,-155,47,53,16,20,3,3,386,436,54,98,13,17,13,19,64,50,22,14,14,12,2,1,5,16,160,160,8,8,1,3,5,4,3,4,4-4-2,6.82,4-2-3-1,6.84,7.0,5.76,,,6.0,25.0,11.0,13.0,12.666666666666666,15.4
52,Леванте,Сельта,Хорхе Фигероа Васкес,3.1,3.4,2.3,28,0,2,473,783,-310,45,55,16,12,3,2,367,449,52,83,13,12,21,19,58,67,18,22,16,18,2,4,19,13,161,154,6,4,2,2,3,4,3,0,3-5-2,6.67,4-1-3-2,6.72,6.44,6.53,,,5.0,20.0,15.5,14.8,12.0,11.0
53,Эспаньол,Алавес,Марио Мелеро Лопес,1.75,3.5,5.0,32,1,0,867,1241,-374,53,47,14,18,2,1,425,367,81,61,19,28,15,8,49,54,15,23,11,15,4,8,7,12,135,143,10,7,2,2,10,6,0,1,4-2-3-1,6.75,4-4-2,6.56,7.4,7.88,,,6.0,20.0,10.0,11.6,14.5,13.6
54,Севилья,Валенсия,Хосе Мария Санчес Мартинес,1.5699999999999998,4.0,6.0,46,3,1,1072,779,293,58,42,25,21,5,3,439,306,74,56,10,14,13,19,71,67,19,15,25,17,1,4,6,9,127,131,11,8,5,3,6,6,5,2,4-3-3,7.01,4-4-2,6.85,3.97,7.88,,,5.0,26.0,14.5,11.8,13.0,16.8
55,Реал Мадрид,Мальорка,Хавьер Альберола Рохас,1.2,7.0,12.0,26,6,1,1605,712,893,59,41,18,8,2,1,534,366,39,48,13,10,22,15,58,48,15,6,20,14,3,2,14,6,101,106,18,17,12,5,12,10,6,7,4-3-3,7.09,4-2-3-1,6.79,5.57,19.47,,,7.0,28.5,8.0,10.4,14.0,13.4
56,Вильярреал,Эльче,Алехандро Мунис Руис,1.44,4.333333333333334,7.5,27,4,1,1773,367,1406,60,40,16,11,1,2,536,340,48,58,18,29,18,13,44,46,7,9,16,15,8,7,10,17,126,133,14,9,9,3,10,7,4,2,4-3-3,6.87,3-5-2,6.77,6.03,11.54,,,5.0,24.0,17.5,13.4,12.0,10.6
57,Гранада,Реал Сосьедад,Валентин Писарро Гомес,4.2,3.3,1.95,27,2,3,620,1910,-1290,38,62,11,16,5,1,296,476,70,54,13,21,2,14,52,49,20,24,15,8,4,7,3,3,133,138,10,20,2,11,7,12,3,8,4-3-3,6.67,4-4-2,6.86,13.79,8.82,,,2.6666666666666665,22.333333333333332,10.5,15.2,13.5,15.8
58,Осасуна,Бетис,Хуан Мартинес Мунуэра,2.25,3.3,3.2,28,1,3,860,915,-55,48,52,18,10,2,0,373,410,72,61,25,23,15,11,43,63,16,28,10,12,4,7,11,6,157,142,11,16,3,9,5,8,6,8,4-3-3,6.83,4-2-3-1,6.83,11.22,13.0,,,4.0,23.0,19.0,15.4,16.0,14.4
59,Кадис,футбольный клуб Барселона,Карлос Дель Серро Гранде,7.0,4.5,1.44,24,0,0,630,1596,-966,32,68,16,8,3,4,281,637,67,38,27,24,22,18,47,59,10,17,20,19,4,5,17,6,146,150,13,6,3,2,8,4,5,2,4-4-2,6.67,4-3-3,6.97,16.58,7.61,,,5.333333333333333,27.0,9.666666666666666,9.4,11.5,13.0
60,Алавес,Атл. Мадрид,Антонио Матеу,8.5,4.0,1.44,29,1,0,473,2015,-1542,29,71,18,11,2,3,237,576,67,63,11,33,14,18,51,56,19,17,11,9,3,8,8,5,126,147,7,13,1,1,6,6,1,7,5-4-1,6.59,3-1-4-2,6.9,22.73,4.9,,,4.0,26.666666666666668,13.0,14.333333333333334,10.333333333333334,11.333333333333334
61,Валенсия,Атлетик,Алехандро Эрнандес,2.8,3.2,2.6,31,1,1,1092,565,527,52,48,14,17,5,2,355,328,100,75,31,21,7,15,53,55,20,21,13,13,4,5,14,6,155,160,13,12,6,4,7,9,6,3,4-4-2,6.78,4-4-2,6.78,4.75,8.5,,,7.0,27.333333333333332,19.333333333333332,17.5,14.333333333333334,13.5
62,Севилья,Эспаньол,Пабло Гонсалес Фуэртес,1.4,4.5,8.5,18,2,0,1347,1101,246,54,46,10,8,4,0,482,396,68,63,17,32,20,22,51,48,19,12,17,15,4,8,8,8,119,124,12,13,5,2,7,5,5,8,4-3-3,6.98,4-1-4-1,6.78,9.24,13.48,,,5.0,35.333333333333336,18.0,14.0,12.666666666666666,12.0
63,Реал Мадрид,Вильярреал,Хесус Хиль Мансано,1.45,4.75,6.5,22,0,0,1175,769,406,49,51,10,12,1,2,500,543,35,50,28,8,12,20,36,49,7,10,12,14,6,3,15,6,105,104,15,6,2,2,8,4,7,2,4-3-3,7.14,4-3-3,6.91,9.94,11.68,,,7.0,31.666666666666668,13.0,11.666666666666666,10.666666666666666,13.833333333333334
64,Мальорка,Осасуна,Мигель Анхель Ортис Ариас,2.45,3.1,3.2,25,2,3,798,1454,-656,56,44,8,17,2,3,362,292,65,53,18,17,13,5,56,51,18,29,13,12,5,5,13,4,132,144,17,11,8,6,9,4,8,7,4-2-3-1,6.71,4-1-4-1,6.78,8.87,7.56,,,5.0,29.666666666666668,13.0,12.5,10.0,15.833333333333334
65,футбольный клуб Барселона,Леванте,Исидро Диас де Мера Эскудерос,1.45,4.5,7.0,27,3,0,2601,107,2494,70,30,11,16,1,3,686,290,45,56,24,9,28,15,64,44,12,4,14,22,11,1,3,12,127,112,20,6,12,2,12,4,8,2,4-2-3-1,6.96,4-4-2,6.64,7.82,13.16,,,4.333333333333333,23.333333333333332,14.0,12.166666666666666,14.333333333333334,15.0
66,Райо Вальекано,Кадис,Рикардо де Бургос Бенгоэчеа,1.6,3.8,6.0,22,3,1,1380,852,528,59,41,11,11,2,4,441,289,72,73,17,25,21,18,60,69,22,26,12,20,4,3,11,15,165,172,13,6,6,1,11,6,2,0,4-2-3-1,6.84,4-1-4-1,6.7,4.88,7.15,,,5.0,30.0,19.5,16.166666666666668,9.0,10.5
67,Реал Сосьедад,Эльче,Адриан Кордеро Вега,1.45,4.1,8.0,28,1,0,2009,416,1593,64,36,12,16,1,3,533,296,60,53,21,10,19,14,56,51,25,14,9,18,6,1,5,5,133,123,18,5,5,2,13,2,5,3,4-2-3-1,6.86,4-3-1-2,6.73,7.38,17.11,,,7.0,27.666666666666668,17.333333333333332,15.833333333333334,11.666666666666666,10.666666666666666
68,Бетис,Хетафе,Сантьяго Хайме Латре,1.6,3.8,6.0,31,2,0,1410,368,1042,51,49,12,19,1,3,461,417,60,65,6,24,19,15,72,51,19,11,24,23,3,3,9,12,144,145,20,8,5,3,12,4,8,4,4-2-3-1,6.85,3-5-2,6.64,9.88,6.93,,,7.333333333333333,31.666666666666668,13.333333333333334,13.666666666666666,17.666666666666668,15.333333333333334
69,Сельта,Гранада,Сесар Сото Градо,1.55,4.0,6.0,21,1,0,2347,211,2136,73,27,9,12,2,7,587,213,71,65,25,10,13,16,49,45,19,18,13,10,5,3,7,15,143,136,14,7,5,4,9,5,5,2,4-1-3-2,6.77,4-4-2,6.68,4.09,15.05,,,3.0,24.0,10.333333333333334,11.166666666666666,18.333333333333332,14.5
