Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
363,Челси,Лестер,Майк Дин,1.67,3.75,5.25,31,0,0,1323,670,653,58,42,15,16,2,5,549,381,44,53,17,17,21,15,61,58,17,15,19,23,6,5,12,7,134,139,17,7,6,3,15,4,2,3,3-4-2-1,7.01,3-4-2-1,6.93,3.608695652173913,22.608695652173918,11.444444444444445,11.27777777777778,10.0,10.77777777777778,6.96,10.97,,
364,Эвертон,Вулверхэмптон,Энди Мэдли,1.73,3.75,4.75,22,0,0,859,1356,-497,41,59,11,11,0,2,377,528,52,58,19,35,20,31,69,52,24,10,21,12,7,12,10,11,122,156,14,9,4,3,9,5,5,4,4-4-2,6.93,3-4-1-2,6.88,2.7142857142857144,24.5,10.166666666666666,10.13888888888889,10.11111111111111,11.13888888888889,11.56,8.87,,
365,Ньюкасл,Шеффилд Юнайтед,Роберт Джонс,1.8,3.75,4.333333333333334,14,1,0,1212,1112,100,50,50,7,7,0,2,487,462,48,46,15,21,35,11,55,44,16,14,8,17,5,2,6,4,108,113,16,11,5,1,8,6,8,5,5-3-2,6.78,3-4-3,6.71,2.375,22.375,10.666666666666666,10.416666666666666,12.555555555555555,12.25,19.2,18.59,,
366,Тоттенхэм,Астон Вилла,Крэйг Поусон,1.6,4.5,5.0,27,1,2,1033,963,70,60,40,14,13,1,1,569,367,50,53,20,9,22,23,57,61,12,13,21,18,4,5,8,11,140,124,10,20,4,4,7,15,3,5,4-2-3-1,6.93,4-2-3-1,6.97,3.571428571428572,24.19047619047619,12.5,11.61111111111111,10.77777777777778,11.52777777777778,9.0,10.13,,
367,Кристал Пэлас,Арсенал,Энтони Тейлор,5.75,4.2,1.55,14,0,1,842,1382,-540,31,69,7,7,2,1,258,603,49,61,28,26,9,14,52,41,21,21,20,8,6,7,8,11,132,149,12,6,6,3,9,4,3,2,4-3-3,6.78,4-2-3-1,6.88,2.740740740740741,21.55555555555556,11.055555555555555,10.944444444444445,8.222222222222221,9.13888888888889,16.05,9.85,,
368,Бернли,Ливерпуль,Крис Кавана,9.0,6.0,1.29,17,0,1,1304,1428,-124,41,59,10,7,0,0,389,584,78,56,36,16,7,12,39,54,14,24,14,15,6,7,10,6,153,138,10,20,4,3,6,15,4,5,4-4-1-1,6.83,4-3-3,6.96,3.15,23.7,9.77777777777778,10.36111111111111,10.27777777777778,10.52777777777778,11.64,13.15,,
369,Вест Бромвич,Вест Хэм,Майкл Оливер,5.0,4.2,1.62,19,1,1,1009,1347,-338,52,48,8,11,2,2,357,326,60,53,24,23,18,14,63,51,31,22,10,16,6,8,12,10,155,142,14,21,4,9,6,16,8,5,4-4-1-1,6.72,4-2-3-1,6.88,3.0384615384615383,22.653846153846157,10.944444444444445,10.666666666666666,9.27777777777778,9.97222222222222,8.82,9.35,,
370,Арсенал,Брайтон,Джонатан Мосс,1.65,4.2,4.75,18,0,0,1648,707,941,53,47,10,8,0,0,565,489,39,58,21,10,16,6,35,33,7,4,14,17,11,3,5,13,117,107,16,5,5,1,7,2,9,3,4-2-3-1,6.88,4-3-3,6.89,2.6666666666666665,20.25,10.055555555555555,9.08108108108108,10.666666666666666,11.35135135135135,17.33,18.94,,
371,Астон Вилла,Челси,Стюарт Аттвелл,6.5,4.75,1.45,23,1,0,396,3012,-2616,28,72,11,12,3,4,250,598,55,34,6,40,16,9,54,44,20,12,14,18,2,9,7,9,118,140,6,23,3,7,4,15,2,8,4-2-3-1,6.98,3-4-2-1,7.01,3.9047619047619047,22.285714285714285,12.27777777777778,11.567567567567568,11.11111111111111,11.37837837837838,18.38,6.33,,
372,Фулхэм,Ньюкасл,Крис Кавана,2.4,3.4,2.9,18,0,1,1396,533,863,64,36,12,6,1,0,596,333,38,46,37,11,12,11,38,35,7,10,18,13,5,4,10,10,119,113,14,10,0,4,8,5,6,5,3-4-2-1,6.84,5-3-2,6.79,3.0,23.38095238095238,12.5,12.756756756756756,10.166666666666666,10.324324324324325,8.91,40.88,,
373,Лидс,Вест Бромвич,Дэвид Кут,1.53,4.75,5.25,24,2,0,1530,596,934,64,36,12,12,2,1,499,268,49,51,17,11,23,17,56,51,17,10,21,19,8,3,8,8,139,139,17,14,9,5,9,7,8,7,3-4-2-1,6.92,5-3-2,6.72,3.4,23.95,11.38888888888889,11.35135135135135,10.38888888888889,10.594594594594597,4.27,14.0,,
374,Лестер,Тоттенхэм,Энтони Тейлор,1.83,4.2,3.75,17,1,1,960,1125,-165,47,53,9,8,0,2,444,492,58,49,15,24,14,28,54,57,11,16,28,18,8,7,17,11,156,166,10,11,6,4,6,9,4,2,4-4-2,6.92,4-2-3-1,6.92,2.75,21.285714285714285,11.555555555555555,10.91891891891892,10.72222222222222,11.675675675675675,10.89,13.33,,
375,Ливерпуль,Кристал Пэлас,Андре Марринер,1.14,8.5,15.0,18,1,0,2511,341,2170,69,31,10,8,2,2,588,263,52,55,28,2,19,14,43,56,13,14,15,24,14,1,10,10,158,137,19,5,5,4,16,2,3,3,4-3-3,6.98,4-3-3,6.77,2.36,18.76,10.77777777777778,10.432432432432432,10.833333333333334,10.83783783783784,5.39,16.75,,
376,Манчестер Сити,Эвертон,Майкл Оливер,1.3,6.0,9.0,18,2,0,2284,546,1738,67,33,8,10,2,2,725,340,38,50,14,11,20,18,45,42,8,11,10,12,7,5,9,10,97,103,21,8,11,3,17,4,4,4,4-3-3,7.07,4-3-1-2,6.93,3.074074074074074,22.51851851851852,9.666666666666666,9.54054054054054,10.11111111111111,10.16216216216216,10.0,19.12,,
377,Шеффилд Юнайтед,Бернли,Кевин Френд,2.8,3.4,2.5,12,1,0,618,1034,-416,43,57,11,1,3,1,361,482,88,98,20,26,15,17,68,79,39,44,19,16,8,9,5,8,164,193,12,10,3,3,8,7,4,3,3-4-2-1,6.71,4-4-1-1,6.82,2.333333333333333,20.58333333333333,11.944444444444445,12.108108108108109,10.944444444444445,10.35135135135135,8.65,9.35,,
378,Вест Хэм,Саутгемптон,Мартин Аткинсон,1.75,3.9,4.5,14,2,0,932,1182,-250,36,64,5,9,0,3,300,534,51,47,15,10,19,12,46,48,18,11,12,23,2,3,10,7,150,145,14,17,7,5,11,11,3,6,4-2-3-1,6.89,4-4-2,6.77,2.3461538461538463,19.0,10.666666666666666,10.0,10.944444444444445,11.324324324324325,17.76,6.17,,
379,Вулверхэмптон,Манчестер Юнайтед,Майк Дин,2.25,3.4,3.2,17,1,2,1381,552,829,57,43,14,3,4,1,571,440,38,44,30,6,23,22,43,47,9,12,19,14,6,2,10,14,124,108,14,9,4,4,10,6,4,3,3-5-2,6.87,4-2-3-1,6.98,3.75,22.95833333333333,12.166666666666666,11.135135135135137,12.77777777777778,12.135135135135137,8.25,29.18,,
