,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
13,Уэска,Кадис,Сезар Сото Градо,1.9,3.0,4.75,41,0,1,1120,418,702,70,30,18,23,3,3,582,235,53,74,22,14,14,18,71,57,18,14,19,18,2,1,4,15,145,143,5,6,1,4,3,3,2,3,4-2-3-1,6.78,4-2-3-1,6.66,3.68,12.0,,,4.0,20,10,22.0,10,14.0
14,Гранада,Алавес,Карлос Дель Серро Гранде,2.15,3.0,3.75,21,1,1,1265,416,849,56,44,9,12,0,3,369,289,63,73,23,19,14,14,58,49,22,20,17,18,4,4,6,8,150,151,10,5,3,3,8,2,2,3,4-2-3-1,6.84,3-5-2,6.7,5.61,12.19,,,4.0,20,8.0,8.0,10,19.0
15,Бетис,Вальядолид,Сантьяго Хайме Латре,1.8,3.6,4.75,28,2,0,1425,536,889,56,44,18,10,3,0,511,390,58,74,17,19,18,13,60,51,20,12,17,13,5,3,13,11,146,147,16,9,6,2,10,6,6,3,4-2-3-1,6.98,4-2-3-1,6.61,6.83,9.04,,,4.0,20,10,17.0,10,15.0
16,Реал Сосьедад,Реал Мадрид,Хуан Мартинес Мунуэра,4.5,3.8,1.75,29,0,0,332,1941,-1609,32,68,17,12,2,2,330,693,48,64,9,20,12,25,43,62,10,16,17,15,1,11,13,10,115,131,6,16,1,4,5,8,1,8,4-4-2,0.0,4-2-3-1,0.0,13.24,7.0,,,4.0,20,10,17.0,10,8.0
17,Атлетик,футбольный клуб Барселона,Карлос Дель Серро Гранде,5.25,4.333333333333334,1.5699999999999998,16,1,2,511,1653,-1142,42,58,10,6,2,1,466,643,56,41,16,10,16,15,29,51,6,10,11,21,3,4,10,20,119,110,8,13,3,9,6,9,2,4,4-4-2,6.75,4-3-3,7.02,18.53,11.15,,,3.0,21.0,10,10.0,10,8.0
18,Леванте,Атл. Мадрид,Хосе Луис Мунуэра Монтеро,5.0,3.5,1.75,20,1,1,337,1993,-1656,36,64,10,10,1,3,342,592,59,58,10,24,18,9,38,48,6,11,18,23,1,8,21,8,127,159,7,14,4,6,3,10,4,4,4-4-2,6.78,3-1-4-2,7.0,15.0,7.74,,,4.0,20,10,14.0,10,14.0
19,Севилья,Эльче,Хавьер Альберола Рохас,1.44,4.2,8.0,17,1,0,1406,576,830,67,33,9,8,2,1,695,332,80,52,17,18,13,12,49,42,16,18,14,9,4,1,10,12,114,105,13,11,8,5,8,3,5,8,4-3-3,6.95,4-4-2,6.72,10.09,34.0,,,2.0,24.0,10,11.0,8.0,8.0
20,Алавес,Хетафе,Хавьер Альберола Рохас,3.5,2.8,2.45,26,0,0,766,922,-156,47,53,13,13,2,2,320,352,95,96,12,23,8,18,66,60,36,22,18,18,1,5,12,9,197,189,9,11,0,4,5,8,4,3,4-4-2,6.6,4-4-2,6.84,6.43,8.69,,,2.5,20.5,19.0,15.5,16.0,17.5
21,Валенсия,Уэска,Хосе Луис Мунуэра Монтеро,2.05,3.4,3.6,34,1,0,560,1401,-841,47,53,14,20,0,1,368,397,69,68,20,29,24,11,62,63,16,20,8,20,4,4,8,18,137,117,5,17,2,4,3,10,2,7,4-4-2,6.91,4-2-3-1,6.66,11.63,4.83,,,4.0,20.0,9.0,11.0,22.0,20.0
22,Эльче,Реал Сосьедад,Исидро Диас де Мера Эскудерос,6.5,3.8,1.55,23,0,0,273,2520,-2247,40,60,11,12,3,1,338,492,57,46,12,36,19,12,47,55,12,21,15,15,2,11,10,10,118,136,5,27,2,7,2,20,3,7,5-4-1,0.0,4-1-4-1,0.0,23.64,7.62,,,2.0,25.5,10,8.0,17.0,17.0
23,Бетис,Реал Мадрид,Рикардо де Бургос Бенгоэчеа,4.5,4.0,1.7,19,2,1,978,1302,-324,45,55,9,10,5,2,455,539,51,60,13,16,11,17,44,45,12,12,16,14,8,3,14,10,120,122,15,11,5,4,9,10,6,1,4-2-3-1,7.05,4-3-1-2,7.11,15.68,10.25,,,4.0,20,18.0,17.5,12.0,10.0
24,Осасуна,Леванте,Марио Мелеро Лопес,2.15,3.5,3.3,31,1,1,641,1500,-859,41,59,15,16,2,0,295,434,81,87,14,18,9,19,53,56,22,23,15,10,3,7,6,7,151,168,8,11,4,5,4,9,4,2,4-4-2,6.78,4-4-2,6.48,9.87,6.0,,,5.0,32.0,10,17.0,14.0,12.0
25,Эйбар,Атлетик,Адриан Кордеро Вега,3.5,2.9,2.3,27,0,1,678,963,-285,49,51,15,12,1,1,328,355,81,107,26,14,6,10,62,72,33,45,13,10,5,4,16,7,188,183,7,9,1,5,3,7,4,2,4-3-3,6.76,4-2-3-1,6.6,5.89,7.39,,,4.0,20,17.0,14.5,10.0,10.0
26,Атл. Мадрид,Гранада,Хавьер Эстрада Фернандес,1.4,4.333333333333334,8.5,30,1,0,1407,807,600,55,45,16,14,3,2,514,404,41,59,11,20,20,14,62,63,20,23,12,16,1,1,17,12,129,143,17,11,10,6,15,5,2,6,4-4-2,0.0,4-2-3-1,0.0,6.93,9.9,,,2.0,28.5,14.0,12.0,10,8.5
27,Кадис,Севилья,Давид Меди Хименес,5.5,3.6,1.66,23,0,0,916,1754,-838,24,76,9,14,4,2,209,706,59,65,23,23,12,18,61,37,20,15,19,7,6,5,10,7,125,112,12,14,5,5,6,12,6,2,4-2-3-1,0.0,4-3-3,0.0,31.31,3.43,,,4.0,20,14.0,18.5,11.0,10.0
28,Вальядолид,Сельта,Хосе Мария Санчес Мартинес,3.4,2.9,2.4,43,0,1,1367,310,1057,53,47,26,17,3,4,352,321,68,60,28,9,22,22,54,76,10,21,17,20,4,1,13,18,156,138,10,5,4,1,6,3,4,2,4-4-2,6.59,4-2-3-1,6.92,4.08,6.58,,,5.0,23.0,15.0,12.5,13.0,12.5
29,футбольный клуб Барселона,Вильярреал,Гильермо Куадра Фернандес,1.5,4.75,6.0,19,4,0,1556,642,914,56,44,9,10,0,1,685,517,31,57,16,18,17,16,38,32,5,6,10,9,8,4,8,10,107,118,17,5,9,1,15,5,2,0,4-2-3-1,0.0,4-4-2,0.0,14.95,19.15,,,4.0,20,8.0,7.0,10,7.5
30,Реал Сосьедад,Валенсия,Хорхе Фигероа Васкес,1.5,4.333333333333334,6.0,31,0,0,1712,487,1225,65,35,16,15,1,5,520,273,43,63,28,12,17,3,58,48,22,19,10,14,9,3,12,9,143,125,11,9,3,5,5,4,6,5,4-1-4-1,7.0,4-4-2,6.87,7.19,11.33,,,2.0,17.0,17.0,15.333333333333334,13.0,12.0
31,Хетафе,Бетис,Хуан Мартинес Мунуэра,2.3,3.0,3.5,32,3,0,481,710,-229,30,70,15,17,4,4,267,625,78,71,10,14,18,27,66,71,17,20,21,19,1,4,7,14,160,163,8,10,4,2,6,5,2,5,4-4-2,6.87,4-2-3-1,6.89,13.84,3.58,,,4.0,29.0,19.0,16.0,17.0,14.666666666666666
32,Уэска,Атл. Мадрид,Адриан Кордеро Вега,7.0,4.0,1.53,23,0,0,541,1588,-1047,36,64,13,10,1,0,359,626,76,60,18,25,17,24,50,60,18,18,16,14,5,7,13,7,136,138,9,16,3,2,5,9,4,7,4-3-3,6.75,4-4-2,7.36,15.43,8.91,,,2.0,27.0,18.0,20.0,10.0,13.333333333333334
33,Вильярреал,Алавес,Давид Меди Хименес,1.53,4.2,6.0,24,2,1,1204,721,483,58,42,11,13,0,2,549,377,73,60,14,15,24,14,53,50,9,21,15,14,2,0,19,16,137,134,10,8,6,3,7,7,3,1,4-1-4-1,6.79,4-4-2,6.68,7.47,10.88,,,6.0,23.0,7.5,8.333333333333334,12.0,14.666666666666666
34,Эйбар,Эльче,Сантьяго Хайме Латре,1.72,3.5,5.25,23,0,1,1748,354,1394,61,39,9,14,2,2,504,331,90,91,42,9,14,23,57,55,18,19,17,14,3,2,26,15,157,166,12,5,4,2,6,5,6,0,4-4-2,6.73,3-4-2-1,6.54,4.0,12.8,,,3.0,28.0,16.0,14.666666666666666,8.0,9.0
35,Реал Мадрид,Вальядолид,Сезар Сото Градо,1.22,6.5,12.0,18,0,0,1411,804,607,63,37,11,7,2,1,576,322,49,67,22,28,34,9,58,40,15,13,11,15,4,7,9,10,120,117,15,11,5,5,12,6,3,5,4-3-1-2,6.95,4-2-3-1,6.63,11.21,17.74,,,6.0,41.0,8.0,10.0,10.0,17.0
36,Атлетик,Кадис,Пабло Гонсалес Фуэртес,1.61,3.5,6.5,30,0,0,2056,267,1789,72,28,14,16,3,5,526,211,63,73,38,6,18,9,56,47,21,17,8,14,5,2,6,11,152,126,13,3,4,1,7,2,6,1,4-2-3-1,6.7,4-4-1-1,6.69,4.4,11.57,,,6.0,36.0,10.0,10.666666666666666,23.0,15.333333333333334
37,Севилья,Леванте,Хавьер Эстрада Фернандес,1.5,4.5,6.0,31,0,0,1834,278,1556,65,35,14,17,6,2,570,307,69,54,25,11,10,22,49,47,14,9,16,12,2,4,9,10,113,123,16,3,2,1,10,1,6,2,4-3-3,7.01,4-4-2,6.73,6.5,13.08,,,3.0,29.0,9.0,11.333333333333334,15.0,13.333333333333334
38,Сельта,футбольный клуб Барселона,Карлос Дель Серро Гранде,6.0,4.75,1.45,32,0,1,840,1256,-416,43,57,22,10,5,5,425,557,31,57,16,11,16,15,38,48,6,5,12,10,3,7,13,10,123,123,10,7,3,4,6,4,4,3,5-3-2,6.86,4-2-3-1,7.33,7.65,11.28,,,3.0,18.5,12.0,14.0,6.0,7.666666666666667
39,Гранада,Осасуна,Пабло Гонсалес Фуэртес,2.25,3.1,3.5,33,2,0,491,1415,-924,39,61,16,17,1,4,276,404,74,69,9,22,17,10,61,59,22,26,12,15,4,4,10,8,163,169,10,15,3,3,6,5,4,10,4-2-3-1,6.69,4-4-1-1,6.72,12.75,4.39,,,7.0,33.0,8.5,10.333333333333334,17.0,16.333333333333332
40,Вальядолид,Эйбар,Исидро Диас де Мера Эскудерос,2.0,3.0,4.333333333333334,32,1,1,998,889,109,52,48,11,21,2,3,347,302,84,72,17,19,10,13,50,59,12,23,15,19,3,4,8,8,159,158,9,11,3,5,6,5,3,6,4-4-2,6.65,4-2-3-1,6.75,8.0,7.68,,,2.6666666666666665,24.666666666666668,20.5,14.5,12.0,13.25
41,Атл. Мадрид,Вильярреал,Алехандро Эрнандес,1.5699999999999998,4.0,5.75,18,0,0,1554,512,1042,54,46,11,7,1,2,600,510,43,72,28,12,20,23,44,55,8,13,18,21,9,1,9,12,145,128,13,6,0,2,5,3,8,3,4-4-2,7.2,4-1-4-1,6.83,10.77,15.14,,,6.0,32.0,15.0,12.5,10.0,9.0
42,Эльче,Уэска,Марио Мелеро Лопес,3.8,3.2,2.05,34,0,0,293,1431,-1138,51,49,8,26,0,2,511,475,71,43,7,23,25,17,70,43,9,7,21,19,0,5,13,13,135,133,2,18,0,4,2,12,0,6,3-4-2-1,6.71,4-4-2,6.79,10.39,7.72,,,3.5,31.5,11.0,10.25,21.0,18.25
43,Реал Сосьедад,Хетафе,Антонио Матеу,2.05,3.0,4.333333333333334,34,1,0,1269,684,585,53,47,21,13,3,3,384,335,73,93,15,13,16,16,65,67,26,22,19,21,5,4,13,9,185,179,11,5,6,1,9,2,2,3,4-1-4-1,6.97,4-4-2,6.9,4.35,7.27,,,7.0,18.0,16.5,15.5,14.5,15.75
44,Валенсия,Бетис,Гильермо Куадра Фернандес,3.1,3.4,2.3,25,0,1,419,1632,-1213,46,54,11,14,2,2,407,458,56,63,10,20,18,30,52,57,17,11,13,14,4,7,7,11,123,118,5,17,2,8,2,12,3,5,4-4-2,6.88,4-2-3-1,6.78,9.85,8.1,,,1.0,19.0,11.5,12.75,17.0,15.25
45,Осасуна,Сельта,Рикардо де Бургос Бенгоэчеа,2.8,3.0,2.62,29,1,0,1067,1057,10,39,61,19,10,3,3,291,477,72,63,28,16,11,22,50,70,17,22,17,19,6,5,16,11,163,161,13,9,5,3,8,4,5,5,4-4-2,6.68,4-4-1-1,6.76,7.14,5.52,,,7.0,19.0,15.0,16.5,15.0,16.0
46,Алавес,Атлетик,Хосе Мария Санчес Мартинес,3.6,2.9,2.3,37,0,0,761,1313,-552,40,60,20,17,2,3,299,432,69,82,18,26,20,10,59,65,24,28,7,13,0,6,13,10,143,161,8,8,3,0,6,5,2,3,3-5-2,6.65,4-2-3-1,6.73,9.84,4.85,,,6.0,33.0,16.0,14.25,11.0,11.5
47,Леванте,Реал Мадрид,Хосе Луис Мунуэра Монтеро,5.75,4.75,1.5,22,0,1,958,1342,-384,45,55,14,8,2,1,422,514,48,58,16,25,18,20,33,56,7,8,11,19,4,6,11,20,137,133,11,13,4,3,6,7,5,6,4-4-2,6.7,4-3-3,7.06,10.19,7.82,,,2.5,27.0,10.0,14.25,11.0,10.25
48,Кадис,Гранада,Хавьер Альберола Рохас,3.1,2.87,2.6,32,0,1,599,1232,-633,41,59,16,16,2,2,306,430,54,66,15,21,19,21,64,64,20,13,17,23,2,5,14,12,136,149,14,13,4,5,7,5,7,8,4-4-2,6.66,4-2-3-1,6.66,9.54,4.0,,,3.0,22.333333333333332,11.5,15.5,14.0,11.75
49,футбольный клуб Барселона,Севилья,Хесус Хиль Мансано,1.6,4.2,5.0,29,1,1,1072,814,258,54,46,11,18,1,1,647,537,41,58,12,14,15,12,46,45,7,12,12,14,6,5,11,16,116,99,12,13,5,1,8,9,4,4,4-2-3-1,7.17,4-3-3,6.98,15.83,11.21,,,4.0,25.0,8.5,8.25,12.5,12.0
50,Гранада,Севилья,Пабло Гонсалес Фуэртес,4.0,3.25,2.05,27,0,0,1051,692,359,51,49,16,11,4,4,371,370,59,59,26,9,12,14,49,54,14,17,17,13,5,1,11,12,125,114,13,8,3,3,7,5,6,3,4-1-4-1,6.71,4-3-3,6.94,8.0,11.41,,,6.333333333333333,33.0,11.0,12.6,14.333333333333334,13.2
51,Сельта,Атл. Мадрид,Хуан Мартинес Мунуэра,5.0,3.5,1.75,34,0,1,1351,586,765,52,48,16,18,3,4,483,451,48,72,17,10,16,9,57,39,13,13,14,8,8,4,7,14,134,136,15,9,5,4,13,7,2,2,5-3-2,6.77,4-4-2,7.1,13.83,9.52,,,6.0,30.5,17.0,14.8,10.0,12.2
52,Реал Мадрид,Кадис,Сантьяго Хайме Латре,1.22,6.0,14.0,12,0,1,1534,1015,519,74,26,7,5,2,0,631,199,55,86,29,26,18,5,42,42,15,20,9,14,4,11,12,17,140,132,14,14,2,5,9,11,5,3,4-3-3,7.11,4-4-2,6.69,6.5,23.57,,,3.5,25.5,9.5,9.8,19.5,15.6
53,Хетафе,футбольный клуб Барселона,Сезар Сото Градо,5.0,3.6,1.7,30,0,0,749,1334,-585,27,73,20,10,4,3,217,617,65,42,21,9,8,27,43,75,10,21,21,14,7,2,14,13,136,134,9,7,4,1,5,5,4,2,4-4-2,6.78,4-2-3-1,7.04,11.4,5.07,,,4.5,29.5,17.0,15.2,8.0,8.8
54,Эйбар,Осасуна,Давид Меди Хименес,2.75,2.87,2.9,28,0,0,1020,1003,17,52,48,14,14,2,3,358,327,92,84,28,24,16,11,66,87,30,45,9,21,6,7,7,10,204,197,10,8,6,2,5,6,5,2,4-4-2,6.76,4-4-2,6.75,10.38,6.0,,,4.0,23.5,13.666666666666666,14.8,17.0,17.0
55,Атлетик,Леванте,Хавьер Альберола Рохас,2.05,3.4,3.6,21,0,0,1593,617,976,51,49,11,10,3,1,381,358,64,60,18,14,11,13,52,48,21,9,16,19,9,3,11,9,132,129,14,6,5,1,12,5,2,1,4-2-3-1,6.72,4-4-2,6.65,7.12,10.58,,,3.25,24.75,12.0,12.6,15.666666666666666,14.2
56,Вильярреал,Валенсия,Карлос Дель Серро Гранде,1.6,4.2,5.75,21,1,1,1475,568,907,62,38,13,8,3,1,595,347,51,58,12,24,15,15,31,43,7,11,9,12,3,7,14,12,98,113,16,11,6,3,6,3,10,8,4-1-4-1,6.86,4-4-2,6.82,10.35,14.57,,,5.333333333333333,23.0,8.666666666666666,8.6,14.0,12.4
57,Алавес,Эльче,Адриан Кордеро Вега,1.83,3.3,4.75,22,0,1,873,665,208,46,54,11,11,2,5,390,465,49,60,28,15,18,13,50,39,13,10,15,14,2,6,18,11,125,139,13,7,2,3,9,5,4,2,3-4-1-2,6.69,3-4-2-1,6.8,9.43,12.32,,,1.5,25.0,17.333333333333332,15.4,10.0,9.8
58,Уэска,Вальядолид,Хорхе Фигероа Васкес,2.1,3.0,4.0,38,0,1,1775,272,1503,66,34,14,24,1,2,569,298,56,71,28,8,15,13,67,59,22,16,10,20,3,1,11,10,155,135,12,5,7,3,9,3,3,2,4-2-3-1,6.79,4-2-3-1,6.63,9.91,10.09,,,4.0,24.0,15.5,19.8,8.5,13.8
59,Бетис,Реал Сосьедад,Хавьер Эстрада Фернандес,2.75,3.4,2.45,29,0,1,943,1027,-84,56,44,11,18,2,1,501,402,87,67,16,12,14,12,65,61,30,21,8,22,6,2,12,6,161,158,7,8,1,5,4,7,3,1,4-2-3-1,6.86,4-1-4-1,6.96,10.5,10.77,,,4.25,29.5,13.5,15.0,14.5,16.6
60,Эльче,Валенсия,Сезар Сото Градо,3.3,3.3,2.25,23,2,0,385,1463,-1078,46,54,15,8,3,1,456,515,69,41,12,17,16,22,50,46,12,6,23,15,0,7,14,16,128,127,3,14,2,4,2,7,1,7,3-4-2-1,6.84,4-4-2,6.8,15.83,11.41,,,5.333333333333333,29.666666666666668,9.5,10.0,12.0,11.666666666666666
61,футбольный клуб Барселона,Реал Мадрид,Хуан Мартинес Мунуэра,1.85,3.9,3.9,24,1,1,1308,1285,23,52,48,11,13,3,2,595,537,17,35,18,14,26,14,53,47,8,6,13,22,7,7,9,18,121,104,10,15,4,9,6,13,4,2,4-4-2,6.97,4-3-3,7.05,11.75,13.5,,,6.333333333333333,31.666666666666668,9.333333333333334,9.0,10.0,9.333333333333334
62,Осасуна,Атлетик,Гильермо Куадра Фернандес,3.2,3.0,2.45,28,0,0,516,1223,-707,39,61,18,10,3,2,326,498,72,95,20,23,11,8,65,56,38,28,11,14,2,5,12,8,150,167,7,13,2,5,3,7,4,6,4-4-2,6.81,4-2-3-1,6.78,11.04,6.59,,,2.5,22.0,17.0,16.5,13.0,12.333333333333334
63,Севилья,Эйбар,Алехандро Эрнандес,1.6,3.8,6.0,23,0,1,2479,372,2107,71,29,11,12,0,3,652,261,75,62,42,16,17,16,54,61,12,29,17,13,13,3,11,23,155,128,21,3,3,1,13,2,8,1,4-3-3,6.87,4-4-2,6.77,5.17,15.63,,,4.5,25.0,11.5,12.833333333333334,16.5,14.666666666666666
64,Атл. Мадрид,Бетис,Антонио Матеу,1.61,3.8,5.75,31,0,0,835,1254,-419,40,60,19,12,2,0,382,563,57,52,10,25,13,22,54,57,17,13,16,14,8,5,9,13,132,127,13,12,6,3,7,5,6,7,4-4-2,7.04,4-2-3-1,6.78,10.97,7.0,,,6.5,26.0,13.666666666666666,13.166666666666666,16.0,14.333333333333334
65,Вальядолид,Алавес,Хосе Луис Мунуэра Монтеро,2.45,2.87,3.3,16,0,0,488,1714,-1226,44,56,9,7,1,0,344,437,66,67,15,21,8,13,41,55,15,26,16,12,2,4,11,12,152,139,5,14,1,4,5,12,0,2,4-4-2,6.64,4-4-2,6.69,19.38,11.33,,,2.6666666666666665,25.333333333333332,17.333333333333332,15.5,12.5,14.666666666666666
66,Кадис,Вильярреал,Рикардо де Бургос Бенгоэчеа,3.75,3.3,2.05,21,0,0,234,1947,-1713,23,77,14,7,2,2,219,748,60,50,17,21,10,10,36,48,15,14,10,13,0,5,11,6,128,134,5,7,0,2,3,3,2,4,4-4-2,6.73,4-3-3,6.87,24.45,4.94,,,6.5,24.0,13.0,13.833333333333334,8.5,9.333333333333334
67,Хетафе,Гранада,Хесус Хиль Мансано,2.0,3.0,4.5,42,0,1,1922,355,1567,65,35,19,23,4,2,351,202,76,78,47,8,9,7,75,68,35,37,11,12,6,1,3,9,189,158,10,5,1,2,5,2,5,3,4-4-2,6.78,4-1-4-1,6.76,2.5,5.04,,,3.0,27.0,18.0,16.0,15.0,13.166666666666666
68,Реал Сосьедад,Уэска,Исидро Диас де Мера Эскудерос,1.8,3.4,5.0,23,1,0,1506,368,1138,52,48,12,11,2,1,438,409,62,66,14,10,13,13,54,49,17,18,20,12,4,5,8,11,126,140,13,7,6,4,11,2,2,5,4-1-4-1,6.98,4-4-2,6.79,8.86,15.06,,,3.25,26.5,18.0,16.833333333333332,22.666666666666668,18.833333333333332
69,Леванте,Сельта,Марио Мелеро Лопес,2.45,3.3,2.87,30,0,0,1415,605,810,58,42,11,19,2,2,505,351,64,58,16,15,17,17,54,45,8,11,17,17,3,2,20,20,157,153,10,11,3,3,4,6,6,5,4-4-2,6.65,5-3-2,6.77,6.03,8.41,,,3.0,32.333333333333336,12.0,13.5,13.333333333333334,15.0
