Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
281,Арсенал,Вест Хэм,Мартин Аткинсон,1.6,4.2,5.25,20,0,0,1191,997,194,68,32,11,9,1,2,621,264,65,57,20,25,17,12,56,49,22,24,13,11,6,7,10,15,133,137,9,14,2,6,6,7,3,7,4-2-3-1,6.87,4-4-2,6.78,2.875,21.58333333333333,11.928571428571429,10.857142857142858,11.214285714285714,10.392857142857142,11.8,23.13,,
282,Кристал Пэлас,Уотфорд,Энтони Тейлор,2.7,3.1,2.8,28,1,0,858,1103,-245,44,56,12,16,4,4,371,464,66,50,17,29,23,13,82,69,31,34,21,22,8,8,13,6,164,184,10,10,3,3,5,7,5,3,4-3-3,6.81,4-2-3-1,6.76,4.173913043478261,20.043478260869566,10.785714285714286,10.857142857142858,11.214285714285714,11.928571428571429,10.32,5.84,,
283,Шеффилд Юнайтед,Норвич,Саймон Хупер,1.66,3.75,5.25,20,1,0,1458,1375,83,41,59,12,8,0,0,359,519,68,73,34,22,20,11,53,63,20,23,14,18,10,5,13,8,156,156,10,12,4,5,9,8,1,4,3-5-2,6.87,4-2-3-1,6.76,3.75,21.0,10.428571428571429,10.964285714285714,9.857142857142858,9.678571428571429,9.94,8.06,,
284,Саутгемптон,Ньюкасл,Грэм Скотт,1.72,3.8,4.75,29,0,0,592,1537,-945,38,62,14,15,0,3,298,500,57,62,21,20,15,28,61,56,19,14,19,15,5,8,10,7,158,161,6,14,3,7,4,11,2,3,4-4-2,6.73,4-4-2,6.79,3.2,17.666666666666668,10.928571428571429,12.178571428571429,8.857142857142858,9.321428571428571,12.52,5.0,,
285,Вулверхэмптон,Брайтон,Андре Марринер,1.7,3.8,5.0,11,0,0,594,680,-86,43,57,4,7,1,3,458,606,84,69,17,18,28,23,65,57,20,20,22,23,2,0,8,11,170,158,11,7,1,1,5,2,6,5,3-5-2,6.92,4-3-3,6.84,2.625,17.6875,10.714285714285714,11.178571428571429,10.357142857142858,10.071428571428571,20.0,9.54,,
286,Бернли,Тоттенхэм,Джонатан Мосс,2.62,3.4,2.62,27,1,0,1316,775,541,45,55,16,11,5,4,378,479,79,76,32,20,17,17,75,54,29,17,24,14,3,5,13,8,169,177,21,13,8,2,13,4,8,9,4-4-2,6.79,3-4-2-1,6.84,3.789473684210526,19.31578947368421,10.928571428571429,10.964285714285714,10.714285714285714,10.178571428571429,7.58,12.53,,
287,Челси,Эвертон,Кевин Френд,1.83,3.9,4.0,18,2,0,1694,267,1427,60,40,8,10,1,2,646,415,64,48,15,14,27,14,57,53,17,19,13,15,6,1,7,9,123,129,17,3,11,1,9,2,8,1,4-3-3,6.94,4-4-2,6.85,3.421052631578948,20.94736842105263,9.0,10.107142857142858,13.071428571428571,12.0,12.71,19.09,,
288,Манчестер Юнайтед,Манчестер Сити,Майк Дин,4.5,4.0,1.72,20,1,0,566,2040,-1474,27,73,11,9,2,4,294,761,58,68,9,31,23,26,47,54,8,11,19,15,2,11,17,8,114,151,12,7,6,4,8,4,4,3,3-4-1-2,6.9,4-3-3,7.1,4.857142857142857,21.476190476190474,11.785714285714286,11.035714285714286,11.0,10.107142857142858,14.71,6.04,,
289,Лестер,Астон Вилла,Майкл Оливер,1.5,4.5,6.0,27,1,0,2221,481,1740,64,36,15,12,2,1,543,301,64,55,29,10,24,15,62,58,18,15,24,23,9,0,8,10,164,149,15,4,7,1,12,2,3,2,4-1-4-1,6.95,4-1-4-1,6.82,3.0,20.08695652173913,9.928571428571429,10.464285714285714,11.5,11.642857142857142,5.38,13.22,,
290,Норвич,Саутгемптон,Кевин Френд,2.8,3.4,2.5,24,0,0,969,1378,-409,55,45,9,15,1,1,406,333,76,62,15,18,22,30,56,72,13,23,19,24,9,7,5,17,177,166,9,22,1,9,5,14,4,8,4-4-2,6.76,4-4-2,6.73,3.4,20.8,9.5,9.620689655172416,13.428571428571429,12.241379310344827,7.93,5.61,,
291,Тоттенхэм,Манчестер Юнайтед,Джонатан Мосс,3.25,3.4,2.2,35,1,0,758,1484,-726,38,62,17,18,0,1,365,586,58,34,16,17,21,19,56,66,14,19,14,16,7,6,12,15,146,152,10,12,3,6,4,7,6,5,4-2-3-1,6.84,4-2-3-1,6.9,4.05,19.7,9.642857142857142,10.20689655172414,10.285714285714286,11.03448275862069,16.05,5.55,,
292,Уотфорд,Лестер,Крэйг Поусон,3.6,3.5,2.05,27,0,0,553,1292,-739,31,69,15,12,0,1,254,555,70,50,16,23,19,11,51,68,22,21,13,27,2,7,10,4,162,159,8,15,4,2,7,5,1,10,4-2-3-1,6.75,4-1-4-1,6.97,4.266666666666667,25.8,12.642857142857142,12.06896551724138,11.0,10.620689655172416,13.38,3.8,,
293,Брайтон,Арсенал,Мартин Аткинсон,3.2,3.4,2.25,21,0,0,833,971,-138,41,59,13,8,2,1,325,476,32,37,25,22,9,20,43,39,7,11,22,8,10,7,8,4,108,115,9,13,5,6,7,9,2,4,4-2-3-1,6.84,4-3-3,6.86,2.88,21.52,9.785714285714286,9.96551724137931,9.785714285714286,10.862068965517242,17.17,9.56,,
294,Вест Хэм,Вулверхэмптон,Энтони Тейлор,4.0,3.5,1.9,15,0,0,514,1212,-698,42,58,8,7,1,1,357,506,58,70,22,19,14,23,50,60,19,24,15,18,5,7,7,10,141,138,7,10,2,6,3,6,4,4,4-2-3-1,6.78,3-5-2,6.92,4.333333333333333,20.375,9.571428571428571,10.344827586206897,11.642857142857142,10.93103448275862,17.24,16.08,,
295,Борнмут,Кристал Пэлас,Стюарт Аттвелл,2.7,3.1,2.75,28,0,2,1245,668,577,58,42,13,15,3,2,494,350,36,54,16,10,30,14,65,69,19,23,18,26,11,4,7,13,143,132,12,7,1,2,6,5,6,2,4-1-4-1,6.78,4-3-3,6.82,4.466666666666667,20.33333333333333,8.142857142857142,9.275862068965518,10.928571428571429,10.89655172413793,9.0,9.79,,
296,Ньюкасл,Шеффилд Юнайтед,Дэвид Кут,3.3,3.0,2.4,19,0,0,1173,819,354,46,54,9,10,2,2,442,509,65,61,13,22,16,14,50,53,20,22,11,16,2,4,6,4,131,131,12,7,8,1,7,6,5,1,4-4-1-1,6.79,3-5-2,6.88,3.4545454545454546,23.09090909090909,9.785714285714286,9.517241379310343,11.5,11.0,27.7,15.61,,
297,Астон Вилла,Челси,Пол Тирни,6.75,4.75,1.44,26,1,0,477,2210,-1733,26,74,9,17,2,1,246,692,61,66,10,37,3,8,52,47,26,26,8,7,2,10,17,8,118,147,8,19,4,5,6,8,2,11,4-3-3,6.8,4-3-3,6.96,2.9,23.95,11.785714285714286,11.655172413793103,11.214285714285714,10.03448275862069,22.4,6.13,,
298,Эвертон,Ливерпуль,Майк Дин,5.75,3.9,1.61,27,0,0,364,1822,-1458,29,71,15,12,2,2,256,594,64,60,3,19,13,12,59,62,22,29,20,16,1,6,11,10,117,146,8,10,3,3,7,5,1,5,4-4-2,6.83,4-3-3,7.08,4.909090909090909,21.40909090909091,10.928571428571429,11.93103448275862,9.0,8.344827586206897,18.47,3.97,,
299,Манчестер Сити,Бернли,Андре Марринер,1.12,9.0,23.0,15,3,0,1925,101,1824,71,29,8,7,1,1,816,322,54,71,9,4,16,14,46,37,18,11,12,11,3,1,2,9,97,107,19,1,7,0,11,0,8,1,4-3-3,7.08,4-4-2,6.79,2.7058823529411766,17.294117647058822,9.214285714285714,10.06896551724138,11.0,11.137931034482758,12.5,45.82,,
300,Лестер,Брайтон,Ли Мейсон,1.61,3.9,5.75,23,0,0,1361,523,838,66,34,10,13,2,2,588,294,54,57,25,16,14,16,54,62,18,20,16,21,6,7,9,10,143,142,11,10,2,2,7,5,4,5,4-4-2,6.97,4-2-2-2,6.85,3.692307692307693,23.46153846153846,10.266666666666667,10.666666666666666,10.133333333333333,10.066666666666666,7.5,14.91,,
301,Тоттенхэм,Вест Хэм,Крэйг Поусон,1.55,4.2,6.0,19,0,0,1514,648,866,64,36,12,7,2,2,662,361,46,73,19,16,21,14,51,63,22,23,9,21,9,4,8,12,142,131,15,10,4,2,8,6,7,4,4-2-3-1,6.84,4-2-3-1,6.77,4.0625,25.875,10.133333333333333,10.433333333333334,11.066666666666666,10.266666666666667,11.64,17.05,,
302,Манчестер Юнайтед,Шеффилд Юнайтед,Энтони Тейлор,1.33,5.0,9.5,16,2,0,1916,410,1506,68,32,10,6,1,0,748,338,42,49,17,17,24,6,45,37,16,8,7,15,10,5,8,15,107,94,15,4,6,1,11,2,4,2,4-2-3-1,6.9,3-5-2,6.87,4.24,20.16,11.733333333333333,11.266666666666667,11.4,10.966666666666669,12.64,24.94,,
303,Ньюкасл,Астон Вилла,Крис Кавана,2.3,3.3,3.2,28,0,0,521,1367,-846,52,48,15,13,2,2,416,369,87,50,18,34,17,7,54,52,22,29,6,5,6,9,5,12,139,135,13,14,3,2,4,7,9,7,4-4-1-1,6.8,4-3-3,6.8,3.4,20.25,9.733333333333333,9.5,11.533333333333331,11.566666666666666,9.47,9.91,,
304,Норвич,Эвертон,Энди Мэдли,4.5,3.6,1.83,21,0,0,637,1216,-579,46,54,8,13,0,1,432,495,67,67,19,20,18,16,51,63,15,26,15,20,6,5,9,11,139,146,9,12,1,5,3,7,6,5,4-2-3-1,6.75,4-4-2,6.84,4.222222222222222,22.666666666666668,9.466666666666669,9.6,12.866666666666667,12.033333333333331,14.09,10.5,,
305,Вулверхэмптон,Борнмут,Майкл Оливер,1.55,4.0,6.0,22,0,0,1129,622,507,55,45,11,11,3,3,425,347,64,54,22,16,14,21,50,60,18,21,14,17,6,4,10,6,124,134,10,4,2,0,5,1,5,3,3-4-3,6.94,4-5-1,6.78,3.0,20.375,10.266666666666667,10.8,10.333333333333334,9.4,12.06,14.67,,
306,Ливерпуль,Кристал Пэлас,Мартин Аткинсон,1.25,5.75,12.0,12,2,0,3070,20,3050,73,27,7,5,0,0,886,330,66,62,20,0,16,14,45,48,17,11,17,20,6,0,15,16,154,127,21,3,7,0,14,0,7,3,4-3-3,7.07,4-1-4-1,6.83,2.8846153846153846,21.5,7.733333333333333,8.466666666666667,11.2,11.033333333333331,5.17,79.17,,
307,Бернли,Уотфорд,Майк Дин,3.5,3.3,2.15,28,0,0,1114,1209,-95,55,45,13,15,1,0,424,329,85,74,10,30,12,7,69,72,41,40,11,16,1,7,10,4,164,188,9,10,5,4,7,7,2,3,4-4-2,6.77,4-4-2,6.75,4.869565217391305,21.65217391304348,11.266666666666667,11.0,11.533333333333331,12.166666666666666,6.72,10.3,,
308,Саутгемптон,Арсенал,Грэм Скотт,2.62,3.5,2.55,24,0,1,1587,620,967,52,48,10,14,0,2,435,398,63,47,19,8,15,12,53,44,13,16,17,10,4,6,12,15,137,131,12,10,3,5,8,6,4,4,4-4-2,6.75,3-4-3,6.86,3.1875,18.375,11.133333333333333,12.333333333333334,9.666666666666666,10.766666666666667,7.87,9.08,,
309,Челси,Манчестер Сити,Стюарт Аттвелл,4.2,4.0,1.8,16,1,0,869,1592,-723,35,65,13,3,1,1,382,713,48,67,11,20,12,15,36,35,11,5,13,7,5,7,8,5,95,114,15,11,10,2,14,5,1,6,4-3-3,6.97,4-3-3,7.09,4.5,20.8125,8.933333333333334,10.266666666666667,10.866666666666667,10.0,30.08,22.73,,
310,Астон Вилла,Вулверхэмптон,Крэйг Поусон,4.5,3.5,1.85,32,0,0,848,650,198,48,52,16,16,1,1,423,464,66,89,15,13,14,11,50,60,21,26,8,10,2,2,11,7,113,129,11,9,1,2,9,7,2,2,4-3-1-2,6.8,3-5-2,6.94,4.0588235294117645,25.47058823529412,11.6,11.612903225806452,11.333333333333334,10.806451612903226,8.74,16.79,,
311,Уотфорд,Саутгемптон,Майкл Оливер,2.4,3.25,3.1,27,0,1,741,1125,-384,47,53,18,9,3,0,396,460,81,74,22,8,19,13,60,85,28,38,13,20,5,3,14,11,197,175,8,11,0,7,3,6,5,5,4-2-3-1,6.75,4-4-2,6.75,3.12,20.44,12.8,12.258064516129032,13.533333333333331,12.258064516129032,9.0,9.24,,
312,Кристал Пэлас,Бернли,Саймон Хупер,2.0,3.2,4.2,25,0,0,1470,721,749,58,42,12,13,1,1,479,354,56,69,30,12,13,17,45,56,13,19,13,16,9,1,7,9,149,123,17,8,4,4,10,7,7,1,4-5-1,6.82,4-4-1-1,6.78,3.333333333333333,20.88888888888889,10.866666666666667,10.838709677419354,10.733333333333333,11.064516129032258,8.55,13.06,,
313,Брайтон,Манчестер Юнайтед,Андре Марринер,6.5,4.2,1.53,19,0,2,723,1550,-827,38,62,10,9,0,1,375,629,43,56,17,12,14,14,35,38,6,5,13,16,4,5,10,5,113,109,8,12,2,6,5,7,3,5,4-4-2,6.85,4-2-3-1,6.92,2.6666666666666665,17.166666666666668,10.0,10.161290322580646,10.8,11.225806451612904,18.79,15.21,,
314,Арсенал,Норвич,Питер Бэнкс,1.45,4.75,6.5,20,2,0,1811,589,1222,51,49,10,10,1,4,468,445,42,55,18,5,12,12,47,45,19,7,12,19,6,2,13,4,121,126,13,8,8,2,8,0,5,8,3-4-3,6.86,4-1-4-1,6.75,4.571428571428571,22.857142857142858,11.866666666666667,10.870967741935484,9.733333333333333,9.548387096774194,11.5,21.67,,
315,Борнмут,Ньюкасл,Кевин Френд,2.15,3.2,3.75,21,0,2,858,898,-40,54,46,11,10,2,0,493,420,50,78,16,7,19,19,58,59,21,22,16,16,6,3,8,16,131,127,12,12,1,7,4,7,8,5,4-4-2,6.77,4-2-3-1,6.8,3.333333333333333,20.952380952380956,8.466666666666667,9.451612903225806,9.266666666666667,9.67741935483871,10.39,17.88,,
316,Эвертон,Лестер,Дэниел Кук,2.55,3.25,2.87,23,2,0,452,1892,-1440,34,66,13,10,1,1,331,596,73,47,6,35,17,28,74,65,32,21,20,15,3,5,9,6,124,141,7,15,2,3,5,9,2,6,4-4-2,6.85,4-1-4-1,6.97,3.0,20.0,11.2,12.064516129032258,11.066666666666666,10.64516129032258,15.67,5.84,,
317,Вест Хэм,Челси,Мартин Аткинсон,6.5,4.75,1.44,19,1,1,405,2375,-1970,28,72,10,9,2,1,273,658,68,33,6,29,17,19,48,55,20,15,16,19,2,3,15,5,123,129,10,17,4,6,8,11,2,6,4-2-3-1,6.77,4-3-3,6.96,2.7777777777777777,21.14814814814815,9.466666666666669,10.161290322580646,11.6,10.35483870967742,21.0,6.47,,
318,Шеффилд Юнайтед,Тоттенхэм,Крис Кавана,4.75,3.75,1.75,26,1,0,581,1259,-678,32,68,13,13,2,0,312,637,84,69,9,28,13,12,61,54,24,19,18,14,1,6,16,15,146,162,7,9,5,2,5,6,2,3,3-5-2,6.86,4-2-3-1,6.84,3.4285714285714284,20.61904761904762,10.533333333333331,10.806451612903226,10.733333333333333,10.483870967741936,16.32,5.23,,
319,Манчестер Сити,Ливерпуль,Энтони Тейлор,1.95,3.8,3.6,15,3,0,970,839,131,47,53,8,7,2,2,490,551,60,66,11,21,13,9,36,36,10,11,10,13,3,3,8,15,120,125,14,11,6,3,10,9,4,2,4-2-3-1,7.08,4-3-3,7.08,4.115384615384615,20.0,9.133333333333333,9.774193548387096,9.2,8.419354838709678,31.18,15.5,,
320,Норвич,Брайтон,Стюарт Аттвелл,3.5,3.3,2.15,24,0,1,747,725,22,58,42,11,13,2,2,587,418,46,52,17,15,11,15,46,38,11,11,14,11,0,2,3,13,127,117,12,8,1,2,7,6,5,2,4-2-3-1,6.73,4-2-2-2,6.83,4.352941176470588,20.529411764705884,9.375,9.5625,10.3125,10.15625,15.94,19.56,,
321,Лестер,Кристал Пэлас,Джонатан Мосс,1.61,3.7,6.0,26,0,0,961,975,-14,52,48,18,8,2,1,506,450,54,58,11,20,16,23,63,74,22,24,29,18,3,7,14,7,132,163,15,7,4,1,11,5,4,2,3-4-1-2,6.95,4-5-1,6.81,3.9047619047619047,20.428571428571427,10.25,10.625,10.8125,10.875,8.41,15.68,,
322,Манчестер Юнайтед,Борнмут,Майк Дин,1.18,7.5,13.0,15,3,1,2150,403,1747,69,31,3,12,0,1,648,283,35,46,21,9,13,14,53,30,15,12,16,10,8,3,13,11,111,115,19,7,10,3,9,5,10,2,4-2-3-1,6.93,4-4-2,6.76,4.708333333333333,21.916666666666668,11.625,11.15625,10.375,9.5,9.0,22.93,,
323,Вулверхэмптон,Арсенал,Майкл Оливер,2.3,3.25,3.2,17,0,1,1165,796,369,51,49,6,11,2,4,516,482,76,58,16,10,18,10,47,56,17,13,13,29,3,5,8,11,140,122,10,8,1,5,6,6,4,2,3-5-2,6.94,3-4-3,6.87,3.1153846153846154,20.692307692307693,10.3125,10.96875,9.9375,10.84375,30.3,12.42,,
324,Челси,Уотфорд,Кевин Френд,1.33,5.25,8.5,21,2,0,2055,624,1431,70,30,9,12,0,2,731,300,40,53,17,11,13,9,49,50,18,11,13,24,5,3,11,11,125,119,21,7,9,3,12,3,9,4,4-3-3,6.96,4-5-1,6.74,3.272727272727273,20.954545454545453,9.1875,10.3125,11.75,12.4375,11.19,25.24,,
325,Бернли,Шеффилд Юнайтед,Питер Бэнкс,3.1,2.9,2.6,22,1,0,717,1129,-412,47,53,8,14,0,0,404,441,82,82,16,31,9,17,49,67,25,32,9,12,3,9,7,9,161,185,9,10,4,3,5,7,4,3,4-4-2,6.79,3-5-2,6.86,4.625,22.5,11.375,11.125,11.0625,10.875,9.14,13.8,,
326,Ньюкасл,Вест Хэм,Крэйг Поусон,2.7,3.4,2.6,20,1,1,1292,1253,39,57,43,9,11,1,0,516,379,53,67,19,20,18,17,65,59,20,29,22,18,6,4,1,9,149,142,11,17,4,7,5,13,6,4,4-2-3-1,6.81,4-2-3-1,6.78,3.9444444444444446,25.83333333333333,10.0625,9.6875,10.8125,10.15625,17.0,12.96,,
327,Ливерпуль,Астон Вилла,Пол Тирни,1.18,7.5,13.0,26,0,0,1648,428,1220,71,29,18,8,1,1,672,263,72,72,25,18,13,12,35,49,10,15,7,8,7,5,5,17,155,139,6,9,4,3,3,6,3,3,4-3-3,7.05,4-4-1-1,6.79,2.9047619047619047,24.047619047619047,7.6875,8.375,11.625,11.75,3.72,20.82,,
328,Саутгемптон,Манчестер Сити,Андре Марринер,9.0,5.75,1.3,13,1,0,440,2951,-2511,26,74,6,7,1,2,297,808,59,73,5,42,14,18,48,54,16,20,20,16,2,13,27,9,128,163,8,26,4,6,3,19,5,7,4-4-2,6.75,4-3-3,7.09,2.5789473684210527,17.263157894736842,11.0625,12.15625,10.375,9.71875,15.21,6.81,,
329,Тоттенхэм,Эвертон,Грэм Скотт,1.95,3.6,3.8,32,1,0,1100,723,377,51,49,14,18,3,2,448,413,48,49,14,22,11,7,48,53,12,22,13,10,5,6,7,10,125,129,12,11,2,3,4,3,8,8,4-3-3,6.83,4-4-2,6.85,3.117647058823529,18.705882352941178,10.25,10.5625,12.875,12.09375,10.58,12.2,,
330,Кристал Пэлас,Челси,Дэвид Кут,8.0,4.333333333333334,1.44,21,1,2,691,1625,-934,42,58,11,10,1,0,381,538,63,63,23,23,13,22,66,63,31,18,19,21,7,9,14,19,151,139,13,14,4,6,9,11,4,3,4-5-1,6.8,4-3-3,6.96,3.5,22.75,10.9375,10.787878787878787,11.4375,10.272727272727272,14.0,7.38,,
331,Уотфорд,Норвич,Энтони Тейлор,1.7,3.8,5.0,26,1,1,1042,815,227,43,57,11,15,2,4,375,504,59,52,24,13,10,27,70,58,30,13,21,19,4,3,14,11,160,135,9,12,4,3,7,8,2,4,4-2-3-1,6.73,4-2-3-1,6.73,4.111111111111111,19.814814814814813,13.125,12.424242424242424,9.75,9.606060606060606,11.23,9.0,,
332,Арсенал,Лестер,Крис Кавана,2.2,3.5,3.2,24,1,0,1381,1110,271,37,63,10,14,1,0,323,558,65,69,20,18,15,6,42,49,17,18,6,17,10,1,16,8,160,140,11,13,7,5,8,8,3,5,3-4-3,6.88,3-4-3,6.96,3.363636363636364,20.863636363636363,11.75,10.848484848484848,11.0,10.848484848484848,17.11,8.0,,
333,Манчестер Сити,Ньюкасл,Энди Мэдли,1.11,10.0,21.0,20,2,0,2593,149,2444,73,27,13,7,0,0,843,296,48,56,21,10,19,8,40,39,14,5,5,15,8,1,15,11,100,112,23,6,9,1,16,3,7,3,4-3-3,7.08,4-4-1-1,6.81,3.9,22.5,9.0625,9.636363636363637,9.3125,9.666666666666666,6.38,33.33,,
334,Шеффилд Юнайтед,Вулверхэмптон,Мартин Аткинсон,4.2,3.0,2.05,11,0,0,799,578,221,42,58,5,6,2,0,382,545,54,78,36,12,18,23,58,54,27,22,16,13,6,1,5,15,168,148,7,6,3,1,6,2,1,4,3-5-2,6.86,3-4-3,6.93,2.7857142857142856,21.071428571428573,10.6875,10.969696969696969,11.625,10.818181818181818,18.89,11.85,,
335,Вест Хэм,Бернли,Майкл Оливер,1.85,3.6,4.2,14,0,1,1537,712,825,53,47,7,7,1,1,427,395,67,59,41,18,25,14,72,64,34,32,19,17,10,3,7,9,171,145,21,8,5,4,15,8,6,0,4-2-3-1,6.77,4-4-2,6.79,3.2222222222222223,20.55555555555556,9.5,10.181818181818182,10.875,11.030303030303031,10.94,24.13,,
336,Брайтон,Ливерпуль,Крэйг Поусон,6.0,4.1,1.5699999999999998,22,1,2,692,1278,-586,44,56,7,15,1,4,381,477,61,66,19,32,12,17,48,41,13,15,12,11,6,10,10,11,130,140,12,20,2,8,10,17,2,3,4-3-1-2,6.84,4-3-3,7.06,3.789473684210526,25.526315789473685,10.0,10.242424242424242,9.0625,8.666666666666666,20.92,8.65,,
337,Борнмут,Тоттенхэм,Пол Тирни,4.5,3.9,1.72,25,0,0,904,1185,-281,35,65,11,14,3,2,271,499,40,62,21,28,13,11,51,64,16,29,15,21,8,12,12,12,149,148,9,9,2,0,7,5,2,4,4-4-2,6.75,4-3-3,6.84,2.863636363636364,24.13636363636364,8.625,9.575757575757576,10.875,10.666666666666666,12.29,6.47,,
338,Эвертон,Саутгемптон,Ли Мейсон,2.05,3.5,3.6,27,1,1,644,1588,-944,38,62,13,14,3,3,330,518,53,74,12,23,16,14,56,57,21,20,12,13,3,5,12,13,130,143,11,16,4,4,5,11,6,5,4-4-2,6.84,4-4-2,6.77,3.7142857142857135,23.428571428571427,11.3125,12.272727272727272,13.25,11.969696969696969,14.41,6.93,,
339,Астон Вилла,Манчестер Юнайтед,Джонатан Мосс,8.5,5.5,1.33,20,0,2,601,1506,-905,33,67,7,13,2,3,310,637,52,59,16,17,12,13,35,40,8,13,9,11,3,5,15,12,109,109,9,14,1,6,4,10,5,4,4-4-1-1,6.79,4-2-3-1,6.93,3.863636363636364,20.681818181818183,11.875,11.636363636363637,10.6875,10.909090909090908,21.24,8.0,,
340,Норвич,Вест Хэм,Кевин Френд,3.6,3.5,2.05,17,0,2,475,1551,-1076,52,48,9,8,1,0,542,478,55,65,11,20,6,23,34,49,11,16,16,12,1,6,16,9,111,119,11,19,2,7,5,15,6,4,4-2-3-1,6.73,4-2-3-1,6.78,3.217391304347826,20.956521739130437,9.470588235294118,9.764705882352942,10.823529411764708,10.088235294117649,14.11,20.88,,
341,Уотфорд,Ньюкасл,Крэйг Поусон,1.85,3.6,4.333333333333334,38,0,1,1129,859,270,47,53,23,15,1,4,316,353,57,75,17,12,9,13,68,68,35,26,12,13,2,4,5,9,148,146,17,8,5,4,15,5,2,3,4-2-3-1,6.74,4-4-1-1,6.79,3.85,25.35,13.0,12.382352941176473,9.176470588235292,9.588235294117649,6.25,12.08,,
342,Ливерпуль,Бернли,Дэвид Кут,1.2,7.0,13.0,11,1,0,2244,410,1834,70,30,7,4,1,2,659,265,68,86,29,19,14,8,42,36,16,15,10,11,11,6,6,14,158,153,23,6,9,2,16,5,7,1,4-3-3,7.05,4-4-2,6.8,3.3076923076923075,22.615384615384617,8.294117647058824,8.852941176470589,10.647058823529411,10.911764705882351,8.69,23.47,,
343,Шеффилд Юнайтед,Челси,Андре Марринер,5.25,3.75,1.66,14,2,0,469,1943,-1474,23,77,8,6,1,0,251,809,60,73,12,35,12,8,56,50,35,28,7,8,4,6,11,14,124,144,9,15,4,4,9,10,0,5,3-5-2,6.87,4-3-3,6.97,2.6,17.05,10.352941176470589,10.794117647058824,11.352941176470589,10.264705882352942,45.91,4.73,,
344,Брайтон,Манчестер Сити,Грэм Скотт,11.0,7.0,1.22,10,0,2,205,2650,-2445,29,71,7,3,1,0,335,799,51,70,7,21,11,25,27,52,10,10,12,16,2,7,17,12,119,113,3,26,0,8,3,20,0,6,4-4-1-1,6.83,4-3-3,7.1,3.2222222222222223,19.444444444444443,9.823529411764708,10.147058823529411,10.176470588235292,9.735294117647058,27.06,9.6,,
345,Вулверхэмптон,Эвертон,Энтони Тейлор,2.05,3.2,3.9,18,1,0,1340,508,832,55,45,9,9,0,2,564,450,61,50,10,13,19,10,47,40,14,14,9,10,5,2,13,14,113,114,14,6,7,2,10,5,4,1,3-4-3,6.93,3-5-2,6.84,4.178571428571429,20.035714285714285,10.058823529411764,10.676470588235292,13.176470588235292,12.294117647058824,14.35,18.63,,
346,Астон Вилла,Кристал Пэлас,Мартин Аткинсон,2.35,3.4,3.0,42,1,0,1130,766,364,44,56,21,21,2,4,314,386,63,42,24,19,14,21,59,72,19,21,12,15,5,1,13,9,132,124,12,9,9,5,6,9,6,0,4-3-3,6.78,4-1-4-1,6.8,2.7586206896551726,20.724137931034484,11.588235294117649,11.5,10.647058823529411,10.794117647058824,8.92,7.45,,
347,Тоттенхэм,Арсенал,Майкл Оливер,2.7,3.4,2.6,27,1,1,954,1159,-205,37,63,16,11,5,3,378,636,67,41,13,19,16,18,60,55,17,12,22,12,6,5,5,6,110,121,15,13,9,4,9,8,6,5,4-4-1-1,6.84,3-4-3,6.87,3.1785714285714284,20.321428571428573,10.470588235294118,10.764705882352942,10.0,10.823529411764708,17.04,13.06,,
348,Борнмут,Лестер,Стюарт Аттвелл,5.0,3.8,1.7,23,0,1,923,1046,-123,44,56,11,12,2,1,424,545,67,71,15,18,18,6,46,56,18,23,6,17,2,6,11,15,174,156,9,13,4,5,7,9,2,4,4-4-2,6.75,3-4-1-2,6.96,4.333333333333333,20.72222222222222,8.764705882352942,9.617647058823527,11.176470588235292,10.941176470588236,18.47,9.35,,
349,Манчестер Юнайтед,Саутгемптон,Крис Кавана,1.25,6.0,12.0,29,2,1,852,961,-109,47,53,14,15,1,3,463,510,73,60,13,20,20,13,57,47,15,14,13,10,4,6,10,12,143,149,8,9,4,5,4,7,4,2,4-2-3-1,6.94,4-4-2,6.77,3.260869565217391,21.0,11.117647058823527,10.970588235294118,13.294117647058824,12.029411764705882,13.58,8.83,,
