Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
217,Наполи,Кремонезе,Лука Массими,1.18,6.5,17.0,14,3,0,2153,322,1831,66,34,7,7,0,2,697,344,56,59,20,18,27,10,55,42,21,17,11,12,9,7,7,11,128,134,15,6,10,1,10,1,5,5,14,16,615,260,4-3-3,7.03,3-5-2,6.75,9.78,21.9,,
218,Верона,Салернитана,Паоло Валери,1.75,3.6,5.0,35,1,0,781,1115,-334,37,63,14,21,2,3,289,509,47,75,12,13,18,17,61,77,23,38,14,18,5,1,9,6,161,175,14,8,4,3,10,4,4,4,21,16,183,389,3-4-2-1,6.73,3-4-1-2,6.72,11.87,4.26,,
219,Сампдория,Интер,Фабио Мареска,9.5,4.75,1.36,24,0,0,275,2199,-1924,35,65,13,11,3,1,362,669,58,61,14,38,14,14,38,53,10,22,9,11,3,7,6,12,138,121,7,25,2,5,5,16,2,9,29,14,268,600,3-4-1-2,6.69,3-5-2,6.93,24.25,5.88,,
220,Сассуоло,Наполи,Андреа Коломбо,5.25,4.0,1.5699999999999998,22,0,2,678,1673,-995,40,60,12,10,2,2,419,640,33,58,13,15,18,19,37,50,6,7,17,22,1,3,11,7,125,128,11,15,2,4,7,14,4,1,16,11,344,561,4-3-3,6.77,4-3-3,7.04,16.83,10.86,,
221,Сампдория,Болонья,Массимилиано Иррати,3.5,3.1,2.25,26,1,2,864,1240,-376,40,60,13,13,3,1,371,540,58,67,6,21,20,17,56,50,19,11,14,19,1,8,10,5,140,140,9,12,4,5,5,7,4,5,17,12,280,450,3-4-1-2,6.7,4-2-3-1,6.81,10.58,9.13,,
222,Монца,Милан,Антонио Рапуано,3.5,3.3,2.2,28,0,1,1498,1201,297,59,41,10,18,4,2,535,387,61,44,31,10,23,29,68,65,16,18,22,22,10,3,14,7,156,139,11,14,5,8,8,11,3,3,17,21,448,296,3-4-2-1,6.83,3-4-2-1,6.88,7.41,12.25,,
223,Интер,Удинезе,Федерико Диониси,1.44,4.5,7.0,28,3,1,1680,645,1035,59,41,14,14,2,2,521,359,61,47,27,14,15,27,60,42,11,7,27,13,3,8,9,9,133,134,19,9,7,1,12,5,7,4,16,21,444,291,3-5-2,6.94,3-5-2,6.86,6.81,13.6,,
224,Аталанта,Лечче,Марко Пиччинини,1.44,4.333333333333334,7.5,22,1,2,2236,379,1857,70,30,10,12,3,3,644,281,68,80,19,8,37,13,64,70,24,13,13,36,6,1,9,20,196,146,20,4,10,2,12,2,8,2,5,30,521,184,3-4-1-2,6.88,4-3-3,6.77,5.7,11.7,,
225,Фиорентина,Эмполи,Алессандро Пронтера,1.6,4.0,5.5,23,1,1,2427,357,2070,61,39,8,15,1,5,417,287,68,57,46,8,15,12,58,48,26,14,12,18,13,1,3,8,131,112,27,5,4,3,19,4,8,1,6,39,349,209,4-3-3,6.81,4-3-1-2,6.78,6.91,12.0,,
226,Салернитана,Лацио,Росарио Абиссо,5.0,3.6,1.7,17,0,2,522,2325,-1803,35,65,10,7,4,1,398,752,57,58,11,16,9,17,36,34,8,13,17,7,2,9,8,3,105,132,9,21,2,7,5,12,4,9,19,6,319,665,3-4-2-1,6.73,4-3-3,6.92,23.42,24.27,,
227,Специя,Ювентус,Федерико Ла Пенна,5.25,3.8,1.65,17,0,2,1385,813,572,59,41,8,9,2,2,526,371,47,71,25,13,23,12,51,46,15,13,17,19,7,4,20,10,138,136,18,15,7,3,11,8,7,7,9,24,454,281,4-2-3-1,6.69,3-1-4-2,6.95,6.47,14.06,,
228,Рома,Верона,Симона Соцца,1.75,3.3,5.25,34,1,0,699,643,56,46,54,15,19,1,2,404,465,59,73,10,9,17,31,85,73,33,20,24,24,5,1,7,8,175,170,9,8,5,1,5,5,4,3,12,13,286,357,3-4-2-1,6.89,3-4-2-1,6.74,8.14,6.82,,
229,Торино,Кремонезе,Джакомо Камплоне,1.65,3.6,5.5,21,2,2,1549,551,998,63,37,9,12,3,1,545,305,60,56,19,19,25,13,58,57,23,29,12,14,5,1,3,6,153,156,15,11,6,2,11,5,4,6,21,22,446,200,3-4-2-1,6.8,3-5-2,6.74,10.14,17.11,,
230,Эмполи,Наполи,Джованни Айрольди,7.0,4.5,1.44,19,0,2,372,1884,-1512,46,54,10,9,2,1,408,474,34,54,12,25,22,20,53,41,13,6,18,15,4,13,3,7,111,118,9,19,2,6,3,10,6,9,24,12,339,418,4-3-1-2,6.78,4-3-3,7.04,17.69,11.91,,
231,Лечче,Сассуоло,Никколо Барони,2.45,3.2,3.0,24,0,1,978,1034,-56,41,59,17,7,2,2,324,473,68,65,25,22,9,13,47,53,14,17,21,14,4,7,10,4,170,174,16,7,0,3,11,6,5,1,15,26,213,367,4-3-3,6.78,4-3-3,6.76,7.66,16.38,,
232,Болонья,Интер,Даниэле Орсато,4.75,3.75,1.73,21,1,0,717,1295,-578,48,52,7,14,1,2,492,527,67,58,11,20,18,16,51,45,10,12,16,18,1,6,9,14,143,141,13,13,5,4,8,8,5,5,16,7,398,436,4-2-3-1,6.82,3-1-4-2,6.95,15.85,10.22,,
233,Салернитана,Монца,Ливио Маринелли,3.5,3.25,2.05,28,3,0,829,896,-67,38,62,12,16,2,4,353,570,51,40,9,15,12,11,42,32,10,7,9,9,1,3,9,6,100,104,12,15,5,4,10,8,2,7,20,13,287,500,3-4-2-1,6.73,3-4-2-1,6.83,22.0,9.78,,
234,Удинезе,Специя,Маттео Маркетти,1.73,3.75,4.75,27,2,2,1549,671,878,49,51,11,16,2,2,406,432,66,41,21,12,25,21,57,46,10,7,19,18,5,2,9,8,129,127,15,9,6,2,8,6,7,3,9,26,336,354,3-5-2,6.84,4-2-3-1,6.7,10.04,8.63,,
235,Милан,Аталанта,Маурицио Мариани,2.2,3.3,3.3,22,2,0,1191,591,600,48,52,11,11,3,1,486,534,58,44,13,11,18,22,53,55,10,17,23,15,4,3,7,8,143,158,13,3,3,0,10,0,3,3,17,16,398,428,3-4-2-1,6.88,3-5-2,6.87,12.41,13.57,,
236,Верона,Фиорентина,Федерико Ла Пенна,3.5,3.25,2.15,26,0,3,736,1071,-335,47,53,15,11,3,3,378,441,72,79,13,17,21,17,62,71,24,32,13,14,4,2,7,6,169,175,12,16,3,7,8,10,4,6,23,12,257,315,3-4-1-2,6.74,4-2-3-1,6.82,9.17,8.92,,
237,Лацио,Сампдория,Андреа Коломбо,1.4,4.5,8.5,23,1,0,1722,539,1183,57,43,10,13,2,2,600,450,52,55,18,14,20,24,48,60,14,13,13,19,8,3,9,6,141,129,15,8,4,2,11,5,4,3,12,13,507,359,4-3-3,6.93,3-4-1-2,6.69,9.55,16.76,,
238,Кремонезе,Рома,Марко Пиччинини,5.5,3.3,1.75,28,2,1,390,1457,-1067,34,66,17,11,3,2,297,591,67,79,12,17,16,30,51,73,14,27,18,15,3,3,14,6,152,167,6,10,2,3,3,3,3,7,29,14,200,479,3-4-3,6.73,3-4-2-1,6.88,11.06,7.84,,
239,Ювентус,Торино,Даниэле Чиффи,1.73,3.4,5.5,18,4,2,950,1300,-350,42,58,5,13,0,2,402,565,45,51,17,15,12,24,56,47,19,13,18,15,3,7,1,5,126,127,13,8,6,3,10,7,3,1,13,8,323,491,3-5-1-1,6.96,3-4-2-1,6.81,26.54,11.29,,
240,Наполи,Лацио,Лука Дж. Пайретто,1.62,3.8,5.75,21,0,1,1724,395,1329,65,35,13,8,2,2,735,402,42,51,20,8,23,11,48,41,17,12,7,13,8,3,11,8,128,120,14,5,2,2,3,2,11,3,5,22,656,315,4-3-3,7.04,4-3-3,6.93,9.35,28.29,,
241,Монца,Эмполи,Эрманно Феличиани,1.95,3.5,4.0,22,2,1,485,1062,-577,43,57,10,12,2,3,385,498,62,45,8,26,11,24,53,44,12,9,20,10,1,8,14,8,114,134,10,18,3,3,7,7,3,11,25,7,313,431,3-4-2-1,6.81,4-3-1-2,6.78,20.54,8.04,,
242,Аталанта,Удинезе,Давиде Герсини,1.7,4.0,5.0,24,0,0,2052,151,1901,67,33,12,12,2,3,627,306,47,45,27,11,46,24,70,66,16,14,19,28,12,3,12,15,179,145,17,5,5,1,13,3,4,2,10,25,527,215,3-4-3,6.85,3-5-2,6.84,5.96,20.25,,
243,Фиорентина,Милан,Марко Ди Белло,2.75,3.2,2.7,29,2,1,2112,949,1163,48,52,12,17,3,3,353,398,57,55,25,14,16,17,55,52,16,13,14,19,11,5,8,4,124,116,16,8,8,6,12,5,4,3,15,23,281,325,4-3-3,6.82,3-4-2-1,6.89,12.33,10.26,,
244,Специя,Верона,Даниэле Довери,2.45,3.1,3.1,13,0,0,2020,880,1140,69,31,6,7,2,1,491,211,57,54,23,17,28,8,52,44,18,13,11,21,9,5,3,6,151,130,20,11,4,3,13,10,7,1,22,33,408,128,4-3-3,6.7,3-4-1-2,6.73,5.85,17.79,,
245,Сампдория,Салернитана,Давиде Масса,2.15,3.3,3.6,31,0,0,896,719,177,56,44,18,13,3,4,456,348,58,41,15,18,11,13,53,73,20,32,14,18,2,6,8,12,156,140,9,10,3,4,6,7,3,3,17,24,356,256,3-4-2-1,6.7,3-4-2-1,6.74,5.83,10.26,,
246,Интер,Лечче,Джанлука Манганьелло,1.36,4.75,9.0,21,2,0,1922,488,1434,62,38,10,11,0,0,519,313,63,49,26,15,11,17,57,45,19,11,19,16,6,4,9,8,143,128,14,11,4,1,9,4,5,7,8,30,435,235,3-5-2,6.94,4-3-3,6.78,5.4,17.56,,
247,Рома,Ювентус,Фабио Мареска,2.9,2.8,2.8,21,1,0,302,1567,-1265,41,59,11,10,3,2,390,564,53,33,11,26,15,17,44,39,12,6,13,10,2,6,11,7,103,118,6,14,2,5,2,7,4,7,23,12,321,502,3-4-2-1,6.88,3-5-1-1,6.95,18.15,9.58,,
248,Сассуоло,Кремонезе,Франческо Фурно,1.83,3.5,4.333333333333334,20,3,2,1123,1270,-147,54,46,11,9,1,4,448,373,50,71,21,24,26,9,53,54,16,17,13,20,4,3,9,9,159,158,13,13,7,6,5,10,8,3,28,16,344,267,4-3-3,6.76,3-4-2-1,6.73,10.15,10.17,,
249,Торино,Болонья,Антонио Рапуано,2.3,2.9,3.6,19,1,0,1222,704,518,43,57,9,10,2,2,409,530,59,52,12,18,22,17,48,44,14,11,9,11,3,3,7,7,118,118,12,11,5,1,9,5,3,6,16,20,331,457,3-4-2-1,6.8,4-2-3-1,6.83,14.57,18.58,,
250,Специя,Интер,Ливио Маринелли,8.0,4.5,1.4,20,2,1,157,3028,-2871,31,69,11,9,3,0,265,557,64,45,7,52,22,17,53,59,19,23,15,19,1,13,9,6,122,155,4,28,2,8,3,20,1,8,38,8,190,476,3-5-2,6.71,3-5-2,6.95,15.82,5.91,,
251,Эмполи,Удинезе,Франческо Коссо,3.0,3.3,2.4,25,0,1,1571,616,955,62,38,12,13,2,4,448,285,48,53,37,15,23,15,46,58,7,13,15,22,11,5,8,12,134,115,17,14,3,4,10,10,7,4,11,29,383,225,4-3-1-2,6.77,3-5-2,6.84,7.27,10.6,,
252,Наполи,Аталанта,Андреа Коломбо,1.67,3.8,5.0,23,2,0,1957,588,1369,60,40,12,11,1,2,576,381,39,38,22,16,22,27,60,49,14,8,24,18,10,4,10,12,113,127,18,6,6,3,13,4,5,2,16,20,515,306,4-3-3,7.03,3-4-1-2,6.86,7.65,25.14,,
253,Болонья,Лацио,Фабио Мареска,3.3,2.9,2.4,19,0,0,1304,709,595,54,46,11,8,2,3,630,534,55,43,18,11,16,15,34,49,4,10,11,15,5,2,7,7,121,111,16,5,2,2,10,4,6,1,11,15,553,465,4-2-3-1,6.82,4-3-3,6.93,13.52,20.05,,
254,Лечче,Торино,Хуан Лука Сакки,2.8,2.88,2.9,33,0,2,1471,367,1104,55,45,16,17,3,3,429,363,52,64,33,9,8,18,53,53,16,18,18,9,9,1,8,9,152,142,12,4,1,2,5,3,7,1,9,24,335,266,4-3-3,6.78,3-4-2-1,6.8,7.04,14.4,,
255,Кремонезе,Фиорентина,Маттео Марсенаро,4.75,3.6,1.8,27,0,2,1144,849,295,47,53,10,17,1,2,374,428,81,80,15,13,18,22,55,67,13,27,21,22,1,6,6,2,177,168,16,10,5,3,12,7,4,3,17,27,255,315,5-3-2,6.73,4-2-3-1,6.83,13.11,7.52,,
256,Верона,Монца,Марко Пиччинини,2.4,3.2,3.1,29,1,1,1267,993,274,39,61,17,12,2,0,372,598,55,55,24,9,21,4,47,42,9,13,9,11,7,2,7,5,131,112,8,9,3,3,6,6,2,3,8,25,290,519,3-4-2-1,6.73,3-4-2-1,6.82,16.67,9.86,,
257,Рома,Сассуоло,Майкл Фаббри,1.7,3.6,5.25,29,3,4,1156,1045,111,53,47,11,18,4,2,462,415,66,52,18,7,18,19,54,56,22,17,10,16,7,2,9,12,132,130,17,19,7,10,9,15,8,4,7,13,380,323,3-4-2-1,6.88,4-3-3,6.77,9.68,10.24,,
258,Ювентус,Сампдория,Алессандро Пронтера,1.33,4.75,11.0,20,4,2,1889,564,1325,56,44,10,10,1,1,509,404,47,48,28,22,15,14,44,52,16,15,10,18,11,3,4,9,115,113,24,9,8,3,15,7,9,2,17,24,448,338,3-5-1-1,6.94,3-4-2-1,6.7,12.0,11.7,,
259,Милан,Салернитана,Федерико Ла Пенна,1.25,6.0,11.0,28,1,1,2060,524,1536,64,36,15,13,2,3,566,330,35,45,31,10,12,21,68,50,24,14,22,14,6,4,7,12,131,141,24,6,4,3,14,3,10,3,11,29,487,237,3-4-2-1,6.88,3-4-2-1,6.75,5.5,15.14,,
260,Сассуоло,Специя,Давиде Герсини,1.73,3.8,4.75,23,1,0,1138,686,452,45,55,10,13,0,2,408,494,39,62,14,16,17,15,43,53,11,12,15,22,3,3,11,6,132,139,15,11,6,1,7,6,8,5,11,14,332,408,4-3-3,6.77,4-2-3-1,6.72,11.04,9.46,,
261,Аталанта,Эмполи,Федерико Диониси,1.4,4.5,7.5,21,2,1,3203,226,2977,70,30,11,10,3,2,642,296,63,50,56,9,26,10,58,50,18,13,13,20,13,2,8,10,166,143,27,5,6,2,17,5,10,0,13,46,556,200,3-4-1-2,6.85,4-3-1-2,6.77,5.23,21.15,,
262,Монца,Кремонезе,Антонио Джуа,1.85,3.5,4.2,24,1,1,1508,608,900,65,35,12,12,3,5,644,336,60,48,24,16,14,9,41,41,17,14,3,9,8,4,3,10,135,124,15,8,7,2,11,5,4,3,14,17,559,256,3-1-4-2,6.82,3-5-2,6.73,10.67,15.18,,
263,Салернитана,Болонья,Лука Дж. Пайретто,3.75,3.25,2.1,24,2,2,861,929,-68,42,58,8,16,0,1,404,557,47,50,17,15,14,9,51,41,16,15,13,14,5,4,9,4,119,119,14,10,4,2,10,6,4,4,15,10,327,484,3-4-2-1,6.75,4-2-3-1,6.82,28.46,9.04,,
264,Удинезе,Милан,Даниэле Довери,3.6,3.3,2.1,25,3,1,737,1683,-946,36,64,16,9,4,2,289,503,47,56,12,26,25,21,58,54,15,15,18,15,5,6,7,5,122,145,14,10,5,6,9,5,5,5,31,7,210,425,3-5-2,6.85,3-4-2-1,6.89,14.0,6.64,,
265,Сампдория,Верона,Маурицио Мариани,2.88,3.1,2.5,21,3,1,987,1482,-495,44,56,10,11,3,2,340,429,72,59,15,19,15,19,62,78,27,35,18,19,5,8,10,5,159,153,11,16,4,6,9,9,2,7,25,22,239,331,3-4-2-1,6.7,3-4-2-1,6.73,14.28,8.75,,
266,Фиорентина,Лечче,Росарио Абиссо,1.5699999999999998,3.75,6.0,35,1,0,1207,337,870,59,41,14,21,1,3,464,315,58,60,19,14,20,13,68,50,21,12,19,21,1,3,6,9,145,148,18,8,3,2,10,8,8,0,12,20,383,219,4-2-3-1,6.84,4-3-3,6.77,7.32,9.08,,
267,Торино,Наполи,Маттео Маркетти,4.2,3.4,1.83,28,0,4,1272,1271,1,48,52,14,14,1,1,413,460,38,48,16,13,12,6,41,43,8,11,15,17,5,4,7,11,125,112,12,12,2,6,9,9,3,3,13,14,341,389,3-4-2-1,6.81,4-3-3,7.04,14.05,10.48,,
268,Лацио,Рома,Давиде Масса,3.1,2.75,2.7,31,1,0,1779,398,1381,69,31,18,13,4,4,694,301,54,57,14,9,16,14,49,49,12,14,12,9,5,2,5,11,97,90,12,8,5,3,5,6,7,2,12,20,637,241,4-3-3,6.93,3-4-2-1,6.87,6.86,20.25,,
269,Интер,Ювентус,Даниэле Чиффи,2.0,3.3,3.8,24,0,1,2039,661,1378,69,31,6,18,3,4,620,268,49,48,37,16,11,12,49,41,17,13,14,15,6,4,5,13,136,116,18,7,3,3,9,4,9,3,15,40,549,203,3-5-2,6.94,3-5-1-1,6.94,8.18,16.24,,
270,Кремонезе,Аталанта,Ливио Маринелли,5.75,4.0,1.5699999999999998,23,1,3,594,1302,-708,42,58,13,10,3,2,412,568,63,66,12,20,13,26,51,61,13,19,20,15,0,6,6,14,139,152,15,12,4,4,8,10,7,2,17,13,312,474,3-5-2,6.73,3-4-2-1,6.86,13.17,12.11,,
271,Интер,Фиорентина,Фабио Мареска,1.83,3.5,4.333333333333334,15,0,1,1698,755,943,59,41,8,7,2,3,465,335,58,64,34,17,18,18,61,44,22,17,20,11,10,8,8,6,139,128,16,19,3,3,13,11,3,8,16,34,385,254,3-5-2,6.94,4-2-3-1,6.85,6.13,17.38,,
272,Ювентус,Верона,Маттео Маркетти,1.55,3.8,6.0,36,1,0,895,673,222,55,45,14,22,1,2,476,372,64,54,11,19,20,11,54,60,18,14,9,25,3,5,6,11,135,126,10,10,2,3,4,5,6,5,17,16,395,290,3-5-2,6.94,3-4-1-2,6.74,8.83,9.0,,
273,Болонья,Удинезе,Мария Соле Феррьери Капути,2.25,3.3,3.25,27,3,0,994,1211,-217,52,48,17,10,1,2,482,440,49,46,12,13,17,31,56,59,10,12,28,16,2,7,8,7,108,130,11,15,4,5,4,10,7,5,12,7,418,367,4-3-3,6.82,3-5-2,6.86,7.64,14.9,,
274,Монца,Лацио,Маттео Марсенаро,3.5,3.3,2.15,21,0,2,1289,769,520,56,44,13,8,5,2,630,485,48,52,18,9,12,14,28,38,6,4,7,13,8,3,6,7,108,100,11,8,3,4,6,3,5,5,7,9,569,422,3-4-2-1,6.82,4-3-3,6.94,14.0,21.1,,
275,Специя,Салернитана,Даниэле Орсато,2.38,3.25,3.1,24,1,1,1314,923,391,51,49,12,12,0,1,384,367,52,60,23,18,28,15,62,58,17,19,16,20,9,5,5,9,169,175,15,12,4,2,6,8,9,4,30,26,281,256,4-3-3,6.72,3-4-2-1,6.75,7.27,7.92,,
276,Рома,Сампдория,Массимилиано Иррати,1.33,4.75,9.5,24,3,0,1923,802,1121,51,49,11,13,3,5,421,420,37,51,21,15,17,14,50,41,15,8,10,14,10,3,9,2,92,92,28,6,11,3,20,3,8,3,16,17,371,362,4-2-3-1,6.86,4-3-2-1,6.71,11.85,15.21,,
277,Наполи,Милан,Антонио Рапуано,1.95,3.4,4.0,20,0,4,1250,664,586,61,39,11,9,1,2,567,376,28,47,27,6,25,16,46,51,11,8,13,23,10,4,9,9,135,115,20,14,4,8,10,8,10,6,7,20,496,293,4-3-3,7.04,4-2-3-1,6.88,9.39,15.35,,
278,Эмполи,Лечче,Майкл Фаббри,2.75,2.9,2.9,25,1,0,1311,501,810,53,47,10,15,3,2,397,345,61,73,13,23,24,13,59,65,21,31,11,18,3,4,6,12,165,166,14,5,7,0,5,1,9,4,18,21,288,237,4-3-1-2,6.77,4-3-3,6.76,7.55,9.13,,
279,Сассуоло,Торино,Ивано Пеццуто,2.45,3.2,3.0,21,1,1,1053,1202,-149,47,53,12,9,1,1,433,483,57,49,21,24,14,12,36,47,11,16,8,10,6,7,9,5,129,113,12,16,4,2,7,12,5,4,10,24,355,409,4-3-3,6.78,3-4-2-1,6.79,12.71,21.5,,
280,Салернитана,Интер,Майкл Фаббри,6.5,4.5,1.5,24,1,1,513,1618,-1105,44,56,14,10,2,2,418,539,41,60,14,19,15,6,39,49,15,26,4,10,2,8,13,18,117,112,11,25,3,11,5,20,6,5,15,17,341,451,3-4-2-1,6.75,3-5-2,6.94,21.81,8.19,,
281,Лечче,Наполи,Джанлука Манганьелло,6.0,3.6,1.62,21,1,2,808,1261,-453,31,69,12,9,2,1,319,729,42,46,16,10,20,19,42,49,10,14,13,15,5,4,4,9,137,136,11,9,3,3,7,7,4,2,17,13,233,634,4-3-3,6.76,4-3-3,7.02,24.33,8.52,,
282,Милан,Эмполи,Маттео Марсенаро,1.36,4.75,9.0,19,0,0,2939,11,2928,70,30,11,8,2,2,677,299,58,49,42,5,24,19,56,46,15,16,19,14,9,0,6,10,141,123,23,2,4,1,15,1,8,1,1,57,600,229,4-2-3-1,6.89,4-3-1-2,6.77,6.76,38.44,,
283,Удинезе,Монца,Лука Массими,1.91,3.5,4.0,33,2,2,749,1309,-560,40,60,12,21,1,3,374,569,40,62,13,13,22,14,53,48,13,7,10,20,4,2,11,11,103,101,14,12,5,5,6,8,8,4,10,7,323,503,3-5-2,6.84,3-4-2-1,6.81,19.6,5.92,,
284,Фиорентина,Специя,Федерико Диониси,1.4,4.5,7.5,41,1,1,2058,325,1733,66,34,12,29,0,7,444,238,47,67,41,11,24,23,71,58,12,13,16,19,8,4,7,8,157,130,19,4,4,3,12,2,7,2,11,46,358,152,4-2-3-1,6.85,4-3-3,6.72,4.03,5.11,,
285,Аталанта,Болонья,Даниэле Орсато,1.62,4.0,5.5,11,0,2,1385,872,513,49,51,6,5,3,2,494,533,57,62,22,9,26,19,49,48,13,8,16,23,6,0,7,8,163,149,15,13,6,6,7,7,8,6,8,23,398,434,3-4-1-2,6.86,4-1-4-1,6.83,15.33,13.0,,
286,Сампдория,Кремонезе,Даниэле Довери,2.25,3.25,3.3,29,2,3,1124,899,225,49,51,14,15,2,3,381,402,61,58,17,14,17,13,60,59,28,25,6,11,3,3,10,11,123,114,13,17,9,4,9,13,4,4,15,18,299,322,4-2-3-1,6.7,3-4-1-2,6.72,10.75,9.44,,
287,Верона,Сассуоло,Франческо Фурно,2.45,3.3,2.88,26,2,1,679,1482,-803,40,60,12,14,3,4,312,476,62,61,16,22,13,15,50,58,19,20,15,16,4,10,9,4,133,144,11,17,3,5,3,12,8,5,23,16,225,381,3-5-2,6.74,4-3-3,6.78,14.29,7.4,,
288,Торино,Рома,Андреа Коломбо,3.4,2.88,2.45,16,0,1,886,744,142,56,44,10,6,3,1,541,436,70,74,17,8,25,10,44,43,7,16,14,13,7,4,10,11,143,142,7,9,1,1,1,4,6,5,17,13,445,343,3-4-2-1,6.8,3-4-2-1,6.87,10.42,23.21,,
289,Лацио,Ювентус,Марко Ди Белло,2.8,2.9,2.88,26,2,1,1283,1088,195,50,50,11,15,2,5,454,441,43,67,20,25,20,17,43,50,17,13,9,14,6,6,6,7,121,111,9,11,4,4,5,9,4,2,20,18,383,373,4-3-3,6.94,3-5-1-1,6.94,15.89,11.95,,
