Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
86,Реал Мадрид,футбольный клуб Барселона,Хосе Мария Санчес Мартинес,2.25,3.75,2.88,25,3,1,572,1565,-993,43,57,11,14,2,2,414,547,61,48,7,9,6,17,40,40,7,7,19,14,2,3,6,8,105,102,8,18,4,5,6,12,2,6,9,5,345,488,4-3-3,7.06,4-3-3,7.15,16.75,7.45,,
87,Эспаньол,Вальядолид,Антонио Матеу Лаос,2.0,3.5,4.0,24,1,0,1243,859,384,49,51,13,11,1,4,374,395,67,71,16,12,12,12,51,49,17,20,20,15,6,4,4,5,144,136,15,14,3,2,10,6,5,8,7,18,285,299,4-1-3-2,6.76,4-3-3,6.78,7.34,14.0,,
88,Бетис,Альмерия,Алехандро Мунис Руис,1.53,4.2,6.0,13,3,1,1547,848,699,55,45,6,7,1,1,529,433,56,41,18,15,10,15,36,33,7,14,14,6,9,3,4,12,119,116,16,12,6,5,14,9,2,3,7,16,440,363,4-2-3-1,6.88,4-3-3,6.75,17.0,21.54,,
89,Вильярреал,Осасуна,Пабло Гонсалес Фуэртес,1.75,3.75,4.5,37,2,0,0,0,0,58,42,14,23,2,6,416,289,59,58,14,17,10,4,43,41,9,14,10,13,8,4,4,12,117,108,12,14,9,3,8,2,4,12,18,16,347,233,4-4-2,6.93,4-1-4-1,6.79,7.68,7.96,,
90,Севилья,Валенсия,Сесар Сото Градо,2.25,3.3,3.3,37,1,1,2162,845,1317,64,36,11,26,4,6,488,273,53,49,31,13,13,10,56,50,17,13,12,22,11,6,3,8,131,108,18,13,5,5,12,9,6,4,12,30,414,208,5-4-1,6.75,5-4-1,6.86,10.5,8.57,,
91,Хетафе,Атлетик Бильбао,Хосе Луис Мунуэра Монтеро,4.75,3.4,1.83,25,2,2,1041,1134,-93,41,59,14,11,6,4,362,528,80,60,26,28,5,17,46,35,15,12,18,4,7,4,8,8,143,145,11,14,4,4,9,8,2,6,19,29,264,443,5-3-2,6.67,4-2-3-1,6.94,13.86,18.4,,
92,Атл. Мадрид,Райо Вальекано,Хавьер Иглесиас Вильянуэва,1.5699999999999998,3.75,6.5,22,1,1,946,1023,-77,53,47,11,11,3,0,538,466,59,53,13,26,13,13,48,35,9,11,21,14,3,4,14,7,134,148,12,14,4,4,8,7,4,7,16,17,447,380,4-4-2,6.93,4-2-3-1,6.74,12.19,15.76,,
93,Кадис,Бетис,Антонио Матеу Лаос,3.5,3.25,2.2,22,0,0,696,1485,-789,40,60,15,7,1,2,345,505,60,65,9,27,17,7,43,53,13,18,16,19,4,9,5,10,130,136,13,12,3,3,8,7,5,5,23,18,254,422,4-4-2,6.63,4-2-3-1,6.9,15.44,12.29,,
94,Вальядолид,Сельта,Валентин Писарро Гомес,3.1,3.2,2.38,23,4,1,933,1815,-882,38,62,12,11,1,1,288,477,61,35,17,27,9,14,51,44,17,14,21,10,3,7,6,5,126,125,9,22,7,5,6,14,3,8,23,12,204,408,5-3-2,6.77,4-1-3-2,6.73,13.5,12.08,,
95,Реал Сосьедад,Мальорка,Мигель Анхель Ортис Ариас,1.55,3.8,7.0,27,1,0,1800,1166,634,52,48,18,9,1,2,408,377,37,51,15,18,9,10,48,52,22,17,13,13,10,7,3,11,129,135,14,12,7,3,7,9,7,3,27,20,326,286,4-1-3-2,6.84,5-4-1,6.75,7.38,10.71,,
96,Эльче,Реал Мадрид,Хесус Хиль Мансано,9.5,6.0,1.25,24,0,3,965,1374,-409,38,62,14,10,1,1,435,738,38,23,18,6,10,15,33,40,4,0,13,15,8,2,8,5,98,83,10,10,3,7,8,7,2,3,8,14,382,696,4-1-4-1,6.53,4-3-3,7.05,28.79,11.87,,
97,Альмерия,Жирона,Гильермо Куадра Фернандес,2.6,3.4,2.62,28,3,2,744,1708,-964,34,66,14,14,1,3,235,449,62,44,13,32,13,15,42,49,13,18,11,14,4,5,7,2,110,121,13,14,7,5,11,11,2,3,30,11,164,381,4-2-3-1,6.74,4-4-2,6.79,20.29,5.41,,
98,Осасуна,Эспаньол,Марио Мелеро Лопес,2.25,3.25,3.4,32,1,0,2275,461,1814,65,35,17,15,1,2,495,276,73,69,23,8,20,8,59,56,21,15,13,24,9,2,6,8,169,146,17,5,5,3,12,4,5,1,9,32,394,174,4-1-4-1,6.77,4-4-2,6.78,5.95,11.43,,
99,футбольный клуб Барселона,Вильярреал,Карлос Дель Серро Гранде,1.45,4.5,6.5,29,3,0,2351,147,2204,70,30,18,11,0,1,763,328,42,43,22,7,17,16,42,45,7,3,17,16,8,0,11,13,94,85,16,5,5,1,11,4,5,1,1,19,716,276,4-3-3,7.1,4-4-2,6.95,5.68,27.5,,
100,Райо Вальекано,Кадис,Алехандро Мунис Руис,1.7,3.4,5.75,25,5,1,2636,182,2454,62,38,13,12,1,3,441,277,49,59,27,6,14,4,46,33,9,10,17,9,10,1,6,5,114,114,28,3,11,0,17,2,11,1,10,20,374,203,4-4-2,6.73,4-4-2,6.65,5.92,27.5,,
101,Вальядолид,Реал Сосьедад,Хорхе Фигероа Васкес,4.0,3.4,1.91,33,1,0,415,1873,-1458,25,75,19,14,2,3,186,562,66,52,9,30,4,14,42,52,10,23,17,6,4,10,11,8,117,134,9,20,2,2,6,5,3,15,24,8,104,491,3-5-2,6.8,4-1-3-2,6.84,11.04,3.48,,
102,Валенсия,Мальорка,Хосе Мария Санчес Мартинес,1.75,3.5,5.0,33,1,2,1691,376,1315,68,32,14,19,3,5,547,271,44,67,34,9,10,9,55,56,16,17,17,20,5,3,4,6,144,124,13,10,3,5,6,8,7,2,11,27,464,188,4-3-3,6.86,5-4-1,6.76,5.75,16.4,,
103,Реал Мадрид,Севилья,Алехандро Эрнандес,1.36,4.75,8.0,21,3,1,1491,535,956,56,44,9,12,1,4,638,502,22,30,8,8,15,14,40,34,8,2,14,18,4,3,5,9,97,101,18,9,6,2,7,6,11,3,6,6,579,434,4-3-3,7.07,4-3-3,6.76,14.17,14.68,,
104,Эспаньол,Эльче,Хосе Луис Мунуэра Монтеро,1.6,3.8,6.0,23,2,2,1136,708,428,41,59,13,10,2,3,362,544,47,69,26,14,13,14,47,43,9,13,20,11,5,3,8,5,112,124,13,9,5,4,5,5,8,4,9,25,304,471,4-3-3,6.78,5-3-2,6.53,13.07,15.23,,
105,Бетис,Атл. Мадрид,Хесус Хиль Мансано,3.2,3.1,2.4,27,1,2,1160,604,556,55,45,10,17,2,3,560,463,41,42,16,8,19,14,49,56,10,12,16,26,7,4,12,12,144,125,17,9,4,3,12,4,5,5,17,13,474,385,4-2-3-1,6.9,4-4-2,6.93,12.3,11.48,,
106,Жирона,Осасуна,Хуан Луис Пулидо Сантана,2.5,3.2,3.0,22,1,1,785,1195,-410,50,50,11,11,2,3,468,474,45,62,20,22,8,12,37,55,11,20,13,15,3,5,4,8,131,122,7,9,1,2,2,4,5,5,18,22,383,398,4-4-1-1,6.77,4-1-4-1,6.79,11.32,13.23,,
107,Вильярреал,Альмерия,Рикардо де Бургос Бенгоэчеа,1.36,5.25,8.0,15,2,1,1146,1197,-51,52,48,7,8,4,1,441,412,47,54,29,22,14,8,44,36,14,12,16,16,10,4,10,10,133,127,11,15,5,4,5,8,6,7,17,21,367,337,4-2-3-1,6.9,5-3-2,6.73,12.47,17.36,,
108,футбольный клуб Барселона,Атлетик Бильбао,Хуан Мартинес Мунуэра,1.44,5.0,6.5,20,4,0,1799,252,1547,66,34,7,13,2,2,669,343,55,54,7,10,13,9,40,30,7,7,13,12,1,2,6,11,105,110,10,5,7,3,8,3,2,2,12,9,598,273,4-3-3,7.11,4-2-3-1,6.92,12.29,14.81,,
109,Сельта,Хетафе,Пабло Гонсалес Фуэртес,1.67,3.5,5.75,23,1,1,2167,161,2006,72,28,10,13,1,1,667,271,66,68,28,4,12,10,46,57,15,23,15,18,10,0,18,9,149,136,17,4,5,1,4,2,13,2,7,25,577,178,4-1-3-2,6.72,5-3-2,6.69,4.62,23.0,,
110,Мальорка,Эспаньол,Исидро Диас де Мера Эскудерос,2.45,3.0,3.2,24,1,1,1034,681,353,52,48,15,9,4,1,450,421,65,48,25,21,14,10,45,55,21,14,10,20,4,4,8,11,133,135,13,7,5,2,7,2,6,5,20,29,370,336,5-4-1,6.77,4-3-3,6.78,11.29,12.79,,
111,Альмерия,Сельта,Карлос Дель Серро Гранде,3.0,3.5,2.3,17,3,1,1753,514,1239,62,38,10,7,4,0,509,313,54,41,31,14,16,10,41,38,9,7,17,15,6,4,8,4,115,118,19,8,5,3,11,2,8,6,12,22,446,247,4-1-4-1,6.73,4-1-3-2,6.73,8.18,21.57,,
112,Кадис,Атл. Мадрид,Хосе Мария Санчес Мартинес,7.0,3.6,1.5699999999999998,27,3,2,695,1136,-441,41,59,15,12,2,4,344,495,60,44,16,25,16,8,44,45,12,9,12,17,5,3,3,6,118,111,10,16,7,8,8,11,2,5,20,13,279,433,4-4-2,6.61,3-5-2,6.93,18.13,8.73,,
113,Севилья,Райо Вальекано,Антонио Матеу Лаос,2.05,3.3,3.8,29,0,1,1250,697,553,63,37,9,20,6,1,505,305,53,62,29,12,19,18,52,51,10,11,12,23,6,6,13,5,160,126,10,15,4,5,7,9,3,6,9,27,415,220,4-2-3-1,6.75,4-2-3-1,6.78,10.0,6.71,,
114,Валенсия,футбольный клуб Барселона,Рикардо де Бургос Бенгоэчеа,5.5,4.5,1.53,20,0,1,139,1906,-1767,33,67,13,7,4,5,275,572,39,59,13,21,15,30,42,43,4,4,24,12,3,10,13,8,109,136,3,13,2,2,3,10,0,3,23,5,211,496,4-3-3,6.85,4-3-3,7.13,14.25,7.43,,
115,Осасуна,Вальядолид,Гильермо Куадра Фернандес,1.8,3.75,4.5,30,2,0,1285,821,464,48,52,14,16,0,3,390,422,59,59,23,22,9,11,54,46,22,13,12,15,1,8,16,10,124,130,20,7,10,2,12,4,8,3,18,23,318,345,4-3-3,6.8,3-5-2,6.81,9.28,9.67,,
116,Реал Мадрид,Жирона,Марио Мелеро Лопес,1.25,5.5,11.0,24,1,1,1219,515,704,58,42,16,8,3,3,643,460,37,41,16,11,13,10,39,32,8,2,15,10,7,1,4,7,100,94,19,8,6,2,9,6,10,2,8,12,588,407,4-3-3,7.06,4-1-4-1,6.76,11.44,56.8,,
117,Атлетик Бильбао,Вильярреал,Мигель Анхель Ортис Ариас,2.05,3.5,3.6,22,1,0,1675,514,1161,43,57,12,10,2,1,371,523,46,57,27,10,14,15,47,31,9,4,21,10,6,2,11,9,130,127,19,6,7,3,14,4,5,2,7,28,294,441,4-2-3-1,6.86,4-3-3,6.9,10.9,15.5,,
118,Реал Сосьедад,Бетис,Хавьер Иглесиас Вильянуэва,2.05,3.2,4.0,38,0,2,1368,543,825,58,42,22,16,4,4,418,305,41,49,16,7,12,6,53,44,15,7,18,13,5,3,9,9,120,123,14,10,7,4,10,4,4,6,7,22,346,231,4-1-3-2,6.83,4-2-3-1,6.88,5.34,14.24,,
119,Эльче,Хетафе,Сесар Сото Градо,2.63,2.9,3.0,23,0,1,1407,507,900,59,41,12,11,0,3,514,359,61,62,36,17,18,5,39,40,15,13,7,14,6,2,7,11,147,127,12,8,5,3,8,6,4,2,11,30,430,269,5-4-1,6.55,5-3-2,6.69,14.6,25.71,,
120,Жирона,Атлетик Бильбао,Валентин Писарро Гомес,3.6,3.5,2.1,22,2,1,1236,1085,151,42,58,11,11,1,1,362,517,60,50,22,22,15,12,40,41,6,8,18,18,7,1,8,3,124,136,19,11,10,7,12,6,7,5,22,18,291,431,4-1-4-1,6.76,4-2-3-1,6.88,20.62,9.27,,
121,Хетафе,Кадис,Алехандро Эрнандес,2.1,3.0,4.2,31,0,0,841,1066,-225,53,47,15,16,6,2,424,386,60,81,30,16,8,16,54,50,23,18,15,12,5,5,4,3,138,144,13,15,2,4,7,11,6,4,19,20,342,288,5-3-2,6.72,4-4-2,6.63,9.35,14.31,,
122,Вальядолид,Эльче,Рикардо де Бургос Бенгоэчеа,1.91,3.5,4.0,19,2,1,1662,424,1238,51,49,9,10,2,0,407,407,40,54,26,14,8,14,38,32,10,6,15,12,8,4,13,4,114,118,16,4,11,2,12,3,4,1,14,23,344,336,4-3-3,6.81,4-4-1-1,6.56,10.83,21.75,,
123,Сельта,Осасуна,Хорхе Фигероа Васкес,2.2,3.3,3.4,32,1,2,1331,611,720,61,39,12,20,1,5,538,330,38,70,17,16,13,12,56,40,9,16,20,8,2,3,9,6,128,130,13,8,5,4,6,4,7,4,13,26,458,254,4-4-2,6.71,4-3-3,6.83,6.76,18.71,,
124,футбольный клуб Барселона,Альмерия,Пабло Гонсалес Фуэртес,1.11,9.5,17.0,27,2,0,3120,145,2975,70,30,14,13,2,1,713,310,56,56,26,2,17,14,53,41,11,8,15,13,9,1,3,12,123,120,27,4,13,1,20,4,7,0,6,22,643,222,4-3-3,7.11,5-3-2,6.76,6.59,31.7,,
125,Атл. Мадрид,Эспаньол,Хуан Луис Пулидо Сантана,1.53,4.2,6.0,23,1,1,2372,337,2035,67,33,13,10,3,5,540,269,46,66,36,9,22,14,54,46,15,14,20,18,12,2,7,9,136,120,27,6,7,2,16,4,11,2,5,36,476,191,4-4-2,6.92,4-2-3-1,6.79,6.13,19.36,,
126,Реал Сосьедад,Валенсия,Хосе Луис Мунуэра Монтеро,1.95,3.4,4.2,23,1,1,610,2015,-1405,27,73,11,12,2,0,227,603,64,58,8,31,6,7,43,49,22,21,8,14,1,11,6,2,130,142,9,14,4,3,5,6,4,8,28,14,148,518,4-3-1-2,6.82,4-3-3,6.83,16.14,6.06,,
127,Вильярреал,Мальорка,Алехандро Мунис Руис,1.75,3.5,5.0,33,0,2,1848,426,1422,71,29,17,16,4,6,597,242,33,58,22,7,15,5,41,48,12,10,8,20,5,2,5,11,120,93,9,7,2,5,4,5,5,2,5,28,530,178,4-2-3-1,6.88,5-4-1,6.77,6.33,19.93,,
128,Бетис,Севилья,Хосе Мария Санчес Мартинес,2.05,3.1,4.0,26,1,1,658,1870,-1212,37,63,6,20,4,5,308,523,55,50,9,27,7,5,39,29,7,11,9,11,1,4,6,4,97,104,9,22,4,6,6,13,3,9,22,10,248,461,4-2-3-1,6.9,4-2-3-1,6.75,32.63,7.5,,
129,Райо Вальекано,Реал Мадрид,Хуан Мартинес Мунуэра,4.75,3.6,1.73,33,3,2,1348,1005,343,45,55,22,11,4,5,367,449,49,42,19,22,9,12,31,53,5,8,14,18,4,5,9,10,118,108,15,16,7,2,8,9,7,7,18,19,298,386,4-2-3-1,6.8,4-3-3,7.05,8.58,7.89,,
130,Эльче,Жирона,Пабло Гонсалес Фуэртес,3.5,3.4,2.1,25,1,2,709,1733,-1024,45,55,16,9,3,2,349,439,51,55,18,13,11,17,47,39,11,7,23,12,2,5,5,5,121,125,11,21,2,3,7,16,4,5,9,9,277,361,4-2-3-1,6.57,4-1-4-1,6.78,13.89,10.75,,
131,Атлетик Бильбао,Вальядолид,Исидро Диас де Мера Эскудерос,1.4,4.5,7.5,27,3,0,1460,765,695,43,57,21,6,3,1,341,459,43,72,15,12,13,13,29,56,7,8,10,21,10,2,14,10,138,143,19,8,6,0,16,5,3,3,10,17,256,351,4-1-4-1,6.87,4-4-2,6.82,7.65,10.5,,
132,Осасуна,футбольный клуб Барселона,Хесус Хиль Мансано,5.75,4.2,1.53,21,1,2,1059,1040,19,47,53,15,6,4,4,433,506,63,61,22,10,9,12,33,46,12,13,10,12,3,6,5,3,127,128,15,9,3,3,10,7,5,2,13,14,349,414,4-4-1-1,6.82,4-3-3,7.12,15.84,15.53,,
133,Альмерия,Хетафе,Алехандро Мунис Руис,2.05,3.2,4.0,25,1,0,708,954,-246,55,45,17,8,8,4,453,361,69,57,12,24,14,14,36,57,13,20,10,13,7,6,12,11,150,150,8,11,3,3,5,9,3,2,22,10,350,260,4-1-4-1,6.75,5-3-2,6.73,10.11,14.53,,
134,Севилья,Реал Сосьедад,Карлос Дель Серро Гранде,2.45,3.3,2.9,21,1,2,571,1704,-1133,32,68,9,12,2,2,328,732,61,57,14,11,12,9,34,41,5,10,12,17,2,1,4,9,121,111,6,17,3,9,5,12,1,5,12,21,248,658,4-2-3-1,6.75,4-3-1-2,6.8,19.47,7.36,,
135,Эспаньол,Вильярреал,Хавьер Иглесиас Вильянуэва,2.63,3.5,2.55,17,0,1,1130,1262,-132,44,56,11,6,1,3,414,532,58,52,18,9,14,17,35,38,5,9,18,13,4,7,6,5,106,103,14,10,6,3,8,7,6,3,12,25,356,474,4-2-3-1,6.78,4-3-3,6.87,15.19,12.35,,
136,Мальорка,Атл. Мадрид,Марио Мелеро Лопес,3.8,2.87,2.25,31,1,0,652,1687,-1035,37,63,14,17,5,3,354,586,72,47,8,28,13,6,47,53,11,17,14,19,2,5,11,5,126,144,9,17,3,5,3,6,6,11,37,13,264,507,5-4-1,6.8,4-4-2,6.92,17.82,7.0,,
137,Райо Вальекано,Сельта,Хосе Луис Мунуэра Монтеро,2.05,3.1,4.0,35,0,0,1508,433,1075,58,42,19,16,7,1,512,375,67,62,27,8,14,24,51,69,10,12,22,31,5,3,5,6,154,144,10,11,3,3,5,7,5,4,14,23,428,287,4-2-3-1,6.78,3-4-3,6.72,4.89,12.22,,
138,Валенсия,Бетис,Мигель Анхель Ортис Ариас,2.15,3.4,3.6,21,3,0,1759,402,1357,62,38,12,9,1,3,545,329,39,54,16,9,21,11,44,40,10,5,14,19,5,5,3,6,120,133,15,5,7,1,8,3,7,2,13,15,476,243,4-3-3,6.84,4-2-3-1,6.88,9.35,24.31,,
139,Реал Мадрид,Кадис,Сесар Сото Градо,1.22,7.0,11.0,28,2,1,2003,528,1475,67,33,12,16,3,3,672,338,52,61,19,9,18,10,62,29,14,5,20,10,7,1,4,6,115,114,18,10,5,5,8,5,10,5,12,18,602,268,4-3-3,7.03,4-4-2,6.64,5.52,19.94,,
140,Жирона,Райо Вальекано,Хорхе Фигероа Васкес,2.1,3.4,3.4,28,2,2,1384,644,740,60,40,14,14,3,2,515,353,51,61,24,9,19,9,52,42,19,8,15,18,2,4,9,8,137,121,16,12,7,4,12,7,4,5,6,20,431,268,4-1-4-1,6.79,4-2-3-1,6.78,7.64,12.2,,
141,Бетис,Атлетик Бильбао,Алехандро Эрнандес,3.0,3.25,2.4,25,0,0,933,699,234,53,47,8,17,1,4,463,397,59,62,10,20,20,11,50,49,9,13,19,24,2,6,7,15,157,154,9,10,5,0,4,6,5,4,24,14,364,302,4-2-3-1,6.85,4-2-3-1,6.88,11.06,6.75,,
142,Атл. Мадрид,Эльче,Гильермо Куадра Фернандес,1.22,6.0,12.0,34,2,0,1511,578,933,62,38,14,20,3,4,590,348,40,39,16,14,9,12,56,33,11,2,22,13,3,5,8,9,107,123,18,5,4,1,7,2,11,3,14,16,523,284,3-4-2-1,6.91,3-4-2-1,6.59,8.58,15.92,,
143,Хетафе,Мальорка,Хавьер Альберола Рохас,2.8,2.63,3.1,29,2,0,1402,396,1006,56,44,10,19,0,1,508,411,73,75,19,9,8,9,52,47,19,20,11,13,4,2,7,3,155,155,14,3,6,0,9,1,5,2,11,17,401,301,5-3-2,6.73,5-4-1,6.81,11.81,12.05,,
144,Кадис,Альмерия,Хуан Мартинес Мунуэра,2.15,3.25,3.6,21,1,1,893,1089,-196,49,51,7,14,2,0,432,450,80,54,17,12,10,23,45,47,10,15,20,16,3,2,5,8,150,140,12,19,6,10,9,11,3,8,13,18,339,364,4-4-2,6.63,4-1-4-1,6.75,14.53,11.17,,
145,Сельта,Севилья,Рикардо де Бургос Бенгоэчеа,2.2,3.2,3.3,24,1,1,1042,1634,-592,44,56,11,13,2,4,447,587,44,59,24,22,12,6,44,39,11,10,14,15,5,6,14,14,127,146,17,7,5,5,11,3,6,4,24,18,370,496,5-3-2,6.74,3-4-2-1,6.73,17.39,9.15,,
146,Вальядолид,Реал Мадрид,Хосе Луис Мунуэра Монтеро,6.5,4.75,1.44,16,0,2,520,1889,-1369,39,61,7,9,2,0,387,610,58,46,10,20,11,17,38,25,4,5,20,10,5,9,10,6,101,118,14,19,4,7,5,15,9,4,13,3,318,539,4-3-3,6.81,4-3-3,7.04,39.25,16.71,,
147,футбольный клуб Барселона,Эспаньол,Антонио Матеу Лаос,1.2,7.0,13.0,26,1,1,2527,224,2303,78,22,11,15,7,8,640,186,43,54,29,8,17,8,47,46,14,16,11,17,10,2,3,6,98,98,21,4,6,1,18,3,3,1,15,12,583,126,4-3-3,7.11,4-2-3-1,6.78,5.53,19.45,,
148,Реал Сосьедад,Осасуна,Валентин Писарро Гомес,1.91,3.3,4.333333333333334,25,2,0,1162,738,424,51,49,10,15,1,1,422,393,58,73,11,20,22,5,63,51,30,12,13,27,3,2,15,9,162,168,9,11,2,3,5,4,4,7,19,15,328,282,4-1-3-2,6.81,5-3-2,6.81,8.09,7.3,,
149,Вильярреал,Валенсия,Хосе Мария Санчес Мартинес,2.0,3.3,3.8,28,2,1,1389,851,538,53,47,12,16,1,4,393,345,41,44,10,17,16,10,46,51,10,9,14,28,5,2,9,11,122,121,14,13,8,4,9,9,5,4,21,8,325,278,4-3-3,6.88,4-3-3,6.86,9.5,9.21,,
150,Эльче,Сельта,Мигель Анхель Ортис Ариас,3.8,3.2,2.1,30,0,1,1664,905,759,57,43,15,15,3,1,485,383,66,82,32,11,14,10,54,56,21,17,13,20,8,4,8,13,193,152,13,14,5,7,7,10,6,4,16,40,362,282,3-4-3,6.57,5-3-2,6.74,9.08,12.52,,
151,Валенсия,Кадис,Пабло Гонсалес Фуэртес,1.53,4.2,6.0,35,0,1,2320,170,2150,74,26,14,21,5,6,544,204,39,54,46,5,12,12,69,61,17,25,25,18,13,2,7,6,156,131,11,6,2,2,8,5,3,1,7,51,465,125,4-3-3,6.85,4-2-3-1,6.65,3.24,11.54,,
152,Вильярреал,Реал Мадрид,Сесар Сото Градо,3.3,3.6,2.05,19,2,1,1258,1397,-139,49,51,13,6,4,1,462,485,42,46,12,16,21,10,36,39,3,7,16,16,6,5,15,5,106,107,17,13,5,3,10,10,7,3,24,21,392,419,4-3-3,6.88,4-3-3,7.04,14.53,11.32,,
153,Мальорка,Вальядолид,Валентин Писарро Гомес,2.0,3.2,4.2,31,1,0,1073,847,226,42,58,14,17,2,3,331,507,55,64,36,11,7,13,65,51,23,18,23,14,6,2,6,9,140,144,13,9,4,1,10,5,3,4,16,21,249,410,3-4-2-1,6.79,4-3-3,6.8,11.6,9.15,,
154,Эспаньол,Жирона,Карлос Дель Серро Гранде,2.45,3.3,2.9,29,2,2,989,1177,-188,44,56,13,16,3,2,354,458,63,38,25,14,15,23,56,53,16,18,17,13,5,2,7,3,128,119,12,12,6,5,7,8,5,4,15,25,277,396,4-3-3,6.77,4-1-4-1,6.78,10.83,7.25,,
155,Альмерия,Реал Сосьедад,Хавьер Альберола Рохас,4.333333333333334,3.3,1.91,27,0,2,466,1405,-939,44,56,13,14,1,0,375,494,62,42,15,7,19,14,50,56,11,13,19,23,4,2,6,3,133,138,6,9,1,6,5,8,1,1,12,13,297,409,4-3-3,6.76,4-1-3-2,6.82,13.38,7.0,,
156,Райо Вальекано,Бетис,Исидро Диас де Мера Эскудерос,2.45,3.2,3.0,26,1,2,1554,1115,439,62,38,10,16,3,2,486,303,67,61,26,13,14,19,48,53,12,12,19,23,5,7,6,10,156,138,15,14,3,3,7,8,8,6,11,28,393,218,4-4-1-1,6.78,4-2-3-1,6.85,7.27,11.62,,
157,Севилья,Хетафе,Хуан Мартинес Мунуэра,1.83,3.2,5.0,29,2,1,1705,756,949,58,42,13,16,3,3,561,400,64,70,29,18,13,9,51,44,17,14,13,13,3,4,6,8,141,140,11,11,5,2,7,8,4,3,20,21,473,306,3-1-4-2,6.74,5-3-2,6.75,15.67,14.76,,
158,Атл. Мадрид,футбольный клуб Барселона,Хосе Луис Мунуэра Монтеро,3.0,3.25,2.5,24,0,1,1287,1099,188,41,59,8,16,2,3,424,634,47,56,24,9,12,13,53,48,11,13,24,22,7,4,14,13,156,145,20,10,5,2,15,7,5,3,7,26,336,541,4-4-2,6.92,4-3-3,7.09,12.21,7.96,,
159,Атлетик Бильбао,Осасуна,Марио Мелеро Лопес,1.5699999999999998,3.8,6.5,21,0,0,2053,208,1845,60,40,8,13,0,1,482,328,65,65,31,8,10,10,54,50,20,20,16,19,14,1,8,11,183,178,17,3,3,1,6,1,11,2,12,31,376,214,4-2-3-1,6.88,4-3-3,6.79,7.7,10.04,,
160,Сельта,Вильярреал,Хавьер Альберола Рохас,2.8,3.2,2.6,19,1,1,1912,624,1288,51,49,11,8,0,2,493,503,53,43,35,8,11,15,33,41,6,8,15,12,13,3,7,12,115,116,21,3,8,1,12,0,9,3,15,24,436,435,3-4-2-1,6.77,4-1-4-1,6.89,15.33,15.28,,
161,Вальядолид,Райо Вальекано,Марио Мелеро Лопес,2.75,3.1,2.75,35,0,1,698,1385,-687,45,55,17,18,2,2,346,433,60,68,16,14,22,13,64,59,14,15,25,24,4,8,8,8,159,158,9,13,2,6,6,5,3,8,20,24,247,328,4-3-3,6.79,4-2-3-1,6.77,7.19,5.61,,
162,Жирона,Севилья,Валентин Писарро Гомес,2.25,3.2,3.2,18,2,1,1268,940,328,46,54,11,7,3,1,451,539,47,44,25,21,17,9,37,40,6,6,19,20,5,1,8,10,109,114,19,10,7,2,11,5,8,5,17,14,396,478,4-4-2,6.78,5-3-2,6.75,12.83,14.83,,
163,Осасуна,Мальорка,Сесар Сото Градо,2.2,3.0,3.8,34,1,0,1436,440,996,62,38,15,19,2,3,561,336,52,65,19,11,13,9,54,48,14,11,15,20,3,1,6,4,136,145,15,6,4,2,9,3,6,3,23,16,481,245,4-3-3,6.79,5-4-1,6.8,6.69,13.41,,
164,Реал Сосьедад,Атлетик Бильбао,Гильермо Куадра Фернандес,2.3,3.0,3.5,35,3,1,1309,706,603,58,42,20,15,5,2,506,362,60,62,9,14,16,11,52,51,13,12,19,18,4,2,3,8,136,139,11,6,5,2,9,5,2,1,10,12,417,274,4-1-3-2,6.83,4-2-3-1,6.88,5.87,14.85,,
165,Хетафе,Эспаньол,Хорхе Фигероа Васкес,2.3,2.9,3.5,33,1,2,1380,695,685,62,38,20,13,2,3,443,279,76,59,28,15,6,6,45,58,20,23,9,12,5,1,11,14,167,142,10,10,2,4,5,5,5,5,27,34,340,184,5-3-2,6.74,3-4-2-1,6.77,5.09,14.0,,
166,Альмерия,Атл. Мадрид,Хосе Мария Санчес Мартинес,4.75,3.6,1.8,26,1,1,1102,624,478,55,45,14,12,4,4,538,440,65,62,21,13,16,14,56,47,19,17,16,14,3,4,11,9,147,146,14,12,3,7,10,10,4,2,15,20,455,342,4-3-3,6.74,4-1-4-1,6.92,12.81,17.65,,
