Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
167,Кадис,Эльче,Карлос Дель Серро Гранде,1.85,3.4,4.5,32,1,1,940,1089,-149,50,50,11,21,3,2,392,385,65,55,19,24,12,14,61,45,15,16,18,14,3,6,6,9,153,151,16,12,3,5,9,6,7,6,17,22,287,306,4-4-1-1,6.66,3-4-3,6.59,12.76,8.0,,
168,Бетис,футбольный клуб Барселона,Рикардо де Бургос Бенгоэчеа,4.5,3.75,1.75,26,1,2,259,1805,-1546,36,64,17,9,3,0,363,643,57,41,9,14,23,20,54,63,12,12,23,23,1,6,8,7,137,131,5,13,1,3,5,11,0,2,16,9,286,568,4-2-3-1,6.86,4-3-3,7.07,15.54,6.28,,
169,Реал Мадрид,Валенсия,Хавьер Альберола Рохас,1.36,4.75,8.0,29,2,0,2288,343,1945,71,29,12,17,3,1,735,298,48,42,14,15,33,15,55,44,8,4,16,22,6,6,9,8,105,102,19,4,8,0,11,2,8,2,9,20,678,242,4-3-3,7.04,4-3-3,6.84,5.44,21.53,,
170,Мальорка,Сельта,Хуан Луис Пулидо Сантана,2.8,2.75,3.0,26,1,0,624,906,-282,42,58,15,11,2,3,396,552,58,44,16,22,12,7,41,45,19,11,8,15,4,6,9,6,143,138,8,10,3,3,6,2,2,8,19,12,303,466,5-4-1,6.79,5-3-2,6.78,21.38,12.21,,
171,Райо Вальекано,Реал Сосьедад,Антонио Матеу Лаос,2.9,3.1,2.6,22,0,2,1021,1084,-63,54,46,11,11,0,0,466,403,71,74,26,10,18,9,57,53,19,17,18,22,3,4,13,12,186,166,14,12,2,7,9,7,5,5,8,24,350,291,4-2-3-1,6.78,4-3-1-2,6.83,10.0,8.56,,
172,Эспаньол,Бетис,Пабло Гонсалес Фуэртес,2.75,3.1,2.75,26,1,0,602,1248,-646,30,70,18,8,3,2,251,614,65,56,23,19,4,12,42,49,19,14,15,12,7,4,8,7,126,121,8,13,2,4,7,7,1,6,21,26,175,545,4-4-2,6.78,4-2-3-1,6.85,14.65,9.21,,
173,Атл. Мадрид,Вальядолид,Рикардо де Бургос Бенгоэчеа,1.33,5.25,9.0,19,3,0,1473,893,580,47,53,12,7,1,1,519,567,57,59,8,18,14,13,39,46,15,8,13,21,4,1,11,13,128,129,18,7,8,1,15,2,3,5,22,15,439,483,4-1-4-1,6.9,5-3-2,6.79,17.85,11.54,,
174,Севилья,Кадис,Алехандро Эрнандес,1.75,3.6,4.75,29,1,0,2905,187,2718,75,25,15,14,1,4,668,230,49,56,33,4,17,8,55,42,15,7,23,20,8,1,1,9,146,132,17,4,9,1,11,0,6,4,5,30,593,148,3-4-2-1,6.75,4-4-2,6.67,3.93,38.33,,
175,Вильярреал,Жирона,Карлос Дель Серро Гранде,1.75,3.8,4.5,36,1,0,2316,262,2054,69,31,21,15,5,5,608,263,45,57,21,11,10,8,42,47,6,8,17,14,3,2,5,4,116,126,19,8,9,1,10,6,9,2,11,15,535,189,4-3-3,6.88,4-2-3-1,6.79,3.78,24.77,,
176,Эльче,Осасуна,Алехандро Мунис Руис,3.0,3.1,2.5,28,1,1,1128,1131,-3,42,58,19,9,2,0,303,431,63,79,27,25,18,7,53,46,18,12,15,16,7,2,3,6,175,167,13,8,4,4,10,5,3,3,23,25,198,324,3-4-3,6.6,4-3-3,6.81,9.52,9.44,,
177,футбольный клуб Барселона,Хетафе,Хавьер Иглесиас Вильянуэва,1.22,6.0,13.0,17,1,0,1648,538,1110,68,32,11,6,1,2,807,385,51,79,17,10,9,12,38,48,13,18,16,15,4,2,5,9,146,131,8,7,4,3,4,7,4,0,7,27,712,301,4-3-3,7.09,5-4-1,6.73,8.04,82.8,,
178,Атлетик Бильбао,Реал Мадрид,Хосе Мария Санчес Мартинес,2.8,3.3,2.5,27,0,2,1814,678,1136,50,50,17,10,3,2,437,467,33,60,39,7,14,14,43,51,9,13,20,14,12,2,7,10,136,111,18,10,3,4,13,8,5,2,6,25,361,401,4-2-3-1,6.86,4-3-3,7.02,9.27,18.64,,
179,Валенсия,Альмерия,Хесус Хиль Мансано,1.6,4.0,5.5,16,2,2,1633,623,1010,57,43,8,8,2,1,482,368,57,67,26,11,12,12,42,37,9,9,20,19,6,2,5,12,161,157,16,14,6,3,12,7,4,7,12,24,384,268,4-4-2,6.85,4-3-3,6.76,7.6,13.5,,
180,Альмерия,Эспаньол,Хавьер Иглесиас Вильянуэва,2.45,3.1,3.1,22,3,1,1459,572,887,57,43,16,6,3,3,421,315,79,67,12,11,15,14,36,58,10,20,13,18,2,2,6,5,150,150,19,6,7,3,13,4,6,2,9,11,322,213,4-3-3,6.76,4-1-3-2,6.79,6.52,10.59,,
181,Кадис,Мальорка,Рикардо де Бургос Бенгоэчеа,2.88,2.75,2.9,25,2,0,999,926,73,42,58,13,12,2,2,345,475,80,65,22,17,10,16,50,64,19,30,16,12,6,2,6,2,159,157,11,9,4,2,7,5,4,4,25,28,243,369,4-4-2,6.67,5-4-1,6.79,11.16,11.93,,
182,Жирона,футбольный клуб Барселона,Алехандро Мунис Руис,5.25,4.5,1.55,25,0,1,696,1535,-839,40,60,10,15,2,3,383,583,32,68,20,18,16,12,47,40,9,6,12,19,4,2,9,5,124,125,8,8,2,3,6,5,2,3,17,16,317,509,4-4-2,6.78,4-3-3,7.08,16.44,8.89,,
183,Севилья,Эльче,Сесар Сото Градо,1.5,4.0,7.0,15,3,0,2836,91,2745,81,19,7,8,1,3,799,185,70,49,25,7,9,19,39,38,6,8,23,19,5,2,5,6,114,116,22,6,8,1,14,4,8,2,6,25,734,117,4-3-3,6.77,3-4-2-1,6.6,4.33,41.9,,
184,Хетафе,Бетис,Гильермо Куадра Фернандес,3.0,2.88,2.63,37,0,1,519,1270,-751,38,62,25,12,4,2,348,589,61,57,24,7,7,15,39,59,9,18,15,10,6,1,10,11,142,141,6,13,1,2,4,8,2,5,12,21,253,485,5-3-2,6.73,4-2-3-1,6.85,9.53,6.96,,
185,Вальядолид,Валенсия,Хорхе Фигероа Васкес,3.25,3.1,2.4,29,1,0,1267,969,298,53,47,14,15,3,1,402,348,63,52,20,22,22,17,60,55,16,15,21,17,4,7,6,8,133,139,13,15,6,2,6,9,7,6,18,16,324,269,4-3-3,6.78,4-3-3,6.84,5.38,11.95,,
186,Осасуна,Атл. Мадрид,Хавьер Альберола Рохас,4.0,3.2,2.05,20,0,1,930,956,-26,52,48,13,7,1,0,500,479,66,59,24,12,14,15,39,51,10,16,11,15,5,4,7,3,141,132,14,13,4,5,6,9,8,4,12,18,417,381,4-3-3,6.8,4-4-2,6.92,13.05,22.54,,
187,Сельта,Атлетик Бильбао,Исидро Диас де Мера Эскудерос,3.1,3.0,2.55,36,1,0,935,1184,-249,49,51,17,19,2,2,411,424,55,69,10,15,9,12,52,45,15,9,16,16,2,5,9,9,152,153,9,5,3,0,4,2,5,3,24,17,316,325,4-4-2,6.77,4-2-3-1,6.85,10.0,7.27,,
188,Реал Мадрид,Реал Сосьедад,Марио Мелеро Лопес,1.7,4.0,5.0,27,0,0,2155,258,1897,61,39,8,19,1,4,661,426,34,42,23,6,43,12,70,45,9,6,17,24,10,3,6,13,131,109,20,8,7,3,7,5,13,3,9,33,594,360,4-3-3,7.03,4-3-3,6.84,11.88,11.65,,
189,Вильярреал,Райо Вальекано,Хуан Луис Пулидо Сантана,1.73,3.6,4.75,29,0,1,1381,635,746,62,38,11,18,2,3,538,323,54,60,13,16,12,9,52,46,9,11,21,20,5,4,5,12,153,136,12,11,3,3,5,4,7,7,14,25,435,249,4-1-4-1,6.89,4-2-3-1,6.77,6.79,9.9,,
190,Атлетик Бильбао,Кадис,Валентин Писарро Гомес,1.36,4.5,10.0,26,4,1,927,1326,-399,42,58,14,12,2,1,360,486,49,60,12,21,17,12,37,53,14,15,5,16,0,3,9,9,111,126,17,15,9,3,13,9,4,6,23,12,292,411,4-1-4-1,6.83,4-1-4-1,6.68,16.94,8.23,,
191,Эспаньол,Осасуна,Хесус Хиль Мансано,2.7,3.0,2.8,26,1,1,948,1023,-75,40,60,9,17,3,5,320,482,57,66,23,19,16,10,62,55,20,31,16,10,4,3,7,6,133,150,9,9,4,3,7,7,2,2,27,18,238,390,4-4-2,6.78,4-1-4-1,6.8,17.88,7.61,,
192,Эльче,Вильярреал,Хосе Луис Мунуэра Монтеро,5.0,3.8,1.67,27,3,1,525,1582,-1057,28,72,19,8,4,2,216,572,40,32,11,19,19,33,53,65,8,9,30,19,6,10,12,1,103,129,18,14,7,2,14,9,4,5,19,20,155,509,3-4-3,6.6,4-3-3,6.88,9.29,6.92,,
193,Атл. Мадрид,Хетафе,Антонио Матеу Лаос,1.45,4.0,7.5,29,1,1,1713,342,1371,63,37,11,18,3,5,630,391,59,78,31,5,17,9,56,51,26,17,9,18,8,0,8,13,177,156,12,9,4,1,8,3,4,6,8,26,522,261,4-4-2,6.92,5-3-2,6.72,7.39,17.2,,
194,Бетис,Сельта,Карлос Дель Серро Гранде,2.05,3.25,3.8,24,3,4,1399,784,615,55,45,11,13,3,2,459,380,52,59,20,11,20,21,49,57,13,14,16,24,5,5,12,8,136,138,15,9,7,7,13,7,2,2,14,21,384,290,4-2-3-1,6.84,4-4-2,6.78,7.52,13.0,,
195,Мальорка,Реал Мадрид,Алехандро Эрнандес,5.0,3.4,1.75,43,1,0,209,2747,-2538,26,74,29,14,5,5,225,628,64,40,12,32,14,31,55,74,11,16,21,14,1,12,7,11,105,111,4,20,1,1,2,9,2,11,29,6,164,578,5-4-1,6.79,4-3-3,7.05,11.72,4.1,,
196,Жирона,Валенсия,Хавьер Иглесиас Вильянуэва,2.25,3.25,3.25,21,1,0,1830,789,1041,52,48,11,10,1,4,506,468,63,38,21,21,13,9,38,41,16,10,11,17,8,4,8,5,106,108,20,8,8,4,18,6,2,2,8,16,440,398,4-4-2,6.77,4-1-4-1,6.82,15.71,23.43,,
197,Реал Сосьедад,Вальядолид,Пабло Гонсалес Фуэртес,1.5,4.2,7.0,31,0,1,1006,846,160,55,45,17,14,4,5,462,368,37,65,9,17,17,14,59,64,24,11,15,29,0,4,7,14,141,142,15,7,4,2,8,5,7,2,11,14,375,277,4-3-2-1,6.84,4-2-3-1,6.79,7.85,9.03,,
198,футбольный клуб Барселона,Севилья,Хосе Мария Санчес Мартинес,1.3,5.5,9.0,18,3,0,2578,285,2293,65,35,8,10,0,2,673,365,51,43,26,5,21,11,52,45,16,12,13,20,8,3,6,8,123,111,16,3,7,1,11,1,5,2,7,24,610,292,4-3-3,7.07,5-4-1,6.8,11.13,25.13,,
199,Райо Вальекано,Альмерия,Сесар Сото Градо,1.83,3.5,4.333333333333334,25,2,0,1156,1303,-147,49,51,16,9,3,3,405,412,74,65,14,34,21,19,55,66,16,19,20,23,3,7,10,14,170,176,15,14,11,5,4,7,11,7,27,16,297,305,4-2-3-1,6.77,4-3-3,6.76,7.76,9.57,,
200,Кадис,Жирона,Хуан Луис Пулидо Сантана,3.1,3.1,2.45,28,2,0,1083,766,317,43,57,17,11,4,4,333,450,52,39,15,17,20,27,60,57,10,11,26,13,5,6,4,6,128,138,12,7,3,1,7,3,5,4,14,16,258,379,4-4-2,6.68,4-4-2,6.78,7.84,6.62,,
201,Альмерия,Бетис,Хавьер Альберола Рохас,2.9,3.3,2.45,22,2,3,1477,888,589,52,48,12,10,2,3,411,404,71,63,25,5,24,18,57,51,15,14,16,15,8,2,8,13,156,136,17,12,9,7,12,10,5,2,10,22,303,317,4-2-3-1,6.76,4-2-3-1,6.82,11.4,11.68,,
202,Севилья,Мальорка,Хавьер Иглесиас Вильянуэва,1.91,3.2,4.75,23,2,0,2093,518,1575,65,35,9,14,4,2,592,321,52,64,31,15,16,9,42,52,7,16,13,23,8,2,6,6,137,126,15,6,6,0,11,4,4,2,13,28,525,243,3-4-2-1,6.78,5-4-1,6.79,15.58,12.77,,
203,Валенсия,Атлетик Бильбао,Сесар Сото Градо,3.1,3.25,2.38,28,1,2,1541,795,746,48,52,11,17,2,2,382,427,62,67,31,16,23,21,72,58,21,15,23,19,7,1,6,4,154,145,18,11,8,3,9,11,9,0,9,28,290,336,4-3-3,6.82,4-2-3-1,6.84,8.31,6.65,,
204,Хетафе,Райо Вальекано,Исидро Диас де Мера Эскудерос,3.2,2.8,2.55,40,1,1,913,1129,-216,42,58,21,19,4,4,324,445,64,69,23,22,12,18,63,50,20,16,15,6,5,6,10,6,151,149,13,19,4,4,7,10,6,9,18,19,214,346,4-4-2,6.72,4-2-3-1,6.79,7.93,8.35,,
205,Сельта,Атл. Мадрид,Хорхе Фигероа Васкес,3.75,3.1,2.15,23,0,1,957,920,37,47,53,10,13,2,2,447,502,58,62,14,17,29,31,61,66,10,6,24,31,7,5,13,8,132,137,14,10,3,2,6,7,8,3,13,9,377,424,4-4-2,6.78,4-3-3,6.92,11.96,8.17,,
206,Вальядолид,Осасуна,Гильермо Куадра Фернандес,2.3,3.2,3.3,29,0,0,1211,934,277,50,50,13,16,1,3,370,366,67,65,26,26,25,18,51,68,10,30,13,15,10,4,15,4,128,133,18,15,5,4,11,7,7,8,15,25,291,281,4-2-3-1,6.8,4-3-3,6.8,7.04,9.45,,
207,Вильярреал,футбольный клуб Барселона,Алехандро Эрнандес,4.75,3.75,1.75,40,0,1,912,778,134,54,46,22,18,4,4,445,391,65,59,19,10,15,19,50,59,11,13,13,13,6,2,13,15,137,124,11,6,2,4,8,5,3,1,13,12,361,313,4-4-2,6.87,4-3-3,7.08,6.69,5.31,,
208,Эспаньол,Реал Сосьедад,Алехандро Мунис Руис,3.8,3.1,2.1,26,2,3,633,1203,-570,44,56,9,17,4,1,373,489,63,43,12,13,11,25,66,51,20,16,21,15,4,3,8,5,137,143,10,11,6,5,6,7,4,4,13,11,275,396,4-4-2,6.77,4-1-4-1,6.83,12.73,7.11,,
209,Реал Мадрид,Эльче,Рикардо де Бургос Бенгоэчеа,1.22,6.5,13.0,18,4,0,2871,301,2570,72,28,5,13,1,3,820,302,37,54,15,9,25,16,63,34,18,7,14,14,6,4,3,8,111,108,26,7,13,0,19,5,7,2,8,19,752,233,4-3-3,7.04,3-5-2,6.61,8.43,23.37,,
210,Жирона,Альмерия,Валентин Писарро Гомес,1.85,3.6,4.2,18,6,2,1042,1112,-70,52,48,10,8,1,1,464,411,62,53,16,30,20,15,51,46,17,13,14,13,1,7,1,10,139,140,14,16,8,4,12,8,2,8,18,20,365,320,4-4-2,6.77,4-3-3,6.76,17.57,12.04,,
211,Реал Сосьедад,Сельта,Мигель Анхель Ортис Ариас,1.75,3.3,5.25,26,1,1,867,1084,-217,55,45,14,12,3,5,487,377,58,56,9,20,15,17,46,55,12,17,15,15,3,7,4,10,120,124,9,18,3,4,7,13,2,5,15,8,402,301,4-1-3-2,6.82,4-4-2,6.78,10.35,11.36,,
212,Бетис,Вальядолид,Антонио Матеу Лаос,1.65,4.0,5.25,33,2,1,865,1105,-240,47,53,18,15,3,5,380,397,50,65,7,30,22,28,67,71,17,15,23,25,4,6,10,12,124,144,16,17,10,3,12,8,4,9,29,13,303,324,4-2-3-1,6.83,4-2-3-1,6.81,6.85,6.06,,
213,Мальорка,Вильярреал,Хосе Мария Санчес Мартинес,3.1,2.9,2.55,27,4,2,878,1181,-303,45,55,19,8,5,0,372,460,56,57,16,13,12,20,42,47,13,6,14,11,4,4,10,4,103,100,13,8,5,4,12,4,1,4,8,12,306,397,5-4-1,6.78,4-1-4-1,6.87,8.53,13.0,,
214,Осасуна,Реал Мадрид,Хосе Луис Мунуэра Монтеро,5.25,3.8,1.67,24,0,2,1071,1078,-7,47,53,17,7,3,2,446,509,51,57,22,9,6,23,36,52,12,11,16,11,5,5,7,9,116,117,11,11,4,6,5,7,6,4,13,10,379,439,4-2-3-1,6.81,4-3-3,7.06,10.69,26.67,,
215,Эльче,Эспаньол,Карлос Дель Серро Гранде,2.63,3.0,2.9,23,0,1,1554,995,559,46,54,11,12,2,3,336,409,66,68,30,16,15,33,63,56,17,16,25,14,10,5,7,3,139,148,19,11,5,4,14,9,5,2,15,22,253,316,3-4-3,6.6,3-5-2,6.77,8.44,7.48,,
216,Райо Вальекано,Севилья,Хесус Хиль Мансано,2.3,3.1,3.3,21,1,1,1265,591,674,58,42,15,6,4,1,458,337,61,67,31,16,25,25,48,59,10,10,15,21,7,3,2,16,140,144,18,7,5,2,7,3,11,4,13,16,379,259,4-1-4-1,6.78,5-4-1,6.79,6.92,9.61,,
217,Атл. Мадрид,Атлетик Бильбао,Хуан Мартинес Мунуэра,1.95,3.3,4.2,20,1,0,1703,556,1147,57,43,7,13,2,3,613,466,69,70,21,15,21,23,52,41,12,7,18,13,6,5,7,8,168,168,17,8,5,2,9,6,8,2,16,22,504,352,4-4-2,6.92,4-2-3-1,6.84,13.16,18.05,,
218,футбольный клуб Барселона,Кадис,Пабло Гонсалес Фуэртес,1.22,6.0,13.0,33,2,0,1590,960,630,65,35,15,18,2,3,594,308,51,56,19,25,26,13,59,39,11,5,11,12,5,6,6,5,107,109,16,14,5,4,15,10,1,4,18,18,540,245,4-3-3,7.08,4-2-3-1,6.7,7.96,17.43,,
219,Хетафе,Валенсия,Марио Мелеро Лопес,3.0,2.88,2.7,19,1,0,1144,995,149,46,54,11,8,6,1,320,376,70,82,19,22,14,7,54,37,30,7,12,17,4,5,4,9,168,174,15,8,6,3,12,3,3,5,22,19,211,264,4-4-2,6.73,4-3-3,6.82,18.6,8.56,,
220,Эльче,Бетис,Давид Иглесиас Гутьеррес,3.6,3.5,2.05,25,2,3,0,0,0,35,65,16,9,4,1,276,522,47,34,16,20,20,16,54,53,13,12,19,21,3,3,9,10,124,135,4,21,2,9,2,15,2,6,20,11,204,455,3-4-2-1,6.61,4-2-3-1,6.84,23.08,3.73,,
221,Эспаньол,Мальорка,Хавьер Альберола Рохас,2.45,2.88,3.4,33,2,1,671,1438,-767,39,61,15,18,2,2,305,457,73,59,5,24,4,10,61,58,29,29,15,10,0,4,9,5,137,153,9,15,3,4,9,6,0,9,30,12,209,351,4-3-3,6.78,5-3-2,6.78,7.9,8.58,,
222,Кадис,Райо Вальекано,Алехандро Мунис Руис,3.0,3.0,2.63,38,1,0,779,809,-30,42,58,19,19,3,4,302,416,75,82,20,24,12,14,69,60,18,20,27,19,4,6,4,6,179,173,5,11,3,2,4,5,1,6,22,22,186,311,4-4-2,6.69,4-4-2,6.78,6.71,4.74,,
223,Реал Мадрид,Атл. Мадрид,Хесус Хиль Мансано,1.8,3.6,4.75,18,1,1,2037,585,1452,62,38,10,8,3,3,630,400,40,59,29,13,31,23,56,51,12,8,19,20,7,4,7,7,117,103,18,7,7,1,9,4,9,3,14,25,572,339,4-3-3,7.06,4-4-2,6.93,9.91,17.06,,
224,Валенсия,Реал Сосьедад,Алехандро Эрнандес,3.2,3.1,2.38,25,1,0,709,1256,-547,37,63,13,12,6,3,270,451,67,51,14,28,12,25,55,63,15,16,22,20,7,8,6,3,148,158,8,11,3,3,7,5,1,6,19,9,174,358,4-3-3,6.81,4-1-4-1,6.82,10.04,5.0,,
225,Атлетик Бильбао,Жирона,Исидро Диас де Мера Эскудерос,1.62,4.0,5.5,25,2,3,1986,771,1215,60,40,17,8,5,5,486,351,43,55,55,12,22,15,51,50,19,10,12,15,11,3,11,16,155,134,17,8,3,4,12,8,5,0,11,37,408,255,4-2-3-1,6.83,4-1-4-1,6.79,5.62,10.1,,
226,Сельта,Вальядолид,Рикардо де Бургос Бенгоэчеа,1.67,4.0,5.25,11,3,0,1616,559,1057,53,47,6,5,1,3,456,392,58,61,11,15,26,15,54,44,13,11,23,21,5,4,18,10,142,160,18,6,4,3,11,4,7,2,14,16,364,295,4-4-2,6.78,4-2-3-1,6.81,8.3,11.55,,
227,Альмерия,футбольный клуб Барселона,Мигель Анхель Ортис Ариас,6.5,4.75,1.44,24,1,0,413,2311,-1898,28,72,13,11,3,3,219,561,73,36,12,47,14,14,44,60,15,23,11,13,4,7,8,6,122,128,6,13,4,1,5,12,1,1,37,12,141,499,4-4-2,6.74,4-3-3,7.09,20.0,3.95,,
228,Севилья,Осасуна,Хуан Луис Пулидо Сантана,1.7,3.6,5.25,25,2,3,2025,646,1379,67,33,10,15,4,2,560,279,64,69,32,15,15,6,48,45,17,21,6,10,10,2,6,5,150,122,22,11,8,4,11,10,11,1,10,37,469,190,3-4-2-1,6.79,4-3-3,6.8,10.62,12.37,,
229,Вильярреал,Хетафе,Хорхе Фигероа Васкес,1.7,3.5,5.75,22,2,1,1854,724,1130,64,36,9,13,0,1,605,327,68,85,14,19,31,11,62,50,21,11,9,20,6,5,7,10,160,149,11,8,5,3,7,6,4,2,23,22,495,225,4-1-4-1,6.84,4-2-3-1,6.74,8.88,9.28,,
230,Реал Сосьедад,Кадис,Антонио Матеу Лаос,1.53,3.8,7.0,35,0,0,1748,255,1493,72,28,17,18,0,1,575,224,52,78,27,8,27,13,78,65,32,16,14,22,3,0,10,17,181,161,15,6,3,2,12,3,3,3,10,25,453,115,4-1-3-2,6.82,4-2-3-1,6.7,2.77,10.33,,
231,Хетафе,Жирона,Хуан Мартинес Мунуэра,2.75,3.0,2.88,35,3,2,767,1150,-383,39,61,24,11,5,4,298,484,74,59,20,19,17,17,48,74,15,22,16,21,3,3,15,2,167,164,10,9,6,7,7,2,3,7,14,13,190,366,5-3-2,6.73,4-1-4-1,6.78,7.91,7.44,,
232,Альмерия,Вильярреал,Пабло Гонсалес Фуэртес,3.25,3.4,2.2,21,0,2,77,2324,-2247,29,71,11,10,3,4,231,572,44,37,8,21,14,21,35,46,9,8,13,14,2,10,1,1,97,100,6,17,0,6,4,16,2,1,22,10,174,522,4-4-2,6.75,4-3-3,6.85,16.5,8.54,,
233,Мальорка,Эльче,Хосе Луис Мунуэра Монтеро,1.67,3.4,6.0,31,0,1,1024,1022,2,56,44,17,14,4,3,448,364,66,70,28,17,13,11,63,60,30,27,14,11,6,7,14,10,149,143,14,15,3,6,5,10,9,5,15,25,350,270,5-3-2,6.77,3-1-4-2,6.61,8.55,10.41,,
234,Атл. Мадрид,Севилья,Гильермо Куадра Фернандес,1.6,3.8,6.0,23,6,1,1509,901,608,47,53,12,11,1,4,518,578,46,39,14,14,7,18,30,32,3,5,12,8,7,3,10,11,88,100,18,8,8,1,13,5,5,3,13,12,463,515,5-3-2,6.92,4-3-3,6.78,18.1,17.58,,
235,Вальядолид,Эспаньол,Валентин Писарро Гомес,2.25,3.25,3.25,15,2,1,1258,844,414,44,56,4,11,3,2,336,426,70,57,21,25,21,23,55,57,19,20,13,18,9,6,5,7,142,147,15,12,5,2,8,7,7,5,31,17,247,333,4-3-3,6.79,4-2-3-1,6.78,13.24,8.67,,
236,футбольный клуб Барселона,Валенсия,Хавьер Альберола Рохас,1.36,5.25,8.0,24,1,0,1474,860,614,53,47,11,13,0,0,463,398,51,48,11,21,24,15,46,52,11,7,13,25,5,2,7,12,132,124,13,13,4,1,7,9,6,4,19,18,386,323,4-3-3,7.08,4-5-1,6.81,8.83,10.56,,
237,Райо Вальекано,Атлетик Бильбао,Марио Мелеро Лопес,2.7,3.1,2.8,26,0,0,1263,1132,131,55,45,9,17,1,0,436,365,76,75,23,21,31,13,69,57,18,21,18,21,7,9,3,9,173,150,18,16,2,3,11,12,7,4,13,23,320,268,4-2-3-1,6.77,4-2-3-1,6.82,9.89,5.0,,
238,Бетис,Реал Мадрид,Сесар Сото Градо,4.75,3.8,1.7,25,0,0,582,1282,-700,38,62,12,13,3,4,399,673,42,38,17,17,25,32,57,60,10,8,20,18,5,3,12,11,112,126,8,15,4,5,3,9,5,6,30,11,336,599,4-2-3-1,6.83,4-4-2,7.06,17.48,7.57,,
239,Осасуна,Сельта,Хосе Мария Санчес Мартинес,2.6,3.1,2.88,24,0,0,1764,283,1481,64,36,12,12,0,2,565,322,75,49,31,10,31,20,60,49,15,14,13,13,6,4,14,19,162,148,10,6,5,0,7,3,3,3,11,31,467,224,4-3-3,6.8,4-4-2,6.79,5.62,19.28,,
240,Кадис,Хетафе,Алехандро Эрнандес,2.4,2.88,3.4,29,2,2,969,1019,-50,52,48,13,16,4,5,362,313,81,68,22,35,25,7,75,54,37,26,11,15,2,6,14,3,166,186,11,16,4,10,6,11,5,5,39,19,251,203,4-4-2,6.71,3-4-3,6.73,8.93,7.26,,
241,Реал Мадрид,Эспаньол,Хорхе Фигероа Васкес,1.22,6.5,11.0,29,3,1,2163,647,1516,71,29,12,17,3,2,639,260,39,47,16,12,22,19,47,51,8,9,9,17,7,4,2,16,100,77,22,10,7,3,11,7,11,3,14,25,585,210,4-3-3,7.05,4-4-2,6.78,8.47,10.6,,
242,Эльче,Вальядолид,Исидро Диас де Мера Эскудерос,2.55,3.3,2.75,30,1,1,1927,594,1333,55,45,19,11,4,6,361,312,56,62,41,10,20,17,61,69,21,16,20,26,10,3,9,7,158,142,24,5,10,1,19,3,5,2,8,36,277,226,5-3-2,6.63,4-1-4-1,6.79,5.0,7.9,,
243,Сельта,Райо Вальекано,Хуан Луис Пулидо Сантана,2.05,3.3,3.8,25,3,0,968,1464,-496,43,57,13,12,2,3,322,416,59,40,13,23,23,21,54,45,8,9,16,11,3,7,8,10,113,132,15,12,6,3,9,7,6,5,15,10,249,339,4-4-2,6.79,4-2-3-1,6.78,9.67,7.48,,
244,Валенсия,Осасуна,Хавьер Иглесиас Вильянуэва,2.0,3.2,4.2,27,1,0,1393,635,758,54,46,8,19,2,5,350,299,67,57,25,16,18,17,64,39,21,7,12,13,12,3,4,11,152,146,8,7,4,0,7,3,1,4,15,10,257,202,4-3-3,6.81,4-3-3,6.8,9.63,6.4,,
245,Мальорка,Реал Сосьедад,Хуан Мартинес Мунуэра,3.6,2.8,2.4,39,1,1,398,1017,-619,37,63,19,20,2,2,292,506,66,53,16,12,20,14,71,75,25,35,13,14,3,2,4,3,149,136,8,8,2,2,5,5,3,3,12,10,184,411,5-3-2,6.78,4-1-3-2,6.82,11.96,4.13,,
246,Севилья,Альмерия,Рикардо де Бургос Бенгоэчеа,1.62,4.2,5.25,19,2,1,2061,764,1297,56,44,8,11,5,4,454,359,60,57,32,16,12,11,54,39,22,13,12,11,6,4,12,9,113,121,27,13,5,5,18,8,9,5,15,27,389,285,3-4-2-1,6.76,4-2-3-1,6.73,8.08,12.11,,
247,Вильярреал,Бетис,Мигель Анхель Ортис Ариас,1.65,4.0,5.0,19,1,1,1288,713,575,57,43,8,11,3,2,504,380,44,53,15,19,38,20,61,53,9,9,22,26,2,4,5,11,121,122,15,6,4,3,10,1,5,5,15,15,439,318,4-3-3,6.86,4-2-3-1,6.83,10.45,15.37,,
