Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
209,Ренн,Страсбург,Марк Болленджер,1.53,4.0,7.0,25,3,0,1279,536,743,59,41,12,13,0,1,586,398,44,39,4,13,13,7,44,36,12,12,10,9,4,0,7,10,109,107,6,3,3,0,4,1,2,2,13,12,510,334,4-3-3,6.89,5-4-1,6.78,11.29,23.67,,
210,ПСЖ,Тулуза,Бастьен Дешепи,1.33,5.5,8.0,22,2,1,1606,453,1153,61,39,9,13,2,2,637,399,36,38,10,13,24,12,46,37,7,4,12,16,6,2,5,10,108,105,22,12,5,5,12,5,10,7,5,13,566,341,4-3-1-2,7.06,4-3-3,6.86,19.77,14.39,,
211,Труа,Лион,Франсуа Летексье,5.0,4.2,1.6,24,1,3,482,1043,-561,42,58,10,14,0,1,423,597,54,60,9,12,22,15,61,57,20,14,16,25,5,6,17,12,140,140,8,10,2,6,7,8,1,2,20,5,335,505,3-5-2,6.73,4-3-1-2,6.94,19.88,7.91,,
212,Ренн,Лилль,Флоран Батта,2.38,3.3,3.0,25,1,3,704,1471,-767,39,61,16,9,1,2,357,584,62,52,8,10,25,13,55,53,14,14,19,19,2,1,12,7,144,149,10,15,6,6,7,11,3,4,17,10,264,491,4-4-2,6.89,4-2-3-1,6.89,12.11,7.81,,
213,Клермон,Монако,Марк Болленджер,4.5,3.75,1.8,30,0,2,630,929,-299,54,46,9,21,1,2,523,441,39,63,14,13,25,16,57,50,6,11,17,22,2,4,10,11,151,136,8,14,3,5,3,7,5,7,14,11,427,359,3-4-2-1,6.82,4-2-3-1,6.89,21.58,8.89,,
214,Аяччо,Нант,Рудди Буке,2.55,2.9,3.0,32,0,2,830,809,21,43,57,16,16,2,1,356,468,75,81,10,16,11,24,53,82,17,30,20,21,2,1,12,15,170,164,8,7,2,3,1,6,7,1,15,23,248,361,4-4-2,6.68,4-2-3-1,6.83,7.86,6.92,,
215,Осер,Реймс,Пьер Гайюст,3.8,3.6,1.91,23,0,0,1008,1140,-132,39,61,13,10,2,0,310,515,68,49,31,16,17,25,53,63,11,21,26,18,4,5,15,6,146,170,13,8,3,4,8,5,5,3,17,28,228,414,4-2-3-1,6.73,4-2-3-1,6.84,9.15,10.2,,
216,Лорьян,Анже,Вилли Делайод,1.95,3.4,4.0,32,0,0,1302,983,319,56,44,16,16,2,4,516,404,40,52,22,21,26,18,68,63,14,17,22,21,8,6,9,10,131,133,13,12,2,5,8,6,5,6,14,35,449,331,4-2-3-1,6.83,4-4-2,6.65,8.65,12.61,,
217,Страсбург,Монпелье,Стефани Фраппар,2.05,3.3,3.8,27,2,0,420,1493,-1073,32,68,11,16,3,1,275,566,73,68,7,33,17,20,68,50,23,17,21,14,4,7,12,8,136,164,6,11,2,0,6,7,0,4,30,4,182,473,5-4-1,6.76,4-3-3,6.71,23.57,5.31,,
218,Брест,Ленс,Бенуа Бастьен,4.333333333333334,3.5,1.8,24,1,1,872,2030,-1158,34,66,15,9,4,2,275,553,57,34,25,43,11,24,53,60,22,18,19,15,11,5,13,7,115,129,16,20,3,7,13,13,3,7,31,19,206,494,4-1-4-1,6.79,5-4-1,6.95,11.88,8.45,,
219,Марсель,Ницца,Клемент Терпин,1.67,4.0,5.0,15,1,3,1670,689,981,58,42,10,5,0,1,522,406,33,62,37,8,12,14,38,58,14,13,15,24,9,1,11,15,163,149,22,14,5,8,16,8,6,6,9,19,433,303,3-4-2-1,6.94,4-3-3,6.9,7.53,13.88,,
220,Ницца,Аяччо,Стефани Фраппар,1.65,3.6,6.0,16,3,0,1185,756,429,62,38,9,7,1,0,654,396,39,56,11,14,21,11,38,40,12,8,8,16,5,5,9,11,107,110,11,6,3,3,5,5,6,1,11,11,583,318,4-3-3,6.9,4-1-4-1,6.67,16.67,23.09,,
221,Монако,ПСЖ,Клемент Терпин,2.3,3.3,3.1,20,3,1,1142,675,467,42,58,9,11,0,1,491,695,51,31,12,4,26,21,65,46,11,5,23,19,3,2,11,16,110,119,19,7,9,2,16,5,3,2,13,10,421,621,4-2-2-2,6.9,3-5-2,7.06,16.93,10.15,,
222,Клермон,Марсель,Рудди Буке,5.25,3.5,1.7,31,0,2,489,1983,-1494,38,62,15,16,4,3,332,541,48,47,10,22,16,26,49,56,8,14,17,18,3,4,6,7,122,127,9,17,4,5,8,8,1,9,14,9,250,472,3-4-2-1,6.82,3-4-2-1,6.93,15.22,5.36,,
223,Тулуза,Ренн,Джереми Стинат,2.8,3.3,2.55,28,3,1,767,1573,-806,31,69,12,16,1,1,278,610,47,51,6,25,27,41,73,71,10,10,31,24,2,7,13,4,123,160,13,13,7,4,10,8,3,5,26,3,211,529,4-3-3,6.85,4-4-2,6.88,12.48,3.41,,
224,Анже,Осер,Томас Леонард,2.4,3.3,3.0,19,1,1,919,1055,-136,49,51,10,9,2,0,390,406,43,65,17,18,16,19,48,58,12,17,18,23,6,4,12,10,156,143,10,15,5,4,5,10,5,5,14,18,297,326,4-4-2,6.66,4-2-3-1,6.74,14.67,8.78,,
225,Лилль,Страсбург,Хаким Бен эль Салем Хадж,1.44,4.75,6.5,26,2,0,2010,542,1468,67,33,13,13,1,2,738,351,35,38,11,17,25,19,40,46,5,4,10,18,5,4,5,7,117,107,14,5,10,0,12,2,2,3,15,15,666,287,4-2-3-1,6.89,3-4-2-1,6.77,8.16,25.42,,
226,Монпелье,Брест,Флоран Батта,2.38,3.3,3.0,35,3,0,1246,662,584,44,56,15,20,1,2,348,453,46,56,18,15,30,21,76,55,17,16,20,16,4,3,13,9,137,144,16,10,7,2,13,5,3,5,13,23,261,365,4-2-3-1,6.7,4-1-4-1,6.8,13.67,6.47,,
227,Реймс,Труа,Джереми Пиньяр,1.5,4.5,6.0,27,4,0,1760,581,1179,54,46,13,14,1,2,445,384,66,56,19,10,23,20,65,61,13,15,27,27,5,2,13,18,159,159,20,7,10,2,11,3,9,4,11,19,352,283,4-2-3-1,6.84,3-5-2,6.72,4.98,6.0,,
228,Нант,Лорьян,Матье Вернис,1.91,3.5,4.0,23,1,0,1316,873,443,49,51,12,11,0,0,472,502,51,37,26,7,20,26,68,52,15,12,27,21,7,3,9,7,140,141,12,9,5,5,6,6,6,3,13,19,398,422,4-2-3-1,6.84,4-2-3-1,6.83,11.03,10.88,,
229,Лион,Ленс,Эрик Ваттелье,2.45,3.4,2.8,26,2,1,717,1665,-948,41,59,15,11,1,1,430,599,55,34,7,26,24,7,57,45,12,13,22,18,2,5,21,6,140,166,11,14,5,4,6,8,5,6,26,7,341,504,3-4-1-2,6.93,3-4-2-1,6.95,9.69,10.15,,
230,Осер,Лион,Жером Брисар,4.0,3.6,1.91,29,2,1,722,1487,-765,35,65,17,12,4,2,306,577,52,60,14,16,20,20,57,54,15,12,18,18,6,4,14,9,132,142,8,6,3,4,5,4,3,2,14,16,232,488,3-4-2-1,6.74,3-4-1-2,6.94,11.93,7.91,,
231,Ницца,Реймс,Марк Болленджер,2.05,3.4,3.6,22,0,0,1606,477,1129,53,47,9,13,1,1,482,444,59,40,30,9,31,17,56,32,4,6,19,12,9,0,11,9,134,126,16,10,1,2,8,7,8,3,9,27,402,363,4-3-3,6.91,4-2-3-1,6.86,14.74,9.69,,
232,Страсбург,Анже,Франсуа Летексье,1.85,3.4,4.5,30,2,1,1045,1368,-323,37,63,14,16,3,3,317,544,44,60,13,25,16,15,69,48,23,14,21,16,4,5,12,5,113,133,18,10,5,3,13,5,5,5,25,13,244,476,3-5-2,6.77,4-4-2,6.66,13.35,7.13,,
233,ПСЖ,Лилль,Вилли Делайод,1.65,4.2,4.75,28,4,3,851,1279,-428,47,53,9,19,2,4,446,506,36,39,7,16,31,13,64,38,9,7,14,17,3,6,12,7,97,102,12,16,10,7,9,12,3,4,11,3,382,448,4-3-1-2,7.04,4-2-3-1,6.89,15.11,6.65,,
234,Лорьян,Аяччо,Эрик Ваттелье,2.05,3.4,3.75,25,3,0,821,734,87,59,41,11,14,0,2,556,383,41,37,7,18,29,7,48,44,6,11,11,19,2,2,5,11,120,112,10,12,6,3,10,7,0,5,12,11,481,314,4-2-3-1,6.83,4-1-4-1,6.66,16.47,15.22,,
235,Брест,Монако,Хаким Бен эль Салем Хадж,4.5,3.6,1.8,18,1,2,774,944,-170,48,52,8,10,1,2,428,474,78,56,26,12,18,16,47,57,12,19,18,23,5,5,16,9,141,145,12,9,3,3,11,5,1,4,20,23,349,377,4-1-4-1,6.78,4-4-2,6.92,10.81,10.88,,
236,Ренн,Клермон,Бастьен Дешепи,1.5699999999999998,4.0,6.5,19,2,0,1232,761,471,60,40,9,10,0,2,585,380,49,59,6,18,21,17,47,41,8,7,18,18,2,7,11,13,117,135,18,7,6,3,9,4,9,3,19,8,515,305,4-2-3-1,6.86,3-4-2-1,6.8,9.43,20.3,,
237,Труа,Монпелье,Бенуа Бастьен,3.25,3.25,2.25,21,0,1,654,1725,-1071,51,49,12,9,2,1,451,408,53,35,14,39,22,20,51,58,13,20,18,17,2,10,9,18,134,126,4,19,2,7,1,10,3,9,36,16,361,344,3-4-2-1,6.71,4-2-3-1,6.72,10.73,11.18,,
238,Ленс,Нант,Пьер Гайюст,1.5,4.0,7.5,24,3,1,1845,492,1353,58,42,9,15,0,0,580,423,42,68,23,18,18,13,54,45,18,15,12,11,2,5,8,10,115,131,19,6,6,3,13,3,6,3,18,21,508,342,3-4-2-1,6.94,3-4-1-2,6.85,9.39,16.19,,
239,Тулуза,Марсель,Стефани Фраппар,3.8,3.6,1.95,18,2,3,1004,1457,-453,52,48,8,10,0,2,448,401,46,50,14,25,19,25,52,52,10,10,18,19,3,10,10,14,129,138,15,15,6,7,12,11,3,4,22,16,372,323,4-1-4-1,6.86,3-4-2-1,6.93,8.41,9.57,,
240,Лилль,Брест,Пьер Гайюст,1.36,5.0,8.5,19,2,1,2654,200,2454,70,30,8,11,2,2,609,268,47,67,25,6,21,27,55,59,17,14,15,19,11,2,8,8,136,119,18,3,4,0,12,2,6,1,7,28,529,194,4-2-3-1,6.88,4-1-4-1,6.77,6.31,20.64,,
241,Анже,Лион,Флоран Батта,4.333333333333334,3.8,1.8,22,1,3,820,1089,-269,43,57,16,6,0,0,430,591,39,51,16,11,28,12,56,48,8,8,23,20,2,2,17,11,126,131,11,7,2,5,7,5,4,2,10,11,359,512,4-3-3,6.66,4-3-3,6.93,10.43,10.64,,
242,Монпелье,Ленс,Жером Брисар,4.5,3.6,1.8,25,1,1,435,1778,-1343,38,62,12,13,0,3,334,548,45,38,18,27,13,13,44,46,13,15,11,13,4,6,9,4,112,113,8,19,3,6,4,17,4,2,27,13,268,478,3-4-3,6.74,3-4-2-1,6.94,13.24,9.05,,
243,Лорьян,Осер,Бенуа Милло,2.15,3.25,3.5,33,0,1,1583,276,1307,61,39,12,21,2,3,508,331,34,62,27,8,23,20,72,56,11,14,25,19,10,0,9,11,136,123,18,9,4,1,10,6,8,3,9,26,435,265,4-2-3-1,6.84,3-4-2-1,6.75,5.39,11.0,,
244,Аяччо,Труа,Марк Болленджер,2.05,3.2,4.2,23,2,1,1459,822,637,54,46,8,15,2,2,412,357,58,66,16,13,26,12,63,53,26,19,10,20,6,3,11,10,145,155,14,11,6,5,10,10,4,1,16,21,320,243,4-4-2,6.66,3-4-2-1,6.71,9.06,10.85,,
245,Клермон,Страсбург,Вилли Делайод,2.88,3.0,2.7,42,1,1,1324,843,481,56,44,17,25,1,4,451,357,75,62,19,12,24,18,76,62,14,20,26,20,7,2,8,16,187,165,11,12,4,6,6,9,5,3,12,23,322,249,3-4-2-1,6.79,3-5-2,6.78,5.66,3.93,,
246,Нант,Ренн,Джереми Пиньяр,3.4,3.2,2.25,20,0,1,1772,575,1197,55,45,8,12,2,2,477,414,59,66,40,10,28,25,66,67,20,25,15,21,12,4,7,12,168,137,20,12,8,3,16,8,4,4,11,27,382,317,4-3-3,6.84,4-3-3,6.87,9.48,14.59,,
247,Реймс,Тулуза,Матье Вернис,2.1,3.5,3.6,26,3,0,1250,781,469,48,52,12,14,0,0,440,495,52,52,17,14,25,24,61,49,15,10,17,16,4,2,14,14,136,144,18,13,6,6,14,10,4,3,16,15,357,401,4-2-3-1,6.85,4-3-3,6.85,9.59,7.43,,
248,Монако,Ницца,Бенуа Бастьен,2.0,3.6,3.6,20,0,3,1803,587,1216,56,44,8,12,0,1,579,483,37,61,29,5,23,11,45,48,6,6,17,29,5,3,9,13,143,118,15,12,4,7,8,7,7,5,5,31,509,409,3-1-4-2,6.92,5-3-2,6.92,10.62,13.73,,
249,Марсель,ПСЖ,Клемент Терпин,2.8,3.6,2.38,34,0,3,1423,1069,354,54,46,20,14,0,0,466,414,35,41,25,7,25,17,50,65,7,12,17,25,7,4,11,10,128,113,19,12,6,7,12,10,7,2,10,24,404,346,3-4-2-1,6.93,3-5-2,7.03,6.02,10.17,,
250,Ницца,Осер,Бастьен Дешепи,1.65,3.75,5.75,21,1,1,2186,178,2008,65,35,10,11,0,1,602,338,37,69,40,9,23,28,64,41,15,5,23,12,8,0,14,17,136,133,17,3,5,1,12,1,5,2,11,35,526,259,4-3-3,6.93,3-4-2-1,6.76,5.61,19.65,,
251,Ленс,Лилль,Франсуа Летексье,2.4,3.3,2.9,32,1,1,878,1119,-241,38,62,18,14,2,4,310,538,37,47,22,15,15,15,47,43,11,7,12,11,10,3,13,10,131,118,10,11,1,6,9,11,1,0,14,21,233,461,4-2-3-1,6.94,4-2-3-1,6.88,12.54,7.85,,
252,ПСЖ,Нант,Джереми Стинат,1.25,6.0,11.0,15,4,2,1867,356,1511,67,33,7,8,0,2,753,358,20,38,13,16,33,31,47,56,6,4,19,28,4,6,7,11,115,100,17,8,11,5,9,4,8,4,13,17,690,304,3-5-2,7.05,5-3-2,6.84,7.19,21.94,,
253,Труа,Монако,Стефани Фраппар,6.5,4.75,1.44,16,2,2,554,2219,-1665,39,61,8,8,0,1,361,560,67,54,13,32,7,20,46,54,14,25,18,8,3,4,11,5,138,165,13,17,6,4,3,12,10,5,35,6,260,455,3-4-2-1,6.71,4-4-2,6.9,15.31,10.28,,
254,Монпелье,Анже,Бенуа Милло,1.8,3.5,4.5,28,5,0,1684,465,1219,59,41,10,18,1,4,516,357,59,43,21,10,15,31,50,51,10,6,19,16,6,5,11,13,117,100,15,10,8,4,12,6,3,4,7,22,446,296,4-2-3-1,6.74,4-3-3,6.66,7.44,15.68,,
255,Реймс,Аяччо,Жером Брисар,1.53,3.8,7.0,40,1,0,1715,352,1363,64,36,19,21,3,4,562,330,60,69,28,6,19,17,65,62,18,17,18,15,2,1,4,12,163,149,12,5,3,1,3,2,9,3,7,31,466,229,4-2-3-1,6.87,4-4-2,6.67,5.72,14.89,,
256,Страсбург,Брест,Рудди Буке,2.0,3.3,4.0,31,0,1,1759,527,1232,62,38,14,17,2,1,487,294,74,72,29,12,22,16,74,71,34,33,13,17,9,2,4,8,189,158,16,8,4,1,10,5,6,3,12,37,370,185,3-5-2,6.78,4-1-4-1,6.76,4.63,9.54,,
257,Тулуза,Клермон,Флоран Батта,1.65,3.8,5.25,24,0,1,805,809,-4,51,49,20,4,3,1,489,474,55,65,19,12,19,31,49,56,11,6,22,13,4,5,8,13,133,144,9,12,0,3,4,6,5,6,10,17,399,382,4-2-3-1,6.84,3-4-2-1,6.8,6.67,23.18,,
258,Лион,Лорьян,Томас Леонард,1.62,4.2,5.25,25,0,0,1539,611,928,53,47,19,6,1,0,539,476,39,29,23,9,36,23,53,73,9,9,22,35,6,5,11,6,126,110,17,11,5,1,11,5,6,6,14,24,477,416,4-3-3,6.93,4-1-4-1,6.83,7.68,14.14,,
259,Ренн,Марсель,Эрик Ваттелье,3.0,3.4,2.38,20,0,1,1043,1019,24,55,45,10,10,1,1,483,413,62,64,19,9,26,12,67,58,25,15,16,24,4,3,9,16,168,149,13,11,2,4,11,6,2,5,7,17,382,313,4-4-2,6.88,3-4-2-1,6.92,7.82,9.79,,
260,Лилль,Лион,Бенуа Бастьен,1.8,3.8,4.2,39,3,3,1263,586,677,56,44,20,19,5,4,477,388,49,53,20,8,24,25,69,50,8,12,22,11,4,0,13,8,122,139,8,6,6,5,7,6,1,0,13,14,402,293,4-2-3-1,6.88,4-3-3,6.93,6.24,8.3,,
261,Осер,Ренн,Матье Вернис,3.8,3.25,2.05,25,0,0,690,905,-215,32,68,14,11,2,2,290,652,69,56,15,11,14,16,42,57,10,22,17,17,8,0,9,7,135,133,12,7,0,2,6,5,6,2,9,15,206,569,5-4-1,6.75,4-4-2,6.88,19.48,6.17,,
262,Брест,ПСЖ,Марк Болленджер,7.5,5.0,1.4,18,1,2,597,1752,-1155,39,61,6,12,1,1,370,605,52,27,24,9,11,22,38,37,4,9,19,12,6,3,12,6,108,111,7,17,2,8,5,12,2,5,19,15,308,545,4-1-4-1,6.77,4-2-2-2,7.04,26.36,10.79,,
263,Клермон,Ленс,Джереми Стинат,5.0,3.8,1.67,26,0,4,1022,1575,-553,47,53,13,13,1,2,435,498,46,47,15,16,12,23,39,52,9,9,10,12,6,4,11,7,111,104,9,13,6,6,7,11,2,2,14,9,362,429,3-4-2-1,6.8,4-2-3-1,6.93,13.17,10.41,,
264,Аяччо,Монпелье,Хаким Бен эль Салем Хадж,3.4,3.1,2.3,32,0,1,617,840,-223,48,52,13,19,2,2,423,467,66,72,15,15,21,14,75,74,26,23,23,29,1,3,12,13,198,182,7,11,1,4,1,5,6,6,10,21,295,344,4-4-2,6.67,4-2-3-1,6.76,7.76,7.23,,
265,Анже,Тулуза,Пьер Гайюст,3.8,3.6,1.95,19,0,2,889,1054,-165,40,60,8,11,0,1,368,576,53,65,21,13,32,9,60,32,13,8,13,13,6,8,12,13,124,131,13,8,2,5,10,7,3,1,20,18,298,492,5-3-2,6.65,4-2-3-1,6.83,24.14,7.56,,
266,Лорьян,Труа,Клемент Терпин,1.73,3.75,4.75,21,2,0,864,917,-53,52,48,11,10,0,2,516,463,44,52,10,19,18,15,44,50,11,17,12,16,1,4,13,11,111,130,16,9,6,2,10,6,6,3,23,5,445,375,4-1-4-1,6.84,3-4-2-1,6.71,12.95,13.71,,
267,Нант,Ницца,Вилли Делайод,2.88,3.2,2.55,20,2,2,550,1505,-955,45,55,9,11,1,1,472,575,57,46,10,23,14,22,46,37,12,7,18,11,1,10,3,9,97,107,10,16,3,8,5,9,5,7,17,12,411,514,4-2-3-1,6.83,3-4-2-1,6.93,27.8,21.69,,
268,Монако,Реймс,Томас Леонард,1.83,3.75,4.2,23,0,1,981,1051,-70,49,51,9,14,1,2,468,499,60,67,17,19,17,20,54,43,12,15,16,9,3,3,15,4,142,143,14,17,3,8,12,8,2,9,8,21,365,404,4-4-2,6.9,4-2-3-1,6.87,13.68,10.22,,
269,Марсель,Страсбург,Джереми Пиньяр,1.44,4.5,7.5,21,2,2,598,1709,-1111,41,59,6,15,0,4,348,496,56,62,8,26,23,15,53,47,14,11,17,23,1,8,10,10,146,144,7,24,4,9,3,15,4,9,24,5,249,406,3-4-2-1,6.92,3-5-2,6.78,16.86,4.76,,
270,Лион,Нант,Бенуа Милло,1.55,4.333333333333334,5.75,20,1,1,1492,542,950,67,33,13,7,0,1,664,322,29,65,19,13,21,31,56,59,13,10,23,24,5,2,6,11,129,121,11,11,6,5,10,7,1,4,14,23,590,253,4-3-3,6.91,4-2-3-1,6.83,5.48,21.4,,
271,Тулуза,Лилль,Хаким Бен эль Салем Хадж,3.5,3.75,2.0,14,0,2,999,1137,-138,46,54,12,2,2,0,435,526,50,33,25,14,16,30,43,49,9,7,21,11,12,8,13,7,115,114,16,18,4,5,14,12,2,6,18,17,370,457,4-2-3-1,6.83,4-2-3-1,6.88,10.67,18.31,,
272,Ленс,Анже,Бастьен Дешепи,1.2,7.0,12.0,22,3,0,1216,792,424,46,54,7,15,0,0,472,564,56,47,13,8,11,18,44,35,10,10,17,7,4,4,7,18,96,112,12,3,6,1,9,3,3,0,11,12,407,495,4-1-4-1,6.95,5-3-2,6.66,14.35,13.22,,
273,Аяччо,Монако,Джереми Стинат,6.0,3.6,1.6,33,0,2,351,1426,-1075,42,58,20,13,2,1,346,473,63,61,11,18,13,16,63,67,27,20,19,20,1,4,18,9,156,170,10,8,1,4,5,5,5,3,19,5,246,363,4-4-2,6.66,4-4-2,6.9,7.31,5.93,,
274,Монпелье,Клермон,Пьер Гайюст,1.8,3.6,4.5,30,2,1,1770,879,891,56,44,15,15,3,1,453,359,64,55,23,12,30,25,60,69,14,14,13,23,11,4,18,18,160,137,23,16,9,8,14,9,9,7,20,21,354,261,4-2-3-1,6.77,3-4-2-1,6.78,6.03,8.68,,
275,Ницца,Лорьян,Рудди Буке,1.62,3.8,5.25,22,1,1,1823,563,1260,53,47,13,9,0,2,542,496,35,46,33,3,27,23,67,54,9,10,28,19,10,2,13,5,119,108,16,9,1,3,8,5,8,4,2,27,483,431,3-4-1-2,6.93,4-1-4-1,6.85,8.83,13.64,,
276,Страсбург,Осер,Эрик Ваттелье,2.0,3.2,3.8,25,2,0,1575,502,1073,51,49,14,11,2,1,379,367,70,79,16,13,17,25,80,68,33,20,26,20,5,4,17,12,173,188,13,8,6,1,9,4,4,4,11,14,265,249,5-3-2,6.78,3-4-2-1,6.76,4.87,9.65,,
277,Труа,Брест,Флоран Батта,2.88,3.3,2.4,22,2,2,1199,1037,162,48,52,12,10,1,1,456,487,52,75,13,25,16,15,64,57,25,25,20,13,7,4,4,14,138,135,15,9,5,2,9,6,6,3,25,17,362,404,3-4-2-1,6.71,4-1-4-1,6.77,13.09,10.8,,
278,ПСЖ,Ренн,Жером Брисар,1.5,4.5,6.0,23,0,2,1390,546,844,60,40,11,12,1,1,648,424,24,47,11,8,24,22,46,50,11,4,11,20,6,3,10,11,108,85,17,10,8,3,13,9,4,1,10,12,587,363,3-5-2,7.04,5-4-1,6.88,10.96,16.04,,
279,Реймс,Марсель,Франсуа Летексье,2.9,3.4,2.4,24,1,2,1602,792,810,56,44,13,11,2,3,417,348,40,53,33,12,16,24,67,60,21,16,22,15,6,4,14,8,150,150,19,12,6,5,12,6,7,6,17,35,334,251,4-2-3-1,6.87,3-4-3,6.92,6.26,8.78,,
280,Марсель,Монпелье,Томас Леонард,1.5,4.2,6.5,24,1,1,1266,400,866,69,31,15,9,2,2,607,280,45,56,21,11,21,16,50,53,11,14,19,16,1,3,17,25,155,147,13,9,2,3,8,5,5,4,11,24,505,195,3-4-2-1,6.92,4-2-3-1,6.78,3.94,14.76,,
281,Осер,Труа,Жером Брисар,1.91,3.5,4.0,22,1,0,734,1101,-367,38,62,7,15,0,0,316,519,60,58,12,15,19,22,56,51,13,21,17,14,4,5,11,12,143,159,13,14,5,2,8,9,5,5,30,11,222,411,3-4-2-1,6.75,3-4-2-1,6.72,17.72,5.5,,
282,Ренн,Ленс,Клемент Терпин,2.8,3.25,2.55,24,0,1,1125,1219,-94,56,44,13,11,2,2,563,445,50,62,11,12,21,19,48,44,12,8,14,14,5,5,9,11,121,116,10,12,3,4,4,8,6,4,15,11,480,364,5-4-1,6.89,3-4-3,6.96,11.96,16.79,,
283,Лилль,Лорьян,Джереми Пиньяр,1.36,5.25,8.0,23,3,1,1989,249,1740,60,40,14,9,3,3,585,393,42,32,19,8,16,23,51,47,8,8,23,18,5,1,12,8,116,122,20,2,7,1,12,1,8,1,9,28,516,324,4-2-3-1,6.89,4-1-4-1,6.84,9.04,17.38,,
284,Анже,Ницца,Эрик Ваттелье,5.5,3.75,1.67,19,1,1,640,1270,-630,37,63,8,11,1,1,331,584,39,45,20,22,21,13,51,58,14,12,15,29,5,2,8,12,138,126,13,12,6,3,5,7,8,5,23,14,266,506,5-3-2,6.65,4-3-3,6.93,16.95,7.18,,
285,Клермон,Аяччо,Матье Вернис,2.0,3.1,4.5,37,2,1,2064,175,1889,67,33,15,22,2,5,566,283,62,61,23,4,30,25,78,59,21,13,16,16,5,1,6,15,145,140,14,3,6,2,9,2,5,1,7,15,482,182,4-2-3-1,6.78,4-4-2,6.66,4.18,8.98,,
286,Нант,Реймс,Марк Болленджер,3.25,3.4,2.2,23,0,3,1256,1369,-113,48,52,10,13,1,2,410,450,59,34,24,13,23,19,51,53,9,11,15,20,3,4,19,10,147,150,12,14,6,9,7,9,5,5,24,22,326,344,4-1-4-1,6.83,4-2-3-1,6.87,8.96,8.81,,
287,Брест,Тулуза,Стефани Фраппар,2.7,3.4,2.6,28,3,1,1530,757,773,41,59,16,12,2,5,353,537,46,49,25,12,19,17,64,43,24,9,19,14,4,2,12,7,126,132,17,9,7,3,11,8,6,1,14,23,287,458,4-1-4-1,6.77,4-2-3-1,6.83,11.81,9.9,,
288,Монако,Страсбург,Вилли Делайод,1.55,4.2,5.75,32,4,3,1178,1129,49,50,50,15,17,3,1,448,430,76,55,11,21,16,22,55,61,18,16,14,17,3,3,11,18,156,142,9,13,7,6,8,8,1,5,21,21,338,337,4-4-2,6.91,3-1-4-2,6.78,9.33,8.23,,
289,ПСЖ,Лион,Франсуа Летексье,1.44,5.0,6.5,26,0,1,1468,733,735,62,38,10,16,3,3,690,426,22,56,16,5,44,18,67,50,7,7,17,25,7,1,12,15,143,124,16,10,5,3,6,8,10,2,6,26,606,347,3-5-2,7.03,3-4-1-2,6.91,8.48,13.42,,
290,Ленс,Страсбург,Пьер Гайюст,1.53,4.333333333333334,6.0,38,2,1,942,795,147,55,45,19,19,1,5,512,423,51,55,12,16,13,15,51,54,15,16,8,14,5,1,4,18,124,130,13,13,9,3,10,9,3,4,17,15,426,338,3-4-3,6.95,3-4-2-1,6.79,10.9,8.55,,
291,Анже,Лилль,Матье Вернис,7.0,5.0,1.44,36,1,0,407,1677,-1270,33,67,18,18,2,3,242,503,43,46,12,23,23,22,60,65,11,13,18,21,3,6,8,7,120,120,7,15,5,5,5,6,2,9,24,13,181,435,5-3-2,6.65,4-2-3-1,6.9,13.48,3.94,,
292,Ницца,ПСЖ,Джереми Пиньяр,3.8,3.6,1.85,10,0,2,1709,1249,460,46,54,8,2,1,0,568,706,29,38,31,9,22,18,34,49,3,5,19,26,10,5,7,8,116,102,21,13,7,4,13,6,8,7,9,33,514,647,5-4-1,6.93,3-5-2,7.02,24.78,20.54,,
293,Лион,Ренн,Бенуа Бастьен,2.15,3.5,3.3,31,3,1,1397,729,668,59,41,14,17,2,2,523,367,58,42,19,5,29,24,65,57,7,8,20,15,7,2,6,9,132,110,11,11,3,3,6,8,5,3,13,21,436,300,4-1-4-1,6.91,4-2-3-1,6.89,7.25,9.48,,
