Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
213,Фрайбург,Хоффенхайм,Вред Осмерс,1.83,3.6,4.333333333333334,36,2,1,1025,657,368,60,40,11,25,2,5,486,322,57,58,13,14,12,12,70,51,20,24,22,13,2,2,9,3,148,163,9,12,3,1,8,6,1,6,23,18,380,221,4-4-2,6.84,3-5-2,6.76,7.14,9.48,,
214,Бремен,Леверкузен,Дениз Айтекин,3.6,3.5,2.05,24,2,3,1457,891,566,53,47,12,12,2,1,542,480,85,75,14,6,9,22,60,44,26,20,17,3,2,3,5,11,164,168,12,13,6,5,7,9,5,4,11,16,414,349,3-1-4-2,6.81,3-4-2-1,6.83,9.21,30.7,,
215,Вольфсбург,Юнион Берлин,Роберт Шредер,2.7,3.1,2.8,25,1,1,1047,598,449,58,42,11,14,1,4,497,356,51,58,14,17,13,11,61,38,29,16,12,11,3,5,12,7,149,156,15,12,6,2,10,7,5,5,16,18,389,248,4-3-3,6.85,3-4-2-1,6.81,12.36,17.88,,
216,Боруссия Мгладбах,Бремен,Тобиас Райхель,1.85,4.2,3.6,21,2,2,1884,784,1100,59,41,9,12,1,1,535,370,51,53,13,19,17,18,40,62,11,27,9,14,6,5,7,8,126,129,21,8,9,3,9,7,12,1,15,14,454,277,4-2-3-1,6.85,3-5-2,6.81,7.92,13.92,,
217,Аугсбург,Шальке 04,Даниэль Шлагер,2.4,3.4,2.9,25,1,1,1108,1338,-230,42,58,11,14,4,4,273,357,73,54,21,43,13,16,51,64,17,31,17,13,9,6,4,12,157,154,9,14,3,5,4,12,5,2,30,19,176,273,4-4-2,6.73,4-3-3,6.71,7.36,3.77,,
218,Бохум,РБ Лейпциг,Саша Стегеманн,5.75,4.2,1.55,19,1,0,446,1628,-1182,35,65,11,8,2,3,295,543,76,67,9,20,13,32,47,70,15,22,20,16,2,7,11,10,136,147,8,22,2,8,5,15,3,7,23,8,196,449,4-3-1-2,6.72,4-2-2-2,6.91,12.62,9.06,,
219,Хоффенхайм,Герта,Фрэнк Вилленборг,1.91,3.6,3.8,21,3,1,1308,1020,288,47,53,10,11,0,3,304,344,70,72,15,19,12,15,65,62,25,25,25,18,8,9,2,11,156,165,16,11,7,5,12,8,4,3,17,20,204,244,3-4-3,6.75,3-5-2,6.71,9.68,10.5,,
220,Штутгарт,Вольфсбург,Феликс Брых,2.0,3.4,3.8,18,0,1,1018,1152,-134,57,43,10,8,1,0,504,384,60,55,22,17,22,21,45,67,12,19,14,24,3,8,15,6,140,141,12,9,2,3,5,4,7,5,18,21,428,296,4-3-3,6.82,4-2-3-1,6.85,7.74,14.62,,
221,Дортмунд,Кельн,Дэниел Зиберт,1.53,4.333333333333334,5.75,17,6,1,1542,679,863,64,36,7,10,1,0,718,398,60,31,12,21,28,16,46,41,3,5,16,21,1,6,8,10,112,104,12,11,8,5,11,8,1,3,11,18,648,339,4-3-3,6.95,4-2-2-2,6.76,13.23,17.57,,
222,Юнион Берлин,Э. Франкфурт,Кристиан Дингерт,2.25,3.1,3.5,34,2,0,885,1362,-477,37,63,19,15,3,2,289,496,71,38,17,29,11,21,52,67,24,23,7,6,3,7,13,2,144,139,15,19,3,5,9,14,6,5,26,27,191,405,3-5-2,6.8,3-4-2-1,6.82,9.06,9.53,,
223,Леверкузен,Бавария,Тобиас Стилер,4.333333333333334,4.2,1.7,21,2,1,818,1211,-393,40,60,10,11,2,3,403,603,46,50,8,14,26,27,61,66,11,19,19,23,5,3,10,12,137,138,11,11,5,6,4,8,7,3,19,11,326,515,4-3-3,6.83,3-1-4-2,7.06,17.33,6.82,,
224,Майнц 05,Фрайбург,Бастиан Данкерт,2.0,3.4,3.8,28,1,1,826,1132,-306,47,53,18,10,2,3,390,445,68,90,18,24,5,5,65,74,39,43,13,10,3,5,15,15,181,191,10,11,5,5,6,6,4,5,39,25,258,303,3-4-2-1,6.82,3-4-3,6.84,7.1,9.42,,
225,Э. Франкфурт,Бохум,Вред Осмерс,1.53,4.2,6.0,27,1,1,2754,317,2437,73,27,14,13,3,2,574,223,44,67,50,4,18,11,62,61,30,25,11,15,15,2,5,10,167,132,19,7,7,2,16,5,3,2,21,55,483,128,3-4-2-1,6.82,4-3-1-2,6.73,4.81,18.17,,
226,Фрайбург,Герта,Свен Яблонски,1.85,3.4,4.5,18,1,1,1221,599,622,58,42,7,11,1,1,522,378,67,54,23,13,16,12,51,51,19,21,14,18,2,2,6,7,140,131,16,10,8,3,7,9,9,1,14,20,431,290,3-4-2-1,6.84,3-5-2,6.71,12.94,18.13,,
227,РБ Лейпциг,Майнц 05,Кристиан Дингерт,1.5,4.333333333333334,6.0,33,0,3,1160,876,284,70,30,13,20,3,3,706,308,58,62,18,11,16,5,41,58,9,21,5,19,3,4,6,14,158,129,12,19,3,7,3,13,9,6,10,23,607,207,4-2-2-2,6.91,3-4-2-1,6.82,8.06,15.85,,
228,Шальке 04,Леверкузен,Дениз Айтекин,4.2,3.75,1.8,33,0,3,1214,1249,-35,48,52,20,13,2,1,341,388,54,54,32,12,12,27,60,68,18,17,22,15,7,5,2,9,159,153,12,18,3,10,6,12,6,6,14,26,245,293,4-2-3-1,6.71,3-4-3,6.83,5.46,10.56,,
229,Юнион Берлин,Штутгарт,Флориан Бадстабнер,2.15,3.1,3.6,23,3,0,1137,1554,-417,38,62,11,12,1,1,300,511,68,72,20,15,10,17,52,48,21,19,15,10,3,5,4,6,138,144,12,17,5,8,10,9,2,8,22,14,202,416,3-5-2,6.81,4-3-3,6.81,27.5,9.13,,
230,Вольфсбург,Аугсбург,Мартин Петерсен,1.55,4.333333333333334,5.75,24,2,2,2484,309,2175,68,32,9,15,3,2,628,291,54,64,27,11,10,9,38,38,13,10,9,15,4,7,5,8,124,129,23,5,5,2,16,4,7,1,6,20,560,201,4-3-3,6.86,4-4-2,6.73,9.25,21.32,,
231,Бавария,Дортмунд,Марко Фриц,1.5,5.0,5.5,18,4,2,1391,933,458,49,51,11,7,1,1,534,564,51,64,12,19,24,32,54,47,8,4,25,18,6,2,9,11,118,128,16,10,9,4,11,8,5,2,9,9,459,484,4-2-3-1,7.04,4-5-1,6.97,12.77,16.45,,
232,Кельн,Боруссия Мгладбах,Феликс Цвайер,2.15,3.5,3.1,26,0,0,1663,584,1079,51,49,18,8,3,3,438,451,48,50,43,9,8,17,36,55,11,13,17,17,11,1,21,6,149,133,12,8,5,2,7,4,5,4,7,31,360,356,4-1-4-1,6.74,4-2-3-1,6.85,6.89,32.13,,
233,Бремен,Хоффенхайм,Саша Стегеманн,2.15,3.6,3.2,28,1,2,1496,906,590,57,43,12,16,3,4,533,395,73,77,21,17,20,13,66,48,23,16,16,16,1,6,8,11,162,164,12,8,4,2,8,6,4,2,24,22,417,290,3-4-2-1,6.82,3-5-2,6.75,10.83,8.85,,
234,Аугсбург,Кельн,Роберт Шредер,3.5,3.3,2.15,16,1,3,1213,812,401,52,48,5,11,3,4,449,419,54,68,26,17,14,6,60,54,34,32,8,13,6,1,6,8,195,167,13,11,1,6,7,9,6,2,12,33,325,303,4-4-2,6.72,4-1-4-1,6.75,17.75,13.89,,
235,Леверкузен,Э. Франкфурт,Роберт Хартманн,1.85,4.0,4.0,22,3,1,947,1112,-165,43,57,9,13,1,5,436,569,52,58,6,19,20,13,57,35,9,9,23,11,2,5,13,11,123,151,14,9,9,2,12,6,2,3,16,7,347,469,3-4-1-2,6.84,3-4-2-1,6.82,14.31,10.8,,
236,Дортмунд,Юнион Берлин,Даниэль Шлагер,1.67,4.0,5.0,19,2,1,1491,534,957,64,36,8,11,5,2,583,328,56,57,21,10,32,20,73,60,23,16,19,27,8,0,5,9,150,131,15,7,6,2,11,2,4,5,19,20,494,242,4-3-3,6.95,3-5-2,6.82,14.08,14.65,,
237,Фрайбург,Бавария,Дэниел Зиберт,6.5,5.0,1.45,25,0,1,414,1885,-1471,33,67,11,14,2,2,323,657,61,46,12,19,21,27,62,66,17,23,21,16,2,6,15,11,146,135,10,22,2,8,7,18,3,4,13,18,219,576,4-2-2-2,6.85,4-1-4-1,7.04,18.57,6.67,,
238,Майнц 05,Бремен,Бенджамин Брэнд,1.7,4.0,4.75,33,2,2,1556,603,953,50,50,11,22,1,5,457,461,81,88,27,17,14,17,59,47,19,20,13,10,1,2,12,11,185,170,16,9,10,4,11,6,5,3,8,32,325,336,3-4-2-1,6.83,3-5-2,6.82,11.39,8.85,,
239,Герта,РБ Лейпциг,Дениз Айтекин,5.25,3.8,1.67,25,0,1,567,1562,-995,33,67,12,13,4,3,276,578,64,45,15,13,19,18,57,59,17,22,18,16,4,4,14,8,165,160,11,18,1,6,4,13,7,5,15,30,167,478,3-5-2,6.71,3-4-3,6.9,10.76,5.24,,
240,Боруссия Мгладбах,Вольфсбург,Тимо Герах,2.45,3.6,2.75,23,2,0,821,1313,-492,44,56,12,11,0,1,389,482,49,49,12,30,19,19,44,53,11,11,17,22,5,8,7,6,136,142,13,10,6,2,7,6,6,4,30,14,296,402,4-2-3-1,6.86,4-3-3,6.85,12.17,7.37,,
241,Бохум,Штутгарт,Фрэнк Вилленборг,3.0,3.3,2.38,20,2,3,1026,1113,-87,55,45,12,8,3,3,481,391,72,64,18,18,15,32,58,68,18,22,25,14,7,4,11,3,159,170,12,15,5,7,9,11,3,4,19,26,368,288,4-2-3-1,6.73,3-5-2,6.8,4.91,26.91,,
242,Хоффенхайм,Шальке 04,Матиас Йолленбек,1.91,3.8,3.8,27,2,0,1308,925,383,45,55,14,13,3,0,303,365,69,77,19,25,20,12,71,57,34,25,12,12,9,8,9,5,155,164,15,11,4,3,12,8,3,3,31,22,196,261,3-5-2,6.75,4-2-3-1,6.71,8.52,5.2,,
