Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
47,Краснодар,Оренбург,Алексей Амелин,0,0,0,17,2,0,1376,612,764,66,34,11,6,2,4,600,299,46,54,13,10,25,17,62,33,21,3,15,13,3,4,14,18,101,106,20,13,5,7,9,8,11,5,14,7,530,233,4-3-3,6.89,3-4-2-1,6.81,5.4,18.22,,
48,Сочи,Химки,Василий Казарцев,0,0,0,23,4,1,2413,107,2306,57,43,9,14,1,6,470,355,62,73,16,4,11,14,44,37,11,13,16,11,3,1,16,14,128,146,23,2,8,0,15,1,8,1,7,13,383,244,3-4-2-1,6.82,4-3-1-2,6.81,7.92,20.18,,
49,Пари НН,Динамо,Ян Бобровский,0,0,0,26,2,2,1290,887,403,51,49,15,11,7,6,457,431,52,67,16,10,19,19,51,45,15,14,14,10,3,1,12,13,142,124,14,14,6,3,8,9,6,5,4,17,351,354,3-4-2-1,6.72,4-3-3,7.0,9.82,17.6,,
50,Факел,Спартак,Артем Любимов,0,0,0,21,1,4,1087,1685,-598,39,61,13,8,3,2,255,412,62,47,22,21,4,22,43,42,13,13,20,8,4,6,14,4,131,141,13,24,6,9,9,18,4,6,13,25,165,326,3-4-1-2,6.75,4-3-3,7.01,9.52,8.5,,
51,Ахмат,Крылья Советов,Антон Фролов,0,0,0,23,1,2,686,1168,-482,41,59,6,17,1,4,291,430,71,44,15,8,15,17,52,48,16,22,15,12,5,4,30,12,141,129,8,15,2,8,4,11,4,4,5,21,196,340,3-4-2-1,6.84,4-4-2,6.83,13.0,7.4,,
52,Урал,Зенит,Шадыханов Павел,0,0,0,20,0,4,384,1763,-1379,44,56,13,7,3,1,406,521,54,67,6,19,14,10,32,41,7,6,12,16,1,8,10,6,111,122,9,16,2,9,6,13,3,3,18,6,339,448,3-4-3,6.73,4-2-3-1,7.12,16.67,15.06,,
53,Локомотив,Оренбург,Кирилл Левников,0,0,0,24,5,1,995,1544,-549,43,57,9,15,1,3,311,409,61,45,11,26,7,18,56,38,7,4,31,20,5,9,13,8,131,152,21,19,10,8,14,11,7,8,18,9,225,333,4-2-3-1,6.75,3-4-3,6.77,7.03,7.09,,
54,Торпедо,Краснодар,Евгений Кукуляк,0,0,0,17,1,4,821,1404,-583,44,56,8,9,1,2,392,520,54,47,21,11,22,17,39,43,5,8,20,19,7,5,16,12,133,114,12,21,4,10,6,8,6,13,6,19,314,452,5-4-1,6.62,4-3-3,6.96,14.6,11.58,,
55,Ростов,ЦСКА,Виталий Мешков,0,0,0,17,0,0,681,1068,-387,48,52,4,13,1,1,386,412,72,44,16,18,12,20,61,42,18,17,19,13,4,4,16,4,113,136,12,10,4,3,5,7,7,3,34,21,315,329,4-3-3,6.89,3-4-3,7.07,7.18,11.76,,
56,Оренбург,Химки,Сергей Иванов,0,0,0,29,3,1,1126,1107,19,41,59,16,13,4,1,318,454,66,86,7,16,22,9,60,56,23,13,12,22,2,3,5,11,167,167,17,10,8,5,13,4,4,6,15,17,198,339,3-4-1-2,6.73,3-1-4-2,6.73,10.13,4.54,,
57,Пари НН,Факел,Евгений Кукуляк,0,0,0,21,3,1,1785,464,1321,60,40,6,15,4,2,471,318,63,89,27,11,11,4,55,30,16,12,16,10,5,3,7,12,156,158,13,6,5,4,7,5,6,1,11,22,371,206,3-4-2-1,6.73,3-4-1-2,6.74,8.88,18.13,,
58,Краснодар,Сочи,Шадыханов Павел,0,0,0,26,2,1,930,1308,-378,44,56,11,15,3,3,342,419,58,54,8,24,14,8,41,42,15,8,6,17,5,8,14,12,116,134,12,17,6,6,6,12,6,5,30,9,266,321,4-3-3,6.99,3-4-2-1,6.87,14.73,9.0,,
59,Динамо,Урал,Виталий Мешков,0,0,0,34,2,1,1188,807,381,50,50,16,18,1,3,409,390,65,48,13,25,24,11,50,53,13,17,10,16,5,6,9,11,144,136,15,11,9,1,7,7,8,4,20,23,314,305,4-3-3,6.96,4-2-3-1,6.7,10.0,6.79,,
60,Крылья Советов,ЦСКА,Артем Любимов,0,0,0,19,0,1,608,1737,-1129,41,59,8,11,3,2,385,563,56,62,10,18,10,18,37,49,7,14,16,19,4,5,28,9,155,156,4,18,2,6,4,10,0,8,14,17,278,459,5-4-1,6.84,3-4-3,7.03,11.0,15.38,,
61,Локомотив,Ахмат,Евгений Андреевич Турбин,0,0,0,22,1,2,2083,187,1896,71,29,6,16,3,4,551,223,51,60,22,3,14,19,62,44,15,13,20,17,4,0,12,16,152,145,19,5,9,4,11,3,8,2,12,23,459,120,4-2-3-1,6.83,4-2-3-1,6.81,3.38,9.5,,
62,Спартак,Зенит,Павел Кукуян,0,0,0,22,1,2,618,1778,-1160,52,48,14,8,3,2,454,425,66,60,11,15,16,10,34,53,12,10,12,22,2,5,17,24,150,147,8,23,3,7,5,16,3,7,18,12,347,322,4-3-1-2,7.03,4-3-3,7.14,8.0,11.44,,
63,Торпедо,Ростов,Ян Бобровский,0,0,0,23,0,1,382,1952,-1570,45,55,15,8,10,0,401,476,85,53,9,23,13,8,29,55,9,22,10,14,3,7,8,11,136,132,9,27,4,10,5,14,4,13,20,11,306,387,5-4-1,6.6,4-3-3,6.91,22.42,8.96,,
64,Сочи,Динамо,Кирилл Левников,0,0,0,19,2,1,1354,977,377,54,46,9,10,2,1,469,386,72,42,18,20,10,18,46,44,18,11,14,14,8,3,10,17,139,141,15,14,5,3,12,9,3,5,22,21,370,306,3-4-2-1,6.88,4-3-3,6.96,8.95,10.0,,
65,Химки,Крылья Советов,Владимир Москалев,0,0,0,22,0,0,873,521,352,59,41,15,7,3,1,471,343,78,56,20,2,7,11,28,54,3,14,15,16,5,1,18,15,153,135,11,14,1,7,7,11,4,3,3,24,378,244,3-1-4-2,6.72,5-4-1,6.82,5.67,14.47,,
66,ЦСКА,Краснодар,Сергей Иванов,0,0,0,30,4,1,996,853,143,37,63,17,13,3,5,320,570,53,56,12,7,14,25,46,57,14,10,18,15,4,3,16,15,122,124,14,6,9,2,10,4,4,2,7,10,233,494,3-4-3,7.04,4-3-3,6.99,9.61,7.45,,
67,Ахмат,Пари НН,Шадыханов Павел,0,0,0,25,1,3,1793,621,1172,57,43,14,11,3,4,392,311,65,66,34,11,18,16,54,58,18,15,13,21,9,2,7,14,172,141,16,7,4,4,8,5,8,2,6,41,292,208,4-2-3-1,6.8,3-4-2-1,6.76,6.17,11.0,,
68,Урал,Торпедо,Павел Кукуян,0,0,0,18,2,0,2229,373,1856,58,42,8,10,0,0,460,352,63,87,44,11,4,6,46,28,16,10,19,8,8,5,11,22,157,152,23,5,8,2,13,1,10,4,10,26,361,245,4-2-3-1,6.71,5-4-1,6.61,10.53,12.47,,
69,Факел,Локомотив,Владислав Безбородов,0,0,0,27,2,0,304,1609,-1305,38,62,14,13,4,2,286,460,79,84,4,17,8,13,50,44,17,12,18,10,2,8,21,12,148,172,7,12,4,2,3,7,4,5,34,11,183,338,3-5-2,6.69,4-2-3-1,6.83,9.13,5.63,,
70,Зенит,Оренбург,Евгений Андреевич Турбин,0,0,0,27,8,0,1811,712,1099,58,42,10,17,1,4,558,396,48,51,9,11,14,16,42,43,5,9,15,13,3,3,11,17,114,112,18,11,10,3,11,5,7,6,7,11,473,325,4-3-3,7.14,3-4-1-2,6.77,9.75,10.03,,
71,Ростов,Спартак,Сергей Карасёв,0,0,0,22,4,2,734,1697,-963,40,60,7,15,1,3,342,499,72,64,9,24,10,9,56,39,18,18,17,8,3,4,13,12,146,154,10,18,5,7,8,14,2,4,15,8,237,397,4-3-3,6.94,4-3-1-2,6.98,11.1,6.65,,
72,Урал,Ахмат,Евгений Кукуляк,0,0,0,18,1,2,1653,515,1138,60,40,9,9,1,2,461,313,79,71,30,11,16,4,40,33,19,9,7,16,11,4,14,26,175,127,16,13,5,6,9,7,7,6,12,32,351,217,4-2-3-1,6.77,4-2-3-1,6.76,12.0,17.29,,
73,Торпедо,ЦСКА,Шадыханов Павел,0,0,0,31,1,0,403,2251,-1848,35,65,18,13,6,3,275,481,76,46,5,26,20,17,60,66,16,22,22,19,2,7,24,7,147,161,10,23,4,1,2,14,8,9,34,7,184,383,5-4-1,6.6,3-4-2-1,7.02,8.22,5.2,,
74,Ростов,Крылья Советов,Павел Кукуян,0,0,0,18,2,1,1133,943,190,46,54,10,8,2,3,390,462,69,71,21,18,6,6,28,37,15,13,5,9,5,4,18,9,125,118,10,16,3,4,5,12,5,4,15,26,302,379,4-3-3,6.95,4-4-2,6.85,14.72,32.29,,
75,Динамо,Зенит,Сергей Карасёв,0,0,0,24,0,2,346,2111,-1765,35,65,20,4,5,1,310,600,62,58,10,20,7,15,26,41,5,6,14,10,3,8,12,11,127,131,7,21,1,7,2,11,5,10,10,7,222,510,4-3-3,6.94,4-3-3,7.19,13.73,14.23,,
76,Пари НН,Оренбург,Алексей Васильевич Сухой,0,0,0,20,0,2,966,800,166,56,44,6,14,1,3,469,369,49,84,27,13,6,14,61,46,26,16,16,17,4,4,16,9,164,146,11,10,3,6,7,6,4,4,3,26,366,274,3-4-2-1,6.79,3-4-3,6.7,10.76,13.0,,
77,Краснодар,Химки,Владислав Безбородов,0,0,0,18,3,1,1105,844,261,43,57,10,8,2,3,365,483,59,97,2,11,14,19,51,40,14,13,23,14,4,3,12,10,134,163,16,12,12,3,12,7,4,5,16,7,267,374,4-3-3,6.94,3-1-4-2,6.74,11.19,7.24,,
78,Сочи,Факел,Ян Бобровский,0,0,0,24,1,1,2059,403,1656,68,32,13,11,4,5,543,252,80,76,23,13,9,4,33,41,16,18,5,10,10,3,6,13,153,141,15,7,4,2,9,4,6,3,10,27,423,140,3-4-2-1,6.89,3-5-2,6.72,9.8,11.38,,
79,Спартак,Локомотив,Кирилл Левников,0,0,0,25,1,0,1394,843,551,51,49,13,12,1,0,410,399,63,76,22,10,4,12,32,39,7,6,11,14,8,3,17,8,130,149,22,7,6,3,12,5,10,2,12,13,339,302,4-3-1-2,6.94,4-2-3-1,6.8,8.08,11.94,,
80,Оренбург,Сочи,Артем Любимов,0,0,0,14,4,1,1105,1027,78,41,59,9,5,3,3,387,546,54,57,11,25,14,7,32,28,3,4,18,11,6,4,12,14,100,130,20,10,10,4,12,4,8,6,22,7,325,475,3-4-3,6.74,3-4-2-1,6.89,18.32,21.2,,
81,Химки,ЦСКА,Павел Кукуян,0,0,0,18,1,2,1477,693,784,62,38,7,11,1,2,553,347,88,55,17,4,8,20,52,43,21,14,17,16,11,1,15,12,178,153,8,14,2,5,4,8,4,6,3,22,427,239,3-4-2-1,6.74,3-4-3,7.0,6.95,18.19,,
82,Локомотив,Урал,Сергей Иванов,0,0,0,14,2,4,393,1951,-1558,41,59,6,8,0,2,392,576,70,57,10,12,16,6,35,26,9,7,10,11,0,5,9,14,125,123,10,20,4,8,5,16,5,4,13,7,298,491,4-2-3-1,6.8,4-2-3-1,6.77,54.14,10.3,,
83,Факел,Торпедо,Кирилл Левников,0,0,0,21,2,2,1555,661,894,45,55,7,14,0,5,320,393,79,68,22,15,7,14,54,31,19,15,20,8,4,3,8,8,160,182,18,11,8,2,10,7,8,4,20,20,208,266,3-4-1-2,6.7,3-4-2-1,6.64,10.6,7.82,,
84,Зенит,Ростов,Владимир Москалев,0,0,0,21,3,1,1792,695,1097,54,46,14,7,1,0,501,429,74,72,12,12,17,5,43,40,17,5,13,18,5,3,4,9,126,134,21,7,9,2,15,4,6,3,11,13,420,330,4-3-3,7.18,4-3-3,6.94,11.57,15.94,,
85,Ахмат,Динамо,Владислав Безбородов,0,0,0,20,2,1,789,1432,-643,41,59,12,8,4,3,314,434,73,65,8,25,19,12,40,53,14,11,13,22,4,5,7,11,160,154,10,13,6,2,7,10,3,3,26,7,220,345,4-2-3-1,6.78,4-3-3,6.9,11.25,7.65,,
86,Пари НН,Спартак,Евгений Кукуляк,0,0,0,23,1,2,329,1920,-1591,34,66,14,9,3,3,291,583,64,72,12,21,13,14,42,47,8,15,14,12,2,4,19,9,128,145,5,17,1,7,3,12,2,5,23,13,198,483,3-4-2-1,6.79,4-3-3,6.95,16.67,6.27,,
87,Крылья Советов,Краснодар,Алексей Васильевич Сухой,0,0,0,19,0,0,1267,874,393,42,58,7,12,2,1,334,492,45,51,22,5,13,10,48,42,16,11,14,17,9,3,6,6,122,118,21,7,4,4,12,2,9,5,19,22,266,416,4-4-2,6.84,4-3-3,6.95,15.0,10.22,,
88,Урал,Химки,Сергей Карасёв,0,0,0,17,2,1,1013,1307,-294,40,60,10,7,0,2,331,512,82,88,19,20,7,9,50,57,30,27,11,13,6,3,5,11,170,170,14,16,4,3,9,9,5,7,23,15,213,386,4-2-3-1,6.78,4-3-3,6.73,14.0,9.73,,
89,Факел,Зенит,Павел Кукуян,0,0,0,21,1,1,302,2958,-2656,21,79,15,6,1,0,182,693,78,61,10,33,4,13,46,38,18,16,19,4,3,8,21,8,119,169,5,23,4,5,4,14,1,9,46,6,88,580,3-4-1-2,6.73,4-3-3,7.18,21.53,6.08,,
90,ЦСКА,Динамо,Кирилл Левников,0,0,0,16,1,1,1969,618,1351,52,48,6,10,1,3,414,397,73,73,27,6,17,12,52,44,16,18,19,14,12,3,10,12,162,174,23,11,5,3,17,7,6,4,19,18,312,271,3-4-3,6.99,4-2-3-1,6.89,8.61,20.89,,
91,Сочи,Локомотив,Евгений Андреевич Турбин,0,0,0,25,4,0,1459,619,840,52,48,12,13,5,1,435,392,54,63,17,11,9,19,41,43,13,4,13,18,9,2,5,7,117,129,15,10,8,1,9,6,6,4,8,14,362,300,3-4-2-1,6.85,4-2-3-1,6.77,12.58,16.6,,
92,Спартак,Крылья Советов,Василий Казарцев,0,0,0,17,5,2,1253,676,577,59,41,9,8,0,1,475,335,51,64,16,11,19,4,34,40,9,8,12,22,3,4,9,18,137,117,14,14,5,7,9,11,5,3,12,15,394,252,4-3-1-2,6.95,4-2-3-1,6.85,8.0,17.87,,
93,Оренбург,Ахмат,Владимир Москалев,0,0,0,22,2,1,1867,1099,768,52,48,11,11,1,2,359,342,93,55,27,15,14,10,55,47,11,12,25,19,6,4,21,8,160,152,24,17,5,4,17,10,7,7,9,23,264,245,3-4-3,6.77,4-2-3-1,6.78,5.57,11.25,,
94,Торпедо,Пари НН,Владислав Безбородов,0,0,0,20,0,0,219,2165,-1946,40,60,9,11,4,3,338,508,94,65,7,20,3,6,35,40,10,15,12,10,2,4,26,4,130,146,5,24,2,8,2,14,3,10,16,3,242,402,3-4-2-1,6.64,3-4-2-1,6.79,15.47,12.0,,
95,Ростов,Краснодар,Виталий Мешков,0,0,0,28,3,2,1688,878,810,53,47,16,12,3,5,424,381,70,64,14,9,5,12,50,40,18,10,18,11,2,3,9,2,123,132,23,17,10,6,7,10,16,7,10,20,345,293,4-3-3,6.91,4-3-3,6.95,6.71,19.42,,
96,Ростов,Урал,Евгений Андреевич Турбин,0,0,0,19,1,2,994,840,154,52,48,7,12,3,5,389,365,88,77,18,14,9,8,47,49,19,25,14,10,5,4,16,6,149,147,7,7,1,2,4,6,3,1,20,26,277,260,4-3-3,6.92,4-2-3-1,6.79,8.7,13.86,,
97,Химки,Факел,Кирилл Левников,0,0,0,28,0,0,892,995,-103,60,40,14,14,3,5,401,266,102,75,14,17,14,5,50,56,19,19,8,21,8,5,10,15,151,139,16,19,2,7,10,13,6,6,9,13,299,165,4-3-3,6.74,3-4-1-2,6.75,5.69,11.61,,
98,Торпедо,Локомотив,Евгений Кукуляк,0,0,0,17,0,1,965,1423,-458,47,53,10,7,3,3,330,393,65,69,25,14,10,13,37,50,13,20,14,10,5,5,14,15,149,153,6,12,1,5,4,6,2,6,28,24,231,292,3-4-2-1,6.66,4-2-3-1,6.74,9.19,11.36,,
99,Краснодар,Ахмат,Ян Бобровский,0,0,0,20,2,3,1375,841,534,62,38,8,12,2,5,468,280,81,40,12,14,19,17,57,41,12,9,19,13,6,8,8,16,141,139,21,13,6,6,9,8,12,5,8,19,373,185,4-3-3,6.93,4-2-3-1,6.77,6.56,13.32,,
100,Динамо,Оренбург,Василий Казарцев,0,0,0,20,3,2,1352,1686,-334,47,53,9,11,2,0,369,412,56,70,23,27,14,15,44,50,15,18,12,16,7,8,12,16,182,166,11,15,5,5,8,10,3,5,19,18,246,303,4-4-2,6.88,4-1-3-2,6.8,12.75,8.47,,
101,Крылья Советов,Сочи,Шадыханов Павел,0,0,0,18,2,0,521,1069,-548,42,58,7,11,2,4,407,565,64,47,8,18,13,7,46,49,10,16,19,22,3,4,18,19,148,152,14,9,5,3,6,3,8,6,22,10,301,465,4-2-3-1,6.82,3-4-2-1,6.88,24.07,8.32,,
102,Пари НН,Зенит,Артём Чистяков,0,0,0,19,0,3,573,1608,-1035,39,61,13,6,0,1,364,575,51,63,20,21,4,3,24,36,7,9,10,12,6,7,9,12,134,123,6,15,0,6,4,12,2,3,15,16,284,486,3-4-2-1,6.81,4-3-3,7.16,13.55,17.83,,
103,ЦСКА,Спартак,Сергей Карасёв,0,0,0,17,2,2,1060,891,169,41,59,10,7,4,4,352,521,57,58,19,9,7,6,31,36,7,13,15,12,8,1,9,8,153,160,10,5,5,4,8,2,2,3,23,16,251,404,3-4-3,6.99,4-3-3,6.96,17.81,9.21,,
104,Пари НН,Краснодар,Василий Казарцев,0,0,0,24,0,2,687,986,-299,38,62,11,13,4,4,351,583,68,52,21,12,4,22,53,38,12,11,27,12,3,2,7,7,136,140,11,13,5,7,8,12,3,1,9,17,262,497,3-4-2-1,6.79,4-3-3,6.93,12.0,10.94,,
105,Факел,Ростов,Шадыханов Павел,0,0,0,26,1,1,966,1453,-487,48,52,14,12,3,1,300,335,82,68,27,18,4,7,39,40,16,19,8,4,7,4,6,8,156,140,16,17,5,6,10,8,6,9,22,30,194,236,3-4-1-2,6.77,4-3-3,6.9,13.33,6.75,,
106,Локомотив,Динамо,Павел Кукуян,0,0,0,25,1,3,356,2352,-1996,45,55,13,12,2,4,390,460,78,60,9,30,13,18,51,61,12,11,23,24,2,9,14,6,166,174,3,23,2,11,2,18,1,5,35,7,274,359,4-4-2,6.76,4-4-2,6.87,12.32,5.87,,
107,Оренбург,ЦСКА,Владислав Безбородов,0,0,0,16,2,2,1472,898,574,56,44,9,7,1,3,442,361,78,66,38,15,12,8,40,50,18,16,12,19,8,2,13,13,171,159,15,13,6,7,11,12,4,1,19,23,340,245,4-3-3,6.81,3-4-3,6.97,6.77,16.73,,
108,Спартак,Химки,Артем Любимов,0,0,0,21,5,0,1037,1348,-311,43,57,12,9,1,3,366,479,52,74,8,14,15,13,49,41,13,8,17,17,1,10,8,10,119,140,22,13,10,6,17,9,5,4,18,10,294,386,4-1-3-2,6.94,4-3-3,6.76,13.11,9.48,,
109,Ахмат,Торпедо,Артём Чистяков,0,0,0,24,1,0,1233,930,303,53,47,7,17,1,2,352,299,75,86,6,21,12,14,67,54,20,14,27,21,2,6,13,14,190,212,14,9,6,2,11,6,3,3,14,9,212,173,4-2-3-1,6.78,3-4-2-1,6.66,4.8,4.41,,
110,Урал,Крылья Советов,Кирилл Левников,0,0,0,14,2,1,1614,509,1105,57,43,7,7,2,1,508,384,56,57,20,13,11,15,41,42,14,22,17,9,7,1,11,11,139,137,16,7,5,1,9,5,7,2,13,23,413,294,4-1-4-1,6.79,4-2-3-1,6.84,12.11,20.36,,
111,Зенит,Сочи,Евгений Кукуляк,0,0,0,5,7,0,3256,31,3225,71,29,3,2,0,0,779,317,41,47,20,8,9,6,26,21,10,4,11,13,9,0,2,22,108,98,27,3,13,0,21,1,6,2,6,18,710,247,4-3-3,7.16,3-4-2-1,6.87,12.0,33.0,,
112,Оренбург,Факел,Евгений Кукуляк,0,0,0,29,4,1,1625,603,1022,50,50,18,11,4,4,332,337,51,60,33,19,9,12,52,51,17,8,18,21,5,2,4,8,122,118,22,10,9,4,17,9,5,1,12,25,272,265,4-3-3,6.82,3-4-3,6.77,8.87,8.86,,
113,Динамо,Химки,Ян Бобровский,0,0,0,30,6,1,1692,382,1310,56,44,19,11,1,2,414,332,49,76,16,7,16,15,53,48,9,8,26,18,8,2,12,17,139,150,21,7,8,4,16,2,5,5,8,16,317,233,4-3-3,6.89,5-3-2,6.73,5.03,7.17,,
114,Ахмат,Ростов,Владислав Безбородов,0,0,0,24,1,2,1142,1231,-89,44,56,12,12,3,2,378,475,88,84,11,20,15,6,35,45,11,15,9,16,6,2,12,17,157,134,16,14,3,3,11,10,5,4,15,27,268,379,4-2-3-1,6.79,4-1-4-1,6.9,15.89,10.12,,
115,Локомотив,ЦСКА,Артем Любимов,0,0,0,25,0,1,1261,435,826,63,37,8,17,1,5,577,338,78,60,17,9,7,6,44,51,12,24,14,18,6,3,22,11,173,168,17,10,1,3,5,5,12,5,7,30,461,217,4-2-3-1,6.74,3-4-2-1,6.96,6.17,14.79,,
116,Сочи,Урал,Антон Фролов,0,0,0,20,2,2,1246,1122,124,55,45,13,7,3,3,450,370,98,104,22,15,5,2,41,43,20,25,11,6,5,6,10,19,192,175,11,16,3,6,6,11,5,5,12,18,309,245,3-4-3,6.81,4-3-3,6.79,8.89,12.53,,
117,Крылья Советов,Пари НН,Виталий Мешков,0,0,0,27,2,1,2397,326,2071,70,30,9,18,1,10,516,231,51,61,37,4,20,3,46,27,12,6,7,14,7,0,5,22,140,108,31,5,11,2,15,3,16,2,2,26,426,149,3-4-2-1,6.8,3-4-2-1,6.78,9.64,9.56,,
118,Спартак,Торпедо,Сергей Иванов,0,0,0,12,1,0,1815,535,1280,65,35,7,5,1,1,517,276,73,76,12,13,17,16,43,48,12,10,21,22,5,4,19,30,167,156,15,8,8,1,12,7,3,1,15,23,412,179,4-3-3,6.97,3-4-2-1,6.66,4.82,13.0,,
119,Краснодар,Зенит,Владимир Москалев,0,0,0,22,0,1,440,1899,-1459,39,61,14,8,4,2,352,545,54,49,12,17,8,17,41,44,19,8,15,18,7,6,7,5,129,131,8,17,1,4,4,12,4,5,20,9,272,450,4-3-3,6.94,4-3-3,7.17,11.91,10.42,,
120,Химки,Оренбург,Шадыханов Павел,0,0,0,17,2,0,367,2028,-1661,43,57,9,8,2,1,371,473,59,60,7,35,9,23,51,51,13,15,27,19,1,8,14,9,145,168,9,23,2,8,5,15,4,8,34,7,277,378,4-3-3,6.7,4-3-3,6.83,10.36,13.57,,
121,Сочи,Спартак,Артём Чистяков,0,0,0,17,1,1,585,1038,-453,48,52,5,12,0,2,461,492,70,67,16,23,5,6,32,32,6,9,11,14,1,6,20,21,149,144,8,14,3,2,6,8,2,6,16,10,361,396,3-4-3,6.81,4-3-3,6.97,14.95,9.42,,
122,Факел,Краснодар,Сергей Карасёв,0,0,0,25,3,3,1372,1335,37,39,61,15,10,2,2,275,473,84,78,34,16,1,6,31,31,5,10,16,1,6,5,19,10,142,139,17,15,8,6,8,10,9,5,11,33,183,382,3-4-1-2,6.75,4-3-3,6.92,13.82,7.47,,
123,Зенит,Ахмат,Павел Кукуян,0,0,0,20,1,2,2522,329,2193,78,22,7,13,1,1,752,217,71,60,27,8,20,12,52,39,16,5,18,22,7,5,9,21,169,145,19,9,6,2,16,8,3,1,6,29,643,119,4-3-3,7.17,4-2-3-1,6.78,5.0,12.26,,
124,ЦСКА,Пари НН,Сергей Иванов,0,0,0,25,0,1,1845,447,1398,65,35,7,18,3,4,473,256,81,73,29,15,16,15,56,39,19,10,15,18,6,4,15,21,187,167,14,1,5,1,8,1,6,0,8,18,356,151,3-4-2-1,6.96,3-4-2-1,6.77,6.5,8.31,,
125,Урал,Локомотив,Владислав Безбородов,0,0,0,23,2,2,1442,606,836,57,43,14,9,2,1,490,367,91,89,31,16,15,10,53,45,23,10,16,15,7,4,13,22,181,173,12,7,8,2,10,5,2,2,15,23,361,241,4-3-3,6.79,3-4-1-2,6.75,6.17,12.7,,
126,Торпедо,Крылья Советов,Алексей Амелин,0,0,0,29,0,2,847,691,156,57,43,17,12,2,1,467,356,44,72,21,4,13,23,52,59,12,15,21,16,5,4,8,13,161,160,10,11,1,6,8,8,2,3,12,15,363,240,3-4-2-1,6.68,4-4-2,6.82,6.21,11.85,,
127,Ростов,Динамо,Владимир Москалев,0,0,0,12,2,1,460,1680,-1220,47,53,2,10,5,3,411,455,90,65,10,30,10,13,40,35,15,15,11,13,1,6,7,8,155,171,4,22,4,7,4,12,0,10,41,14,298,345,4-1-4-1,6.91,4-3-3,6.91,17.17,15.93,,
128,Пари НН,Ахмат,Алексей Амелин,0,0,0,28,3,2,815,1418,-603,43,57,14,14,4,1,314,430,58,62,23,21,10,16,60,63,19,22,26,21,4,5,25,4,166,189,12,14,4,6,8,10,4,4,31,20,213,315,3-4-2-1,6.78,4-2-3-1,6.78,6.5,7.71,,
129,Урал,Факел,Павел Кукуян,0,0,0,17,2,0,1828,366,1462,55,45,8,9,2,1,404,328,74,67,27,24,7,2,39,36,24,12,4,16,6,2,6,8,154,142,18,8,5,1,13,5,5,3,20,21,307,223,4-3-3,6.8,3-4-1-2,6.76,14.6,13.71,,
130,Крылья Советов,Ростов,Артем Любимов,0,0,0,17,1,3,1328,1294,34,47,53,9,8,4,1,389,444,65,63,19,18,8,5,31,34,8,13,11,11,9,4,18,12,132,143,26,8,11,4,13,4,13,4,16,17,300,345,4-4-2,6.83,4-1-4-1,6.9,11.87,10.05,,
131,Торпедо,Зенит,Сергей Карасёв,0,0,0,23,0,2,374,1991,-1617,38,62,17,6,2,0,382,610,84,61,7,18,10,13,38,52,8,14,20,15,3,5,7,10,149,142,4,17,2,5,3,12,1,5,18,10,278,518,3-4-2-1,6.68,4-3-3,7.15,20.0,9.55,,
132,Локомотив,Спартак,Владимир Москалев,0,0,0,21,1,2,1727,1003,724,48,52,6,15,2,6,414,462,57,57,27,8,16,22,57,52,9,15,30,24,9,2,23,14,168,152,13,12,6,7,8,9,5,3,3,25,313,368,3-1-4-2,6.75,4-3-2-1,6.97,9.88,7.34,,
133,Оренбург,Краснодар,Кирилл Левников,0,0,0,29,5,1,1794,872,922,40,60,11,18,1,7,330,517,72,47,22,6,15,17,42,41,3,6,15,13,6,2,9,7,110,122,22,12,9,4,16,8,6,4,13,8,258,436,4-3-3,6.83,4-3-3,6.91,12.04,7.17,,
134,Химки,Сочи,Сергей Иванов,0,0,0,21,0,2,542,1274,-732,58,42,12,9,3,3,502,362,80,46,5,11,7,6,31,39,2,11,15,12,1,4,10,12,133,141,12,16,2,8,7,13,5,3,21,11,402,265,4-3-3,6.73,3-4-3,6.81,7.95,22.54,,
135,Динамо,ЦСКА,Владислав Безбородов,0,0,0,15,2,1,1303,1713,-410,44,56,9,6,3,3,288,378,52,79,22,30,20,19,60,52,22,19,19,15,9,11,9,10,160,173,20,15,5,5,15,15,5,0,42,21,187,273,4-3-3,6.91,3-4-2-1,6.96,6.55,7.47,,
